n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,glint_max_brighten,glint_sigma,glint_events,glint_score,is_glint,resists_mundane,is_candidate,shared_epoch_frac,rejected_shared_epoch
643,0.2907792915928825,5,0.007776049766718507,0.821931492715184,0.2317284475932322,0.03753554000873507,0.6587393379973795,1,0.0,0.2907792915928825,754207200006513,174.4775428,46.8644083,19.00341033935547,2.6822891235351562,2.7267653965836938,main_sequence,-0.0059372459675995515,2.043041717988071,-0.0420210355622748,0.0,False,5.141002582248662,84.57268714590899,4,0.68,True,True,False,0.9760479041916168,
698,0.14134022164393956,19,0.027220630372492838,0.8738128939959974,0.31449206335744334,0.0357934340143821,0.3793412635483711,1,0.0,0.07650557077324371,754207200005938,174.68795775,46.933861449999995,17.83503532409668,1.2002201080322266,0.6721567588916317,main_sequence,-0.004511524281511385,1.58819462921973,-0.03193044777124226,0.0,False,0.5281123301283026,21.997417568189803,1,0.6411879439060092,True,True,False,0.3333333333333333,
524,0.3734467082477061,1,0.0019083969465648854,0.759389627682435,0.14413706937745827,0.04498254461250935,0.28650523661624716,0,0.0,0.0,754207200018654,174.15965325000002,46.8797649,19.440534591674805,2.8999080657958984,3.7728666113879488,main_sequence,-0.006018871867557686,1.0096359929319874,-0.042409221011018364,0.0,False,1.289006363359265,12.326520662028228,4,0.5776869421603764,True,True,False,0.9951923076923077,
492,0.5031800348812592,4,0.008130081300813009,0.8848652453757057,0.32313940944199027,0.06128671700929568,0.2816139848972113,0,0.0,0.0,754208100012910,173.2759987,46.83938565,19.592527389526367,2.510009765625,2.607341271005148,main_sequence,-0.014576460151809086,2.42602513163853,-0.07359507735278839,0.0,False,1.4572230467782963,14.505944479228557,3,0.6467459263897142,True,True,False,0.9945652173913043,
34,0.2156390136195585,0,0.0,0.6038593462839273,0.110263407853267,0.5054592298820247,0.15,0,0.0,0.0,1753214300001590,174.47752135000002,46.864408,19.00341033935547,2.6822891235351562,2.7267653965836938,main_sequence,0.003153277176851015,0.10126762297774798,0.005878983264084426,0.010288220712147744,False,0.8423449149675832,9.708921111951748,1,0.5726969948074994,True,False,False,1.0,
