rank,key,tier,delta_chi2,delta_chi2_unrestricted,nir_anchor_band,nir_anchor_pct,nir_anchor_err_pct,n_band,n_obs_pct,n_err_pct,n_grey_pred_pct,n_nano_ceiling_pct,n_separation_sigma,planck_consistent,n_detected,grey_t_k,polarimetry_ppm,driving_verified
1,HD 216956,nano_preferred,-21.815944404903828,-21.816121211639295,K,0.88,0.12,N8,0.35,0.1,0.9224399354955533,2.264768339065357,-6.05502914302409,True,True,1800.0,,False
