object_id,rank,line_id,line_name,line_flag,n_dith,wl_um,wl_err_um,flux,flux_err,ew,fwhm_um,snr,snr_di,cont,qual,aon,ra,dec,point_like_prob,point_like_flag,spurious_flag,det_quality_flag,mumax_minus_mag,flux_h,flux_vis,segmentation_area,field,names,n_ranks,gaia_idx,gaia_sep_arcsec,gaia_source_id,gaia_g,gaia_bp_rp,gaia_parallax,gaia_plx_over_err,gaia_ruwe,gaia_pmra,gaia_pmdec,gaia_var_flag,resel_um,low_snr,few_dithers,band_edge,fwhm_resel,broad,non_positive_flux,stellar_line,stellar_line_name,stellar_band_name,industrial_flag,single_line_z,galaxy_pattern,galaxy_z,galaxy_ids,blend,n_neighbours_blend_radius,n_dispersion_neighbours,not_point_like,point_like_below_min,spurious,recurrent_wavelength,recurrence_n_stars,vetoes,survivor,p_single,p_global,significant_after_trials
-517223745283086792,0,4,OIII5008,1,0,1.4165311,0.0019640354,3.739394e-14,1.9539598e-14,368.46307,0.009871354,465.4356,2.69,-1.0148626000000001e-16,282,1.55,51.72237452,-28.30867927,,,0,388,-1.0374966,2076.3735,69.0261,12137,EDF-F,OIII5008,1,3229,0.08714943399175298,5060380328424903808,14.960947,0.762253,0.655,28.3193,1.019,13.722,6.73,NOT_AVAILABLE,0.003147846888888889,False,True,False,3.1359066525260197,True,False,False,,H2O 1.4 band,,"[{""line"": ""H-alpha"", ""z"": 1.1578}, {""line"": ""[O III] 5007"", ""z"": 1.8284}, {""line"": ""H-beta"", ""z"": 1.9131}, {""line"": ""[O II] 3727"", ""z"": 2.8006}, {""line"": ""Ly-alpha"", ""z"": 10.6523}, {""line"": ""Mg II 2799"", ""z"": 4.0613}, {""line"": ""C IV 1549"", ""z"": 8.1419}, {""line"": ""[S III] 9531"", ""z"": 0.4859}, {""line"": ""Pa-beta"", ""z"": 0.1048}]",False,,,False,0,0,False,False,False,True,4,few_dithers|broad|recurrent_wavelength,False,0.0,0.0,True
-533857213285793808,0,3,Hbeta,0,0,1.6586765,0.0012955399,1.624202e-14,4.911208e-15,6769.4775,0.019182434,243.7538,2.09,-2.3993016999999997e-18,282,1.15,53.38572136,-28.57938088,,,0,386,-0.748539,195.42284,,1827,EDF-F,Hbeta,1,13377,0.010898320385057475,5057402747856987392,15.527579,0.617872,0.3943,11.9848,1.162,11.357,-2.297,NOT_AVAILABLE,0.003685947777777778,False,True,False,5.204206667183143,True,False,True,CO 8-5 bandhead,,,"[{""line"": ""H-alpha"", ""z"": 1.5267}, {""line"": ""[O III] 5007"", ""z"": 2.3119}, {""line"": ""H-beta"", ""z"": 2.411}, {""line"": ""[O II] 3727"", ""z"": 3.4503}, {""line"": ""Mg II 2799"", ""z"": 4.9265}, {""line"": ""C IV 1549"", ""z"": 9.7047}, {""line"": ""[S III] 9531"", ""z"": 0.7399}, {""line"": ""Pa-beta"", ""z"": 0.2937}]",False,,,False,0,0,False,False,False,True,7,few_dithers|broad|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-521937418285577556,1,4,OIII5008,1,0,1.7199551,0.0030741398,2.1947249e-14,1.849098e-14,-138.2645,0.012115872,211.68016,2.12,1.587338e-16,282,1.01,52.19374189,-28.5577556,,,0,388,-0.035381317,,4621.753,32277,EDF-F,OIII5008,1,1426,0.2394890769839406,5057356705808603136,13.318692,0.89872,1.1897,99.3077,1.007,18.834,-12.408,NOT_AVAILABLE,0.003822122444444444,False,True,False,3.169932982552859,True,False,False,,,,"[{""line"": ""H-alpha"", ""z"": 1.62}, {""line"": ""[O III] 5007"", ""z"": 2.4343}, {""line"": ""H-beta"", ""z"": 2.5371}, {""line"": ""[O II] 3727"", ""z"": 3.6147}, {""line"": ""Mg II 2799"", ""z"": 5.1454}, {""line"": ""C IV 1549"", ""z"": 10.1001}, {""line"": ""[S III] 9531"", ""z"": 0.8042}, {""line"": ""Pa-beta"", ""z"": 0.3415}]",False,,,False,1,1,False,False,False,True,6,few_dithers|broad|recurrent_wavelength,False,0.0,0.0,True
-530341665285206420,0,8,ArIII7136,1,0,1.4303548,0.0012387746,1.3285844e-14,5.9692157e-15,-310.0934,0.007196109,119.12973,3.65,4.2844650000000004e-17,282,1.82,53.03416651,-28.52064203,,,0,388,0.199646,,93.02864,16296,EDF-F,ArIII7136,1,12996,0.12215819609262617,5057324064056349952,14.539147,0.852456,1.3561,63.2622,1.005,20.714,4.47,NOT_AVAILABLE,0.0031785662222222223,False,True,False,2.2639481127339875,False,False,False,,H2O 1.4 band,,"[{""line"": ""H-alpha"", ""z"": 1.1789}, {""line"": ""[O III] 5007"", ""z"": 1.856}, {""line"": ""H-beta"", ""z"": 1.9415}, {""line"": ""[O II] 3727"", ""z"": 2.8377}, {""line"": ""Ly-alpha"", ""z"": 10.766}, {""line"": ""Mg II 2799"", ""z"": 4.1107}, {""line"": ""C IV 1549"", ""z"": 8.2311}, {""line"": ""[S III] 9531"", ""z"": 0.5004}, {""line"": ""Pa-beta"", ""z"": 0.1156}]",False,,,False,0,0,False,False,False,True,3,few_dithers|recurrent_wavelength,False,0.0,0.0,True
-533315090282190247,2,11,PaBeta,1,0,1.5218614,0.001506454,7.1824845e-15,3.4820235e-15,3229.4932,0.013617765,101.80055,3.4,-2.2240285e-18,282,1.79,53.33150907,-28.21902478,,,0,390,-1.2397995,380.4511,104.82509,6085,EDF-F,PaBeta,1,13534,0.059506160140261916,5057426524795928576,16.114717,0.781323,0.5096,13.0823,1.143,-2.24,-7.759,NOT_AVAILABLE,0.003381914222222222,False,True,False,4.026644114897717,True,False,True,Br20,,,"[{""line"": ""H-alpha"", ""z"": 1.3183}, {""line"": ""[O III] 5007"", ""z"": 2.0387}, {""line"": ""H-beta"", ""z"": 2.1297}, {""line"": ""[O II] 3727"", ""z"": 3.0832}, {""line"": ""Ly-alpha"", ""z"": 11.5187}, {""line"": ""Mg II 2799"", ""z"": 4.4376}, {""line"": ""C IV 1549"", ""z"": 8.8217}, {""line"": ""[S III] 9531"", ""z"": 0.5964}, {""line"": ""Pa-beta"", ""z"": 0.187}]",True,3.45433,"[{""lambda_um"": 1.82756, ""line"": ""H-delta""}, {""lambda_um"": 1.52186, ""line"": ""[Ne V] 3426""}]",False,0,0,False,False,False,True,8,few_dithers|broad|stellar_line|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-525945689283563777,0,9,SIII9530,0,0,1.5511945,0.00095258805,4.529852e-15,1.2991971e-15,-102.97116,0.016615447,89.33484,2.21,4.3991463e-17,282,1.46,52.59456898,-28.35637772,0.9983466,,0,2,-2.9149323,65.78911,85.13135,773,EDF-F,SIII9530,1,13298,0.01353714799958678,5057385086951648384,19.379086,2.561913,1.5976,6.1987,1.034,-0.238,-34.614,NOT_AVAILABLE,0.003447098888888889,False,True,False,4.82012484572373,True,False,True,Br16,,Er fibre C-band,"[{""line"": ""H-alpha"", ""z"": 1.363}, {""line"": ""[O III] 5007"", ""z"": 2.0973}, {""line"": ""H-beta"", ""z"": 2.19}, {""line"": ""[O II] 3727"", ""z"": 3.1619}, {""line"": ""Ly-alpha"", ""z"": 11.76}, {""line"": ""Mg II 2799"", ""z"": 4.5425}, {""line"": ""C IV 1549"", ""z"": 9.011}, {""line"": ""[S III] 9531"", ""z"": 0.6272}, {""line"": ""Pa-beta"", ""z"": 0.2098}]",False,,,True,1,0,False,False,False,True,10,few_dithers|broad|stellar_line|blend|recurrent_wavelength,False,0.0,0.0,True
-533315090282190247,1,11,PaBeta,1,0,1.8275616,0.0023430723,3.8634947e-15,2.8591119e-15,254.51857,0.009826115,81.74655,0.0,-1.5179618e-17,282,1.19,53.33150907,-28.21902478,,,0,390,-1.2397995,380.4511,104.82509,6085,EDF-F,PaBeta|SII6718,2,13534,0.059506160140261916,5057426524795928576,16.114717,0.781323,0.5096,13.0823,1.143,-2.24,-7.759,NOT_AVAILABLE,0.004061248,False,True,False,2.419481647020817,False,False,False,,H2O 1.9 band,,"[{""line"": ""H-alpha"", ""z"": 1.784}, {""line"": ""[O III] 5007"", ""z"": 2.6491}, {""line"": ""H-beta"", ""z"": 2.7583}, {""line"": ""[O II] 3727"", ""z"": 3.9035}, {""line"": ""Mg II 2799"", ""z"": 5.5299}, {""line"": ""C IV 1549"", ""z"": 10.7946}, {""line"": ""[S III] 9531"", ""z"": 0.9171}, {""line"": ""Pa-beta"", ""z"": 0.4254}]",True,3.45433,"[{""lambda_um"": 1.82756, ""line"": ""H-delta""}, {""lambda_um"": 1.52186, ""line"": ""[Ne V] 3426""}]",False,0,0,False,False,False,True,3,few_dithers|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-544919288285837023,2,7,SII6718,0,0,1.6260444,0.0002981081,3.2645152e-15,8.909399e-16,-63.24628,0.0022664557,78.39506,5.75,5.1615925e-17,282,3.32,54.49192882,-28.58370232,0.0,,0,390,-0.655035,1147.4469,6.643479,3292,EDF-F,SII6718|Hbeta,2,12050,0.07407490594710603,5057182158336911104,17.641613,2.507246,2.629,31.0074,0.998,-10.041,-7.806,NOT_AVAILABLE,0.003613432,False,True,False,0.6272307601194653,False,False,False,,,Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.477}, {""line"": ""[O III] 5007"", ""z"": 2.2467}, {""line"": ""H-beta"", ""z"": 2.3439}, {""line"": ""[O II] 3727"", ""z"": 3.3628}, {""line"": ""Mg II 2799"", ""z"": 4.8099}, {""line"": ""C IV 1549"", ""z"": 9.4941}, {""line"": ""[S III] 9531"", ""z"": 0.7057}, {""line"": ""Pa-beta"", ""z"": 0.2682}]",False,,,False,0,1,False,True,False,True,15,few_dithers|recurrent_wavelength,False,0.0,0.0,True
-544339770284680573,0,10,PaGamma,0,0,1.6020721,0.0015790783,4.414937e-15,2.0437063e-15,-232.8456,0.011255516,72.178444,2.21,1.8960793e-17,282,1.4,54.43397702,-28.46805734,0.0,,0,388,-0.6065731,809.7437,3.8444738,3165,EDF-F,PaGamma,1,12073,0.10458547019334258,5057187003060018304,17.506578,1.854982,1.4401,18.9288,0.987,2.304,-2.079,NOT_AVAILABLE,0.003560160222222222,False,True,False,3.161519509640047,True,False,True,CO 5-2 bandhead,,Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.4405}, {""line"": ""[O III] 5007"", ""z"": 2.1989}, {""line"": ""H-beta"", ""z"": 2.2946}, {""line"": ""[O II] 3727"", ""z"": 3.2985}, {""line"": ""Mg II 2799"", ""z"": 4.7242}, {""line"": ""C IV 1549"", ""z"": 9.3394}, {""line"": ""[S III] 9531"", ""z"": 0.6805}, {""line"": ""Pa-beta"", ""z"": 0.2495}]",False,,,False,0,1,False,True,False,True,12,few_dithers|broad|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-527517939281741212,4,7,SII6718,1,0,1.6054368,0.00073949894,4.434645e-15,4.24771e-15,-20.674244,0.004311432,71.06099,0.0,2.1450094000000001e-16,212,4.34,52.75179399,-28.17412122,0.0,,0,390,-0.507637,,25.50386,8965,EDF-F,SII6718|SII6732,1,13328,0.042818403789172725,5057394638958900608,15.5821,0.723298,0.59,19.8361,1.028,6.765,6.925,NOT_AVAILABLE,0.0035676373333333334,False,True,False,1.208483821972936,False,False,False,,,Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.4456}, {""line"": ""[O III] 5007"", ""z"": 2.2056}, {""line"": ""H-beta"", ""z"": 2.3015}, {""line"": ""[O II] 3727"", ""z"": 3.3075}, {""line"": ""Mg II 2799"", ""z"": 4.7363}, {""line"": ""C IV 1549"", ""z"": 9.3611}, {""line"": ""[S III] 9531"", ""z"": 0.6841}, {""line"": ""Pa-beta"", ""z"": 0.2521}]",True,0.46734,"[{""lambda_um"": 1.60544, ""line"": ""Pa-gamma""}, {""lambda_um"": 1.84839, ""line"": ""[Fe II] 1.257""}]",False,0,0,False,True,False,True,10,few_dithers|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
