object_id,rank,line_id,line_name,line_flag,n_dith,wl_um,wl_err_um,flux,flux_err,ew,fwhm_um,snr,snr_di,cont,qual,aon,ra,dec,point_like_prob,point_like_flag,spurious_flag,det_quality_flag,mumax_minus_mag,flux_h,flux_vis,segmentation_area,field,names,n_ranks,gaia_idx,gaia_sep_arcsec,gaia_source_id,gaia_g,gaia_bp_rp,gaia_parallax,gaia_plx_over_err,gaia_ruwe,gaia_pmra,gaia_pmdec,gaia_var_flag,resel_um,low_snr,few_dithers,band_edge,fwhm_resel,broad,non_positive_flux,stellar_line,stellar_line_name,stellar_band_name,industrial_flag,single_line_z,galaxy_pattern,galaxy_z,galaxy_ids,blend,n_neighbours_blend_radius,n_dispersion_neighbours,not_point_like,point_like_below_min,spurious,recurrent_wavelength,recurrence_n_stars,vetoes,survivor,p_single,p_global,significant_after_trials
-518388771272429362,1,4,OIII5008,0,0,1.7796993,0.0001919958,1.8970706e-14,1.902052e-15,692.2186,0.0064661102,305.72278,0.0,-2.7405655e-17,282,0.94,51.83887718,-27.24293621,,,0,384,-1.5133114,,,1526,EDF-F,OIII5008,1,5270,0.21316219933971517,5060689462992000384,15.686883,0.77147,0.5505,17.683,0.959,15.173,-0.774,NOT_AVAILABLE,0.003954887333333334,False,True,False,1.6349669800960194,False,False,False,,,,"[{""line"": ""H-alpha"", ""z"": 1.7111}, {""line"": ""[O III] 5007"", ""z"": 2.5535}, {""line"": ""H-beta"", ""z"": 2.6599}, {""line"": ""[O II] 3727"", ""z"": 3.775}, {""line"": ""Mg II 2799"", ""z"": 5.3589}, {""line"": ""C IV 1549"", ""z"": 10.4857}, {""line"": ""[S III] 9531"", ""z"": 0.8669}, {""line"": ""Pa-beta"", ""z"": 0.388}]",False,,,False,0,0,False,False,False,True,5,few_dithers|recurrent_wavelength,False,0.0,0.0,True
-521355951274032447,3,4,OIII5008,1,0,1.7012808,0.0012267465,1.0662217e-14,4.60451e-15,-159.49925,0.010072311,168.36273,4.29,6.6848065e-17,282,2.3,52.13559518,-27.40324471,,,0,390,-1.0063896,,560.05804,12972,EDF-F,OIII5008,1,4017,0.2196500602767948,5060493131445859968,15.186716,0.976377,1.1738,28.3348,1.703,-6.537,-13.508,NOT_AVAILABLE,0.003780624,False,True,False,2.66419273643716,True,False,True,He I 1.701,,,"[{""line"": ""H-alpha"", ""z"": 1.5916}, {""line"": ""[O III] 5007"", ""z"": 2.397}, {""line"": ""H-beta"", ""z"": 2.4986}, {""line"": ""[O II] 3727"", ""z"": 3.5646}, {""line"": ""Mg II 2799"", ""z"": 5.0787}, {""line"": ""C IV 1549"", ""z"": 9.9796}, {""line"": ""[S III] 9531"", ""z"": 0.7846}, {""line"": ""Pa-beta"", ""z"": 0.3269}]",False,,,False,0,2,False,False,False,True,4,few_dithers|broad|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-532005100275499371,2,4,OIII5008,1,0,1.3986545,0.0013748859,2.7974811e-14,1.845495e-14,-7.562144,0.0073286765,133.60953,1.84,3.699323e-15,282,1.27,53.20051007,-27.54993719,,,0,388,0.24562931,,168.59279,33782,EDF-F,OIII5008,1,14256,0.09582374400186458,5057532558948429568,13.39408,1.123738,0.5178,34.9325,1.105,2.891,-1.905,NOT_AVAILABLE,0.003108121111111111,False,True,False,2.3579121398458307,False,False,False,,H2O 1.4 band,,"[{""line"": ""H-alpha"", ""z"": 1.1306}, {""line"": ""[O III] 5007"", ""z"": 1.7927}, {""line"": ""H-beta"", ""z"": 1.8763}, {""line"": ""[O II] 3727"", ""z"": 2.7527}, {""line"": ""Ly-alpha"", ""z"": 10.5052}, {""line"": ""Mg II 2799"", ""z"": 3.9974}, {""line"": ""C IV 1549"", ""z"": 8.0265}, {""line"": ""[S III] 9531"", ""z"": 0.4671}, {""line"": ""Pa-beta"", ""z"": 0.0909}]",False,,,False,0,0,False,False,False,False,2,few_dithers,False,0.0,0.0,True
-523789360270970617,4,4,OIII5008,1,0,1.7088213,0.00070842967,7.07176e-15,2.6870085e-15,-144.7078,0.0073525067,107.025,3.82,4.8869238e-17,282,2.49,52.37893601,-27.09706175,0.0,,0,390,-0.9120827,,733.2576,8217,EDF-F,OIII5008,1,4616,0.1697105657214577,5060601227182672768,15.990156,1.297951,1.2778,36.5367,1.041,19.798,2.802,NOT_AVAILABLE,0.0037973806666666667,False,True,False,1.936204806786994,False,False,True,Mg I 1.711,,,"[{""line"": ""H-alpha"", ""z"": 1.6031}, {""line"": ""[O III] 5007"", ""z"": 2.412}, {""line"": ""H-beta"", ""z"": 2.5142}, {""line"": ""[O II] 3727"", ""z"": 3.5849}, {""line"": ""Mg II 2799"", ""z"": 5.1057}, {""line"": ""C IV 1549"", ""z"": 10.0283}, {""line"": ""[S III] 9531"", ""z"": 0.7925}, {""line"": ""Pa-beta"", ""z"": 0.3328}]",False,,,False,0,3,False,True,False,True,6,few_dithers|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-544498659274625525,3,9,SIII9530,0,0,1.262618,0.003199412,8.746052e-15,5.3795075e-15,-34.374584,0.023346324,81.19981,6.5,2.544337e-16,282,2.66,54.44986598,-27.46255252,0.9956673,,0,386,-2.9127092,0.47127426,321.7062,2279,EDF-F,SIII9530,1,9122,0.00849148302601696,5081507994107942016,17.903917,2.599609,3.2526,33.1186,0.996,3.2,-14.686,NOT_AVAILABLE,0.002805817777777778,False,True,False,8.320684324158217,True,False,False,,,InGaAs telecom 1310,"[{""line"": ""H-alpha"", ""z"": 0.9234}, {""line"": ""[O III] 5007"", ""z"": 1.5211}, {""line"": ""H-beta"", ""z"": 1.5965}, {""line"": ""[O II] 3727"", ""z"": 2.3877}, {""line"": ""Ly-alpha"", ""z"": 9.3862}, {""line"": ""Mg II 2799"", ""z"": 3.5114}, {""line"": ""C IV 1549"", ""z"": 7.1486}, {""line"": ""[S III] 9531"", ""z"": 0.3244}]",True,0.00445,"[{""lambda_um"": 1.26262, ""line"": ""[Fe II] 1.257""}, {""lambda_um"": 1.65191, ""line"": ""[Fe II] 1.644""}]",False,0,0,False,False,False,True,4,few_dithers|broad|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-537071457271139352,1,10,PaGamma,0,0,1.294061,0.00078928185,3.964299e-15,1.7394758e-15,-276.6853,0.004171431,79.47845,3.13,1.4327827e-17,282,1.8,53.70714579,-27.11393524,,,0,388,-1.0031338,281.21246,39.87224,7508,EDF-F,PaGamma,1,9595,0.1055111343220819,5081569807277177984,15.88225,0.778708,0.593,18.0077,1.05,0.865,-3.062,NOT_AVAILABLE,0.002875691111111111,False,True,False,1.4505838210099833,False,False,True,[Fe II] 1.295,,InGaAs telecom 1310,"[{""line"": ""H-alpha"", ""z"": 0.9713}, {""line"": ""[O III] 5007"", ""z"": 1.5839}, {""line"": ""H-beta"", ""z"": 1.6612}, {""line"": ""[O II] 3727"", ""z"": 2.472}, {""line"": ""Ly-alpha"", ""z"": 9.6448}, {""line"": ""Mg II 2799"", ""z"": 3.6237}, {""line"": ""C IV 1549"", ""z"": 7.3515}, {""line"": ""[S III] 9531"", ""z"": 0.3574}, {""line"": ""Pa-beta"", ""z"": 0.0093}]",False,,,False,0,0,False,False,False,True,29,few_dithers|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-516621284274611130,2,4,OIII5008,0,0,1.7750082,0.000623708,4.870409e-15,1.0002039e-15,-37.365932,0.011471352,76.45555,4.89,1.3034357e-16,282,1.52,51.66212843,-27.46111307,0.9892261,,0,386,-3.06011,,313.51157,1888,EDF-F,OIII5008|PaGamma,2,5192,0.016074348965982973,5060678875894304384,17.899292,2.300987,2.1975,22.7906,0.978,-16.001,-46.927,NOT_AVAILABLE,0.0039444626666666665,False,True,False,2.9082166493653383,True,False,False,,,,"[{""line"": ""H-alpha"", ""z"": 1.7039}, {""line"": ""[O III] 5007"", ""z"": 2.5442}, {""line"": ""H-beta"", ""z"": 2.6503}, {""line"": ""[O II] 3727"", ""z"": 3.7625}, {""line"": ""Mg II 2799"", ""z"": 5.3421}, {""line"": ""C IV 1549"", ""z"": 10.4554}, {""line"": ""[S III] 9531"", ""z"": 0.8619}, {""line"": ""Pa-beta"", ""z"": 0.3844}]",True,0.38439,"[{""lambda_um"": 1.77501, ""line"": ""Pa-beta""}, {""lambda_um"": 1.73876, ""line"": ""[Fe II] 1.257""}]",False,0,0,False,False,False,True,3,few_dithers|broad|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-517414784275874237,3,4,OIII5008,1,0,1.5411344,0.011700412,2.8611962e-15,2.688912e-15,-66.32665,0.004621148,71.577835,0.0,4.3137952e-17,282,0.42,51.74147846,-27.58742375,,,0,388,-0.888587,,,5778,EDF-F,OIII5008,1,3971,0.26542558045218007,5060486603095595520,15.361596,0.842758,0.6534,23.5342,0.964,-1.212,-5.947,NOT_AVAILABLE,0.0034247431111111113,False,True,False,1.3493414980549392,False,False,True,Br17,,Er fibre C-band,"[{""line"": ""H-alpha"", ""z"": 1.3476}, {""line"": ""[O III] 5007"", ""z"": 2.0772}, {""line"": ""H-beta"", ""z"": 2.1693}, {""line"": ""[O II] 3727"", ""z"": 3.135}, {""line"": ""Ly-alpha"", ""z"": 11.6772}, {""line"": ""Mg II 2799"", ""z"": 4.5065}, {""line"": ""C IV 1549"", ""z"": 8.9461}, {""line"": ""[S III] 9531"", ""z"": 0.6166}, {""line"": ""Pa-beta"", ""z"": 0.202}]",False,,,False,0,0,False,False,False,True,12,few_dithers|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-532116026271484529,1,11,PaBeta,1,0,1.606424,0.001252069,1.2742096e-14,9.845716e-15,-17.188229,0.024412094,69.25018,3.15,7.413269e-16,252,1.14,53.21160268,-27.14845296,,,0,388,-0.38216972,,28.632391,13711,EDF-F,PaBeta,1,15037,0.0652906982858061,5060561816562723584,15.117645,1.271528,1.8532,72.9679,1.021,-8.026,-19.134,NOT_AVAILABLE,0.003569831111111111,False,True,False,6.838445080501785,True,False,True,Br13,,Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.4471}, {""line"": ""[O III] 5007"", ""z"": 2.2076}, {""line"": ""H-beta"", ""z"": 2.3036}, {""line"": ""[O II] 3727"", ""z"": 3.3101}, {""line"": ""Mg II 2799"", ""z"": 4.7398}, {""line"": ""C IV 1549"", ""z"": 9.3674}, {""line"": ""[S III] 9531"", ""z"": 0.6851}, {""line"": ""Pa-beta"", ""z"": 0.2529}]",True,2.7,"[{""lambda_um"": 1.60642, ""line"": ""H-gamma""}, {""lambda_um"": 1.42869, ""line"": ""[Ne III] 3869""}]",False,0,0,False,False,False,True,21,few_dithers|broad|stellar_line|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-535304208273812272,1,10,PaGamma,0,0,1.702002,0.00055115926,9.771632e-15,2.4251093e-15,-5.065422,0.005454637,62.90687,2.84,1.9290856e-15,252,1.63,53.53042085,-27.38122725,,,0,388,-0.2642784,,49.68295,20545,EDF-F,PaGamma,1,14293,0.013767620158886572,5057537884707864960,14.421687,1.544903,2.6462,145.0013,0.99,-1.55,-6.88,NOT_AVAILABLE,0.003782226666666667,False,True,False,1.442176125527467,False,False,True,He I 1.701,,,"[{""line"": ""H-alpha"", ""z"": 1.5927}, {""line"": ""[O III] 5007"", ""z"": 2.3984}, {""line"": ""H-beta"", ""z"": 2.5001}, {""line"": ""[O II] 3727"", ""z"": 3.5666}, {""line"": ""Mg II 2799"", ""z"": 5.0813}, {""line"": ""C IV 1549"", ""z"": 9.9843}, {""line"": ""[S III] 9531"", ""z"": 0.7854}, {""line"": ""Pa-beta"", ""z"": 0.3275}]",False,,,False,0,1,False,False,False,True,4,few_dithers|stellar_line|recurrent_wavelength,False,0.0,0.0,True
