object_id,rank,line_id,line_name,line_flag,n_dith,wl_um,wl_err_um,flux,flux_err,ew,fwhm_um,snr,snr_di,cont,qual,aon,ra,dec,point_like_prob,point_like_flag,spurious_flag,det_quality_flag,mumax_minus_mag,flux_h,flux_vis,segmentation_area,field,names,n_ranks,gaia_idx,gaia_sep_arcsec,gaia_source_id,gaia_g,gaia_bp_rp,gaia_parallax,gaia_plx_over_err,gaia_ruwe,gaia_pmra,gaia_pmdec,gaia_var_flag,resel_um,low_snr,few_dithers,band_edge,fwhm_resel,broad,non_positive_flux,stellar_line,stellar_line_name,stellar_band_name,industrial_flag,single_line_z,galaxy_pattern,galaxy_z,galaxy_ids,blend,n_neighbours_blend_radius,n_dispersion_neighbours,not_point_like,point_like_below_min,spurious,recurrent_wavelength,recurrence_n_stars,vetoes,survivor,p_single,p_global,significant_after_trials
-525832466291553660,3,7,SII6718,0,0,1.8166909,0.0016720875,5.6294863e-14,2.9305144e-14,0.0,0.022055523,449.0768,4.37,5.538165e-16,282,2.28,52.58324667,-29.15536607,,,0,388,0.14001083,,101.480156,18150,EDF-F,SII6718|SIII9530|PaBeta,3,12622,0.08045402837278298,5057266683293314944,14.262429,0.882952,1.5927,93.9961,0.98,-3.585,-7.031,NOT_AVAILABLE,0.004037090888888889,False,True,False,5.463221811701705,True,False,True,Br9,,,"[{""line"": ""H-alpha"", ""z"": 1.7674}, {""line"": ""[O III] 5007"", ""z"": 2.6274}, {""line"": ""H-beta"", ""z"": 2.736}, {""line"": ""[O II] 3727"", ""z"": 3.8743}, {""line"": ""Mg II 2799"", ""z"": 5.4911}, {""line"": ""C IV 1549"", ""z"": 10.7244}, {""line"": ""[S III] 9531"", ""z"": 0.9057}, {""line"": ""Pa-beta"", ""z"": 0.4169}]",False,,,False,0,0,False,False,False,True,4,few_dithers|broad|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-543826746295890359,1,8,SIII9068,0,0,1.8590164,0.0011751865,2.1843121e-14,8.9113075e-15,296.41882,0.008096878,174.88525,0.0,-7.3690066e-17,282,0.9,54.38267466,-29.58903598,,,0,390,0.33280945,,217.14655,28990,EDF-F,SIII9068,1,15083,0.07752907516251693,5056256644424212224,13.266897,0.73087,1.1774,100.8446,0.96,2.225,-15.758,NOT_AVAILABLE,0.0041311475555555555,False,True,False,1.9599585565786295,False,False,False,,H2O 1.9 band,,"[{""line"": ""H-alpha"", ""z"": 1.8319}, {""line"": ""[O III] 5007"", ""z"": 2.7119}, {""line"": ""H-beta"", ""z"": 2.823}, {""line"": ""[O II] 3727"", ""z"": 3.9878}, {""line"": ""Mg II 2799"", ""z"": 5.6423}, {""line"": ""C IV 1549"", ""z"": 10.9976}, {""line"": ""[S III] 9531"", ""z"": 0.9501}, {""line"": ""Pa-beta"", ""z"": 0.4499}]",False,,,False,0,0,False,False,False,False,1,few_dithers,False,0.0,0.0,True
-525540597294712829,4,4,OIII5008,0,0,1.8206421,0.0005504776,2.2461676e-14,3.742402e-15,-12.177781,0.019812627,87.09394,1.12,1.84448e-15,282,0.5,52.55405977,-29.47128293,,,0,390,0.7765236,,429.51935,38971,EDF-F,OIII5008,1,7495,0.10960931973197983,5056882678857326976,12.832005,0.773565,1.6018,133.8534,0.941,27.502,-10.168,NOT_AVAILABLE,0.0040458713333333335,False,True,False,4.896998784110287,True,False,True,Br9,,,"[{""line"": ""H-alpha"", ""z"": 1.7734}, {""line"": ""[O III] 5007"", ""z"": 2.6353}, {""line"": ""H-beta"", ""z"": 2.7441}, {""line"": ""[O II] 3727"", ""z"": 3.8849}, {""line"": ""Mg II 2799"", ""z"": 5.5052}, {""line"": ""C IV 1549"", ""z"": 10.7499}, {""line"": ""[S III] 9531"", ""z"": 0.9098}, {""line"": ""Pa-beta"", ""z"": 0.42}]",False,,,False,0,0,False,False,False,True,4,few_dithers|broad|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-513942365294380119,2,8,SIII9068,1,0,1.7843379,0.0018385223,6.134049e-15,3.3922037e-15,-190.55379,0.008864547,67.66161,4.08,3.2190643e-17,282,2.01,51.39423653,-29.43801195,,,0,386,-0.9341469,354.02805,,4765,EDF-F,SIII9068,1,92,0.002953682827672586,5056834128546884608,17.668541,2.348032,2.576,29.4566,1.001,-7.658,-32.782,NOT_AVAILABLE,0.0039651953333333335,False,True,False,2.235588982333447,False,False,False,,,,"[{""line"": ""H-alpha"", ""z"": 1.7181}, {""line"": ""[O III] 5007"", ""z"": 2.5628}, {""line"": ""H-beta"", ""z"": 2.6695}, {""line"": ""[O II] 3727"", ""z"": 3.7875}, {""line"": ""Mg II 2799"", ""z"": 5.3755}, {""line"": ""C IV 1549"", ""z"": 10.5156}, {""line"": ""[S III] 9531"", ""z"": 0.8717}, {""line"": ""Pa-beta"", ""z"": 0.3917}]",False,,,False,0,0,False,False,False,True,5,few_dithers|recurrent_wavelength,False,0.0,0.0,True
-517563066295133150,1,4,OIII5008,0,0,1.7870138,0.00089349947,2.3373398e-15,5.735219e-16,-23.506922,0.012070048,62.324284,0.86,9.943198000000001e-17,282,0.31,51.75630661,-29.51331505,0.99009424,,0,386,-2.9456425,3.6367767,353.8057,2656,EDF-F,OIII5008,1,181,0.02477876794431937,5056911747195973760,17.79115,2.524828,3.5413,39.206,1.024,59.335,27.912,NOT_AVAILABLE,0.003971141777777778,False,True,False,3.0394402102546714,True,False,False,,,,"[{""line"": ""H-alpha"", ""z"": 1.7222}, {""line"": ""[O III] 5007"", ""z"": 2.5681}, {""line"": ""H-beta"", ""z"": 2.675}, {""line"": ""[O II] 3727"", ""z"": 3.7947}, {""line"": ""Mg II 2799"", ""z"": 5.385}, {""line"": ""C IV 1549"", ""z"": 10.5329}, {""line"": ""[S III] 9531"", ""z"": 0.8745}, {""line"": ""Pa-beta"", ""z"": 0.3938}]",False,,,False,0,2,False,False,False,True,5,few_dithers|broad|recurrent_wavelength,False,0.0,0.0,True
-522963214294918057,3,9,SIII9530,1,0,1.6370691,0.0021955995,9.84263e-15,6.831058e-15,-73.60444,0.01861905,62.23823,3.8,1.3372333000000002e-16,212,1.81,52.2963214,-29.49180575,,,0,388,0.03725624,,17.889084,10159,EDF-F,SIII9530|Hbeta,2,7458,0.008053286159264948,5056878796206897920,15.564801,1.849616,3.5761,134.5333,0.994,11.263,21.382,NOT_AVAILABLE,0.0036379313333333332,False,True,False,5.1180322809831305,True,False,True,CO 7-4 bandhead,,,"[{""line"": ""H-alpha"", ""z"": 1.4938}, {""line"": ""[O III] 5007"", ""z"": 2.2688}, {""line"": ""H-beta"", ""z"": 2.3666}, {""line"": ""[O II] 3727"", ""z"": 3.3924}, {""line"": ""Mg II 2799"", ""z"": 4.8493}, {""line"": ""C IV 1549"", ""z"": 9.5652}, {""line"": ""[S III] 9531"", ""z"": 0.7172}, {""line"": ""Pa-beta"", ""z"": 0.2768}]",False,,,False,0,0,False,False,False,True,14,few_dithers|broad|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-531203549293440763,2,11,PaBeta,1,0,1.6987705,0.001230016,1.3710653e-14,1.00049905e-14,-7.90825,0.024646962,57.95672,1.47,1.7337152e-15,282,0.58,53.1203549,-29.34407632,,,0,388,0.43230057,,4522.672,36731,EDF-F,PaBeta,1,11219,0.2628879017526845,5057064098275714176,13.092399,0.811422,1.61,143.3303,0.985,-16.808,-12.342,NOT_AVAILABLE,0.0037750455555555554,False,True,False,6.528917767291109,True,False,True,He I 1.701,,,"[{""line"": ""H-alpha"", ""z"": 1.5878}, {""line"": ""[O III] 5007"", ""z"": 2.392}, {""line"": ""H-beta"", ""z"": 2.4935}, {""line"": ""[O II] 3727"", ""z"": 3.5579}, {""line"": ""Mg II 2799"", ""z"": 5.0697}, {""line"": ""C IV 1549"", ""z"": 9.9634}, {""line"": ""[S III] 9531"", ""z"": 0.782}, {""line"": ""Pa-beta"", ""z"": 0.3249}]",False,,,False,0,1,False,False,False,True,4,few_dithers|broad|stellar_line|recurrent_wavelength,False,0.0,0.0,True
-543212385291361030,3,7,SII6718,1,0,1.3607978,0.0011040608,3.4828659e-15,1.2888555e-15,-108.25103,0.0074167545,54.052505,5.62,3.2173974e-17,282,2.64,54.32123859,-29.1361031,0.0,,0,388,-0.6053791,750.49115,10.356173,5721,EDF-F,SII6718,1,11692,0.13198937976951977,5057128969461986048,16.127958,0.728937,0.3083,8.6534,0.979,10.708,-13.861,NOT_AVAILABLE,0.0030239951111111114,False,True,False,2.452634421513615,False,False,False,,H2O 1.4 band,InGaAs telecom 1310,"[{""line"": ""H-alpha"", ""z"": 1.0729}, {""line"": ""[O III] 5007"", ""z"": 1.7171}, {""line"": ""H-beta"", ""z"": 1.7985}, {""line"": ""[O II] 3727"", ""z"": 2.6511}, {""line"": ""Ly-alpha"", ""z"": 10.1938}, {""line"": ""Mg II 2799"", ""z"": 3.8622}, {""line"": ""C IV 1549"", ""z"": 7.7822}, {""line"": ""[S III] 9531"", ""z"": 0.4274}, {""line"": ""Pa-beta"", ""z"": 0.0613}]",True,1.1593,"[{""lambda_um"": 1.3608, ""line"": ""[O I] 6300""}, {""lambda_um"": 1.45115, ""line"": ""[S II] 6716""}]",False,0,0,False,True,False,True,3,few_dithers|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-519366035291509045,3,5,Halpha,0,0,1.5620698,0.00028905098,1.8205993e-15,5.583910700000001e-16,-3.3069358,0.0034866335,46.634476,0.0,5.505397e-16,252,-0.03,51.9366035,-29.15090454,,,0,388,-1.0433064,,41.68181,9466,EDF-F,Halpha,1,445,0.05656699187595488,5056949164950993792,15.757899,1.575028,1.8517,58.9535,0.982,7.063,-23.445,VARIABLE,0.003471266222222222,False,True,False,1.0044269948756452,False,False,True,CO 3-0 bandhead,,Er fibre C-band|Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.3795}, {""line"": ""[O III] 5007"", ""z"": 2.119}, {""line"": ""H-beta"", ""z"": 2.2124}, {""line"": ""[O II] 3727"", ""z"": 3.1911}, {""line"": ""Ly-alpha"", ""z"": 11.8495}, {""line"": ""Mg II 2799"", ""z"": 4.5813}, {""line"": ""C IV 1549"", ""z"": 9.0812}, {""line"": ""[S III] 9531"", ""z"": 0.6386}, {""line"": ""Pa-beta"", ""z"": 0.2183}]",True,1.37953,"[{""lambda_um"": 1.56207, ""line"": ""H-alpha""}, {""lambda_um"": 1.56699, ""line"": ""[N II] 6583""}]",False,0,0,False,False,False,True,7,few_dithers|stellar_line|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-519366035291509045,3,6,NII6585,0,0,1.5669858,0.00028905098,2.8168424e-15,7.752736e-16,-6.8220143,0.0034866335,46.634476,-99.0,5.505397e-16,252,-99.0,51.9366035,-29.15090454,,,0,388,-1.0433064,,41.68181,9466,EDF-F,NII6585,1,445,0.05656699187595488,5056949164950993792,15.757899,1.575028,1.8517,58.9535,0.982,7.063,-23.445,VARIABLE,0.0034821906666666668,False,True,False,1.0012758730806621,False,False,True,Br15,,Er fibre C-band|Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.387}, {""line"": ""[O III] 5007"", ""z"": 2.1288}, {""line"": ""H-beta"", ""z"": 2.2225}, {""line"": ""[O II] 3727"", ""z"": 3.2043}, {""line"": ""Ly-alpha"", ""z"": 11.8899}, {""line"": ""Mg II 2799"", ""z"": 4.5989}, {""line"": ""C IV 1549"", ""z"": 9.1129}, {""line"": ""[S III] 9531"", ""z"": 0.6437}, {""line"": ""Pa-beta"", ""z"": 0.2221}]",True,1.37953,"[{""lambda_um"": 1.56207, ""line"": ""H-alpha""}, {""lambda_um"": 1.56699, ""line"": ""[N II] 6583""}]",False,0,0,False,False,False,True,9,few_dithers|stellar_line|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
