object_id,rank,line_id,line_name,line_flag,n_dith,wl_um,wl_err_um,flux,flux_err,ew,fwhm_um,snr,snr_di,cont,qual,aon,ra,dec,point_like_prob,point_like_flag,spurious_flag,det_quality_flag,mumax_minus_mag,flux_h,flux_vis,segmentation_area,field,names,n_ranks,gaia_idx,gaia_sep_arcsec,gaia_source_id,gaia_g,gaia_bp_rp,gaia_parallax,gaia_plx_over_err,gaia_ruwe,gaia_pmra,gaia_pmdec,gaia_var_flag,resel_um,low_snr,few_dithers,band_edge,fwhm_resel,broad,non_positive_flux,stellar_line,stellar_line_name,stellar_band_name,industrial_flag,single_line_z,galaxy_pattern,galaxy_z,galaxy_ids,blend,n_neighbours_blend_radius,n_dispersion_neighbours,not_point_like,point_like_below_min,spurious,recurrent_wavelength,recurrence_n_stars,vetoes,survivor,p_single,p_global,significant_after_trials
-532152782298146345,0,2,OII3727,0,0,1.8415523,0.001226958,9.607099e-14,3.550695e-14,0.0,0.008352741,624.28314,0.0,1.7139061e-15,282,0.88,53.21527829,-29.8146345,,,0,390,0.800684,,392.98724,54808,EDF-F,OII3727,1,10580,0.07586545431615047,5056621957162284160,12.052093,0.798538,2.4594,101.9604,2.041,19.312,-10.693,NOT_AVAILABLE,0.004092338444444445,False,True,False,2.0410679892175745,False,False,False,,H2O 1.9 band,,"[{""line"": ""H-alpha"", ""z"": 1.8053}, {""line"": ""[O III] 5007"", ""z"": 2.677}, {""line"": ""H-beta"", ""z"": 2.7871}, {""line"": ""[O II] 3727"", ""z"": 3.941}, {""line"": ""Mg II 2799"", ""z"": 5.5799}, {""line"": ""C IV 1549"", ""z"": 10.8849}, {""line"": ""[S III] 9531"", ""z"": 0.9317}, {""line"": ""Pa-beta"", ""z"": 0.4363}]",False,,,False,0,0,False,False,False,False,2,few_dithers,False,0.0,0.0,True
-526488540299690427,4,4,OIII5008,0,0,1.7983556,0.0009238238,1.2860636e-14,4.8303146e-15,-6.6924996,0.007431653,91.8901,1.49,1.921649e-15,282,0.88,52.6488541,-29.96904272,,,0,390,0.5368328,,153.92929,35670,EDF-F,OIII5008,1,6806,0.06833938115488605,5056640339622831232,13.003844,0.878259,1.9031,43.9339,3.977,4.684,4.408,VARIABLE,0.003996345777777778,False,True,False,1.8596121089733308,False,False,False,,H2O 1.9 band,,"[{""line"": ""H-alpha"", ""z"": 1.7395}, {""line"": ""[O III] 5007"", ""z"": 2.5908}, {""line"": ""H-beta"", ""z"": 2.6983}, {""line"": ""[O II] 3727"", ""z"": 3.8251}, {""line"": ""Mg II 2799"", ""z"": 5.4256}, {""line"": ""C IV 1549"", ""z"": 10.6061}, {""line"": ""[S III] 9531"", ""z"": 0.8864}, {""line"": ""Pa-beta"", ""z"": 0.4026}]",False,,,False,0,0,False,False,False,False,2,few_dithers,False,0.0,0.0,True
-524253281298767556,1,4,OIII5008,1,0,1.6040046,0.0009012381,7.977301e-15,2.7779642e-15,-73.550476,0.0079410905,79.681244,6.74,1.0846022000000001e-16,282,3.12,52.42532811,-29.87675565,0.0,,0,388,-0.047843933,,26.79122,11399,EDF-F,OIII5008,1,6896,0.036542845252678716,5056655045590317184,15.567731,1.418953,1.7074,62.5317,1.006,25.478,-0.207,NOT_AVAILABLE,0.0035644546666666666,False,True,False,2.2278556588927487,False,False,False,,,Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.4434}, {""line"": ""[O III] 5007"", ""z"": 2.2027}, {""line"": ""H-beta"", ""z"": 2.2986}, {""line"": ""[O II] 3727"", ""z"": 3.3036}, {""line"": ""Mg II 2799"", ""z"": 4.7311}, {""line"": ""C IV 1549"", ""z"": 9.3518}, {""line"": ""[S III] 9531"", ""z"": 0.6826}, {""line"": ""Pa-beta"", ""z"": 0.251}]",True,3.7782,"[{""lambda_um"": 1.78088, ""line"": ""[O II] 3727""}, {""lambda_um"": 1.63721, ""line"": ""[Ne V] 3426""}]",False,0,1,False,True,False,True,10,few_dithers|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-521188952299160741,0,11,PaBeta,1,0,1.6636568,0.0007449389,9.00131e-15,1.970245e-15,-12.781394,0.012943017,62.099903,6.2,7.042510400000001e-16,252,2.19,52.11889525,-29.91607413,,,0,388,0.19771957,,31.62041,16695,EDF-F,PaBeta,1,6869,0.10112949830105261,5056651747055402496,14.355486,0.80444,0.8568,50.5865,0.976,0.207,-10.072,NOT_AVAILABLE,0.0036970151111111113,False,True,False,3.500937002150924,True,False,True,CO 8-5 bandhead,,,"[{""line"": ""H-alpha"", ""z"": 1.5343}, {""line"": ""[O III] 5007"", ""z"": 2.3218}, {""line"": ""H-beta"", ""z"": 2.4213}, {""line"": ""[O II] 3727"", ""z"": 3.4637}, {""line"": ""Mg II 2799"", ""z"": 4.9443}, {""line"": ""C IV 1549"", ""z"": 9.7368}, {""line"": ""[S III] 9531"", ""z"": 0.7451}, {""line"": ""Pa-beta"", ""z"": 0.2975}]",False,,,False,0,1,False,False,False,False,2,few_dithers|broad|stellar_line,False,0.0,0.0,True
-528841839298648389,4,2,OII3727,0,0,1.3812013,0.00063906214,1.3445804e-14,3.7994442e-15,-88.99679,0.02172207,61.7954,6.3,1.510819e-16,212,2.78,52.88418395,-29.86483895,,,0,388,-0.49899673,,,8355,EDF-F,OII3727,1,6741,0.08778629663737252,5056618624267630848,15.589558,0.978466,0.9281,35.3658,0.985,-0.849,0.018,NOT_AVAILABLE,0.0030693362222222226,False,True,False,7.077123008789521,True,False,False,,H2O 1.4 band,,"[{""line"": ""H-alpha"", ""z"": 1.104}, {""line"": ""[O III] 5007"", ""z"": 1.7579}, {""line"": ""H-beta"", ""z"": 1.8404}, {""line"": ""[O II] 3727"", ""z"": 2.7058}, {""line"": ""Ly-alpha"", ""z"": 10.3616}, {""line"": ""Mg II 2799"", ""z"": 3.9351}, {""line"": ""C IV 1549"", ""z"": 7.9139}, {""line"": ""[S III] 9531"", ""z"": 0.4488}, {""line"": ""Pa-beta"", ""z"": 0.0772}]",True,1.75786,"[{""lambda_um"": 1.3812, ""line"": ""[O III] 5007""}, {""lambda_um"": 1.81101, ""line"": ""H-alpha""}]",False,0,0,False,False,False,True,5,few_dithers|broad|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-539621840296128806,3,10,PaGamma,0,0,1.33114,0.004082978,6.358305e-15,3.9590803e-15,-23.22286,0.024680996,60.056515,5.13,2.737951e-16,282,2.01,53.9621841,-29.61288067,,,0,386,-2.8745098,1251.734,1298.2937,7735,EDF-F,PaGamma,1,10300,0.01092363925294207,5056265062560716800,16.048449,0.889346,0.7055,18.7045,1.033,23.176,0.921,NOT_AVAILABLE,0.002958088888888889,False,True,False,8.343561308352239,True,False,False,,H2O 1.4 band,InGaAs telecom 1310,"[{""line"": ""H-alpha"", ""z"": 1.0278}, {""line"": ""[O III] 5007"", ""z"": 1.6579}, {""line"": ""H-beta"", ""z"": 1.7375}, {""line"": ""[O II] 3727"", ""z"": 2.5715}, {""line"": ""Ly-alpha"", ""z"": 9.9498}, {""line"": ""Mg II 2799"", ""z"": 3.7562}, {""line"": ""C IV 1549"", ""z"": 7.5908}, {""line"": ""[S III] 9531"", ""z"": 0.3963}, {""line"": ""Pa-beta"", ""z"": 0.0382}]",False,,,False,0,0,False,False,False,False,2,few_dithers|broad,False,0.0,0.0,True
-543202938296013858,3,10,PaGamma,0,0,1.6837397,0.0010986361,3.2688564e-15,1.1570017e-15,10072.389,0.009357271,50.930378,2.04,-3.2453635e-19,282,1.23,54.3202939,-29.60138582,,,0,390,-1.0366478,26.74779,40.88134,8377,EDF-F,PaGamma,1,15081,0.02538053501121785,5056256369546308224,15.757357,0.818986,0.3877,10.1407,1.356,-1.592,-0.073,NOT_AVAILABLE,0.0037416437777777777,False,True,False,2.5008449643374213,True,False,True,CO 9-6 bandhead,,,"[{""line"": ""H-alpha"", ""z"": 1.5649}, {""line"": ""[O III] 5007"", ""z"": 2.3619}, {""line"": ""H-beta"", ""z"": 2.4626}, {""line"": ""[O II] 3727"", ""z"": 3.5176}, {""line"": ""Mg II 2799"", ""z"": 5.016}, {""line"": ""C IV 1549"", ""z"": 9.8664}, {""line"": ""[S III] 9531"", ""z"": 0.7662}, {""line"": ""Pa-beta"", ""z"": 0.3132}]",True,7.82126,"[{""lambda_um"": 1.68374, ""line"": ""C III] 1909""}, {""lambda_um"": 1.36434, ""line"": ""C IV 1549""}]",False,0,1,False,False,False,True,7,few_dithers|broad|stellar_line|galaxy_pattern|recurrent_wavelength,False,0.0,0.0,True
-520867580298749230,4,10,PaGamma,0,0,1.6249907,0.0011899984,1.3370388e-14,8.14054e-15,-5.256174,0.012080035,48.69475,4.23,2.543749e-15,282,2.97,52.08675803,-29.8749231,,,0,388,0.56859875,,14312.258,26276,EDF-F,PaGamma,1,7232,0.34452367620546787,5056841241012871936,13.273623,0.928756,2.7718,224.3992,1.005,14.837,1.431,NOT_AVAILABLE,0.0036110904444444443,False,True,False,3.3452596067165183,True,False,False,,,Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.4754}, {""line"": ""[O III] 5007"", ""z"": 2.2446}, {""line"": ""H-beta"", ""z"": 2.3418}, {""line"": ""[O II] 3727"", ""z"": 3.3599}, {""line"": ""Mg II 2799"", ""z"": 4.8061}, {""line"": ""C IV 1549"", ""z"": 9.4873}, {""line"": ""[S III] 9531"", ""z"": 0.7046}, {""line"": ""Pa-beta"", ""z"": 0.2674}]",False,,,False,0,0,False,False,False,True,8,few_dithers|broad|recurrent_wavelength,False,0.0,0.0,True
-532917483298156801,1,10,PaGamma,0,0,1.8207262,0.002020401,7.612726e-15,4.9367126e-15,-5.591067,0.01524132,42.646244,1.19,1.3615874e-15,282,0.4,53.29174839,-29.81568017,,,0,390,0.2959404,,63.00811,35689,EDF-F,PaGamma,1,10693,0.07376221296679748,5056985311395686144,12.960544,0.64986,1.5245,90.8728,1.1,11.016,2.838,NOT_AVAILABLE,0.004046058222222222,False,True,False,3.766955185244217,True,False,True,Br9,,,"[{""line"": ""H-alpha"", ""z"": 1.7735}, {""line"": ""[O III] 5007"", ""z"": 2.6355}, {""line"": ""H-beta"", ""z"": 2.7443}, {""line"": ""[O II] 3727"", ""z"": 3.8851}, {""line"": ""Mg II 2799"", ""z"": 5.5055}, {""line"": ""C IV 1549"", ""z"": 10.7505}, {""line"": ""[S III] 9531"", ""z"": 0.9099}, {""line"": ""Pa-beta"", ""z"": 0.42}]",False,,,False,0,0,False,False,False,False,2,few_dithers|broad|stellar_line,False,0.0,0.0,True
-523912785296882878,0,11,PaBeta,0,0,1.7481776,0.000551409,2.518447e-15,3.3286545e-16,-30.665487,0.017414693,37.96035,6.74,8.212643e-17,282,2.48,52.39127851,-29.68828789,0.9901333,,0,386,-3.0308075,241.37126,314.19116,2049,EDF-F,PaBeta,1,6961,0.01851544144238909,5056662639092458880,17.821505,1.762756,1.1999,14.8644,0.979,8.981,-11.88,NOT_AVAILABLE,0.003884839111111111,False,True,False,4.4827321034201555,True,False,True,H2 1-0 S(7),,,"[{""line"": ""H-alpha"", ""z"": 1.663}, {""line"": ""[O III] 5007"", ""z"": 2.4906}, {""line"": ""H-beta"", ""z"": 2.5951}, {""line"": ""[O II] 3727"", ""z"": 3.6905}, {""line"": ""Mg II 2799"", ""z"": 5.2463}, {""line"": ""C IV 1549"", ""z"": 10.2823}, {""line"": ""[S III] 9531"", ""z"": 0.8338}, {""line"": ""Pa-beta"", ""z"": 0.3635}]",False,,,False,0,0,False,False,False,False,1,few_dithers|broad|stellar_line,False,0.0,0.0,True
-524253281298767556,2,10,PaGamma,0,0,1.7808777,0.0008664793,3.9803887e-15,1.0101225e-15,-143.7672,0.011142073,35.525875,1.61,2.7686347e-17,282,1.1,52.42532811,-29.87675565,0.0,,0,388,-0.047843933,,26.79122,11399,EDF-F,PaGamma,1,6896,0.036542845252678716,5056655045590317184,15.567731,1.418953,1.7074,62.5317,1.006,25.478,-0.207,NOT_AVAILABLE,0.003957506,False,True,False,2.8154279488142278,True,False,False,,,,"[{""line"": ""H-alpha"", ""z"": 1.7128}, {""line"": ""[O III] 5007"", ""z"": 2.5559}, {""line"": ""H-beta"", ""z"": 2.6623}, {""line"": ""[O II] 3727"", ""z"": 3.7782}, {""line"": ""Mg II 2799"", ""z"": 5.3631}, {""line"": ""C IV 1549"", ""z"": 10.4933}, {""line"": ""[S III] 9531"", ""z"": 0.8681}, {""line"": ""Pa-beta"", ""z"": 0.389}]",True,3.7782,"[{""lambda_um"": 1.78088, ""line"": ""[O II] 3727""}, {""lambda_um"": 1.63721, ""line"": ""[Ne V] 3426""}]",False,0,1,False,True,False,True,3,few_dithers|broad|galaxy_pattern|recurrent_wavelength,False,9.798045133487935e-277,1.6621795686254273e-271,True
-528124350299992979,0,9,SIII9530,1,0,1.60416,0.0014209764,3.4483105e-15,1.908937e-15,-35.315357,0.019081125,34.69998,3.29,9.764338e-17,282,1.37,52.8124351,-29.99929799,,,0,386,-2.8964472,698.0059,779.9079,3643,EDF-F,SIII9530,1,6724,0.0161002374106678,5056615669330137984,16.593962,0.842983,0.4271,9.3731,1.091,4.497,-0.014,NOT_AVAILABLE,0.0035648,False,True,False,5.352649517504489,True,False,False,,,Er fibre L-band,"[{""line"": ""H-alpha"", ""z"": 1.4436}, {""line"": ""[O III] 5007"", ""z"": 2.203}, {""line"": ""H-beta"", ""z"": 2.2989}, {""line"": ""[O II] 3727"", ""z"": 3.3041}, {""line"": ""Mg II 2799"", ""z"": 4.7317}, {""line"": ""C IV 1549"", ""z"": 9.3528}, {""line"": ""[S III] 9531"", ""z"": 0.6827}, {""line"": ""Pa-beta"", ""z"": 0.2511}]",True,0.70841,"[{""lambda_um"": 1.54977, ""line"": ""[S III] 9069""}, {""lambda_um"": 1.62772, ""line"": ""[S III] 9531""}]",False,1,0,False,False,False,True,10,few_dithers|broad|galaxy_pattern|recurrent_wavelength,False,3.9418577411720382e-264,6.687125146433892e-259,True
-541200719296082463,0,10,PaGamma,0,0,1.3875791,0.00076500204,3.3499916e-15,7.2852335e-16,-13.1883545,0.013533782,32.458237,6.76,2.5401134e-16,252,2.25,54.12007199,-29.60824632,,,0,386,-3.1540728,,748.5897,4427,EDF-F,PaGamma,1,10320,0.012607051844896263,5056267330302854144,16.798029,1.434011,0.8895,17.3507,1.013,11.038,-4.681,VARIABLE,0.003083509111111111,False,True,False,4.3890844853457365,True,False,False,,H2O 1.4 band,,"[{""line"": ""H-alpha"", ""z"": 1.1137}, {""line"": ""[O III] 5007"", ""z"": 1.7706}, {""line"": ""H-beta"", ""z"": 1.8535}, {""line"": ""[O II] 3727"", ""z"": 2.723}, {""line"": ""Ly-alpha"", ""z"": 10.4141}, {""line"": ""Mg II 2799"", ""z"": 3.9579}, {""line"": ""C IV 1549"", ""z"": 7.9551}, {""line"": ""[S III] 9531"", ""z"": 0.4555}, {""line"": ""Pa-beta"", ""z"": 0.0822}]",True,0.45553,"[{""lambda_um"": 1.38758, ""line"": ""[S III] 9531""}, {""lambda_um"": 1.32386, ""line"": ""[S III] 9069""}]",False,0,0,False,False,False,True,4,few_dithers|broad|galaxy_pattern|recurrent_wavelength,False,2.0724721813689894e-231,3.5158247073616084e-226,True
-523625710297881975,1,4,OIII5008,0,0,1.7676162,0.0014170184,1.2839375e-15,7.324857700000001e-16,-8.811808,0.009785443,31.168692,1.33,1.4570649000000002e-16,282,0.39,52.36257107,-29.7881976,,,0,386,-2.9537268,,685.8338,6435,EDF-F,OIII5008,1,6948,0.032530219405075354,5056660852386065664,16.728512,1.456178,1.0793,22.8756,1.071,12.521,4.825,NOT_AVAILABLE,0.003928036,False,True,False,2.4911795614907803,False,False,False,,,,"[{""line"": ""H-alpha"", ""z"": 1.6926}, {""line"": ""[O III] 5007"", ""z"": 2.5294}, {""line"": ""H-beta"", ""z"": 2.6351}, {""line"": ""[O II] 3727"", ""z"": 3.7426}, {""line"": ""Mg II 2799"", ""z"": 5.3157}, {""line"": ""C IV 1549"", ""z"": 10.4077}, {""line"": ""[S III] 9531"", ""z"": 0.8542}, {""line"": ""Pa-beta"", ""z"": 0.3786}]",True,1.80483,"[{""lambda_um"": 1.76762, ""line"": ""[O I] 6300""}, {""lambda_um"": 1.64924, ""line"": ""He I 5876""}]",False,0,1,False,False,False,False,1,few_dithers|galaxy_pattern,False,1.4156162316615363e-213,2.4015080000398967e-208,True
-528656811298713986,2,11,PaBeta,1,0,1.6344303,0.0014061471,4.8771814e-15,1.9738383e-15,-4.632598,0.011901914,29.818508,2.93,1.0527962e-15,212,1.54,52.86568117,-29.87139866,,,0,898,-2.8263674,,1809.4004,7597,EDF-F,PaBeta,1,6738,0.01073554643637688,5056618211950772224,15.972733,2.655541,7.4902,237.2581,1.034,-11.349,-13.576,NOT_AVAILABLE,0.0036320673333333333,False,True,False,3.2768979503133293,True,False,True,CO 7-4 bandhead,,,"[{""line"": ""H-alpha"", ""z"": 1.4898}, {""line"": ""[O III] 5007"", ""z"": 2.2635}, {""line"": ""H-beta"", ""z"": 2.3612}, {""line"": ""[O II] 3727"", ""z"": 3.3853}, {""line"": ""Mg II 2799"", ""z"": 4.8399}, {""line"": ""C IV 1549"", ""z"": 9.5482}, {""line"": ""[S III] 9531"", ""z"": 0.7145}, {""line"": ""Pa-beta"", ""z"": 0.2747}]",False,,,False,0,0,False,False,False,True,8,few_dithers|broad|stellar_line|recurrent_wavelength,False,1.1243376648739163e-195,1.9073713881987067e-190,True
