n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate
1170,0.332459382704672,72,0.06153846153846154,1.1273523002941237,0.997548569804289,0.10734186897580839,0.7596817430127684,11,0.011918944770712182,0.20419347445927705,760204300017056,229.3858917,43.96457635,,,,unknown,-0.010336357779343653,2.1604340519520373,-0.07422803350011246,0.0,False,False,False
1239,0.36518799960646686,43,0.03470540758676352,0.9222978054012408,0.620165653091526,0.018285615119049487,0.7545143154642852,4,0.0,0.23461249510775395,759201400006221,229.3021364,43.9668317,,,,unknown,0.0028139225434157963,1.6129333266576418,0.02039191532421134,0.035685851817369836,False,False,False
1114,0.3317577418268236,29,0.026032315978456014,1.0558788740583458,0.9970937563761487,0.0537000514712836,0.7172427170021157,3,0.0,0.3317577418268236,720213200011902,229.81406705,43.8680618,,,,unknown,-0.0009518883380117984,0.21193834989087681,-0.006873495843815328,0.0,False,False,False
1218,0.2600912691226449,48,0.03940886699507389,0.9577887160274694,0.9979798964871663,0.03002677830446771,0.7083175629507963,3,0.004224801185954486,0.21133335798016017,759201400006407,229.30938735,43.9440395,,,,unknown,-0.0023164835184225968,1.1754513217581397,-0.01670151151444309,0.0,False,False,False
1106,0.26453650708771304,98,0.08860759493670886,0.9315286219079031,0.9972382963027195,0.061134616617149626,0.7065062981504079,13,0.02957491514529194,0.23713080191478242,720213200003211,230.22666565,43.8913194,,,,unknown,-0.002546109289376099,0.5598959084716856,-0.018388558013404447,0.0,False,False,False
1137,0.21526219390083412,67,0.058927000879507474,1.2410439555624662,0.997548569804289,0.12666645018145248,0.7059069187430246,5,0.01444727401370782,0.19240560522272165,760204300023916,229.3517186,43.9547126,,,,unknown,-0.00915975592548848,1.874082066822859,-0.06575252520778088,0.0,False,False,False
1100,0.22128616974588056,52,0.04727272727272727,1.2235666184749605,0.997548569804289,0.16642217599557854,0.7040067141018649,5,0.013740604609627083,0.196356404538642,760204300007708,229.3093491,43.944045349999996,,,,unknown,-0.004582523148457921,1.1481088011100262,-0.03288263211919866,0.0,False,False,False
309,0.2750481941842172,35,0.11326860841423948,1.1007801829359216,0.9939386268344373,0.21062235563584714,0.6964669701379929,6,0.022131044715802774,0.2750481941842172,720213200004301,229.3902777,43.8057783,,,,unknown,0.014279089293886134,0.4709603298938726,0.03874895257869553,0.06781066701271717,False,False,False
1044,0.41808919139306366,14,0.013409961685823755,0.8628190183987271,1.0003064853742532,0.046925554957222365,0.6859223335128334,2,0.0,0.31469878152444564,760204300017079,229.3621376,43.9618959,,,,unknown,-0.012065247104600352,2.8698771810322996,-0.08674060887362511,0.0,False,False,False
1104,0.4803071090576825,24,0.021739130434782608,0.8772085194538259,0.9971660211016427,0.05213175490345498,0.6843604735289636,2,0.0,0.21211241720296337,720213200019244,229.84279444999999,43.82094845,,,,unknown,-0.0024090400118753578,0.5387664500277857,-0.017438452432595217,0.0,False,False,False
1172,0.35527334746942907,29,0.024744027303754267,1.1210516926340957,0.9969698926783008,0.09113532967764897,0.6799225026547511,2,0.0,0.35527334746942907,760204300016821,229.32935605,43.984006050000005,,,,unknown,-0.009614237482779368,1.7657933810210817,-0.06919838912950982,0.0,False,False,False
1187,0.310503210997939,43,0.03622577927548441,1.0921601863575394,0.997548569804289,0.09042779407114211,0.6526373097354246,2,0.0,0.1886335456361683,760204300016999,229.3021029,43.9668271,,,,unknown,-0.012934671340467935,2.474452616284143,-0.09295827228885338,0.0,False,False,False
975,0.4534439122536573,8,0.008205128205128205,0.8617552610204962,0.9997745457012649,0.06155324290360764,0.6515340271289177,1,0.0,0.4534439122536573,720213200003315,229.8013544,43.8943778,,,,unknown,-0.02053137733524185,2.6011413407089545,-0.1479442245346756,0.0,False,False,False
439,0.36618377566965843,17,0.0387243735763098,0.9102081609814103,1.0002341685604987,0.07396529426968027,0.6478104117190959,1,0.0,0.2601884419496968,720213200002831,229.411562,43.9534511,,,,unknown,-0.007520400016110013,0.3887730873071969,-0.020407997849123314,0.0,False,False,False
1119,0.1499447381351089,59,0.05272564789991063,0.9066285546931265,79.62565072447873,0.13964088446280573,0.643893270521154,11,0.006918623526528141,0.1499447381351089,720214100003293,229.1763027,43.8820398,,,,unknown,0.0022534146744927664,0.3285155095541704,0.016271660862540168,0.02847540650944529,False,False,False
623,0.6116778173876527,20,0.03210272873194221,1.0057441656229877,0.9978556423138372,0.08928261993448497,0.6435598639570338,1,0.0,0.40428655781450673,720213200037777,229.7898993,43.8661998,,,,unknown,0.013503071565628338,2.0813616763038985,0.09541624718076673,0.19101689410480327,False,False,False
312,0.6490636134624457,12,0.038461538461538464,0.8277174601864112,0.9966927063014233,0.1098100455121806,0.6370569863463458,1,0.0,0.6490636134624457,720213200036110,229.8451014,43.85367525,,,,unknown,0.006170106473773146,1.2290028391997339,0.0438295336388103,0.07670168386791802,False,False,False
191,0.5849547958023098,71,0.3717277486910995,0.7621893896415264,0.33307521920904537,0.11090957314690814,0.6174414137702133,15,0.13714121021714126,0.5849547958023098,720213200038317,229.7690653,43.840856,,,,unknown,0.020251200077745658,2.143224743971112,0.14127287253886814,0.24722752694301922,False,False,False
