name,ra,dec,vtype,cat_period,cat_amp_mmag,ztf_status,ztf_n_detected_blocks,ztf_n_blocks,demonstrated,eta_min,n_blocks,p_persist_upper,p_persist_text,pinned_at_floor,per_block_eta,per_block_n,injected_amplitude_mmag,injected_period_days,note
CSS_J095902.7+300433,149.76153564453125,30.076030731201172,RRAB,0.5755508,8959.999999999998,still_periodic,8,8,True,1.0,8,9.60598434850553e-18,<= 9.61e-18 (injection-resolution limited),True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[96, 170, 163, 121, 135, 124, 110, 55]",8959.999999999998,0.5755508,"efficiency measured by injecting the CATALOGUED period and amplitude into the ZTF light curve's own epochs and noise, and applying the identical blind detector"
ASASSN-V J100145.28+301523.6,150.43873596191406,30.256839752197266,ROT,0.996715,7105.0,no_clean_transition,7,8,True,1.0,8,9.60598434850553e-18,<= 9.61e-18 (injection-resolution limited),True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[98, 169, 173, 126, 142, 130, 135, 69]",7105.0,0.996715,"efficiency measured by injecting the CATALOGUED period and amplitude into the ZTF light curve's own epochs and noise, and applying the identical blind detector"
