fold,period_days,phase,flux_frac,err,n
fold_at_period,6.520391755921053,0.005,0.0010456831332832373,0.00016234476937136675,149
fold_at_period,6.520391755921053,0.015,-0.003702176806786972,0.00064857925984883,145
fold_at_period,6.520391755921053,0.025,-0.05292328931578788,0.00105078675085026,156
fold_at_period,6.520391755921053,0.035,-0.04473289344544357,0.0014581054222577684,160
fold_at_period,6.520391755921053,0.045,-0.0011371902095052566,0.00040379788381421247,154
fold_at_period,6.520391755921053,0.055,0.0007720406950293413,0.00018320218416755475,161
fold_at_period,6.520391755921053,0.065,0.0008299192142491307,0.00016769714022468998,161
fold_at_period,6.520391755921053,0.075,0.0007768040041201685,0.00017757992602112046,168
fold_at_period,6.520391755921053,0.085,0.0007635606562095276,0.0001753392641240167,168
fold_at_period,6.520391755921053,0.095,0.000555526121892469,0.00015875697242224288,168
fold_at_period,6.520391755921053,0.105,0.0004332847630296177,0.00016362834118019434,170
fold_at_period,6.520391755921053,0.115,0.00025779606280695866,0.00015420047000753897,167
fold_at_period,6.520391755921053,0.125,0.00025867452372785316,0.00014339622341533404,170
fold_at_period,6.520391755921053,0.135,0.00014721490204572252,0.0001454648853004613,168
fold_at_period,6.520391755921053,0.145,0.00016696399858906474,0.00014189964564308808,169
fold_at_period,6.520391755921053,0.155,-1.1005557743470895e-05,0.00013255416922487576,175
fold_at_period,6.520391755921053,0.165,-2.990526470025845e-05,0.00014402158952385682,171
fold_at_period,6.520391755921053,0.175,-0.00024649049787567323,0.00014372710721939657,174
fold_at_period,6.520391755921053,0.185,-0.00030362205414230514,0.00015408728990077837,170
fold_at_period,6.520391755921053,0.195,-0.00023254980136666603,0.00016183876297057258,170
fold_at_period,6.520391755921053,0.205,-0.00015901481896524183,0.00015664886432409492,176
fold_at_period,6.520391755921053,0.215,-0.0004110855889913889,0.00015695595731639333,171
fold_at_period,6.520391755921053,0.225,-0.00018940037231851559,0.00014062354755916927,177
fold_at_period,6.520391755921053,0.235,-9.15939969969859e-05,0.0001449103739863849,174
fold_at_period,6.520391755921053,0.245,-0.00014065680050590057,0.0001483571116808281,171
fold_at_period,6.520391755921053,0.255,-0.00018703482968818186,0.00017794487188192002,177
fold_at_period,6.520391755921053,0.265,-7.491325853425934e-05,0.00018937630844584165,167
fold_at_period,6.520391755921053,0.275,4.0052935794232525e-05,0.00020049122267009193,171
fold_at_period,6.520391755921053,0.285,6.416016377031042e-05,0.00019260823802726447,176
fold_at_period,6.520391755921053,0.295,0.00015005279834823249,0.00020177808102200226,171
fold_at_period,6.520391755921053,0.305,6.94954820190663e-05,0.00019532382756855967,182
fold_at_period,6.520391755921053,0.315,-7.140045980169596e-05,0.00016864216431295787,171
fold_at_period,6.520391755921053,0.325,-0.00016935276020546564,0.00018024164623504406,160
fold_at_period,6.520391755921053,0.335,9.415101277732152e-05,0.00012394077233641028,168
fold_at_period,6.520391755921053,0.345,-0.00013314016927218342,0.00011852182038765096,160
fold_at_period,6.520391755921053,0.355,-0.00028668317195834625,0.0001034284553609899,166
fold_at_period,6.520391755921053,0.365,-0.00024942561643603867,9.968125187202708e-05,160
fold_at_period,6.520391755921053,0.375,-0.00019038021984152387,8.345702440185833e-05,164
fold_at_period,6.520391755921053,0.385,-2.298289195057368e-05,0.00010178579716925354,172
fold_at_period,6.520391755921053,0.395,-0.00023524499625660056,0.00012899519922476716,159
fold_at_period,6.520391755921053,0.405,0.0,0.00016483861578349545,161
fold_at_period,6.520391755921053,0.415,7.240273297748345e-05,0.00017351035642678363,162
fold_at_period,6.520391755921053,0.425,0.00017975366281630656,0.00015694568498936433,159
fold_at_period,6.520391755921053,0.435,0.00040936560087279084,0.000178904278185196,168
fold_at_period,6.520391755921053,0.445,3.906279864529516e-05,0.00012754121809692507,157
fold_at_period,6.520391755921053,0.455,0.0001348084656609405,0.00014244995280695872,169
fold_at_period,6.520391755921053,0.465,0.00015456601020424898,0.00016449180088782143,167
fold_at_period,6.520391755921053,0.475,0.00042064469582137054,0.00015396352704940026,162
fold_at_period,6.520391755921053,0.485,0.0002489106890026793,0.00016874414810340058,154
fold_at_period,6.520391755921053,0.495,-0.07385467833808057,0.008436573616834397,137
fold_at_period,6.520391755921053,0.505,-0.29022915233502433,0.0024753667240667784,139
fold_at_period,6.520391755921053,0.515,-0.05334242612050999,0.00638790368132169,152
fold_at_period,6.520391755921053,0.525,0.0007244178302633353,0.0001977377840303077,142
fold_at_period,6.520391755921053,0.535,0.0005364347581775508,0.0001708869468116735,160
fold_at_period,6.520391755921053,0.545,0.0014468046817377456,0.00023560787970535897,155
fold_at_period,6.520391755921053,0.555,0.0005816038853742045,0.0002239018286379994,148
fold_at_period,6.520391755921053,0.565,0.0006097335855220765,0.00019521583300316614,160
fold_at_period,6.520391755921053,0.575,0.0008229070800516158,0.00022665881669749443,151
fold_at_period,6.520391755921053,0.585,0.0006233917772247022,0.00022339704076079254,155
fold_at_period,6.520391755921053,0.595,0.000527488893733441,0.00025351283892610107,146
fold_at_period,6.520391755921053,0.605,0.0003525077049256753,0.0002175914571957642,146
fold_at_period,6.520391755921053,0.615,0.0003071614836889225,0.00021564431928769846,157
fold_at_period,6.520391755921053,0.625,0.0002893509593226984,0.00019283159918726596,145
fold_at_period,6.520391755921053,0.635,0.0003050679736547046,0.00013944692979971646,147
fold_at_period,6.520391755921053,0.645,2.4178771613092565e-05,0.00012139825805903595,151
