n_events_raw,n_declustered,n_events,n,n_freq,span_days,min_period_used,max_period_used,h_max,f_best,period_grid,period,Q,jitter,f_in_window,rbar,mean_phase,t0,gap_integer_frac,n_gaps_used,jitter_core,n_core,gap_integer_frac_core,n_gaps_core,cycles_span,cycles_hit,cycle_occupancy,p_screen_upper,status,null_computed,p_window,p_window_source,p_shuffle,energy_phase_rho,energy_phase_p,n_energy,grid_days,grid_source,jitter_floor,phase_spacing,comb_coarser_than_window,star_key,star_id,catalogue,mission,n_windows,observed_days,n_removed_cross_star,n_sectors,prot_catalogue,null_budget_mode,wn_n_trials,wn_n_exceed,wn_p_empirical,wn_at_floor,wn_stopped_early,wn_truncated_by_budget,wn_p_gumbel,wn_gumbel_mu,wn_gumbel_beta,wn_h_null_median,wn_h_null_p99,wn_h_null_max,wn_null_Q_median,wn_null_jitter_median,wn_elapsed_s,wn_p,sn_n_trials,sn_n_exceed,sn_p_empirical,sn_at_floor,sn_stopped_early,sn_truncated_by_budget,sn_p_gumbel,sn_gumbel_mu,sn_gumbel_beta,sn_h_null_median,sn_h_null_p99,sn_h_null_max,sn_null_Q_median,sn_null_jitter_median,sn_elapsed_s,sn_p,pn_n_trials,pn_n_exceed,pn_p_empirical,pn_at_floor,pn_stopped_early,pn_truncated_by_budget,pn_p_gumbel,pn_gumbel_mu,pn_gumbel_beta,pn_h_null_median,pn_h_null_p99,pn_h_null_max,pn_null_Q_median,pn_null_jitter_median,pn_elapsed_s,pn_p,p_pool,pool_null_computed,tier,why,period_catalogue,p_window_catalogue,Q_catalogue,jitter_catalogue,fetch_status,fetch_route,lc_n_segments,lc_n_segments_fetched,lc_cadence_days,lc_n_points,lc_segments,n_flares,lc_observed_days,lc_n_windows,lc_span_days,lc_t_first,lc_t_last,n_catalogue_flares_in_lc,catalogue_recovery_frac,cat_n_epochs,cat_n_control,cat_epoch_sigma_median,cat_epoch_sigma_p90,cat_control_sigma_median,cat_epoch_frac_above_3,cat_control_frac_above_3,cat_p_empirical,cat_best_offset_days,cat_best_offset_sigma_median,cat_best_offset_n_epochs,catalogue_epochs_are_brightenings,rd_n_events,rd_n_freq,rd_h_max,rd_period,rd_Q,rd_jitter,rd_f_in_window,rd_mean_phase,rd_t0,rd_gap_integer_frac,rd_n_gaps_used,rd_jitter_core,rd_n_core,rd_gap_integer_frac_core,rd_n_gaps_core,rd_cycle_occupancy,rd_null_computed,rd_p_window,rd_p_window_source,rd_p_shuffle,period_agrees_with_catalogue,period_harmonic_of_catalogue,rd_strict_quality_why,phot_period,phot_power,phot_amplitude_frac,period_is_photometric,period_photometric_harmonic,rd_duration_days_median,rd_duty_cycle,rd_rise_frac_median,clock_in_lightcurve,confirms_catalogue_clock,pop_n_near,pop_expected,pop_p,fdr_significant,fdr_watch,first_veto,flags
35.0,0.0,35,35.0,31892.0,1276.2974000000002,0.2,400.0,40.78409263678681,3.958004414566698,0.2526525731804862,0.2526525731804862,0.1677035604637051,0.2072203738324576,0.0857142857142857,0.4110514839383211,0.4290490238362754,0.1084003398928107,0.0909090909090909,11.0,0.0444346138960933,19.0,0.2,5.0,4605.0,35.0,0.007600434310532,0.1548780389280839,scanned,True,0.0248756218905472,empirical,0.0099009900990099,-0.1341736694677871,0.4422266873978477,35.0,0.0001,measured,0.0001142577457101,0.0003958004414566,False,kepler:4457475,4457475,kepler_yang2019,kepler,56.0,1161.797,0.0,0.0,,not_clock_reduced,200.0,4.0,0.0248756218905472,False,False,False,,,,25.24984485503472,42.03782625640098,47.856383996513486,0.1525475855386228,0.2161682827564904,6.62,0.0248756218905472,100.0,0.0,0.0099009900990099,True,False,False,0.0038932691155063,24.312759623605665,2.9696503861285133,25.20874651081497,38.48503914315823,40.57501350319328,,,3.47,0.0038932691155063,200.0,0.0,0.0049751243781094,True,False,False,0.0036121496304496,24.40941775742878,2.912791448654274,25.45621313492508,37.30830012182881,40.00880959031503,0.1592089092917877,0.2184423631513801,6.84,0.0036121496304496,0.0036121496304496,True,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,20.0,0.013474681279921907,False,False,not_significant,
102.0,2.0,100,100.0,30246.0,1210.4072,0.2,400.0,25.3868159983534,2.6127124970836264,0.3827464083303655,0.3827439877584022,0.1041913558452914,0.238664752243262,0.12,0.268644202262556,0.8113112356742405,-0.0722194901032465,0.180327868852459,61.0,0.0791472789365261,43.0,0.3846153846153846,13.0,2882.0,99.0,0.0343511450381679,1.0,scanned,False,1.0,bonferroni_screen,,-0.0304830483048304,0.7633626559367235,100.0,0.0001,measured,7.542251317531656e-05,0.0002612712497083,False,kepler:4544623,4544623,kepler_yang2019,kepler,52.0,1099.407,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,23.2,0.8851577983956117,False,False,not_significant,
16.0,0.0,16,16.0,29408.0,1176.9138,0.2,392.26536954,29.497097305105044,2.7555291645233515,0.3629089395980357,0.3629067015057265,0.347437458984456,0.1422135600360154,0.4375,0.6685093766171666,0.0946126494302126,0.0343355645254361,0.4,5.0,0.0248554167496608,10.0,1.0,1.0,2961.0,16.0,0.0054035798716649,1.0,scanned,False,1.0,bonferroni_screen,,-0.1617647058823529,0.5494831434036931,16.0,0.0001,measured,7.954527524487108e-05,0.0002755529164523,False,kepler:4562996,4562996,kepler_yang2019,kepler,50.0,1072.914,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.400000000000002,0.971010046423294,False,False,not_significant,
56.0,0.0,56,56.0,35287.0,1412.1628,0.2,400.0,28.58943263826444,3.658933946567634,0.2733078808429169,229.5750653788068,0.152427610233725,0.2217228353103037,0.125,0.3666965477640281,0.8127676087680713,-42.98388845810036,0.0,21.0,0.0820418405718111,27.0,0.0,14.0,7.0,7.0,1.0,1.0,scanned,False,1.0,bonferroni_screen,,0.0295967190704032,0.8285718622985754,56.0,0.0001,measured,1.2574324398796922e-07,4.355873745913849e-07,False,kepler:4641547,4641547,kepler_yang2019,kepler,61.0,1287.063,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.640000000000001,0.8778178765022524,False,False,not_significant,
54.0,0.0,54,54.0,35219.0,1409.4448,0.2,400.0,26.464100615097,4.732447565168923,0.2113071484109101,0.2113071484109101,0.131349770513478,0.2283081684924494,0.3518518518518518,0.3364460550599937,0.7160744974155158,-0.0599954883122618,0.16,25.0,0.0691144152494946,31.0,0.5454545454545454,11.0,6084.0,53.0,0.0087113740959894,1.0,scanned,False,1.0,bonferroni_screen,,0.0114732227939775,0.9343759359249806,54.0,0.0001,measured,0.0001366139937838,0.0004732447565168,False,kepler:4660012,4660012,kepler_yang2019,kepler,61.0,1284.345,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,16.76,1.0098181340012502e-06,False,False,not_significant,
82.0,0.0,82,82.0,35281.0,1411.9177,0.2,400.0,23.859823039545176,0.1468993513219644,6.810008687403113,367.59862799969966,0.1243848562409096,0.2165991300291931,0.1341463414634146,0.3083332333217874,0.098172734028284,36.08816233577664,0.0,46.0,0.08214987539838,33.0,0.0,16.0,4.0,4.0,1.0,1.0,scanned,False,1.0,bonferroni_screen,,-0.0532318977808251,0.63480681812335,82.0,0.0001,measured,7.85299815088126e-08,2.720358357814157e-07,False,kepler:4671547,4671547,kepler_yang2019,kepler,60.0,1288.518,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,6.98,1.4432899320127035e-15,False,False,not_significant,
10.0,0.0,10,10.0,32542.0,1302.3301,0.2,400.0,24.073271234597875,0.0603501564234751,16.557325485565357,16.56996533667671,0.4424726845924779,0.1303552951597672,0.7,0.7762751433171856,0.2313473150552666,3.833416991198994,0.6666666666666666,3.0,0.0539799716539612,9.0,0.6666666666666666,3.0,76.0,9.0,0.1184210526315789,1.0,scanned,False,1.0,bonferroni_screen,,0.0303030303030303,0.9337729580941466,10.0,0.0001,measured,1.7421589528364694e-06,6.035015642347513e-06,False,kepler:4738909,4738909,kepler_yang2019,kepler,56.0,1187.83,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.92,1.0,False,False,not_significant,
10.0,0.0,10,10.0,31820.0,1273.4002,0.2,400.0,20.84112229831762,0.6620098697173127,1.51058733562959,1.5105514974074536,0.442754674364763,0.1258152557435046,0.5,0.7765014000945251,0.4202720635795732,0.6348425949586448,0.0,2.0,0.0584530403919666,9.0,0.0,1.0,777.0,9.0,0.0115830115830115,1.0,scanned,False,1.0,bonferroni_screen,,-0.1757575757575757,0.6271883447764846,10.0,0.0001,measured,1.911057882437398e-05,6.620098697173127e-05,False,kepler:4760945,4760945,kepler_yang2019,kepler,55.0,1165.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.46,0.8649941517950288,False,False,not_significant,
106.0,0.0,106,106.0,35731.0,1429.9203,0.2,400.0,28.58044310887768,2.680551357128086,0.3730575791211064,0.3730575791211064,0.1064582098999789,0.2535206927095039,0.1226415094339622,0.2703091766344914,0.5348395826680311,-0.1735316191928278,0.1578947368421052,57.0,0.0875515496014769,57.0,0.3529411764705882,17.0,3504.0,106.0,0.0302511415525114,1.0,scanned,False,1.0,bonferroni_screen,,-0.1841554378307423,0.0587965775907154,106.0,0.0001,measured,7.738085238072587e-05,0.0002680551357128,False,kepler:4819301,4819301,kepler_yang2019,kepler,61.0,1304.82,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,23.94,0.045450194753836715,False,False,not_significant,
10.0,0.0,10,10.0,30844.0,1234.3684,0.2,400.0,22.479009191334747,3.6083602925998415,0.2771316992741955,0.2771341880828354,0.2644820513492347,0.1625773906800264,0.7,0.6106246190656731,0.5591174961165617,-0.1221836147536642,1.0,1.0,0.0194638021001604,7.0,1.0,1.0,4095.0,10.0,0.0024420024420024,1.0,scanned,False,1.0,bonferroni_screen,,-0.0666666666666666,0.8548130882487427,10.0,0.0001,measured,0.0001041643893132,0.0003608360292599,False,kepler:4830001,4830001,kepler_yang2019,kepler,52.0,1133.826,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,21.56,0.14422651418776145,False,False,not_significant,
54.0,0.0,54,54.0,34950.0,1398.6969,0.2,400.0,33.80897682299607,0.0029718677792164,341.41686604765044,336.488725034611,0.2959832133228806,0.1627599861830365,0.2037037037037037,0.5641346078039589,0.4872817473970131,163.9648139142583,0.0,28.0,0.0826314158307232,31.0,0.0,13.0,5.0,5.0,1.0,1.0,scanned,False,1.0,bonferroni_screen,,0.287364208118925,0.0351227736016319,54.0,0.0001,measured,8.579043311633101e-08,2.971867779216498e-07,False,kepler:4853523,4853523,kepler_yang2019,kepler,60.0,1275.297,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.08,0.006307874217169829,False,False,not_significant,
16.0,0.0,16,16.0,27127.0,1085.6793,0.2,361.85691069,24.807276433688862,4.247995057131515,0.2354031286582824,0.2354051703335211,0.2050107906724193,0.1896748939141464,0.5625,0.5080177489320101,0.5189411919672282,-0.1132437306453952,0.3333333333333333,3.0,0.0289939842305327,10.0,1.0,1.0,4250.0,16.0,0.0037647058823529,1.0,scanned,False,1.0,bonferroni_screen,,0.1764705882352941,0.5132505967364671,16.0,0.0001,measured,0.0001226290544875,0.0004247995057131,False,kepler:4908893,4908893,kepler_yang2019,kepler,45.0,999.079,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,18.5,0.5774083377803213,False,False,not_significant,
165.0,0.0,165,165.0,35551.0,1422.7273,0.2,400.0,28.18561411976612,4.7061561398660166,0.2124882722407924,0.2124876375284203,0.0871939860196503,0.2447615945817592,0.1272727272727272,0.2242708980443661,0.6497700055381145,-0.0744195441147978,0.1261261261261261,111.0,0.0892004038685093,70.0,0.3225806451612903,31.0,6122.0,164.0,0.0267886311662855,1.0,scanned,False,1.0,bonferroni_screen,,0.0433802015469078,0.5800901079737449,165.0,0.0001,measured,0.00013585502571,0.0004706156139866,False,kepler:4919243,4919243,kepler_yang2019,kepler,60.0,1299.327,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,16.9,7.680445346380793e-08,False,False,not_significant,
41.0,0.0,41,41.0,35564.0,1423.2585,0.2,400.0,21.775167778697487,2.8317681898615046,0.3531344978173352,0.3531362501988229,0.1831375602171397,0.2068168737393233,0.2439024390243902,0.4250887244990002,0.0924304699556333,0.0326405495642473,0.0666666666666666,15.0,0.0762718923622435,25.0,0.0,7.0,3679.0,40.0,0.0108725197064419,1.0,scanned,False,1.0,bonferroni_screen,,0.1087108013937282,0.4986779156388953,41.0,0.0001,measured,8.174610633495794e-05,0.0002831768189861,False,kepler:4933476,4933476,kepler_yang2019,kepler,61.0,1298.159,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,24.86,0.9930512889475054,False,False,not_significant,
27.0,0.0,27,27.0,28611.0,1145.0178,0.2,381.6344327399999,23.63693754095205,0.7504165437690166,1.332655260897856,1.332593222128918,0.2276886014320716,0.1956666246414777,0.2222222222222222,0.5052648467746543,0.4698204303383858,0.6260795210866245,0.4,5.0,0.0595076619253944,17.0,1.0,2.0,785.0,27.0,0.0343949044585987,1.0,scanned,False,1.0,bonferroni_screen,,-0.0061050061050061,0.975890270735696,27.0,0.0001,measured,2.1662659677469517e-05,7.504165437690165e-05,False,kepler:4953211,4953211,kepler_yang2019,kepler,49.0,1044.518,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.94,0.17820351473188112,False,False,not_significant,
10.0,0.0,10,10.0,24312.0,973.0501000000002,0.2,324.31759833,27.765257316690143,0.9824779834357992,1.0178345131999038,1.0178345131999038,0.3460284495419953,0.1494260562963754,0.8,0.6921780039271057,0.0140148123447191,0.0142647597004752,0.0,2.0,0.027662360322438,8.0,,0.0,881.0,10.0,0.0113507377979568,1.0,scanned,False,1.0,bonferroni_screen,,-0.6484848484848483,0.0425401276844894,10.0,0.0001,measured,2.8361696410476973e-05,9.824779834357992e-05,False,kepler:5015564,5015564,kepler_yang2019,kepler,42.0,891.35,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.76,0.9232716166877672,False,False,not_significant,
16.0,0.0,16,16.0,27874.0,1115.5519,0.2,371.81344827,28.782379108545392,3.033476344785037,0.329654787557232,0.329654787557232,0.3067715606081641,0.1702348600526056,0.375,0.6259068896876078,0.406283593478455,0.1339333316961289,0.5,2.0,0.0557452004153279,13.0,0.5,2.0,3077.0,16.0,0.0051998700032499,1.0,scanned,False,1.0,bonferroni_screen,,0.2794117647058823,0.2946176535684143,16.0,0.0001,measured,8.756891921210017e-05,0.0003033476344785,False,kepler:5032343,5032343,kepler_yang2019,kepler,48.0,1013.352,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,23.92,0.01971899588512427,False,False,not_significant,
8.0,0.0,8,8.0,14894.0,596.329,0.2,198.7564557,21.754490186453992,2.022441135732126,0.4944683678645556,0.4944519681350324,0.4708303786809219,0.1125906903093029,0.75,0.8077179209999051,0.6033503511409256,-0.1961241995384388,,0.0,0.0353588416264866,7.0,,0.0,1112.0,8.0,0.0071942446043165,1.0,scanned,False,1.0,bonferroni_screen,,-0.1428571428571428,0.735764859879812,8.0,0.0001,measured,5.838284670675578e-05,0.0002022441135732,False,kepler:5093168,5093168,kepler_yang2019,kepler,23.0,549.429,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,18.42,0.386699149006015,False,False,not_significant,
32.0,0.0,32,32.0,34362.0,1375.136,0.2,400.0,24.34112873019108,4.960147825378726,0.2016080769338448,0.201606894633961,0.1532673812501631,0.2265671401299267,0.375,0.39536527867316,0.8877274854407914,-0.0226349130130282,0.1,10.0,0.0607323938350092,20.0,0.5,4.0,6238.0,32.0,0.0051298493106764,1.0,scanned,False,1.0,bonferroni_screen,,0.1422287390029325,0.4374438835091846,32.0,0.0001,measured,0.0001431871341101,0.0004960147825378,False,kepler:5110407,5110407,kepler_yang2019,kepler,59.0,1257.136,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,15.780000000000001,4.627920982325229e-05,False,False,not_significant,
45.0,0.0,45,45.0,34821.0,1393.5268999999998,0.2,400.0,21.629020947043895,1.778683868427657,0.5622043805272678,5.622134533012842,0.0453841020233152,0.2525605263320239,0.1555555555555555,0.2091000382715348,0.2376954603168684,1.3363558557878497,0.0952380952380952,21.0,0.0790966401228475,21.0,0.5,4.0,232.0,40.0,0.1724137931034483,1.0,scanned,False,1.0,bonferroni_screen,,-0.4888010540184453,0.0006568708584981,45.0,0.0001,measured,5.134618051199764e-06,1.778683868427657e-05,False,kepler:5165017,5165017,kepler_yang2019,kepler,60.0,1270.127,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.3200000000000003,0.6445742804596188,False,False,not_significant,
9.0,0.0,9,9.0,29275.0,1171.5621999999998,0.2,390.48168126,23.0038309675852,1.1438063638703972,0.8742999534953599,0.8742738557741652,0.2375890246379979,0.1848422721928222,0.6666666666666666,0.5904420259650918,0.4900237230794308,0.4284149297974657,,0.0,0.0218891534191839,7.0,,0.0,1220.0,9.0,0.0073770491803278,1.0,scanned,False,1.0,bonferroni_screen,,0.6333333333333333,0.0670857868923457,9.0,0.0001,measured,3.301884560406905e-05,0.000114380636387,False,kepler:5193550,5193550,kepler_yang2019,kepler,50.0,1065.762,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.22,0.6828800030201978,False,False,not_significant,
19.0,0.0,19,19.0,29586.0,1184.0041,0.2,394.62856653,33.93268814345951,3.181560182122683,0.3143095316426095,0.3143112004038273,0.2534185639478558,0.1739814587906996,0.5263157894736842,0.5559403207420919,0.3243055786358415,0.1019328757186891,0.3333333333333333,3.0,0.0416908598999156,13.0,0.5,2.0,3474.0,19.0,0.0054691997697179,1.0,scanned,False,1.0,bonferroni_screen,,-0.1701754385964912,0.4860995397874448,19.0,0.0001,measured,9.184373137957632e-05,0.0003181560182122,False,kepler:5210507,5210507,kepler_yang2019,kepler,51.0,1090.504,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,23.36,0.4746606611635582,False,False,not_significant,
241.0,1.0,240,240.0,30234.0,1209.9355,0.2,400.0,30.21566385379772,4.374947952804096,0.2285732841888648,0.228574147804217,0.075605018880036,0.2544109732189915,0.1791666666666666,0.1943765391600784,0.2956564415094384,0.0675794191608472,0.077720207253886,193.0,0.0750855472653584,100.0,0.3166666666666666,60.0,4838.0,236.0,0.048780487804878,1.0,scanned,False,1.0,bonferroni_screen,,0.096182329752233,0.1373538524710162,240.0,0.0001,measured,0.0001262938689121,0.0004374947952804,False,kepler:5262561,5262561,kepler_yang2019,kepler,51.0,1104.235,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,17.88,0.0004410033063476648,False,False,not_significant,
12.0,0.0,12,12.0,28917.0,1157.2758,0.2,385.72002414,31.273005367592106,0.3033160289275927,3.2970792329837835,3.2968913760858944,0.5114365313902683,0.1123206650227403,0.5833333333333334,0.82237129069458,0.8219945255840273,-0.5868647134980987,0.3333333333333333,3.0,0.0485125615525935,11.0,0.3333333333333333,3.0,334.0,11.0,0.0329341317365269,1.0,scanned,False,1.0,bonferroni_screen,,0.5524475524475525,0.0625114832796152,12.0,0.0001,measured,8.755979547543698e-06,3.033160289275927e-05,False,kepler:5296446,5296446,kepler_yang2019,kepler,50.0,1064.276,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.82,0.9919332128609004,False,False,not_significant,
296.0,3.0,293,293.0,34517.0,1381.3686,0.2,400.0,83.01090942188118,0.0026592623431573,378.102718232758,376.04413215308944,0.1647818390358585,0.2111043243618638,0.1569965870307167,0.3385275669980651,0.8183938018890342,-68.29194516226018,0.0,248.0,0.0816445578880842,119.0,0.0,98.0,4.0,4.0,1.0,5.280548947657982e-07,scanned,True,0.0625,empirical,0.0891089108910891,-0.0077223576972997,0.895282972911961,293.0,0.0001,measured,7.676629148338681e-08,2.659262343157359e-07,False,kepler:5342558,5342558,kepler_yang2019,kepler,51.0,1035.969,0.0,0.0,,not_clock_reduced,160.0,10.0,0.0625,False,True,False,,,,66.41163298825329,94.63892800417882,96.20414046282276,0.1296816227230652,0.2234452966317522,58.66,0.0625,100.0,8.0,0.0891089108910891,False,False,False,,,,67.32845424825103,91.43168850126987,94.82896322212544,,,36.91,0.0891089108910891,158.0,10.0,0.0632911392405063,False,True,False,,,,66.83817974735535,89.75353013704685,99.22100359916256,0.1250926264081404,0.2248471484001725,58.05,0.0632911392405063,0.0632911392405063,True,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,6.94,1.1102230246251565e-16,False,False,not_significant,
47.0,0.0,47,47.0,28674.0,1147.5304999999998,0.2,382.4719156499999,23.812399557086597,1.7588903301742336,0.5685346459683652,0.5685402795414431,0.1484433786337673,0.2197550247348027,0.3404255319148936,0.3685909154516619,0.0668685228601301,0.0380174486794217,0.1578947368421052,19.0,0.067517567424929,27.0,0.3333333333333333,9.0,1843.0,46.0,0.0249593054801953,1.0,scanned,False,1.0,bonferroni_screen,,-0.1108926919518964,0.4580487374429561,47.0,0.0001,measured,5.077479028005618e-05,0.0001758890330174,False,kepler:5352027,5352027,kepler_yang2019,kepler,49.0,1044.83,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,16.34,0.7522723369578919,False,False,not_significant,
24.0,0.0,24,24.0,36080.0,1443.8973,0.2,400.0,22.92528863734172,2.1569468571275805,0.4636182837307852,0.4636182837307852,0.2325478364826484,0.2065377064443349,0.3333333333333333,0.5175643541735561,0.827897297823106,-0.0797899594086821,0.2,5.0,0.0555006207191416,16.0,1.0,2.0,2831.0,24.0,0.0084775697633345,1.0,scanned,False,1.0,bonferroni_screen,,0.1991304347826086,0.3508987130768878,24.0,0.0001,measured,6.22656924295163e-05,0.0002156946857127,False,kepler:5383476,5383476,kepler_yang2019,kepler,62.0,1313.497,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.32,0.8053208012402995,False,False,not_significant,
