fold,period_days,phase,flux_frac,err,n
fold_at_period,2.921710070907027,0.005,1.23243583802779e-05,5.305660158736845e-05,2916
fold_at_period,2.921710070907027,0.015,6.368794585687176e-05,5.499717128217333e-05,2873
fold_at_period,2.921710070907027,0.025,-2.4308589774868494e-05,5.173862405389022e-05,2916
fold_at_period,2.921710070907027,0.035,7.478700086860357e-05,5.3444322189977645e-05,2925
fold_at_period,2.921710070907027,0.045,3.915273824683929e-05,5.396616650875734e-05,2934
fold_at_period,2.921710070907027,0.055,9.694469111476423e-05,5.1874824503613656e-05,2927
fold_at_period,2.921710070907027,0.065,9.576452561965709e-05,5.276218866993073e-05,2933
fold_at_period,2.921710070907027,0.075,0.0001181154047011912,5.4983266647483463e-05,2837
fold_at_period,2.921710070907027,0.085,0.00011225116112068001,5.165249583234819e-05,2821
fold_at_period,2.921710070907027,0.095,0.00013216759321177385,5.452233538562319e-05,2839
fold_at_period,2.921710070907027,0.105,0.00013856210358875742,5.186912750920514e-05,2857
fold_at_period,2.921710070907027,0.115,3.7746320559084445e-05,5.346244077394609e-05,2844
fold_at_period,2.921710070907027,0.125,0.0001312802608159913,5.33341517079214e-05,2828
fold_at_period,2.921710070907027,0.135,5.4833686871536e-05,5.267000452258698e-05,2827
fold_at_period,2.921710070907027,0.145,0.00014364342996286972,5.268803246326509e-05,2829
fold_at_period,2.921710070907027,0.155,0.000126717179535496,5.305336878858616e-05,2826
fold_at_period,2.921710070907027,0.165,0.0002350000958941667,5.4986827127321846e-05,2922
fold_at_period,2.921710070907027,0.175,0.00015165713550491233,5.481259519033772e-05,2959
fold_at_period,2.921710070907027,0.185,0.00020611994845276538,5.338113573549524e-05,2950
fold_at_period,2.921710070907027,0.195,-4.886479415722178e-05,5.291454229247596e-05,2977
fold_at_period,2.921710070907027,0.205,0.00015497360654759262,5.4283032237336995e-05,2983
fold_at_period,2.921710070907027,0.215,0.00018615190606130483,5.4352088197455636e-05,2964
fold_at_period,2.921710070907027,0.225,0.00010797702454989899,5.241200772823192e-05,2974
