source_id,ra,dec,l,b,ecl_lat,parallax,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,phot_variable_flag,non_single_star,ipd_frac_multi_peak,is_locus_sample,lum_class,jk,j_m,h_m,ks_m,ks_msigcom,tmass_ph_qual,w1mpro,w1mpro_error,w1snr,w1rchi2,w2mpro,w2mpro_error,w2snr,w2rchi2,w3mpro,w3snr,w4mpro,w4snr,cc_flags,ext_flag,var_flag,ph_qual,wise_angular_distance,wise_number_of_neighbours,wise_number_of_mates,resid_w1,sig_w1,resid_w2,sig_w2,resid_w3,sig_w3,w3_status,w4_status,first_veto,vetoes,bad_astrometry,high_pm_epoch_risk,pm_total_mas_yr,neighbours_checked,etz,nearby,distance_pc,dec_band_index
5382275654677045376,172.57470581595427,-42.51095443522007,287.3539991223073,17.893155634147263,-41.13725334558357,0.245990462558027,13.920608,-2.969912552540637,-6.598015227977525,1.030308,14.285245,1.2036572,NOT_AVAILABLE,0,0,False,giant,1.1129999160766602,12.735,12.183,11.622,0.021,AAA,12.029,0.023,,,12.092,0.022,,,11.999,,9.28,,0000,0,11nn,AABU,0.019798571,1,0,-0.5508403465265876,-11.927479268313679,-0.48678009887743995,-7.144897042102904,,,unmeasured,unmeasured,lpv_colour,lpv_colour,False,False,7.2356192214876645,False,False,False,4065.1982585060946,9
5729888729696938368,134.59617433931115,-17.02218903279006,243.99681671231093,18.309739768812705,-32.644377776215585,0.048693330497624185,2.0969832,-0.13023395428690457,-1.618140320851988,0.9564273,14.958181,1.5304422,NOT_AVAILABLE,0,0,False,giant,1.1780004501342773,12.979,12.289,11.801,0.023,AAA,12.077,0.024,,,12.147,0.023,,,11.588,,9.03,,0000,0,00nn,AABU,0.042392686,1,0,-0.4313601174941877,-8.69873456577702,-0.36566014412259434,-5.106292857438176,,,unmeasured,unmeasured,lpv_colour,lpv_colour,False,False,1.6233727177749964,False,False,False,20536.693419415857,14
