source_id,ra,dec,l,b,ecl_lat,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,ipd_frac_multi_peak,phot_bp_rp_excess_factor,random_index,tmass_angular_distance,tmass_number_of_neighbours,tmass_number_of_mates,tmass_designation,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,tmass_ph_qual,track,dec_band_index,dec_lo,dec_hi,is_locus_sample,tmass_cc_flg,etz,nearby,distance_pc,first_rejection,rejections,vet_group,wise_status,allwise_sep_arcsec,allwise_w1,allwise_w2,allwise_cc_flags,catwise_present,unwise_present,nearest_allwise_sep_arcsec,nearest_allwise_cc_flags,truly_missing,missing_vet_status
6395797879656439936,331.0322808636111,-69.92528944249342,320.58498315051395,-40.98908558155844,-52.713393091261366,29.7016758754304,0.010938993,2715.2112,621.0838937437677,-75.43830025046586,1.0698657,10.387908,11.203104,9.506825,1.6962786,NOT_AVAILABLE,0,0,1.2899306,716176466,0.13946484,1,0,22040588-6955300,8.437,0.03,7.783,0.047,7.59,0.026,AAA,missing,4,-70.0,-65.0,False,,False,True,33.66813388557689,,,nearby,wise_source_present_within_6as,0.0807766285411495,7.434000015258789,7.5279998779296875,hh00,,,,,False,wise_source_present_within_6as
6375406062130234368,315.0299240830887,-69.58068435839986,324.44128136907665,-36.34582611451688,-49.61879713207784,26.0566012491534,0.01749713,1489.1929,453.4472760708468,-281.390790404478,1.1000862,6.7228875,7.027757,6.2471213,0.78063583,NOT_AVAILABLE,0,0,1.2000799,1120856120,0.061345182,1,0,21000584-6934460,5.744,0.021,5.459,0.021,5.366,0.023,AAA,missing,4,-70.0,-65.0,False,,False,True,38.37799068412618,,,nearby,wise_source_present_within_6as,0.23142590522971326,5.40500020980835,5.238999843597412,0000,,,,,False,wise_source_present_within_6as
5815781787804787456,249.2126305307772,-65.58646408147418,323.5435306661316,-12.204244507138789,-42.97974524408313,20.459799626324727,0.018182533,1125.2448,-145.54414309096472,58.9588825039661,0.9645808,7.557932,7.8287497,7.1153436,0.7134061,NOT_AVAILABLE,0,0,1.197894,1565997458,0.13391067,1,0,16365139-6535120,6.655,0.023,6.412,0.021,6.332,0.021,AAA,missing,4,-70.0,-65.0,False,,False,True,48.87633399465671,,,nearby,wise_source_present_within_6as,0.42931819950691974,6.117000102996826,6.144999980926514,0h00,,,,,False,wise_source_present_within_6as
4660766641264343552,82.18605720150947,-65.44556102984839,275.29717679097644,-33.04631838770548,-86.63489768565604,66.99194426467628,0.080812894,828.97595,66.14405506784301,126.00708534127683,3.5232005,11.354325,13.083956,10.077244,3.006712,NOT_AVAILABLE,0,0,1.5121623,1263783331,0.14774497,1,0,05284446-6526463,8.171,0.018,7.659,0.042,7.341,0.031,AAA,missing,4,-70.0,-65.0,False,,False,True,14.927167900205028,,,nearby,wise_source_present_6_to_15as,7.111586067839568,4.419000148773193,3.884999990463257,0000,,,,,False,wise_source_present_6_to_15as
5270707831848147200,116.08995284830635,-69.51167097540483,281.5495397180057,-20.845231453547427,-79.89478750275462,20.2054760062028,0.012188776,1657.7115,8.483261247573125,90.92031820351926,1.0906928,11.63964,12.651412,10.627975,2.0234365,NOT_AVAILABLE,0,0,1.3543553,738663338,0.07004586,1,0,07442156-6930435,9.253,0.034,8.589,0.047,8.4,0.031,AAA,missing,4,-70.0,-65.0,False,,False,True,49.491533864038345,,,nearby,wise_source_present_within_6as,5.079340659220889,6.446000099182129,6.552000045776367,0000,,,,,False,wise_source_present_within_6as
5222956484236828800,139.3100846665272,-68.68618118616159,285.4374279718182,-13.450287463607827,-71.62111143310246,28.10947843532049,0.119264245,235.69073,-109.60444748568456,-33.54881182169429,9.674114,11.800398,12.742497,10.509481,2.233016,NOT_AVAILABLE,0,71,1.686754,1088354931,0.23340294,1,0,09171469-6841096,9.126,0.027,8.559,0.026,8.32,0.034,AAA,missing,4,-70.0,-65.0,False,,False,True,35.57518871440414,,,nearby,wise_source_present_6_to_15as,10.408073560798924,6.2769999504089355,5.900000095367432,dhd0,,,,,False,wise_source_present_6_to_15as
4670990931147209088,55.23191772077319,-66.52419892071426,281.44804403243484,-42.85662538054596,-76.33888702819529,21.514690184051997,0.019247511,1117.7908,77.82416627117858,26.41054087808397,1.0629457,11.637825,12.596335,10.659988,1.936347,NOT_AVAILABLE,0,1,1.3359283,457983618,0.10544311,1,0,03405544-6631276,9.479,0.027,8.743,0.053,8.59,0.023,AAA,missing,4,-70.0,-65.0,False,,False,True,46.47986986776418,,,nearby,wise_source_present_within_6as,1.1137345020269998,7.328999996185303,7.1579999923706055,0000,,,,,False,wise_source_present_within_6as
4698037645878876800,31.86632145778327,-66.56822612915273,291.5811583775918,-48.850506475517015,-67.71817772515345,81.27838265830503,0.015186255,5352.102,1739.065892738913,368.0285835700924,1.1944972,10.575351,11.740776,9.50428,2.236496,NOT_AVAILABLE,0,1,1.3767715,611588819,0.15532069,1,0,02072345-6634113,8.132,0.024,7.613,0.027,7.364,0.02,AAA,missing,4,-70.0,-65.0,False,,False,True,12.303394424123914,,,nearby,wise_source_present_within_6as,0.35459157165055166,7.215000152587891,7.071000099182129,0000,,,,,False,wise_source_present_within_6as
5270707831848146944,116.08607880888997,-69.51059756067362,281.5479308904674,-20.846086101281266,-79.89622214420073,20.23623294077582,0.011322785,1787.2134,2.390940631419973,93.2113360534419,0.91895515,8.618566,9.022412,8.049467,0.9729452,NOT_AVAILABLE,0,0,1.2109246,1355224377,0.10668258,1,0,07442065-6930397,7.391,0.027,7.045,0.04,6.985,0.033,AAA,missing,4,-70.0,-65.0,False,,False,True,49.416311965109344,,,nearby,wise_source_present_within_6as,1.1176685924109888,6.446000099182129,6.552000045776367,0000,,,,,False,wise_source_present_within_6as
6397524662667334528,334.7073640364395,-68.31392579134416,321.1269504887206,-43.02554502579422,-52.1617867723666,21.09282076734919,0.017562777,1200.9957,37.38095186446735,-186.7789457992807,1.0418068,7.1137767,7.4230447,6.6354213,0.7876234,NOT_AVAILABLE,0,0,1.1994238,631749837,0.24192168,1,0,22184967-6818473,6.15,0.023,5.871,0.031,5.796,0.021,AAA,missing,4,-70.0,-65.0,False,,False,True,47.40949591474074,,,nearby,wise_source_present_within_6as,0.28964479626104406,5.763999938964844,5.681000232696533,0000,,,,,False,wise_source_present_within_6as
