n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate,shared_epoch_frac
606,0.4022591731452091,37,0.06105610561056106,1.285607583844494,0.21604197817188697,0.04841984280587674,0.7626105021889066,4,0.0,0.2527975624414672,672203100003156,187.9686744,30.85974695,,,,unknown,0.0013370322990269702,0.26404297495056306,0.00947941848651748,0.07908898235140557,False,False,False,0.8387096774193549
884,0.252731203359179,56,0.06334841628959276,1.0214092834999973,0.49941529276697855,0.11803750066765907,0.7600588655303013,6,0.0,0.18861127590614668,672202200003787,188.5195643,30.793851150000002,,,,unknown,0.008743838280837435,1.9622216777653354,0.06198086968888392,0.10846652195554686,False,False,False,0.8823529411764706
885,0.18635513482157073,42,0.04745762711864407,0.9959084379578964,0.49926400594547193,0.03725471573546275,0.7478952242082549,5,0.0,0.18635513482157073,672202200009506,188.5715452,30.7736183,,,,unknown,0.008672931221590035,1.485557258607207,0.06147824360431112,0.10758692630754443,False,False,False,0.6923076923076923
650,0.3226376460715308,63,0.09692307692307692,1.034597045734669,0.9972116967371245,0.07254665350030584,0.7423445284643118,11,0.019322432743225548,0.2416420288915776,672203200005066,187.232255,30.7876661,,,,unknown,0.003532154128121082,1.3755319691710681,0.02502780696732334,0.07220775310190672,False,False,False,0.9423076923076923
875,0.22806038671576379,28,0.032,1.0263287314950909,1.0033559755729053,0.0465364965173202,0.7361751601476383,4,0.0,0.19495134641755685,672202200009487,188.6179976,30.7762222,,,,unknown,0.0056873788447544165,1.2166518347685427,0.04030713201231548,0.07053748102155208,False,False,False,0.8666666666666667
638,0.2899832406450874,25,0.03918495297805643,1.2679346373970142,0.999174034699641,0.1664112887129917,0.7261526916299234,4,0.0,0.2899832406450874,672203200005223,187.10753920000002,30.7698429,,,,unknown,-0.001883319432176596,0.15253948307334908,-0.013349946849325849,0.0,False,False,False,0.9532710280373832
870,0.23819277360526958,34,0.03908045977011494,1.1306201002538485,0.9970584092178587,0.04814397441295677,0.7233940136913439,3,0.0,0.20252299713780164,672202200003261,188.45964805,30.8700886,,,,unknown,0.007538308438817954,1.7982752241730648,0.053435447684908564,0.1381548905914471,False,False,False,0.8157894736842105
861,0.3594131193194581,28,0.032520325203252036,0.8725895823001564,0.4001534358871909,0.024400032887544595,0.7226799901337367,3,0.0,0.2295184562728223,672202200003330,188.9618681,30.8582294,,,,unknown,0.0031749720237238045,0.6353127601800193,0.022505851657795072,0.0840280975439985,False,False,False,0.8571428571428571
860,0.3307241288894638,25,0.029069767441860465,0.9891221693723149,0.267374643018482,0.027763677829068946,0.7216708966512794,3,0.0,0.23040292573389476,672202200003650,188.6880984,30.81360455,,,,unknown,0.004829108989792644,0.906369056654536,0.03421770834035708,0.104523846738482,False,False,False,0.8604651162790697
867,0.2780214481079305,24,0.02768166089965398,0.9765381826874242,0.6997334894874639,0.02832193065445792,0.7215034208036627,3,0.0,0.2780214481079305,672202200009339,189.2315992,30.7955967,,,,unknown,-0.001172059892044095,0.21680685177287964,-0.00830652820649255,0.0,False,False,False,0.8615384615384616
880,0.4100708070324377,29,0.03295454545454545,0.9379085499029203,1.7296543688656758,0.030169903872162528,0.7209490288383513,3,0.0,0.21484520373788007,672202200003108,188.89054355000002,30.894878,,,,unknown,0.0036336724072124544,0.7243752494314109,0.02575735835109226,0.045075377114411445,False,False,False,0.8205128205128205
869,0.26850408697687234,26,0.02991944764096663,1.0713779757931723,0.14275081677309676,0.03216447109525064,0.7183254684695334,3,0.0,0.19721711672816977,672202200003877,188.6908789,30.7796203,,,,unknown,0.006280495866743645,1.3069039452779978,0.044510623067974806,0.16717930465467024,False,False,False,0.8571428571428571
593,0.2206131248734996,17,0.02866779089376054,0.9315868464211173,0.16009808319055824,0.04550272820008314,0.7163491815399751,3,0.0,0.2206131248734996,672203100003764,187.8235278,30.7667218,,,,unknown,0.0028555320449897966,0.5424558747429795,0.020245422100736644,0.1604294886762891,False,False,False,0.7352941176470589
880,0.18432839499239106,23,0.026136363636363635,0.9827550351871578,0.2294327787710739,0.02805141673432864,0.7160622702957878,4,0.0,0.18432839499239106,672202200004188,188.7939622,30.736155699999998,,,,unknown,0.008290209713775181,1.6639553913349545,0.058753704731857946,0.1028189832807514,False,False,False,0.6666666666666666
883,0.3347010592321783,32,0.0362400906002265,0.9631197105037728,0.49941529276697855,0.04704742887955724,0.7158857713361328,3,0.0,0.2095351694849713,672202200004060,188.7948307,30.7525617,,,,unknown,0.006632717363893789,1.4395672169233276,0.04701614753278873,0.1269211153252374,False,False,False,0.7894736842105263
885,0.1832357806619429,34,0.0384180790960452,1.1140828685142932,0.9972092281643445,0.045382099856643716,0.7152314449876018,4,0.0,0.1832357806619429,672202200003277,188.6173455,30.867472,,,,unknown,0.0037113809190962603,0.9018759525544945,0.02630819666649692,0.04603934416636961,False,False,False,0.8571428571428571
885,0.4471378224084225,7,0.007909604519774011,1.2938712723871513,1.0003869994470889,0.023060288661417513,0.7107141897448038,2,0.0,0.4471378224084225,672202200003419,189.0028533,30.8459574,,,,unknown,0.007932070400383996,1.8883766425132091,0.05622663709674278,0.09839661491929987,False,False,False,1.0
632,0.36345041402952316,32,0.05063291139240506,0.9813250091602879,0.17834973360249523,0.044372811569524884,0.701652971716263,5,0.02501172827095987,0.36345041402952316,672203200004562,186.6503707,30.83344135,,,,unknown,0.004215059245208116,1.2807299196919975,0.0298726274570286,0.05227709804980005,False,False,False,0.9921875
816,0.3656662775133065,44,0.05392156862745098,0.8088224911389971,0.6781749063005083,0.03517514993866012,0.7010653374168607,6,0.03612737253384709,0.3656662775133065,672202200019033,189.2812798,30.724946850000002,,,,unknown,-0.007337509032909394,1.742080066870156,-0.05202216791783522,0.0,False,False,False,0.9831223628691983
863,0.3191810804935178,96,0.11123986095017381,0.9009426690308389,0.9972092281643445,0.07987534835639677,0.6970297209590987,11,0.03300255817799411,0.20608023141900655,672202200003806,189.2675909,30.7869221,,,,unknown,0.005102555891197307,1.8912917807954168,0.036169567827626564,0.06329674369834648,False,False,False,0.9389312977099237
851,0.3042528435957831,16,0.01880141010575793,1.0449438717311978,0.1331902511729896,0.026336809111301276,0.6947955895704815,2,0.0,0.29405991970722856,672202200008778,189.1552523,30.8822374,,,,unknown,-3.8477422464342295e-05,0.00872723760627504,-0.0002726401956047179,0.0,False,False,False,0.8942307692307693
861,0.3454150137240005,24,0.027874564459930314,0.9685840392951478,0.37969918447941897,0.023718233128565747,0.6928845300614302,2,0.0,0.2606723306154207,672202200004113,188.5664144,30.7455812,,,,unknown,0.007528095646820586,1.4461765179419506,0.053363054107898364,0.09338534468882212,False,False,False,0.7974683544303798
885,0.224929356330557,21,0.023728813559322035,0.9276547838432206,0.10329293666259289,0.025851340320430398,0.6922445979038709,2,0.0,0.224929356330557,672202200003173,189.0765896,30.8828487,,,,unknown,0.0032716218983117784,0.8062315964617824,0.02319095619539986,0.040584173341949754,False,False,False,0.6666666666666666
