source_id,simbad_id,simbad_otype,simbad_sptype,simbad_n_match,candidate_class
578211300004190,SDSS J131930.85+192651.9,Pe*,F5,1,pe*
578211300006178,,,,0,unexamined
578211300005988,2MASS J13214794+1916466,Sy1,,1,sy1
1623202300001994,,,,0,unexamined
