source_id,reason,neighbour_source_id,neighbour_g,sep_arcsec,radius_arcsec,added_utc
1002348339281698304,bright_neighbour,1002348339282499328,8.025594711303711,19.323011571120137,49.41411960344544,2026-09-22T22:31:57Z
1003750182246496640,bright_neighbour,1003750182247799424,11.050271987915039,4.624804019949385,12.27200735109157,2026-09-22T22:31:57Z
100552129362086912,bright_neighbour,100552129362086784,11.386055946350098,4.361200554488908,10.513778302124939,2026-09-22T22:31:57Z
1006183848155333120,bright_neighbour,1006183843860944128,11.778614044189453,3.6682232373960457,8.775001421642258,2026-09-22T22:31:57Z
1006445119607838592,bright_neighbour,1006445119607838720,9.846681594848633,9.117837189144504,21.361595416088793,2026-09-22T22:31:57Z
1010289046618062080,bright_neighbour,1010289046618596352,11.627986907958984,3.9172061613085547,9.405299349985274,2026-09-22T22:31:57Z
1015082573717077376,bright_neighbour,1015082573717077504,7.466193199157715,4.362812918539249,63.93392459655762,2026-09-22T22:31:57Z
1016394119290094848,bright_neighbour,1016370651589755904,4.405898094177246,26.309786067342653,120.0,2026-09-22T22:31:57Z
1017397114412895104,bright_neighbour,1017397114412894848,8.539593696594238,15.651595748401217,38.99880189504386,2026-09-22T22:31:57Z
1018240439831302528,bright_neighbour,1018240439831302272,10.312857627868652,4.297637449390721,17.23449168236556,2026-09-22T22:31:57Z
1022217884490629760,bright_neighbour,1022217510827580672,12.756732940673828,4.068062849911512,5.592724369651075,2026-09-22T22:31:57Z
1022338697625007360,bright_neighbour,1022338693328811904,11.820842742919922,3.0013881029688525,8.606002259138632,2026-09-22T22:31:57Z
1024721614200083456,bright_neighbour,1024721609904363776,12.146177291870117,2.596905096724689,7.4085726831303536,2026-09-22T22:31:57Z
1028287536567258752,bright_neighbour,1028287536567258624,12.48617172241211,5.397681255210748,6.334840139099976,2026-09-22T22:31:57Z
1029813967944882432,bright_neighbour,1029814002304619776,8.933140754699707,31.52921813994113,32.53432894631735,2026-09-22T22:31:57Z
1031072805679915392,bright_neighbour,1031072805679914880,7.849399089813232,5.4438171767400885,53.59079335645879,2026-09-22T22:31:57Z
1034999982042706048,bright_neighbour,1035000055055287680,7.30169153213501,59.91292500588123,68.96546962456993,2026-09-22T22:31:57Z
1036110424360476160,bright_neighbour,1036110424360476032,9.648200035095215,4.172113008888365,23.406150722464293,2026-09-22T22:31:57Z
1041299981804742912,bright_neighbour,1041299981804743040,10.369604110717773,7.986146120173354,16.789941470354517,2026-09-22T22:31:57Z
1046656420201787776,bright_neighbour,1046656424497352704,10.606608390808105,12.76569851578258,15.053875715083727,2026-09-22T22:31:57Z
104809129147126016,bright_neighbour,104812084084625408,9.972691535949707,15.288014713688725,20.15726926044278,2026-09-22T22:31:57Z
1051304197587684352,bright_neighbour,1051304506825330304,7.104169845581055,49.29755029914098,75.53287842661304,2026-09-22T22:31:57Z
1056412764832011520,bright_neighbour,1056412769128081152,12.861530303955078,2.9825747941821543,5.329223613306229,2026-09-22T22:31:57Z
1056993173828693888,bright_neighbour,1056993208187979904,8.742977142333984,25.195324330725175,35.51195452413261,2026-09-22T22:31:57Z
1058928967128850560,bright_neighbour,1058929035847907072,8.215536117553711,29.105484261639084,45.27545055198871,2026-09-22T22:31:57Z
1062045257959496576,bright_neighbour,1062045257959496320,8.104708671569824,6.859911953330551,47.646200067605434,2026-09-22T22:31:57Z
1062084114527829120,bright_neighbour,1062083947024926464,10.589242935180664,13.834644829544791,15.174745540831179,2026-09-22T22:31:57Z
1065658734204910464,bright_neighbour,1065658729909148160,11.833783149719238,3.599342442677256,8.554869212338831,2026-09-22T22:31:57Z
106711559141440512,bright_neighbour,106711524781947776,10.563032150268555,5.459859761419373,15.359022417706887,2026-09-22T22:31:57Z
1067118267170968960,bright_neighbour,1067118267170968576,9.437979698181152,12.284482902100226,25.785411390405244,2026-09-22T22:31:57Z
1067724166798053120,bright_neighbour,1067724166798052992,9.381000518798828,9.94482466077245,26.470972726539934,2026-09-22T22:31:57Z
107175484328716160,bright_neighbour,107175480033033472,11.948484420776367,5.973736386628765,8.114712174346485,2026-09-22T22:31:57Z
1073264021774300544,bright_neighbour,1073264021774300160,8.056548118591309,25.876565823269566,48.714739062201666,2026-09-22T22:31:57Z
1075219984240392320,bright_neighbour,1075219984240392192,12.090217590332031,3.581275752603799,7.601975861719228,2026-09-22T22:31:57Z
1077176736980834944,bright_neighbour,1077176736980834688,8.6852445602417,5.655934664290263,36.468768017308605,2026-09-22T22:31:57Z
1081880860041449600,bright_neighbour,1081880860041437056,12.415900230407715,3.9005525350041452,6.543196430373679,2026-09-22T22:31:57Z
1083473021597836544,bright_neighbour,1083473021598314496,10.936138153076172,5.415292397030946,12.934283438198193,2026-09-22T22:31:57Z
1084415852817892352,bright_neighbour,1084415852819290112,6.009020805358887,5.756821432186679,120.0,2026-09-22T22:31:57Z
1084813944748326400,bright_neighbour,1084813944747915776,10.78422737121582,5.198852168084909,13.871535258281458,2026-09-22T22:31:57Z
1089862867784099712,bright_neighbour,1089862936502800000,6.470521450042725,31.367593784363876,101.12667180085593,2026-09-22T22:31:57Z
1090013947554283776,bright_neighbour,1090013947554283648,12.812750816345215,2.6711440792949115,5.450292888421147,2026-09-22T22:31:57Z
1090544874228569856,bright_neighbour,1090544874230630784,11.982783317565918,3.0989105346551606,7.987545421798421,2026-09-22T22:31:57Z
