n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate
916,0.3221469414146312,48,0.05240174672489083,2.4470632868190756,0.9985174238369795,0.05741369250073305,0.8741102876843134,6,0.005163133924870433,0.3173093419494152,666201200003927,144.3716404,30.82011,16.210712432861328,1.4710636138916016,1.3388508155560828,main_sequence,0.005578738602963981,2.5654176777930338,0.04107688523980003,0.07188454916965004,False,True,True
916,0.25389285323955124,32,0.034934497816593885,1.0766318837002846,0.8905645750686189,0.021780456708705355,0.8180637760094055,6,0.0,0.25389285323955124,666201100004617,144.7872499,30.860544949999998,,,,unknown,0.0047520998888131724,2.4650122090589,0.03509421032051816,0.0822482013942401,False,False,False
914,0.21976295213047503,57,0.06236323851203501,1.0726762785219253,0.9788366481804226,0.04482060943767115,0.8109143938800142,9,0.0,0.21976295213047503,666201200010475,143.60313005,30.9637334,,,,unknown,0.006083843024843811,2.7953073887371875,0.044812552926344056,0.07842196762110208,False,False,False
906,0.2928832578511632,43,0.04746136865342163,0.9722253784605317,3.1301569300555165,0.03838640324634336,0.8084840790260971,8,0.0,0.2928832578511632,666201200003953,144.1071059,30.8234681,,,,unknown,0.005113613931328799,2.266072117370989,0.037840954959953536,0.06622167117991867,False,False,False
909,0.32100686397252953,43,0.047304730473047306,0.9500030948875187,1.3225000237092837,0.07213932992157528,0.7983582010235274,6,0.0,0.20665270738399555,666201100003247,144.5829069,30.9945824,,,,unknown,0.006661758557617109,3.3800664749155045,0.04906938044368859,0.11627673376969538,False,False,False
898,0.49798144651052445,62,0.06904231625835189,1.4892351418703345,0.4992909991523896,0.0874822223080028,0.7931094418198192,5,0.0,0.49798144651052445,666201200002658,144.37630854999998,30.972616600000002,,,,unknown,0.0011745452875156596,0.8850032307511263,0.008653113700077958,0.11930961564180306,False,False,False
916,0.1923182311731303,36,0.039301310043668124,0.9701094224659532,0.40693523014563504,0.03371457634835013,0.7924736177545902,8,0.0,0.1923182311731303,666201200002705,143.68685795,30.9823507,,,,unknown,0.004724033932906575,2.467037662022693,0.03478359778818579,0.06087129612932512,False,False,False
911,0.211096723119923,70,0.07683863885839737,0.5291052225027151,0.24798389791851966,0.0317886101572406,0.7828626345874251,6,0.00920026078846757,0.211096723119923,666201100024984,144.6789847,30.847967,,,,unknown,0.004111548858421599,1.8042540789329593,0.030369387734552545,0.07397976186880029,False,False,False
894,0.32336307210358595,45,0.050335570469798654,1.094552555567912,1.0083988201501253,0.05652505550407356,0.7787156366828526,5,0.0,0.32336307210358595,666201200011201,144.15761005000002,30.8653104,,,,unknown,0.0077603305729866835,2.241412599231754,0.05742676776743505,0.10049684359301134,False,False,False
894,0.2537628392941129,29,0.03243847874720358,0.8846961947559334,0.9581115566907696,0.03770695975900861,0.7786879120722975,5,0.0,0.2537628392941129,666201200003888,143.672066,30.8405709,,,,unknown,0.006725773493354678,2.9725323703007223,0.04962372820231152,0.10767485768737849,False,False,False
899,0.34992920412831585,36,0.04004449388209121,1.08402849195304,0.3865689038048715,0.03342379202939804,0.7550145719083631,4,0.0,0.25273091428992256,666201200010584,143.7923631,30.9432435,,,,unknown,0.004479360323812212,2.5030077742157175,0.03304936739970488,0.05783639294948354,False,False,False
908,0.2167677815011052,26,0.028634361233480177,1.0448902839333882,0.44529355599978754,0.030449946912732263,0.7535584329621836,4,0.0,0.2167677815011052,666201200002810,143.9677175,30.96325385,,,,unknown,0.005834051772499569,3.4068706580855377,0.04310038132310454,0.10797531996227597,False,False,False
886,0.560740098348826,24,0.02708803611738149,0.8947655918601245,1.5047784973567628,0.022441847937435148,0.7532674456187695,4,0.0,0.24591281573985824,666201200004084,144.0300032,30.81072685,,,,unknown,0.002874277535311254,1.7723890068004213,0.02123433616796275,0.03716008829393481,False,False,False
910,0.3020561319651057,43,0.04725274725274725,0.9389605305136102,0.7942569269714431,0.024935278872414222,0.7525194163382758,4,0.0,0.3020561319651057,666201100005116,145.1794382,30.80065005,,,,unknown,0.006379672244397925,3.255578772015556,0.047113815946488634,0.1237288130009329,False,False,False
902,0.22251231277107342,29,0.03215077605321508,0.9089569000725782,0.9972868116327317,0.03255169752815222,0.7502344907415543,4,0.0,0.21352826343288078,666201200002921,143.8510071,30.9538982,,,,unknown,0.0034970696884724954,1.5728744624233155,0.025768424887442732,0.04509474355302478,False,False,False
829,0.2074224767344396,21,0.025331724969843185,0.8469323531967258,0.49925071558934836,0.03986246700330796,0.7480412598990076,4,0.0,0.2074224767344396,667204100004639,146.2850998,30.8358096,,,,unknown,0.014630539846518607,3.7259004436715877,0.10794547219577055,0.2469766118363255,False,False,False
901,0.26808096835504425,63,0.06992230854605994,0.9015140385575581,1.1234464524136822,0.04716275819386695,0.7475073220068846,7,0.01944795017831841,0.23374874294214754,666201200010545,143.6581155,30.9531713,,,,unknown,0.008918671074789985,2.987761437174332,0.06588857806769455,0.11530501161846544,False,False,False
898,0.3102805265119173,28,0.031180400890868598,1.0424874432930853,0.9971422331191978,0.05093881142392725,0.747267603170407,4,0.0,0.25848604618163773,666201200011282,143.7871505,30.86585815,,,,unknown,0.0040743786858054324,1.8104993828214728,0.03010033847709351,0.05267559233491364,False,False,False
