n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate,shared_epoch_frac,rejected_shared_epoch
859,0.7823485965001894,6,0.006984866123399301,2.266503071606416,0.1982717353179027,0.014780887620504378,0.7715559180102337,2,0.0,0.7823485965001894,631212400002071,231.0469365,26.841174,,,,unknown,0.0023894252058015487,1.175290866675915,0.017459628016204876,0.03055434902835853,False,False,False,1.0,True
859,0.7762751219626852,7,0.008149010477299184,1.942878269925686,0.3325258397234241,0.014726815479151499,0.7521546515517957,2,0.0,0.7762751219626852,631212400002082,230.8006851,26.835681,,,,unknown,0.0025087459640660147,0.9835448892944487,0.018331509692538925,0.052913475295276444,False,False,False,1.0,True
832,0.30897965825764295,22,0.026442307692307692,0.876038327680222,1.0413349768252667,0.03048335386214737,0.7508549938413559,4,0.0,0.30897965825764295,631212400002141,230.47560645,26.8225095,,,,unknown,0.0035825107981930907,1.6702283211307423,0.026177553391760592,0.06664405176891436,False,False,False,0.872093023255814,
859,0.8476238458978514,6,0.006984866123399301,1.8796858190729426,0.3325258397234241,0.013727610797029489,0.7486628659052678,2,0.0,0.8476238458978514,631212400001855,230.6348697,26.8639514,,,,unknown,0.0038540367093679744,1.2693988738095439,0.02816160436534369,0.04928280763935145,False,False,False,1.0,True
859,0.8599961817897125,6,0.006984866123399301,1.8300666662542093,0.34144694477867227,0.013840561974465242,0.745651831382913,2,0.0,0.8599961817897125,631212400002092,230.5977947,26.8305213,,,,unknown,0.004405679641404481,1.5429354074020958,0.03219248190348159,0.0771701766644261,False,False,False,1.0,True
847,0.4114751029910483,82,0.09681227863046045,0.9951387225102473,1.0350268877503728,0.04478674272183534,0.7266011093917643,9,0.026654289263895046,0.2501648413192302,631212400023468,230.503646,26.8984539,,,,unknown,0.0028087209004494947,0.9424009786876949,0.020523438860576365,0.05674935133934197,False,False,False,0.9558823529411765,
811,0.2020339764476874,44,0.05425400739827373,0.8483612499515735,0.49866654721619547,0.036449423421148396,0.7254902119087447,5,0.017858320354970262,0.2020339764476874,630209300008996,228.8468133,26.9519017,,,,unknown,0.0072227423032652305,1.2714690773494246,0.05070300554150566,0.0887302596976349,False,False,False,0.9555555555555556,
843,0.339311894786532,74,0.08778173190984578,0.9024451815833167,1.0350268877503728,0.046694198892363564,0.7243817381302597,7,0.02720333406734372,0.2973105260530726,631212400008532,230.8950506,26.8688538,,,,unknown,0.004375868581084859,1.4065371060866592,0.031974651262587084,0.07678897304286073,False,False,False,0.967741935483871,
747,0.28540037493753356,21,0.028112449799196786,0.7882091891232883,0.13859607573889288,0.03171469219595427,0.7204855923412138,3,0.0,0.23391679026655965,630209400001429,229.9404318,26.895041,,,,unknown,0.0046153316590061885,0.9159389560102394,0.0324370105233483,0.08080322995432104,False,False,False,0.9361702127659575,
743,0.32497041403660687,25,0.033647375504710635,0.777479848774024,0.4993880262136587,0.06357386108997813,0.7109278416730066,3,0.0,0.32497041403660687,631212300001722,230.0279556,26.8699934,,,,unknown,-0.023021275720654592,3.2181927095363525,-0.16821740624699053,0.0,False,False,False,0.9302325581395349,
