n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate
711,0.30590940453120574,97,0.13642756680731363,1.0021472570447212,1.0350268877503728,0.10539997662618909,0.69523197167581,14,0.0268065759672912,0.30590940453120574,631212100014042,230.4874218,27.1158516,20.87838363647461,1.5456829071044922,,unknown,0.025267490365501213,9.402598429989757,0.18463055759118202,0.7439368091179018,True,False,False
488,0.3375500128585085,10,0.020491803278688523,0.9600053846021716,0.11712737162387303,0.05511193421188268,0.6534664197364352,1,0.0,0.3375500128585085,631212300014242,229.73348090000002,27.0623481,19.145017623901367,2.4178333282470703,1.4117404190034906,giant,0.03290266167601936,8.606808863950768,0.24068745552478918,0.75,True,False,False
67,0.2918198459168099,36,0.5373134328358209,0.9803909207858689,0.1024411735966608,0.24173566794409973,0.5974792996167702,9,0.0702467915907265,0.2918198459168099,631212400022984,230.2791693,27.0465365,,,,unknown,0.025965155457776317,5.168442028462475,0.07059771957857516,0.5470213715395045,True,False,False
690,0.4651930726985798,40,0.057971014492753624,1.1571474314000296,0.997613566159747,0.31233118387961967,0.5857294907201158,6,0.0688892418605756,0.4651930726985798,631212400000466,230.8589436,27.03869165,20.082408905029297,0.8358478546142578,0.13273768345748738,unknown,0.04912985639084047,5.645211300195797,0.3591270540008967,0.5824502373489971,True,False,False
655,0.3990637313877269,34,0.051908396946564885,1.0784186500109756,0.9977792477914993,0.16074565115136075,0.5657070124686021,3,0.04025813706221607,0.34887403213120505,631212100006596,230.4617772,27.1262901,19.41980743408203,0.4328193664550781,0.004923625824634029,unknown,0.035767353021677405,4.9591525057606765,0.2611617800775974,0.5275655337941875,True,False,False
55,0.533977385545589,2,0.03636363636363636,0.6326121669074801,0.9385954309579481,0.42616150521161594,0.4135521253236324,1,0.042866474370960944,0.533977385545589,631212400019262,230.5321657,27.0321595,,,,unknown,0.06810144576058738,4.426720718723121,0.403316500632341,0.5087805146407067,True,False,False
631,0.42057674701777503,173,0.27416798732171155,1.5407846760621504,0.49924210949188214,0.5189068099398099,0.4045899377065862,35,0.05220327512372948,0.42057674701777503,631212400000108,230.8550056,27.0826322,18.783395767211914,0.7586212158203125,-0.13562283815171905,unknown,0.04853632430177701,4.502347823839203,0.3549849396429175,0.5326878259071363,True,False,False
46,0.3413073157348625,11,0.2391304347826087,1.2633385160831179,0.9976400679560178,0.5931053372975319,0.38580031096498707,1,0.061070772305807236,0.2981232765690881,1675202200006149,230.85895,27.0386866,20.082408905029297,0.8358478546142578,0.13273768345748738,unknown,0.09062723984022167,5.942206977928119,0.3543369081289427,0.7416265582342495,True,False,False
56,0.22519131531432612,14,0.25,1.195154454481589,0.997005957960853,0.5628505436976527,0.29523919970743917,1,0.03720043630426657,0.14491084177265157,1675202200005724,230.85500524999998,27.082620650000003,18.783395767211914,0.7586212158203125,-0.13562283815171905,unknown,0.035074715011809546,5.58234173504903,0.1720575270344268,0.6951880111141693,True,False,False
496,0.32199096690281037,0,0.0,0.7483273966256502,0.8422349816635571,0.05584510547316405,0.2832464683580508,0,0.0,0.0,631212300000211,230.03550575,27.0561397,,,,unknown,0.03264843313954807,7.177479542834385,0.23882781981272486,0.7288412205696079,True,False,False
185,0.4233505847088629,0,0.0,0.6717258730691257,0.13615732291181967,0.11586533777500041,0.2652403986674999,0,0.0,0.0,631212400000220,230.9637622,27.0700995,21.07351303100586,1.3182296752929688,,unknown,0.03444462298038267,5.0897049065197395,0.24207658895522197,0.5892917771369637,True,False,False
130,0.14975863100344988,4,0.03076923076923077,0.9424854274810404,2.547430133135027,0.13200670228091352,0.26039798931572594,0,0.0,0.0,630209100007843,229.06395114999998,27.1101578,18.38038444519043,0.7681560516357422,0.41338775503241115,unknown,0.012578523584459426,7.439725641157191,0.07012367661803927,0.5820611520408107,True,False,False
70,0.4750125132222238,0,0.0,0.5863343577624729,0.14668206916147933,0.30675382543842156,0.20797385236847352,0,0.0,0.0,630209200021841,228.98641845,27.1662216,,,,unknown,0.053222104130289855,4.060954325742441,0.26178485693743,0.5390430127260619,True,False,False
52,0.17025346401021701,0,0.0,1.2004517836160298,0.1269015862763299,0.3571929387303954,0.20486922539784316,0,0.0,0.0,1675203100006682,230.17198195,27.0849688,19.385372161865234,0.7199382781982422,-0.01929991837122274,unknown,0.030323947595597773,7.676803377245935,0.14871313567041178,0.8218922576028955,True,False,False
567,0.3965938225618558,14,0.024691358024691357,0.7932018090266815,0.19429786499284832,0.0380434228440564,0.20067160867175138,0,0.02930512149167724,0.0,631212400000573,230.3209078,27.0148061,,,,unknown,0.021973744202648318,6.617461391987998,0.1605630504650088,0.6328822496728053,True,False,False
59,0.51668763746382,1,0.01694915254237288,0.750388260485763,0.12465599999664717,0.33669663932578325,0.198991008202265,0,0.0,0.0,631212400006904,230.5620261,27.0674649,,,,unknown,0.06410247035699018,5.250137084598359,0.3211674289258925,0.6862609667678687,True,False,False
56,0.12684690048484626,2,0.03571428571428571,0.6603150372225133,0.21483564706688385,0.34543038728251096,0.1963708838152467,0,0.0,0.0,1675202200006152,230.87732995,27.038476250000002,17.843477249145508,2.2572669982910156,1.5809983366163123,giant,0.004600091245111639,8.160657360591477,0.022565552521243207,0.5019897169121756,True,False,False
34,0.31291182858003774,0,0.0,0.7805672632834905,0.19378062524342263,0.6159660922731276,0.15,0,0.0,0.0,1675203200004917,229.10558885,27.1469585,20.784183502197266,1.0830707550048828,0.3750004394843656,unknown,0.04150137205078931,4.617236542950825,0.16208734632097593,0.6630317794977738,True,False,False
101,0.2669718042386632,2,0.019801980198019802,0.7128455704912353,1.9641104913421954,0.2034444775981198,0.13282962544821747,0,0.03537901042411553,0.0,631212100035170,230.2910886,27.13413,21.498241424560547,1.297872543334961,,unknown,0.027903388028079203,6.338305889836594,0.20033916176938224,0.6170644711869275,True,False,False
31,0.45239500615224326,0,0.0,0.5835988295543113,1.4606343880712027,0.537055655344747,0.03117644859184837,0,0.03960785046938388,0.0,630209300000096,228.9704669,27.0658141,,,,unknown,0.08519834896226978,4.710633202614484,0.4198858766181687,0.6431006562091587,True,False,False
48,0.2913360183452077,2,0.041666666666666664,1.0403495912641887,0.11040366473404843,0.42449982443235146,0.025071028146145886,0,0.08631134959490616,0.0,1675202200006408,230.75510915,27.01400675,20.03196144104004,0.6287384033203125,-0.47098711996750176,unknown,0.034196325535068975,6.283034323692901,0.16638714876451377,0.5538202562333312,True,False,False
