source_id,ra,dec,ccd,sep_arcsec,g_n_epochs,g_n_seasons,g_baseline_yr,g_mag_med,g_slope_var_yr,g_slope_sigma,g_v_first,g_v_last,g_amp_first_mmag,g_amp_last_mmag,g_amp_growth,g_monotonic_frac,g_rank_rho,g_rank_p,g_slope_sigma_loo_min,g_frac_seasons_positive,g_score,r_n_epochs,r_n_seasons,r_baseline_yr,r_mag_med,r_slope_var_yr,r_slope_sigma,r_v_first,r_v_last,r_amp_first_mmag,r_amp_last_mmag,r_amp_growth,r_monotonic_frac,r_rank_rho,r_rank_p,r_slope_sigma_loo_min,r_frac_seasons_positive,r_score,is_candidate,n_bands_candidate,g_n_per_season,g_v_exc,r_n_per_season,r_v_exc
665110100010956_665210100005350,135.2777906,34.4723206,665_0xa_0x1,0.08282868432179664,229,7,6.293813059274458,20.92238715,-0.0001336220615459211,0.034167379257715624,-0.0037207193744035316,-0.004561711650368425,0.0,0.0,inf,0.5,0.14285714285714285,0.39126984126984127,-0.28363389211250367,0.42857142857142855,0.0,838,8,6.596257858726896,19.4420633,0.000672676709206289,1.4836358344696803,-0.002351534926422468,0.0020856141030620627,0.0,45.668524204993346,inf,0.7142857142857143,0.9523809523809523,0.000570436507936508,1.0470796571952408,0.375,0.43856152781803315,False,0,"24,55,80,16,17,14,20","-0.00217705,0.00331378,-0.00914724,-0.00228739,-0.0237841,0.00822085,0.000881656","117,114,182,129,91,115,66,23","-0.00265509,-0.00191988,-0.000585124,-0.000762087,0.00203609,-0.000539084,0.00257762,0.0050953"
665110100002294_665210100016911,135.0438108,34.6256798,665_0xa_0x1,0.032463158373970964,357,8,6.711682700752904,20.3218274,0.0019339175864089937,0.93551110354881,-0.003325993642988855,0.009653847566394199,0.0,98.25399516759713,inf,0.5714285714285714,0.5476190476190477,0.08549107142857143,0.6881882830957956,0.875,0.16687114943201556,865,8,6.590803768104029,19.18973065,0.0006777363162624129,1.9902372600930152,-0.0011961736820757904,0.0032706533849274646,0.0,57.18962654999125,inf,0.7142857142857143,0.9047619047619048,0.002281746031746032,1.3881039164860196,0.625,0.36832119549643755,False,0,"27,74,125,30,29,27,31,14","0.00602769,0.000346216,-0.00376972,0.00468791,0.0187568,0.0232046,0.00425514,0.0441607","119,119,187,131,92,120,68,27","-0.00152585,-0.000678342,0.00111717,-0.000744222,0.00231958,0.00161295,0.00294837,0.00419632"
665110100006253_665210100011009,135.1281853,34.613641,665_0xa_0x1,0.03383293859794681,499,8,6.533203887474341,19.150165575,0.0002301610727920655,0.9104324754342953,-0.0017094221887621027,-0.00020573297325171547,0.0,0.0,inf,0.7142857142857143,0.2619047619047619,0.26820436507936507,0.33207665230840333,0.125,0.17678571428571427,943,8,6.63423718850103,17.9026146,6.320400626449511e-05,1.284271883797411,-0.00019040497422173722,0.0002289053946004283,0.0,15.129619777126864,inf,0.8571428571428571,0.8571428571428571,0.005357142857142857,0.8012088811042897,0.625,0.3429339805762866,False,0,"42,104,156,40,55,38,45,18","-0.00239109,-0.00132528,-0.000958287,-0.0015738,-0.000848864,-8.15829e-05,0.000604406,-0.00288208","132,123,191,147,105,132,77,30","-0.000153444,-8.27421e-05,6.64805e-05,-0.000389851,0.000104169,0.000196605,0.000240257,0.000580759"
665110100006310_665210100011111,135.00631345,34.6017783,665_0xa_0x1,0.04922067050296694,296,8,6.8855786402464165,20.66321375,0.0009822255413790718,0.3606217706034267,-0.005581377621114405,0.0011818135865098046,0.0,34.377515711723625,inf,0.42857142857142855,0.40476190476190477,0.16341765873015873,0.0,0.375,0.15,629,8,6.582513657494857,20.1665535,0.002581880268992811,1.8730875969702334,-0.009755525597080384,0.0072397365355812895,0.0,85.08664134622597,inf,0.42857142857142855,0.8571428571428571,0.005357142857142857,1.2059805767521863,0.375,0.29829112343342945,False,0,"22,59,109,24,26,27,20,9","-0.00814467,-0.0134848,0.0044933,0.00352013,-0.0170807,-0.00101885,-0.00117372,0.0164106","99,89,150,86,52,89,47,15","-0.00809347,-0.0108918,-0.00220393,-0.00591425,-0.00611186,0.00921327,0.00205697,0.0180813"
665110100002388_665210100021523,134.7635627,34.60784685,665_0xa_0x1,0.064942909232143,462,8,6.531823285010286,19.762038725,-5.5952489734536055e-05,0.07293492775525053,0.00043518954207625075,6.971776677390913e-05,20.86119704322479,8.349716568477588,0.40025107625304623,0.42857142857142855,0.0,1.0,-0.4454402765352337,0.75,0.0,925,8,6.634197610130038,18.783008575,0.0002269130488039294,1.2686788510769167,-0.0002636130674068872,0.0012417729386754622,0.0,35.23879876890616,inf,0.7142857142857143,0.7380952380952381,0.022916666666666665,0.6565699583862254,0.75,0.25143471204440654,False,0,"40,93,149,36,53,33,40,18","0.00794217,-0.00144588,0.000952725,0.00123165,-0.00291503,0.00177669,0.000100668,0.0047973","132,124,190,140,103,132,72,29","0.000550616,-0.000808225,-7.03029e-05,0.000158846,0.000466421,0.00147947,0.000817151,0.00298063"
665110200010781_665210200005748,134.42348464999998,34.4816482,665_0xa_0x2,0.07181084882908854,136,5,6.279972272963724,21.2655029,0.0013163266999103955,0.1681812552685866,-0.011347399085387185,-0.0030809039077880594,0.0,0.0,inf,0.25,0.0,1.0,0.0,0.4,0.15,740,8,6.596236405749478,19.817809124999997,0.0007830689267617293,1.0822980898747279,-0.004548146520833306,0.0006171612420835847,0.0,24.8427301656558,inf,0.5714285714285714,0.7619047619047619,0.01837797619047619,0.7976613639444411,0.125,0.24476050823202114,False,0,"13,35,55,13,9","0.000993042,-0.00765193,-0.0128066,-0.0141373,0.0160456","105,104,168,114,70,103,55,21","-0.00385984,-0.00278926,-0.00480106,-0.00267507,-3.20613e-06,-0.000660409,0.00207356,-0.00184226"
665110100002328_665210100004163,135.1944895,34.6159661,665_0xa_0x1,0.01918771134875703,515,8,6.534533963312808,18.4851084,-2.8665489839625053e-05,0.3058518247131276,-9.067964750338457e-05,-0.0002779952644354127,0.0,0.0,inf,0.5714285714285714,-0.2857142857142857,1.0,-1.3692311989175803,0.5,0.0,947,8,6.634348746338114,17.385396,4.166746867236088e-05,1.531427439085785,-0.00010048173218948736,0.00017595478636007274,0.0,13.264794998795598,inf,0.5714285714285714,0.7619047619047619,0.01837797619047619,1.009087586329909,0.625,0.24476050823202114,False,0,"46,107,161,40,57,40,45,19","-0.00117502,0.000151633,4.16824e-05,0.00013466,6.50521e-19,-7.5605e-05,-0.000757762,-0.000625673","139,124,191,148,105,132,77,31","1.32111e-05,-0.000120787,-6.80405e-05,-6.52274e-05,0.000160859,0.00015163,0.000144941,0.000411366"
665110100010626_665210100011629,135.30283965,34.53479575,665_0xa_0x1,0.05187214950980035,192,7,6.127190946201249,20.97782235,-0.0048045085842740205,0.9418217330802747,0.014265617118085348,-0.015172524380424608,119.43875886028516,0.0,0.0,0.6666666666666666,-0.75,1.0,-1.3320098550848316,0.5714285714285714,0.0,741,8,6.596242901848043,19.722577100000002,0.0010118054815709378,1.3295053842888258,-8.307420243436193e-05,0.006591040523428878,0.0,81.18522355348217,inf,0.7142857142857143,0.7142857142857143,0.028794642857142855,0.5123914744309489,0.875,0.2398660163839187,False,0,"18,41,74,17,11,12,15","0.0423534,0.021036,-0.00633152,0.0119423,-0.0293019,0.00279665,-0.0130107","114,103,169,111,68,99,54,23","-0.00184596,0.00143947,0.00283269,0.00718217,0.00217814,0.00169584,0.00674184,0.0169591"
665110100010739_665210100005008,134.9211449,34.5184285,665_0xa_0x1,0.16590461831210046,80,4,5.145495031348391,21.222017775,-0.000133778343099099,0.009953526594857112,0.008079325684646877,0.007390969884928444,89.88506930879498,85.97075017079032,0.9564519539440166,0.3333333333333333,0.0,1.0,-0.20576401154573196,0.75,0.0,690,8,6.596193088295682,19.9105363,0.0012264667096736044,1.3982280863631156,-0.006108002889348045,0.001982008344025731,0.0,44.51975229070498,inf,0.7142857142857143,0.6904761904761905,0.03469742063492064,0.8527876104875776,0.375,0.23041770866270578,False,0,"8,19,29,8","0.0110491,0.267248,-0.00025331,0.0148905","97,97,157,101,67,98,50,21","-0.00683098,-0.00470988,-0.0019163,-0.00719064,0.00101429,0.0025479,-0.00251527,0.00409947"
665110200002314_665210200004443,134.4480987,34.6215103,665_0xa_0x2,0.014548492673356263,519,8,6.534533963312808,16.96765615,-1.6541165524151602e-05,0.9865013501987121,5.412156695892832e-05,-5.396724095141923e-05,7.3567361621121306,0.0,0.0,0.42857142857142855,-0.23809523809523808,1.0,-1.6034283195904373,0.625,0.0,955,8,6.6316085189596174,16.44078015,9.049131799883415e-06,0.9345531192213151,-4.047332105372684e-05,1.953697847956839e-05,0.0,4.420065438380792,inf,0.5714285714285714,0.7142857142857143,0.028794642857142855,0.6147929117995027,0.375,0.2220088735267758,False,0,"46,111,162,40,57,38,46,19","2.64872e-05,9.83761e-05,3.63677e-06,8.78482e-05,-0.000103988,-4.63294e-05,0.000254871,-4.20695e-05","140,124,191,150,101,137,77,33","-1.52413e-05,-6.42702e-05,-3.79619e-05,1.93416e-05,-3.20409e-06,-1.56481e-05,1.93899e-05,5.659e-05"
