mode,alpha_x,alpha_y,F,s_eff_per_N_shifted,Xbar_squared,Ybar_squared,lambda_x,lambda_y
saddle,0.2,0.55,-0.08627922666957401,0.39038852948577085,0.24714288173089385,0.47422306575576634,-0.40462423720091956,-0.5798958757135405
saddle,0.2,0.6000000000000001,-0.09563092028095192,0.41958631368659044,0.25451878563457164,0.5102875362842696,-0.39289830709618495,-0.5879038359127723
saddle,0.2,0.65,-0.10436170389437423,0.4491685337332194,0.26203675063889403,0.5459589254868835,-0.3816258588010327,-0.5952828772057652
saddle,0.2,0.7000000000000001,-0.11251063076044278,0.4791051757945249,0.2696903706912685,0.5813098352240493,-0.37079558956324876,-0.6020885572409118
saddle,0.2,0.75,-0.12011533710599179,0.5093688623940849,0.27747321372390604,0.6164001371674644,-0.3603951482664663,-0.608371052159775
saddle,0.2,0.8,-0.12721188101260247,0.5399345165622924,0.2853788784356952,0.6512793521365734,-0.350411356818522,-0.6141757737102649
saddle,0.2,0.8500000000000001,-0.13383465296311717,0.5707793344117311,0.29340107646748753,0.6859885071144581,-0.3408303786884069,-0.619543907211682
saddle,0.2,0.9,-0.14001626243623255,0.6018824483855975,0.3015336348175895,0.7205616690895064,-0.33163796158426656,-0.6245128200735615
saddle,0.2,0.9500000000000001,-0.14578749118565965,0.6332247003678237,0.30977051257547794,0.7550271652984286,-0.32281962272194725,-0.6291164369062849
saddle,0.2,1.0,-0.1511773475645844,0.6647886453543176,0.3181059166055726,0.7894085084274649,-0.314360704343618,-0.6333856231116904
saddle,0.2,1.05,-0.15621302751571992,0.6965582878702506,0.3265342505450399,0.8237252517180675,-0.30624658771042673,-0.6373484349362756
saddle,0.2,1.1,-0.16091995625830208,0.7285189382078437,0.33505012877524337,0.8579936484894907,-0.29846280126960195,-0.6410303863767318
saddle,0.2,1.1500000000000001,-0.16532187067951334,0.7606571363609538,0.34364843656125565,0.8922271694984992,-0.2909950675191706,-0.6444547080125285
saddle,0.2,1.2000000000000002,-0.1694408634840232,0.7929605277576212,0.35232430080661425,0.9264369774638717,-0.2838294144657611,-0.647642542984958
saddle,0.2,1.25,-0.17329746407795607,0.82541783107855,0.36107310333005943,0.9606322975111315,-0.27695222678657766,-0.6506131447165482
saddle,0.2,1.3,-0.1769107167136904,0.8580185566403131,0.36989047533515146,0.994820733780454,-0.27035029736678595,-0.6533840499382353
saddle,0.2,1.35,-0.18029825414247783,0.8907531745376617,0.3787722657927392,1.0290085440930323,-0.2640108820816335,-0.655971229660629
saddle,0.2,1.4000000000000001,-0.18347642802651787,0.923612878856596,0.38771465746636036,1.0632008056277509,-0.2579216392113739,-0.658389267854905
saddle,0.2,1.4500000000000002,-0.1864602975577724,0.95658952941842,0.396713894678006,1.0974017144904518,-0.25207082822537713,-0.6606514190991891
saddle,0.2,1.5,-0.18926385919692998,0.9896756356506797,0.40576670038555346,1.1316145607654307,-0.246447034478141,-0.6627698387803491
saddle,0.2,1.55,-0.1918999369743837,1.0228642459650914,0.41486968180176864,1.1658420960221485,-0.24103954660100133,-0.6647555467797044
saddle,0.2,1.6,-0.19438047866797964,1.0561491395048805,0.4240200339997321,1.2000863631205687,-0.23583791326252096,-0.6666186906080415
saddle,0.2,1.6500000000000001,-0.19671637693933583,1.0895242583851146,0.4332146416269315,1.2343491189658544,-0.23083245668810132,-0.6683684440032577
