name,ra,dec,vtype,cat_period,cat_amp_mmag,ztf_status,ztf_n_detected_blocks,ztf_n_blocks,demonstrated,eta_min,n_blocks,p_persist_upper,p_persist_text,pinned_at_floor,per_block_eta,per_block_n,injected_amplitude_mmag,injected_period_days,note
ZTF J124052.68+300426.7,190.2195281982422,30.07411003112793,SR,465.0676167,9602.0,faded_or_brightened,3,6,True,1.0,6,1.725465999993819e-13,<= 1.73e-13 (injection-resolution limited),True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[118, 166, 150, 131, 125, 29]",9602.0,465.0676167,"efficiency measured by injecting the CATALOGUED period and amplitude into the ZTF light curve's own epochs and noise, and applying the identical blind detector"
