name,ra,dec,vtype,cat_period,cat_amp_mmag,ztf_status,ztf_n_detected_blocks,ztf_n_blocks,demonstrated,eta_min,n_blocks,p_persist_upper,p_persist_text,pinned_at_floor,per_block_eta,per_block_n,injected_amplitude_mmag,injected_period_days,note
ZTF J170207.42+250120.0,255.53094482421875,25.022249221801758,EW,0.3099742,7971.499999999999,still_periodic,8,8,True,1.0,8,9.60598434850553e-18,<= 9.61e-18 (injection-resolution limited),True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[372, 196, 162, 305, 274, 271, 155, 49]",7971.499999999999,0.3099742,"efficiency measured by injecting the CATALOGUED period and amplitude into the ZTF light curve's own epochs and noise, and applying the identical blind detector"
