n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate,shared_epoch_frac,rejected_shared_epoch
692,0.7593825544015314,61,0.08815028901734104,2.057798052255992,0.9947467878326248,0.04623041030919034,0.8358560568905279,12,0.011247567717358213,0.7593825544015314,673205400020493,199.53799455,31.7361434,,,,unknown,0.019277931857822898,2.7458257551235272,0.13675419626882906,0.23931984347045082,False,False,False,0.9,True
581,0.5723434579592948,28,0.04819277108433735,1.5489668717605196,0.9974486597441291,0.07886964947346822,0.814017920456545,7,0.005086399002348611,0.5723434579592948,673206400019854,197.863572,31.7588505,,,,unknown,0.010788866838097646,1.0431190891549236,0.07656453525282746,0.13398793669244802,False,False,False,1.0,True
571,0.8234467323097501,25,0.043782837127845885,1.8510077315464906,0.49961207176909356,0.03158830154416218,0.8015839734295408,4,0.0,0.8234467323097501,673206400004776,197.8916097,31.7347504,,,,unknown,0.008711829007426307,0.9698152078934339,0.06180014380479302,0.10815025165838778,False,False,False,1.0,True
736,0.23330576090477717,33,0.04483695652173913,0.7180290682208906,0.16753816057548124,0.05558357081637643,0.7733249287550871,5,0.0,0.22395032745071752,673206300015745,196.60654595,31.7691428,,,,unknown,0.005012714919791443,0.8168002043774818,0.03555925565105576,0.11431203072268092,False,False,False,0.9813084112149533,
750,0.4404661874656467,57,0.076,1.019956599228017,0.9969221468706821,0.1445603195821142,0.7559679972345755,10,0.007287100948157099,0.4404661874656467,673206300003876,196.49658745,31.86372585,,,,unknown,0.010120775701999946,1.2854530438737928,0.07179480906397949,0.12564091586196408,False,False,False,1.0,
734,0.3558910467241375,22,0.02997275204359673,0.9644288594108674,0.3327105060944368,0.04108888634568743,0.7476733340962938,4,0.0,0.3558910467241375,673206300004116,196.76547255,31.8322108,,,,unknown,0.00019658547723067936,0.03446022094920349,0.0013945403546749811,0.0024404456206812168,False,False,False,0.9836065573770492,
906,0.24774001671000956,50,0.05518763796909492,1.0660830881789245,0.9972981707538146,0.08748836839711314,0.7439325564374273,7,0.017928639444724764,0.2270375441171022,673205300004732,198.80062925,31.7607403,,,,unknown,0.005985561914976531,1.5519879134569083,0.04246049673182488,0.07430586928069353,False,False,False,0.9459459459459459,
742,0.2814720804564357,27,0.03638814016172507,0.7674132565309297,0.3327105060944368,0.06515395450782593,0.7404538136476523,4,0.0,0.2491239573631744,673206300004217,196.77911204999998,31.8198604,,,,unknown,0.006026423869800883,1.0105830423410198,0.04275031604166914,0.07481305307292098,False,False,False,0.99,
737,0.38467014925002463,54,0.07327001356852103,0.8935552920793682,0.9972229432860208,0.08842553698178725,0.7258713035591631,8,0.02253367844876691,0.2736724056811045,673206300005072,196.6579649,31.7180932,,,,unknown,0.011111815937212204,1.8575578394218415,0.07882512969144555,0.1379439769600297,False,False,False,0.9716981132075472,
908,0.2816964844169987,26,0.028634361233480177,0.9518647791548863,0.23450159502000728,0.029606354620212563,0.7211180936139363,3,0.0,0.2816964844169987,673205300020199,199.4123689,31.73500885,,,,unknown,-0.00018201821179322469,0.051987439694695194,-0.0012912043675700794,0.0,False,False,False,0.8048780487804879,
