source_id,ra,dec,b_gal,teff,logg,mh,alphafe,parallax,parallax_over_error,ruwe,dm_twin,dm_twin_err,z_twin,n_twins,twin_scatter,grey_mag,grey_err,grey_sigma,av_fit,av_err,f_cov,f_cov_err,midir_worst_sigma,closure_verdict,closure_ratio,f_ir,horizon_pc,v_tan_kms
3252171952615942144,63.44427145818904,-3.3642524718300333,-36.21877198503248,4002.0,5.01,-0.49,0.06,12.495542726294318,772.8174,1.0630432,0.8176288380349925,0.1259543452481309,6.491469876837185,50,0.12293652978597731,0.7521906557946052,0.1258075971073213,5.978896927448206,0.43703861082364104,0.08015327660199878,0.49982297661455766,0.057957051781683075,-0.4086130195963062,no_far_ir_data,,,233.23938290796627,19.597229863010806
151295033365442304,67.6048208475533,26.04914365528554,-15.146375489909044,4040.0,5.05,-0.19,0.3,13.348730530258754,842.9567,1.03265,1.093653722024798,0.2518441639304059,4.342581161924468,50,0.24839660832479604,1.0166889555000655,0.25196362731749095,4.035062387076091,0.583674237501911,0.1155982473519023,0.6079653825457372,0.09097832771433279,-0.6146637066879689,no_far_ir_data,,,258.7308382657953,28.880312271408155
1073634832070651776,160.21509531163667,70.07626697700726,43.16207284639286,4023.0,5.05,0.09,0.08,12.263519829052015,1050.4454,1.1486801,0.7604776193124749,0.14830138103659926,5.127920009893885,50,0.14548449069794803,0.6946301617326025,0.14829415747874386,4.684137079589053,0.47399723571109953,0.08627596152717142,0.47259051576325284,0.07203567935602789,-0.6300104887677054,no_far_ir_data,,,241.31050862098465,10.205866166946322
1542925567542922624,190.55215913613202,46.957705888287364,70.0875283086532,4019.0,5.12,-0.03,0.08,13.69440104660563,1139.9298,1.0742675,0.6922863281895433,0.17890264800925726,3.8696259440146528,50,0.17590535857255235,0.6451605136545178,0.1787654601817731,3.6089774445158627,0.4393504076470361,0.0815584114658358,0.4480041730085471,0.09088560149150415,-0.4808691091531276,no_far_ir_data,,,242.91074359405138,8.745485172802654
1247610178976520832,205.33562057248835,17.82945046076414,75.20649305851082,4042.0,5.05,-0.31,0.13,12.599997950762063,853.061,1.1190004,0.5525213370153041,0.14396020625847128,3.838014346987581,50,0.14163646290110113,0.5141855566197763,0.1446915741567167,3.55366620078967,0.37768057785858367,0.11037899670098619,0.37723273354507414,0.08299361826725893,-0.3549713393884624,no_far_ir_data,,,238.0581839565877,11.435270627722195
1520523666663117952,191.17740357693145,38.458010442428304,78.5829870515696,4026.0,5.02,-0.16,0.07,14.048382321902439,978.0748,1.0514725,0.7088235873042805,0.07410216386182118,9.565491078317615,50,0.07002958760502952,0.6454718992281405,0.0735275738186543,8.778637260901721,0.3944100465350703,0.08499758020529724,0.44816246089745726,0.03737120970494462,-0.9329909905081142,no_far_ir_data,,,245.9463052498971,46.433939048524174
1451959122282846592,208.0088222195632,28.11371772574923,76.54977100061203,4020.0,5.06,-0.13,0.13,12.532962710382629,858.84894,1.1350336,0.4880468209464297,0.1041289679388453,4.686945723240611,50,0.10115262751375512,0.428635948963121,0.10481668794479145,4.089386502928714,0.4102258035674249,0.08151175371928526,0.326177326620366,0.06505066385024165,,no_far_ir_data,,,222.4446481711202,48.35108254965589
3763009001953400960,163.75987655210008,-8.251707415779082,44.76133321906587,4172.0,4.48,0.02,0.1,12.200739201623113,704.96716,0.95937026,0.28908375380365925,0.07062060280415271,4.093476157451607,50,0.06669209582425473,0.25401253237938876,0.07005118444946876,3.626099035664701,0.6538195117111331,0.05799617667919026,0.2086019295617184,0.05106062776784329,0.3465209774203138,no_far_ir_data,,,254.6958008297889,21.915260119531798
494044113763881984,60.15809108272913,69.39194736130423,12.378275003370268,4442.0,5.04,-0.31,0.2,8.448781351278772,694.1011,1.0387702,0.5345103701842051,0.14975891565048408,3.5691388914144917,50,0.14717611900492095,0.47549771982902855,0.14979180250775356,3.1743908002202974,0.5839707578748281,0.0822558819293186,0.3546416819472854,0.08903579460723922,0.5936969337439938,no_far_ir_data,,,270.92534297354996,3.7425899879794176
1692328822429406720,184.77153195632718,74.72808353142752,42.219508951924524,4428.0,5.09,0.03,0.07,8.43504034243044,784.4663,1.0198745,0.5242835433647839,0.1258010472855792,4.167561039254428,50,0.12351984960821245,0.48069087662086185,0.1262230716748721,3.8082647668330796,0.5688659447612978,0.0953682166503028,0.35772110821305525,0.07466861125013428,-0.2091136925723811,no_far_ir_data,,,287.4974312288924,19.361679835008154
1986622318021445120,337.248692993921,47.63550083876301,-8.664474019184324,4231.0,5.03,-0.34,0.17,10.850699697005618,903.9484,1.0480034,0.6642861361738621,0.1960008263728255,3.3892006909719945,50,0.19304218526392974,0.597833003463678,0.19595159219758831,3.0509218973880623,0.6815844113682613,0.08384315962629045,0.4234104080966862,0.10406178598712337,-0.36695322746342146,no_far_ir_data,,,267.8378049774982,29.024157695312397
