table_name,description
"'J/A+A/562/A106/pccs1'","Planck Catalogue of Compact Sources  (PCCS) in extended HeViCS survey area ( Baes M., Herranz D., Bianchi S., et al.)"
"'J/A+A/708/L12/nika2pc2'","Catalog of NIKA2 PCCS2 sources ( Berta S., Desert F.-X., Ladjelate B., et al.)"
"'J/MNRAS/468/3322/table4'","Catalogue of WL calibrated masses of the PSZ2 clusters, Cat. J/A+A/594/A27 (HFI_PCCS_SZ-MMF3_R2.08_MWLc.dat) ( Sereno M., Ettori S.)"
