name,main_id,ra,dec,plx,pmra,pmdec,rvz_radvel,gaia_dr3,resolved_by
GPSR79.276-0.585,,,,,,,,,catalogue_position
GPSR80.115+0.009,,,,,,,,,catalogue_position
WSRTGP2034+4148,,,,,,,,,catalogue_position
WSRTGP2034+4035,,,,,,,,,catalogue_position
2MASS2036297+412022,,,,,,,,,catalogue_position
IRAS20347+4040,IRAS 20347+4040,309.15310000000005,40.856533999999996,,,,,,simbad_position
WR147,EM* AS  431,309.18180114487996,40.35206739109,0.5014,-1.417,-5.737,,2064671253991921408,simbad_gaia_id
WR147 NIR,,,,,,,,,catalogue_position
19P45,,,,,,,,,catalogue_position
IRAS20349+4010,EM* AS  431,309.18180114487996,40.35206739109,0.5014,-1.417,-5.737,,2064671253991921408,simbad_gaia_id
MSX5CG079.8473-00.3159,,,,,,,,,catalogue_position
2MASS2036436+402107,,,,,,,,,catalogue_position
POSSII203643.65+402107.59,,,,,,,,,catalogue_position
2MASS2036461+404628,,,,,,,,,catalogue_position
19P46,,,,,,,,,catalogue_position
2MASS2037200+405912,,,,,,,,,catalogue_position
WSRTGP2035+4043,,,,,,,,,catalogue_position
WSRTGP2036+3950,,,,,,,,,catalogue_position
TXS2036+398,NVSS J203758+400051,309.4925375,40.01414444444444,,,,,,simbad_position
19P47,,,,,,,,,catalogue_position
POSSII203758.13+400050.99,,,,,,,,,catalogue_position
WSRTGP2036+4059,,,,,,,,,catalogue_position
WSRTGP2036+4103,,,,,,,,,catalogue_position
GPSR79.972-0.614,,,,,,,,,catalogue_position
WSRTGP2036+4043,,,,,,,,,catalogue_position
WSRTGP2036+4115,,,,,,,,,catalogue_position
WSRTGP2037+4122,,,,,,,,,catalogue_position
WSRTGP2037+4015,NVSS J203934+402542,309.8924833333333,40.428486111111106,,,,,,simbad_position
TXS2037+402,NVSS J203934+402542,309.8924833333333,40.428486111111106,,,,,,simbad_position
19P48,,,,,,,,,catalogue_position
WSRTGP2037+4054,GPSR 080.770-0.309,309.91308333333325,41.08880555555555,,,,,,simbad_position
GPSR80.770-0.309,,,,,,,,,catalogue_position
SNR 079.8+01.2,,,,,,,,,catalogue_position
IRAS20281+4106,SNR G079.8+01.2,307.49104977389453,41.27523199929102,,,,,,simbad_position
MSX5CG079.8317+01.2600,,,,,,,,,catalogue_position
2MASS2030318+411548,,,,,,,,,catalogue_position
2MASS2030324+411548,,,,,,,,,catalogue_position
WSRTGP2030+4127,,,,,,,,,catalogue_position
WSRTGP2030+4006,NVSS J203231+401619,308.13050000000004,40.27211111111111,,,,,,simbad_position
18P59,,,,,,,,,catalogue_position
GPSR79.307+0.277,,,,,,,,,catalogue_position
19P19,,,,,,,,,catalogue_position
ECX6-25,18P  59,308.1301983510112,40.276288193496164,,,,,,simbad_position
WSRTGP2031+4031,19P 24,308.2941227900652,40.692475573355296,,,,,,simbad_position
MSX5CG079.7210+00.4275,,,,,,,,,catalogue_position
19P24,,,,,,,,,catalogue_position
19P25,,,,,,,,,catalogue_position
IRAS20315+4048,IRAS 20315+4048,308.7783333333333,41.155833333333334,,10.17,-15.44,,,simbad_position
MSX5CG079.9632+00.5803,,,,,,,,,catalogue_position
WSRTGP2031+4116,19P 26,308.3466396135736,41.45657427584366,,,,,,simbad_position
19P26,,,,,,,,,catalogue_position
2MASS2033398+402707,,,,,,,,,catalogue_position
Ass Cyg OB 2-424,,,,,,,,,catalogue_position
WSRTGP2032+4112,ECX6-27,308.4820833333334,41.379444444444445,,,,,,simbad_position
18P61,,,,,,,,,catalogue_position
19P31,,,,,,,,,catalogue_position
ECX6-27,ECX6-27,308.4820833333334,41.379444444444445,,,,,,simbad_position
IRAS20321+4112,ECX6-27,308.4820833333334,41.379444444444445,,,,,,simbad_position
MSX5CG080.3519+00.7266,,,,,,,,,catalogue_position
MT91671,,,,,,,,,catalogue_position
WSRTGP2032+4120,IRAS 20327+4120,308.628675,41.51086111111111,,,,,,simbad_position
19P35,,,,,,,,,catalogue_position
IRAS20327+4120,IRAS 20327+4120,308.628675,41.51086111111111,,,,,,simbad_position
WSRTGP2033+4103,,,,,,,,,catalogue_position
19P40,,,,,,,,,catalogue_position
ECX6-28,18P  64,308.78479666214537,41.222127540262704,,,,,,simbad_position
MSX5CG080.3581+00.4474,,,,,,,,,catalogue_position
2MASS2035070+411311,,,,,,,,,catalogue_position
2MASS2037456+410652,,,,,,,,,catalogue_position
WSRTGP2036+4002,,,,,,,,,catalogue_position
8548,,53.163,-27.8215,,,,,,catalogue_position
880,,53.1651,-27.8194,,,,,,catalogue_position
6414,,53.1606,-27.8193,,,,,,catalogue_position
1525,,53.1638,-27.8197,,,,,,catalogue_position
1129,,53.1638,-27.8179,,,,,,catalogue_position
6386,,53.1645,-27.8194,,,,,,catalogue_position
911,,53.1616,-27.8193,,,,,,catalogue_position
1170,,53.1618,-27.8184,,,,,,catalogue_position
1185,,53.1615,-27.8191,,,,,,catalogue_position
2649,,53.1609,-27.8185,,,,,,catalogue_position
1054,,53.1625,-27.8167,,,,,,catalogue_position
1260,,53.1626,-27.8172,,,,,,catalogue_position
3680,,53.1626,-27.8176,,,,,,catalogue_position
4951,,53.1636,-27.8171,,,,,,catalogue_position
2502,,53.158,-27.818,,,,,,catalogue_position
1065,,53.1601,-27.8163,,,,,,catalogue_position
7137,,53.1604,-27.8174,,,,,,catalogue_position
1226,,53.1622,-27.8159,,,,,,catalogue_position
1444,,53.1594,-27.8158,,,,,,catalogue_position
1538,,53.1581,-27.8157,,,,,,catalogue_position
4773,,53.1586,-27.815,,,,,,catalogue_position
1049,,53.1594,-27.8143,,,,,,catalogue_position
1175,,53.1598,-27.8141,,,,,,catalogue_position
6979,,53.16,-27.8144,,,,,,catalogue_position
7191,,53.155,-27.8158,,,,,,catalogue_position
7215,,53.1569,-27.8161,,,,,,catalogue_position
7777,,53.156,-27.8151,,,,,,catalogue_position
1307,,53.1539,-27.8147,,,,,,catalogue_position
8543,,53.1548,-27.8155,,,,,,catalogue_position
942,,53.1581,-27.8144,,,,,,catalogue_position
1163,,53.1578,-27.8144,,,,,,catalogue_position
6435,,53.1572,-27.8139,,,,,,catalogue_position
7382,,53.158,-27.8148,,,,,,catalogue_position
1724,,53.1583,-27.8134,,,,,,catalogue_position
5522,,53.1588,-27.8139,,,,,,catalogue_position
1243,,53.157,-27.8121,,,,,,catalogue_position
7227,,53.1574,-27.8118,,,,,,catalogue_position
922,,53.1533,-27.8128,,,,,,catalogue_position
1300,,53.1534,-27.8134,,,,,,catalogue_position
7990,,53.1523,-27.8126,,,,,,catalogue_position
7756,,53.155,-27.8116,,,,,,catalogue_position
869,,53.1564,-27.8108,,,,,,catalogue_position
964,,53.1553,-27.8089,,,,,,catalogue_position
967,,53.1543,-27.8092,,,,,,catalogue_position
1099,,53.1549,-27.8092,,,,,,catalogue_position
1743,,53.1552,-27.8089,,,,,,catalogue_position
7850,,53.1547,-27.8084,,,,,,catalogue_position
968,,53.1508,-27.8099,,,,,,catalogue_position
1066,,53.1517,-27.8109,,,,,,catalogue_position
2481,,53.1498,-27.8107,,,,,,catalogue_position
6519,,53.1508,-27.8101,,,,,,catalogue_position
6909,,53.1513,-27.8103,,,,,,catalogue_position
7742,,53.1511,-27.8105,,,,,,catalogue_position
2363,,53.15,-27.8095,,,,,,catalogue_position
2532,,53.1497,-27.8093,,,,,,catalogue_position
2964,,53.1495,-27.8097,,,,,,catalogue_position
3658,,53.1489,-27.8099,,,,,,catalogue_position
7103,,53.1513,-27.8095,,,,,,catalogue_position
7736,,53.1518,-27.8093,,,,,,catalogue_position
8118,,53.152,-27.8095,,,,,,catalogue_position
6915,,53.1531,-27.8071,,,,,,catalogue_position
7793,,53.1537,-27.8084,,,,,,catalogue_position
7949,,53.152,-27.8081,,,,,,catalogue_position
1611,,53.1513,-27.8081,,,,,,catalogue_position
1696,,53.1498,-27.808,,,,,,catalogue_position
3507,,53.1504,-27.8079,,,,,,catalogue_position
8120,,53.1503,-27.8088,,,,,,catalogue_position
6437,,53.1524,-27.8075,,,,,,catalogue_position
7153,,53.1519,-27.8075,,,,,,catalogue_position
7201,,53.1519,-27.808,,,,,,catalogue_position
975,,53.168,-27.8169,,,,,,catalogue_position
8563,,53.1679,-27.8171,,,,,,catalogue_position
8569,,53.1678,-27.817,,,,,,catalogue_position
2191,,53.1661,-27.8168,,,,,,catalogue_position
6911,,53.1657,-27.8165,,,,,,catalogue_position
8552,,53.1653,-27.8173,,,,,,catalogue_position
1288,,53.1663,-27.8164,,,,,,catalogue_position
1777,,53.1662,-27.8158,,,,,,catalogue_position
7147,,53.1676,-27.8158,,,,,,catalogue_position
955,,53.1645,-27.8153,,,,,,catalogue_position
6889,,53.1643,-27.8157,,,,,,catalogue_position
920,,53.1654,-27.8142,,,,,,catalogue_position
1056,,53.1653,-27.814,,,,,,catalogue_position
3621,,53.1647,-27.8149,,,,,,catalogue_position
1599,,53.1674,-27.8146,,,,,,catalogue_position
8072,,53.1687,-27.8152,,,,,,catalogue_position
930,,53.169,-27.8129,,,,,,catalogue_position
1507,,53.1706,-27.813,,,,,,catalogue_position
1540,,53.1701,-27.8129,,,,,,catalogue_position
3937,,53.1706,-27.8135,,,,,,catalogue_position
1337,,53.1664,-27.8129,,,,,,catalogue_position
1761,,53.1684,-27.8132,,,,,,catalogue_position
7159,,53.1679,-27.8123,,,,,,catalogue_position
1959,,53.1712,-27.8121,,,,,,catalogue_position
4079,,53.1717,-27.8114,,,,,,catalogue_position
4405,,53.1705,-27.8124,,,,,,catalogue_position
1518,,53.1722,-27.8118,,,,,,catalogue_position
2424,,53.1734,-27.8105,,,,,,catalogue_position
2176,,53.169,-27.8108,,,,,,catalogue_position
8059,,53.1694,-27.8102,,,,,,catalogue_position
2051,,53.1705,-27.8088,,,,,,catalogue_position
1010,,53.1737,-27.8083,,,,,,catalogue_position
5096,,53.1745,-27.8091,,,,,,catalogue_position
7341,,53.1743,-27.8092,,,,,,catalogue_position
7063,,53.1754,-27.8071,,,,,,catalogue_position
7165,,53.1746,-27.8075,,,,,,catalogue_position
7857,,53.1761,-27.8084,,,,,,catalogue_position
1718,,53.1723,-27.809,,,,,,catalogue_position
7057,,53.173,-27.8069,,,,,,catalogue_position
1094,,53.1782,-27.8077,,,,,,catalogue_position
1341,,53.1772,-27.8078,,,,,,catalogue_position
1373,,53.1781,-27.8074,,,,,,catalogue_position
7792,,53.1791,-27.8059,,,,,,catalogue_position
7067,,53.1797,-27.8054,,,,,,catalogue_position
7861,,53.181,-27.8058,,,,,,catalogue_position
1367,,53.1813,-27.8038,,,,,,catalogue_position
8112,,53.1756,-27.8069,,,,,,catalogue_position
2817,,53.1757,-27.8061,,,,,,catalogue_position
7833,,53.1749,-27.8059,,,,,,catalogue_position
7841,,53.1753,-27.8054,,,,,,catalogue_position
8570,,53.1751,-27.8061,,,,,,catalogue_position
1374,,53.1769,-27.8035,,,,,,catalogue_position
2695,,53.1807,-27.8019,,,,,,catalogue_position
3430,,53.18,-27.8028,,,,,,catalogue_position
6993,,53.1807,-27.8041,,,,,,catalogue_position
7726,,53.181,-27.8027,,,,,,catalogue_position
1843,,53.1798,-27.8009,,,,,,catalogue_position
6231,,53.1788,-27.8008,,,,,,catalogue_position
6370,,53.1789,-27.8017,,,,,,catalogue_position
7888,,53.1793,-27.802,,,,,,catalogue_position
8071,,53.1795,-27.8009,,,,,,catalogue_position
986,,53.1881,-27.7984,,,,,,catalogue_position
904,,53.1816,-27.8013,,,,,,catalogue_position
2974,,53.1819,-27.8004,,,,,,catalogue_position
6526,,53.1805,-27.8007,,,,,,catalogue_position
7305,,53.1817,-27.7999,,,,,,catalogue_position
7957,,53.1808,-27.7994,,,,,,catalogue_position
1356,,53.1861,-27.7978,,,,,,catalogue_position
7988,,53.1865,-27.7981,,,,,,catalogue_position
2749,,53.1842,-27.7973,,,,,,catalogue_position
6083,,53.1833,-27.7966,,,,,,catalogue_position
1560,,53.1838,-27.7965,,,,,,catalogue_position
4266,,53.185,-27.7959,,,,,,catalogue_position
1281,,53.1632,-27.8138,,,,,,catalogue_position
8547,,53.1634,-27.8152,,,,,,catalogue_position
8579,,53.1639,-27.815,,,,,,catalogue_position
1041,,53.1631,-27.8136,,,,,,catalogue_position
7231,,53.1647,-27.8138,,,,,,catalogue_position
859,,53.1631,-27.8124,,,,,,catalogue_position
1465,,53.1663,-27.8111,,,,,,catalogue_position
948,,53.1644,-27.8108,,,,,,catalogue_position
1216,,53.1662,-27.8088,,,,,,catalogue_position
3286,,53.1601,-27.8109,,,,,,catalogue_position
6969,,53.1608,-27.8119,,,,,,catalogue_position
7877,,53.1594,-27.8116,,,,,,catalogue_position
1615,,53.1609,-27.8105,,,,,,catalogue_position
1655,,53.1609,-27.8105,,,,,,catalogue_position
7745,,53.1614,-27.8097,,,,,,catalogue_position
1328,,53.1591,-27.8101,,,,,,catalogue_position
7884,,53.1591,-27.8095,,,,,,catalogue_position
4542,,53.1632,-27.81,,,,,,catalogue_position
1055,,53.1641,-27.8078,,,,,,catalogue_position
2235,,53.164,-27.8074,,,,,,catalogue_position
3029,,53.1646,-27.8087,,,,,,catalogue_position
5882,,53.1641,-27.8091,,,,,,catalogue_position
1255,,53.1613,-27.8082,,,,,,catalogue_position
910,,53.1623,-27.8061,,,,,,catalogue_position
8111,,53.1616,-27.8069,,,,,,catalogue_position
1146,,53.1683,-27.8082,,,,,,catalogue_position
6102,,53.17,-27.8088,,,,,,catalogue_position
7799,,53.1707,-27.8079,,,,,,catalogue_position
7866,,53.1693,-27.8082,,,,,,catalogue_position
961,,53.1671,-27.8074,,,,,,catalogue_position
3659,,53.167,-27.8089,,,,,,catalogue_position
7301,,53.1665,-27.8078,,,,,,catalogue_position
7825,,53.1665,-27.8088,,,,,,catalogue_position
8554,,53.1673,-27.8087,,,,,,catalogue_position
1190,,53.1687,-27.8074,,,,,,catalogue_position
7758,,53.1693,-27.8069,,,,,,catalogue_position
956,,53.1719,-27.8064,,,,,,catalogue_position
1031,,53.1705,-27.8065,,,,,,catalogue_position
3343,,53.1723,-27.8067,,,,,,catalogue_position
4974,,53.1711,-27.8062,,,,,,catalogue_position
7789,,53.1732,-27.8059,,,,,,catalogue_position
7703,,53.1707,-27.8053,,,,,,catalogue_position
7848,,53.1693,-27.8054,,,,,,catalogue_position
962,,53.1707,-27.8047,,,,,,catalogue_position
2198,,53.1707,-27.8034,,,,,,catalogue_position
8030,,53.1717,-27.8045,,,,,,catalogue_position
4439,,53.167,-27.8045,,,,,,catalogue_position
1670,,53.1667,-27.8042,,,,,,catalogue_position
7275,,53.1658,-27.8034,,,,,,catalogue_position
7770,,53.1656,-27.805,,,,,,catalogue_position
1178,,53.169,-27.8037,,,,,,catalogue_position
2296,,53.1684,-27.8041,,,,,,catalogue_position
2865,,53.1689,-27.8035,,,,,,catalogue_position
7195,,53.1676,-27.8038,,,,,,catalogue_position
1279,,53.1699,-27.8031,,,,,,catalogue_position
1839,,53.1703,-27.803,,,,,,catalogue_position
4754,,53.1696,-27.803,,,,,,catalogue_position
7261,,53.1706,-27.8032,,,,,,catalogue_position
7940,,53.1685,-27.8028,,,,,,catalogue_position
1035,,53.1667,-27.8019,,,,,,catalogue_position
3484,,53.1676,-27.8025,,,,,,catalogue_position
5828,,53.1679,-27.8032,,,,,,catalogue_position
7911,,53.1672,-27.8035,,,,,,catalogue_position
1061,,53.1572,-27.8088,,,,,,catalogue_position
2350,,53.1564,-27.8096,,,,,,catalogue_position
8124,,53.1568,-27.8092,,,,,,catalogue_position
3797,,53.1569,-27.8083,,,,,,catalogue_position
2975,,53.1565,-27.8072,,,,,,catalogue_position
7157,,53.1583,-27.8072,,,,,,catalogue_position
7239,,53.1569,-27.8065,,,,,,catalogue_position
7814,,53.1573,-27.8076,,,,,,catalogue_position
7897,,53.1577,-27.8075,,,,,,catalogue_position
1188,,53.16,-27.808,,,,,,catalogue_position
1213,,53.1601,-27.8069,,,,,,catalogue_position
1219,,53.1598,-27.8071,,,,,,catalogue_position
3058,,53.1604,-27.806,,,,,,catalogue_position
4188,,53.1592,-27.8072,,,,,,catalogue_position
8545,,53.1599,-27.8067,,,,,,catalogue_position
1040,,53.1612,-27.8048,,,,,,catalogue_position
1301,,53.1611,-27.8061,,,,,,catalogue_position
1886,,53.1583,-27.8046,,,,,,catalogue_position
7343,,53.1596,-27.8055,,,,,,catalogue_position
7357,,53.1589,-27.8057,,,,,,catalogue_position
2755,,53.1608,-27.8045,,,,,,catalogue_position
4189,,53.1607,-27.8036,,,,,,catalogue_position
7047,,53.155,-27.807,,,,,,catalogue_position
2550,,53.1564,-27.8051,,,,,,catalogue_position
7852,,53.1568,-27.8057,,,,,,catalogue_position
987,,53.1521,-27.8055,,,,,,catalogue_position
1699,,53.154,-27.8052,,,,,,catalogue_position
1723,,53.153,-27.806,,,,,,catalogue_position
1228,,53.1539,-27.8038,,,,,,catalogue_position
2217,,53.1555,-27.8038,,,,,,catalogue_position
8031,,53.1545,-27.8041,,,,,,catalogue_position
7269,,53.1569,-27.8047,,,,,,catalogue_position
7722,,53.1582,-27.8036,,,,,,catalogue_position
7839,,53.158,-27.8034,,,,,,catalogue_position
1452,,53.1571,-27.8006,,,,,,catalogue_position
1381,,53.1638,-27.8042,,,,,,catalogue_position
2727,,53.1626,-27.8036,,,,,,catalogue_position
1078,,53.1642,-27.8027,,,,,,catalogue_position
6433,,53.1609,-27.8035,,,,,,catalogue_position
1313,,53.1622,-27.8012,,,,,,catalogue_position
1835,,53.1627,-27.8023,,,,,,catalogue_position
6901,,53.1629,-27.8005,,,,,,catalogue_position
7727,,53.1625,-27.8007,,,,,,catalogue_position
7708,,53.1666,-27.8015,,,,,,catalogue_position
7713,,53.1657,-27.801,,,,,,catalogue_position
7798,,53.166,-27.8012,,,,,,catalogue_position
1020,,53.1679,-27.7999,,,,,,catalogue_position
1197,,53.166,-27.8006,,,,,,catalogue_position
1764,,53.1665,-27.8005,,,,,,catalogue_position
7303,,53.1674,-27.801,,,,,,catalogue_position
873,,53.1636,-27.7996,,,,,,catalogue_position
6391,,53.1634,-27.8,,,,,,catalogue_position
6462,,53.164,-27.7996,,,,,,catalogue_position
6487,,53.1643,-27.8001,,,,,,catalogue_position
7963,,53.1642,-27.7997,,,,,,catalogue_position
917,,53.1666,-27.7991,,,,,,catalogue_position
7936,,53.1651,-27.7988,,,,,,catalogue_position
1423,,53.1609,-27.8012,,,,,,catalogue_position
7371,,53.1604,-27.8024,,,,,,catalogue_position
7914,,53.1596,-27.8012,,,,,,catalogue_position
7966,,53.1613,-27.7996,,,,,,catalogue_position
1079,,53.1579,-27.8,,,,,,catalogue_position
5753,,53.1583,-27.8001,,,,,,catalogue_position
7874,,53.1582,-27.7996,,,,,,catalogue_position
1202,,53.1598,-27.7983,,,,,,catalogue_position
6995,,53.1605,-27.7985,,,,,,catalogue_position
1399,,53.1624,-27.7986,,,,,,catalogue_position
1407,,53.1626,-27.798,,,,,,catalogue_position
6515,,53.1628,-27.7994,,,,,,catalogue_position
4755,,53.1615,-27.7985,,,,,,catalogue_position
8007,,53.1616,-27.7968,,,,,,catalogue_position
1476,,53.1625,-27.7955,,,,,,catalogue_position
6380,,53.1626,-27.7955,,,,,,catalogue_position
2074,,53.1738,-27.8035,,,,,,catalogue_position
7107,,53.1741,-27.8032,,,,,,catalogue_position
1939,,53.1762,-27.8027,,,,,,catalogue_position
7945,,53.175,-27.8024,,,,,,catalogue_position
7093,,53.1733,-27.8029,,,,,,catalogue_position
1235,,53.1733,-27.8023,,,,,,catalogue_position
1541,,53.1746,-27.8016,,,,,,catalogue_position
1695,,53.1737,-27.8008,,,,,,catalogue_position
7900,,53.1756,-27.8018,,,,,,catalogue_position
1375,,53.1781,-27.7999,,,,,,catalogue_position
6496,,53.1788,-27.8001,,,,,,catalogue_position
7734,,53.1776,-27.8009,,,,,,catalogue_position
7791,,53.1781,-27.7995,,,,,,catalogue_position
858,,53.1757,-27.7997,,,,,,catalogue_position
861,,53.1749,-27.7993,,,,,,catalogue_position
1468,,53.1757,-27.7995,,,,,,catalogue_position
1477,,53.174,-27.8003,,,,,,catalogue_position
6522,,53.175,-27.8009,,,,,,catalogue_position
7933,,53.1765,-27.7996,,,,,,catalogue_position
7766,,53.1702,-27.802,,,,,,catalogue_position
954,,53.1723,-27.7996,,,,,,catalogue_position
1583,,53.1727,-27.7995,,,,,,catalogue_position
6425,,53.1735,-27.8005,,,,,,catalogue_position
1100,,53.1698,-27.8001,,,,,,catalogue_position
7991,,53.1689,-27.8007,,,,,,catalogue_position
1239,,53.1712,-27.7984,,,,,,catalogue_position
8086,,53.1713,-27.7978,,,,,,catalogue_position
936,,53.1738,-27.798,,,,,,catalogue_position
885,,53.1725,-27.7964,,,,,,catalogue_position
918,,53.1729,-27.7969,,,,,,catalogue_position
944,,53.1721,-27.7969,,,,,,catalogue_position
7311,,53.1726,-27.7979,,,,,,catalogue_position
7782,,53.1719,-27.7973,,,,,,catalogue_position
6959,,53.174,-27.7964,,,,,,catalogue_position
871,,53.1802,-27.7989,,,,,,catalogue_position
1046,,53.179,-27.7987,,,,,,catalogue_position
1726,,53.1787,-27.7988,,,,,,catalogue_position
7037,,53.1789,-27.7996,,,,,,catalogue_position
1050,,53.1806,-27.7962,,,,,,catalogue_position
6997,,53.1796,-27.796,,,,,,catalogue_position
7384,,53.1827,-27.7958,,,,,,catalogue_position
2307,,53.1833,-27.796,,,,,,catalogue_position
2478,,53.1839,-27.7955,,,,,,catalogue_position
7149,,53.1836,-27.7938,,,,,,catalogue_position
7912,,53.1844,-27.7946,,,,,,catalogue_position
8572,,53.1838,-27.7946,,,,,,catalogue_position
7397,,53.1798,-27.7954,,,,,,catalogue_position
1121,,53.1822,-27.794,,,,,,catalogue_position
2460,,53.1825,-27.7941,,,,,,catalogue_position
882,,53.1762,-27.7961,,,,,,catalogue_position
3238,,53.1758,-27.7957,,,,,,catalogue_position
7774,,53.1765,-27.797,,,,,,catalogue_position
1871,,53.1775,-27.7953,,,,,,catalogue_position
1223,,53.1757,-27.7946,,,,,,catalogue_position
1278,,53.175,-27.7955,,,,,,catalogue_position
1795,,53.1739,-27.7949,,,,,,catalogue_position
6887,,53.1759,-27.7943,,,,,,catalogue_position
7806,,53.1765,-27.7932,,,,,,catalogue_position
1923,,53.1798,-27.7933,,,,,,catalogue_position
6477,,53.1787,-27.7939,,,,,,catalogue_position
6507,,53.1798,-27.7943,,,,,,catalogue_position
7870,,53.1805,-27.7937,,,,,,catalogue_position
7029,,53.1802,-27.7921,,,,,,catalogue_position
7834,,53.1802,-27.7922,,,,,,catalogue_position
1139,,53.1778,-27.7928,,,,,,catalogue_position
7754,,53.179,-27.7926,,,,,,catalogue_position
7780,,53.1784,-27.7919,,,,,,catalogue_position
1133,,53.1793,-27.7899,,,,,,catalogue_position
6426,,53.1793,-27.7897,,,,,,catalogue_position
976,,53.1685,-27.7979,,,,,,catalogue_position
1087,,53.1679,-27.798,,,,,,catalogue_position
1402,,53.1708,-27.7974,,,,,,catalogue_position
5742,,53.1696,-27.7966,,,,,,catalogue_position
6523,,53.1701,-27.7968,,,,,,catalogue_position
7714,,53.1688,-27.7976,,,,,,catalogue_position
8092,,53.1697,-27.7969,,,,,,catalogue_position
978,,53.1669,-27.7981,,,,,,catalogue_position
2702,,53.1668,-27.7968,,,,,,catalogue_position
1270,,53.1688,-27.7969,,,,,,catalogue_position
6981,,53.1683,-27.795,,,,,,catalogue_position
6481,,53.1705,-27.7968,,,,,,catalogue_position
6489,,53.1712,-27.7974,,,,,,catalogue_position
1408,,53.172,-27.7943,,,,,,catalogue_position
4851,,53.1734,-27.7951,,,,,,catalogue_position
6448,,53.1723,-27.7952,,,,,,catalogue_position
8528,,53.1725,-27.7945,,,,,,catalogue_position
1089,,53.1693,-27.7945,,,,,,catalogue_position
1346,,53.1702,-27.7941,,,,,,catalogue_position
8376,,53.1699,-27.7951,,,,,,catalogue_position
8382,,53.1694,-27.794,,,,,,catalogue_position
1002,,53.1716,-27.7929,,,,,,catalogue_position
1759,,53.1707,-27.7933,,,,,,catalogue_position
8344,,53.1706,-27.7928,,,,,,catalogue_position
1377,,53.1654,-27.7952,,,,,,catalogue_position
1553,,53.1659,-27.7965,,,,,,catalogue_position
7946,,53.1662,-27.7956,,,,,,catalogue_position
973,,53.1669,-27.7945,,,,,,catalogue_position
1058,,53.1675,-27.7952,,,,,,catalogue_position
4598,,53.1671,-27.7942,,,,,,catalogue_position
4998,,53.167,-27.795,,,,,,catalogue_position
6907,,53.1664,-27.7956,,,,,,catalogue_position
8136,,53.1662,-27.7947,,,,,,catalogue_position
8447,,53.1662,-27.7953,,,,,,catalogue_position
7331,,53.1641,-27.7942,,,,,,catalogue_position
7760,,53.1644,-27.7956,,,,,,catalogue_position
8017,,53.1646,-27.7944,,,,,,catalogue_position
8133,,53.1644,-27.794,,,,,,catalogue_position
8192,,53.1647,-27.7947,,,,,,catalogue_position
8206,,53.1647,-27.795,,,,,,catalogue_position
8279,,53.1647,-27.7942,,,,,,catalogue_position
8323,,53.1642,-27.7949,,,,,,catalogue_position
1141,,53.1651,-27.7936,,,,,,catalogue_position
2995,,53.1648,-27.7937,,,,,,catalogue_position
5863,,53.1647,-27.7932,,,,,,catalogue_position
6455,,53.1661,-27.7932,,,,,,catalogue_position
8331,,53.1658,-27.7927,,,,,,catalogue_position
1316,,53.1693,-27.7938,,,,,,catalogue_position
3518,,53.1682,-27.7945,,,,,,catalogue_position
4414,,53.1683,-27.7942,,,,,,catalogue_position
6376,,53.1688,-27.7942,,,,,,catalogue_position
8048,,53.1679,-27.7928,,,,,,catalogue_position
8154,,53.1687,-27.7944,,,,,,catalogue_position
8163,,53.1691,-27.7932,,,,,,catalogue_position
8480,,53.1693,-27.7934,,,,,,catalogue_position
8485,,53.1691,-27.7942,,,,,,catalogue_position
883,,53.1693,-27.792,,,,,,catalogue_position
943,,53.1692,-27.7917,,,,,,catalogue_position
1149,,53.1687,-27.7921,,,,,,catalogue_position
6466,,53.1689,-27.7926,,,,,,catalogue_position
7381,,53.1701,-27.7919,,,,,,catalogue_position
8183,,53.1699,-27.7914,,,,,,catalogue_position
8372,,53.17,-27.7929,,,,,,catalogue_position
8435,,53.1697,-27.7911,,,,,,catalogue_position
919,,53.1676,-27.7925,,,,,,catalogue_position
984,,53.1673,-27.7919,,,,,,catalogue_position
1102,,53.1669,-27.7922,,,,,,catalogue_position
7927,,53.1676,-27.7919,,,,,,catalogue_position
8141,,53.1661,-27.7921,,,,,,catalogue_position
8317,,53.1669,-27.7929,,,,,,catalogue_position
8388,,53.1664,-27.7923,,,,,,catalogue_position
8496,,53.1672,-27.7927,,,,,,catalogue_position
8501,,53.1678,-27.7919,,,,,,catalogue_position
8503,,53.1672,-27.7919,,,,,,catalogue_position
912,,53.1685,-27.7899,,,,,,catalogue_position
7097,,53.1682,-27.7912,,,,,,catalogue_position
8143,,53.1672,-27.791,,,,,,catalogue_position
8267,,53.1678,-27.7905,,,,,,catalogue_position
8277,,53.1679,-27.7902,,,,,,catalogue_position
8284,,53.1682,-27.7908,,,,,,catalogue_position
8319,,53.1681,-27.7912,,,,,,catalogue_position
8531,,53.169,-27.7906,,,,,,catalogue_position
7822,,53.1735,-27.7929,,,,,,catalogue_position
5167,,53.1753,-27.7928,,,,,,catalogue_position
6895,,53.1758,-27.7926,,,,,,catalogue_position
7219,,53.1758,-27.7922,,,,,,catalogue_position
8088,,53.1747,-27.7916,,,,,,catalogue_position
1587,,53.1725,-27.7911,,,,,,catalogue_position
7929,,53.1729,-27.7929,,,,,,catalogue_position
7941,,53.172,-27.7921,,,,,,catalogue_position
8177,,53.1722,-27.7918,,,,,,catalogue_position
8282,,53.1731,-27.7923,,,,,,catalogue_position
