target,gaia_idx,source_id,telescope,band,mjd_session,n_files,freq_centre_ghz,hpbw_arcmin,n_in_beam_neighbours,optical_10m_1um:n_pairs,optical_10m_1um:n_spillover,optical_10m_1um:n_between,optical_10m_1um:earth_term_known,radio_100m_1p4ghz:n_pairs,radio_100m_1p4ghz:n_spillover,radio_100m_1p4ghz:n_between,radio_100m_1p4ghz:earth_term_known,radio_10m_8ghz:n_pairs,radio_10m_8ghz:n_spillover,radio_10m_8ghz:n_between,radio_10m_8ghz:earth_term_known,radio_10m_1p4ghz:n_pairs,radio_10m_1p4ghz:n_spillover,radio_10m_1p4ghz:n_between,radio_10m_1p4ghz:earth_term_known,radio_10m_1p4ghz:drift_centre_hz_s_min,radio_10m_1p4ghz:drift_centre_hz_s_max,radio_10m_1p4ghz:halfwidth_tight_hz_s_min,radio_10m_1p4ghz:halfwidth_tight_hz_s_max,radio_10m_1p4ghz:halfwidth_loose_hz_s_max,radio_10m_1p4ghz:n_pairs_with_kinematics,radio_10m_1p4ghz:alpha_rad_min,radio_10m_1p4ghz:flux_ratio_max,overfilled_5deg:n_pairs,overfilled_5deg:n_spillover,overfilled_5deg:n_between,overfilled_5deg:earth_term_known,overfilled_5deg:drift_centre_hz_s_min,overfilled_5deg:drift_centre_hz_s_max,overfilled_5deg:halfwidth_tight_hz_s_min,overfilled_5deg:halfwidth_tight_hz_s_max,overfilled_5deg:halfwidth_loose_hz_s_max,overfilled_5deg:n_pairs_with_kinematics,overfilled_5deg:alpha_rad_min,overfilled_5deg:flux_ratio_max,radio_100m_1p4ghz:drift_centre_hz_s_min,radio_100m_1p4ghz:drift_centre_hz_s_max,radio_100m_1p4ghz:halfwidth_tight_hz_s_min,radio_100m_1p4ghz:halfwidth_tight_hz_s_max,radio_100m_1p4ghz:halfwidth_loose_hz_s_max,radio_100m_1p4ghz:n_pairs_with_kinematics,radio_100m_1p4ghz:alpha_rad_min,radio_100m_1p4ghz:flux_ratio_max,radio_10m_8ghz:drift_centre_hz_s_min,radio_10m_8ghz:drift_centre_hz_s_max,radio_10m_8ghz:halfwidth_tight_hz_s_min,radio_10m_8ghz:halfwidth_tight_hz_s_max,radio_10m_8ghz:halfwidth_loose_hz_s_max,radio_10m_8ghz:n_pairs_with_kinematics,radio_10m_8ghz:alpha_rad_min,radio_10m_8ghz:flux_ratio_max
HIP95730,264859,4316214125587568640,GBT,NAN,57852.541666666664,3,2.300390625,8.7,0,0,0,0,True,2,0,2,True,3,0,3,True,22,0,22,True,-0.1815286783533414,-0.18152867068464185,0.011937669687023979,0.09722232481650582,7.673893065070891,12,0.0009753999949527257,17.498129174281896,291,5,286,True,-0.18152867905151754,-0.18152831037778042,0.011937669687023979,0.3329870832046614,7.680498876458581,143,0.0009753999949527257,19.736155549278166,-0.18152867431782402,-0.18152867417191407,0.011937669687023979,0.012056652462883446,7.673286646318447,2.0,0.0009753999949527257,16.15712625638123,-0.1815286783533414,-0.18152867417191407,0.011937669687023979,0.01848458292244242,7.673299438540516,2.0,0.0009753999949527257,16.15712625638123
HIP95730,264859,4316214125587568640,GBT,NAN,57852.583333333336,6,2.300390625,8.7,0,0,0,0,True,2,0,2,True,3,0,3,True,22,0,22,True,-0.15663445644102397,-0.1566344487723244,0.011937669687023979,0.09722232481650582,7.673893065070891,12,0.0009753999949527257,17.498129174281896,291,5,286,True,-0.1566344571392001,-0.156634088465463,0.011937669687023979,0.3329870832046614,7.680498876458581,143,0.0009753999949527257,19.736155549278166,-0.1566344524055066,-0.15663445225959663,0.011937669687023979,0.012056652462883446,7.673286646318447,2.0,0.0009753999949527257,16.15712625638123,-0.15663445644102397,-0.15663445225959663,0.011937669687023979,0.01848458292244242,7.673299438540516,2.0,0.0009753999949527257,16.15712625638123
HIP95802,77385,2128364343387848704,GBT,NAN,59103.041666666664,139,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,61,3,58,True,-0.09748674065281744,-0.09748670399101479,0.010827463878478506,0.06384500554941397,4.920810345990363,31,0.0011268858674399094,5.0302256358286375,684,73,611,True,-0.09748674119608096,-0.09748664609438831,0.010827463878478506,0.2144274150698486,4.925066232326802,390,0.0011268858674399094,5.04290818897002,-0.09748672983076492,-0.09748672983076492,0.010827463878478506,0.010827463878478506,4.920408063407569,0.0,0.0011268858674399094,3.43208295698157,-0.09748672983076492,-0.09748672983076492,0.010827463878478506,0.010827463878478506,4.920408063407569,0.0,0.0011268858674399094,3.43208295698157
HIP95852,134339,2142487780699375872,GBT,L,58844.083333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,64,3,61,True,0.031024090568942106,0.03102410390480774,0.012993735754970768,0.06400055278287556,4.920812366594433,38,0.001844268999539379,5.205820186930704,690,58,632,True,0.031024090536661955,0.03102419120000734,0.012993735754970768,0.21480537001216132,4.925082702194781,369,0.001844268999539379,5.256799525627526,,,,,,,,,0.03102409218541521,0.03102409218541521,0.012993735754970768,0.012993735754970768,4.920413307196974,1.0,0.001844268999539379,2.2521162468575437
HIP95852,134339,2142487780699375872,GBT,S,58819.791666666664,6,2.26962890625,5.4,0,0,0,0,True,0,0,0,True,1,0,1,True,64,3,61,True,-0.10083792093410898,-0.10083790041515148,0.016776087892070475,0.0978708097296714,7.571299718037179,38,0.001844268999539379,5.205820186930704,690,58,632,True,-0.10083792098377617,-0.10083776610017406,0.016776087892070475,0.33032693576448685,7.57787018953507,369,0.001844268999539379,5.256799525627526,,,,,,,,,-0.10083791844695562,-0.10083791844695562,0.016776087892070475,0.016776087892070475,7.570685712805524,1.0,0.001844268999539379,2.2521162468575437
HIP96032,163110,4316355859536158208,GBT,NAN,57867.5,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,76,10,66,True,-0.19117286500228214,-0.19117283456767964,0.017407006524257973,0.09890592247228053,7.673914579613229,39,0.0019176174870318187,5.159445738896554,729,87,642,True,-0.1911728651599537,-0.19117259641821419,0.017407006524257973,0.33459278334317766,7.680568658918799,376,0.0019176174870318187,5.185637703028167,,,,,,,,,-0.19117286486742252,-0.19117286486742252,0.017407006524257973,0.017407006524257973,7.673296918377167,1.0,0.0019176174870318187,3.262278364839472
HIP9607,214415,76595798217424384,GBT,NAN,58860.875,1,2.401464842353,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,32,0,32,True,-0.15902608556503312,-0.15902604567901354,0.010008907481105727,0.10099854776413911,8.011061162082703,16,0.0004618682412859054,9.274379503924305,353,8,345,True,-0.15902608556503312,-0.1590260120346359,0.010008907481105727,0.3494653705933069,8.018043793920267,168,0.0004618682412859054,9.590086793139344,-0.15902606790658502,-0.15902606790658502,0.010008907481105727,0.010008907481105727,8.010430725885366,1.0,0.0004618682412859054,5.041820823582685,-0.15902607035047808,-0.15902606790658502,0.010008907481105727,0.0189046068648859,8.010446780307582,2.0,0.0004618682412859054,5.041820823582685
HIP9607,214415,76595798217424384,GBT,NAN,59256.791666666664,1,9.37646484375,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,32,0,32,True,-0.5210059599475968,-0.5210058042135408,0.01718040351153152,0.3927812905944536,31.278986361623026,16,0.0004618682412859054,9.274379503924305,353,8,345,True,-0.5210059599475968,-0.5210056728498337,0.01718040351153152,1.3640280437547219,31.306249905929448,168,0.0004618682412859054,9.590086793139344,-0.5210058910005879,-0.5210058910005879,0.01718040351153152,0.01718040351153152,31.27652483628293,1.0,0.0004618682412859054,5.041820823582685,-0.5210059005427128,-0.5210058910005879,0.01718040351153152,0.06493270308355734,31.27658752044871,2.0,0.0004618682412859054,5.041820823582685
HIP96258,258589,2136027771930903808,APF,NAN,57495.291666666664,1,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,26,0,26,True,0.023241447552076983,0.023241463766609773,0.016185032152661705,0.0615812126044054,4.7370104471080685,16,0.0027965844457341145,23.7187525746795,212,1,211,True,0.02324144751742294,0.0232414970621601,0.016185032152661705,0.20675973719024082,4.741120681778532,121,0.0027965844457341145,24.20593588509068,,,,,,,,,,,,,,,,
HIP96258,258589,2136027771930903808,APF,NAN,57496.25,1,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,26,0,26,True,0.04131633911207543,0.04131635532660823,0.016185032152661705,0.0615812126044054,4.7370104471080685,16,0.0027965844457341145,23.7187525746795,212,1,211,True,0.041316339077421396,0.041316388622158556,0.016185032152661705,0.20675973719024082,4.741120681778532,121,0.0027965844457341145,24.20593588509068,,,,,,,,,,,,,,,,
HIP96258,258589,2136027771930903808,GBT,NAN,57858.416666666664,9,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,26,0,26,True,-0.11421582210050296,-0.11421579583306689,0.02338754562106577,0.09905451080222481,7.673916496145281,16,0.0027965844457341145,23.7187525746795,212,1,211,True,-0.11421582215664226,-0.11421574189449518,0.02338754562106577,0.33473962152034287,7.680575057111021,121,0.0027965844457341145,24.20593588509068,,,,,,,,,,,,,,,,
HIP96306,77991,2142282721781775872,GBT,L,58844.083333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,63,3,60,True,0.02971382805161794,0.029713834783973016,0.022106767660309647,0.06402560397536315,4.9208126924763755,39,0.004075973165657105,4.91847205147496,724,63,661,True,0.02971382799384063,0.02971391205880403,0.022106767660309647,0.21479756900464697,4.925082361963351,389,0.004075973165657105,4.941572056872202,,,,,,,,,,,,,,,,
HIP96842,54851,4302763834205744640,GBT,NAN,57574.25,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,89,16,73,True,-0.1515531422890973,-0.15155310571172817,0.01504166621717285,0.0637762395055558,4.920809454266407,49,0.002402669593779667,4.003521905355525,1027,170,857,True,-0.15155314246628332,-0.15155285273570346,0.01504166621717285,0.21479376210802276,4.925082195934674,543,0.002402669593779667,4.003521905355525,,,,,,,,,,,,,,,,
HIP96842,54851,4302763834205744640,GBT,NAN,57580.208333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,89,16,73,True,-0.14995298768117954,-0.14995295110381043,0.01504166621717285,0.0637762395055558,4.920809454266407,49,0.002402669593779667,4.003521905355525,1027,170,857,True,-0.14995298785836558,-0.14995269812778572,0.01504166621717285,0.21479376210802276,4.925082195934674,543,0.002402669593779667,4.003521905355525,,,,,,,,,,,,,,,,
HIP96842,54851,4302763834205744640,GBT,NAN,57690.916666666664,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,89,16,73,True,-0.1913905257969325,-0.19139046951790994,0.02042937223552203,0.09752354304853644,7.5712952370384725,49,0.002402669593779667,4.003521905355525,1027,170,857,True,-0.19139052606955617,-0.19139008028151205,0.02042937223552203,0.3303090658228803,7.577869410587485,543,0.002402669593779667,4.003521905355525,,,,,,,,,,,,,,,,
HIP96906,234179,2048592442637772800,GBT,NAN,57619.125,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,41,1,40,True,-0.12040878632601103,-0.12040877737891004,0.015613221704270736,0.06385910510010936,4.920810528945041,23,0.0025488272220112332,8.109585163545583,448,24,424,True,-0.12040878750907881,-0.12040862641284161,0.015613221704270736,0.21462394789650233,4.925074792882121,224,0.0025488272220112332,8.147335182335508,,,,,,,,,,,,,,,,
HIP96943,233312,4301150163437095936,GBT,NAN,57665.0,3,1.47509765625,8.7,1,0,0,0,True,0,0,0,True,5,1,4,True,97,6,91,True,-0.137216627346538,-0.13721420348737673,0.011813960863474504,0.06370039983010375,4.920808471929252,31,0.0014806896554781298,9.677963071511131,991,73,918,True,-0.13721662736492896,-0.13721418698649104,0.011813960863474504,0.2148033352961431,4.925082613451934,502,0.0014806896554781298,9.84395198522751,,,,,,,,,-0.13721662585804856,-0.13721422753639684,0.011813960863474504,0.014410880171687969,4.9204172536421655,3.0,0.0014806896554781298,7.076865013899948
HIP96950,232306,4181661561906716672,GBT,NAN,58800.0,32,6.001464842353,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,71,1,70,True,-0.3592338514345337,-0.3592165736121942,0.07959449993222477,0.2564751601429685,20.020374781533153,13,0.003948767422953129,8.077582714427711,842,29,813,True,-0.3592338518537764,-0.3592165736121942,0.07959449993222477,0.8733649581500694,20.037774158708416,217,0.003948767422953129,8.129138826219577,,,,,,,,,,,,,,,,
HIP96950,232306,4181661561906716672,GBT,NAN,58841.875,23,9.470214842353,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,71,1,70,True,-0.5000520278165295,-0.5000331240829149,0.12508475251549095,0.404554424770185,31.591826853105637,13,0.003948767422953129,8.077582714427711,842,29,813,True,-0.5000520284780876,-0.5000331240829149,0.12508475251549095,1.3781090783586176,31.619282791769006,217,0.003948767422953129,8.129138826219577,,,,,,,,,,,,,,,,
HIP96950,232306,4181661561906716672,GBT,NAN,59404.291666666664,8,1.50146484375,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,71,1,70,True,-0.1506391676679885,-0.15063870635670387,0.021854331730382304,0.06479443433990378,5.008766735357552,13,0.003948767422953129,8.077582714427711,842,29,813,True,-0.1506391677728759,-0.15063870635670387,0.021854331730382304,0.21868656845344273,5.013119757768097,217,0.003948767422953129,8.129138826219577,,,,,,,,,,,,,,,,
HIP96976,201421,4301163323217047040,GBT,NAN,57665.041666666664,3,1.47509765625,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,91,2,89,True,-0.13414486406188944,-0.13413850494504,0.01505216048466106,0.0638261228286595,4.920810101032911,26,0.0024053826589530863,6.848129126876647,985,66,919,True,-0.1341448643822698,-0.13413847871848741,0.01505216048466106,0.21485838668660343,4.9250850147791105,492,0.0024053826589530863,6.954498595551798,,,,,,,,,,,,,,,,
HIP97030,255050,4193091500674652672,GBT,NAN,57619.125,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,18,0,18,True,-0.152375742343236,-0.15237573428583112,0.02071512707702655,0.06330282794659513,4.920803341376104,11,0.003761927299758115,10.820030007328983,279,8,271,True,-0.15237574271810506,-0.15237570819364932,0.02071512707702655,0.21483207504114768,4.925083866995432,137,0.003761927299758115,11.499300450391846,,,,,,,,,,,,,,,,
HIP97051,263407,4302670684951953408,APF,NAN,57887.416666666664,3,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.1123216476266065,-0.11232164121715041,0.016903864653862535,0.060348139422323026,4.736994577598426,11,0.0029801094959009855,22.293265369502887,250,3,247,True,-0.11232164788360165,-0.11232159736593417,0.016903864653862535,0.20642636770440928,4.741106155271025,125,0.0029801094959009855,23.367656042742457,,,,,,,,,,,,,,,,
HIP97051,263407,4302670684951953408,APF,NAN,58329.291666666664,6,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.1485462947532617,-0.14854628834380557,0.016903864653862535,0.060348139422323026,4.736994577598426,11,0.0029801094959009855,22.293265369502887,250,3,247,True,-0.14854629501025682,-0.14854624449258935,0.016903864653862535,0.20642636770440928,4.741106155271025,125,0.0029801094959009855,23.367656042742457,,,,,,,,,,,,,,,,
HIP97051,263407,4302670684951953408,APF,NAN,58330.25,2,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.1422868124332959,-0.1422868060238398,0.016903864653862535,0.060348139422323026,4.736994577598426,11,0.0029801094959009855,22.293265369502887,250,3,247,True,-0.14228681269029106,-0.1422867621726236,0.016903864653862535,0.20642636770440928,4.741106155271025,125,0.0029801094959009855,23.367656042742457,,,,,,,,,,,,,,,,
HIP97051,263407,4302670684951953408,APF,NAN,58330.291666666664,4,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.148656322500266,-0.14865631609080987,0.016903864653862535,0.060348139422323026,4.736994577598426,11,0.0029801094959009855,22.293265369502887,250,3,247,True,-0.14865632275726112,-0.14865627223959366,0.016903864653862535,0.20642636770440928,4.741106155271025,125,0.0029801094959009855,23.367656042742457,,,,,,,,,,,,,,,,
HIP97051,263407,4302670684951953408,GBT,NAN,57485.458333333336,18,1.50146484375,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.12153281475877817,-0.12153280798161409,0.017585741117100595,0.06373024765953744,5.008753081852775,11,0.0029801094959009855,22.293265369502887,250,3,247,True,-0.12153281503051704,-0.12153276161467076,0.017585741117100595,0.2182455812645979,5.0131005400095905,125,0.0029801094959009855,23.367656042742457,,,,,,,,,,,,,,,,
HIP97051,263407,4302670684951953408,GBT,NAN,57867.458333333336,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.20357842523537897,-0.20357841485210243,0.024686010574913448,0.0970423954930167,7.6738907876137645,11,0.0029801094959009855,22.293265369502887,250,3,247,True,-0.20357842565170944,-0.20357834381342166,0.024686010574913448,0.3341992261435407,7.680551524236741,125,0.0029801094959009855,23.367656042742457,,,,,,,,,,,,,,,,
HIP97051,263407,4302670684951953408,GBT,NAN,57867.5,6,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.19494154163908636,-0.1949415312558098,0.024686010574913448,0.0970423954930167,7.6738907876137645,11,0.0029801094959009855,22.293265369502887,250,3,247,True,-0.1949415420554168,-0.19494146021712902,0.024686010574913448,0.3341992261435407,7.680551524236741,125,0.0029801094959009855,23.367656042742457,,,,,,,,,,,,,,,,
HIP9716,260947,5147846340974080000,APF,NAN,57668.375,1,1.42,0.05,0,0,0,0,True,1,0,1,True,1,0,1,True,22,0,22,True,-0.14781299981117363,-0.14781299000646944,0.009855648655219802,0.060783845382261885,4.737000148419315,10,0.0006887806275089296,22.6724137625969,240,1,239,True,-0.14781299981117363,-0.14781294953474594,0.009855648655219802,0.2061647173407276,4.741094770297399,114,0.0006887806275089296,22.78722898478995,-0.1478129995882594,-0.1478129995882594,0.009855648655219802,0.009855648655219802,4.736620405318075,0.0,0.0006887806275089296,14.930476792402386,-0.1478129995882594,-0.1478129995882594,0.009855648655219802,0.009855648655219802,4.736620405318075,0.0,0.0006887806275089296,14.930476792402386
HIP9716,260947,5147846340974080000,GBT,NAN,57753.041666666664,9,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,22,0,22,True,-0.13179219538872092,-0.1317921852035828,0.009898273562293822,0.06308812671997296,4.920800584072191,10,0.0006887806275089296,22.6724137625969,240,1,239,True,-0.13179219538872092,-0.1317921431615092,0.009898273562293822,0.21414817442287573,4.925054082655421,114,0.0006887806275089296,22.78722898478995,-0.13179219515715737,-0.13179219515715737,0.009898273562293822,0.009898273562293822,4.920406106439965,0.0,0.0006887806275089296,14.930476792402386,-0.13179219515715737,-0.13179219515715737,0.009898273562293822,0.009898273562293822,4.920406106439965,0.0,0.0006887806275089296,14.930476792402386
HIP9716,260947,5147846340974080000,GBT,NAN,57873.708333333336,9,2.26962890625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,22,0,22,True,-0.15567349563295954,-0.15567347996180456,0.010662143835199093,0.09645815779600089,7.57128158908108,10,0.0006887806275089296,22.6724137625969,240,1,239,True,-0.15567349563295954,-0.155673415274626,0.010662143835199093,0.3293152056664397,7.577826154619533,114,0.0006887806275089296,22.78722898478995,-0.155673495276669,-0.155673495276669,0.010662143835199093,0.010662143835199093,7.57067463349627,0.0,0.0006887806275089296,14.930476792402386,-0.155673495276669,-0.155673495276669,0.010662143835199093,0.010662143835199093,7.57067463349627,0.0,0.0006887806275089296,14.930476792402386
HIP97223,263575,2032017717217569280,APF,NAN,57887.416666666664,1,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,21,0,21,True,-0.09493879526133979,-0.09493877857002923,0.027365558690970477,0.06160954260990689,4.7370108154833,9,0.0054335943234098995,33.07575707415722,225,0,225,True,-0.09493879527836636,-0.09493877857002923,0.027365558690970477,0.2061225791090255,4.741092938119197,101,0.0054335943234098995,33.40412763587262,,,,,,,,,,,,,,,,
HIP97223,263575,2032017717217569280,APF,NAN,57887.458333333336,2,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,21,0,21,True,-0.10862233695857416,-0.10862232026726361,0.027365558690970477,0.06160954260990689,4.7370108154833,9,0.0054335943234098995,33.07575707415722,225,0,225,True,-0.10862233697560074,-0.10862232026726361,0.027365558690970477,0.2061225791090255,4.741092938119197,101,0.0054335943234098995,33.40412763587262,,,,,,,,,,,,,,,,
HIP97223,263575,2032017717217569280,APF,NAN,58329.333333333336,6,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,21,0,21,True,-0.12643241924800164,-0.1264324025566911,0.027365558690970477,0.06160954260990689,4.7370108154833,9,0.0054335943234098995,33.07575707415722,225,0,225,True,-0.1264324192650282,-0.1264324025566911,0.027365558690970477,0.2061225791090255,4.741092938119197,101,0.0054335943234098995,33.40412763587262,,,,,,,,,,,,,,,,
HIP97223,263575,2032017717217569280,APF,NAN,58330.333333333336,6,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,21,0,21,True,-0.1260905811159693,-0.12609056442465874,0.027365558690970477,0.06160954260990689,4.7370108154833,9,0.0054335943234098995,33.07575707415722,225,0,225,True,-0.12609058113299587,-0.12609056442465874,0.027365558690970477,0.2061225791090255,4.741092938119197,101,0.0054335943234098995,33.40412763587262,,,,,,,,,,,,,,,,
HIP97319,203542,2020881416742340608,GBT,NAN,57871.541666666664,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,3,0,3,True,43,4,39,True,-0.15254533391169126,-0.15254531254187217,0.014072972640829764,0.09893565892234149,7.673914962931684,16,0.001376482079781136,6.779976217707752,564,49,515,True,-0.15254533391689526,-0.15254522846064647,0.014072972640829764,0.33475178344431306,7.680575587169202,276,0.001376482079781136,6.85747289808592,,,,,,,,,-0.15254533166796266,-0.1525453307148743,0.014072972640829764,0.017622327645928863,7.673297409857906,1.0,0.001376482079781136,4.321174449314461
HIP97380,53199,4193644142708950016,GBT,NAN,57619.166666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,52,7,45,True,-0.15068861335526498,-0.15068860161113198,0.01851372496168429,0.06369780380925424,4.9208084383241655,34,0.003253472422447121,4.41774398953718,796,83,713,True,-0.15068861338290218,-0.15068849634992076,0.01851372496168429,0.21482796988963024,4.925083687930499,424,0.003253472422447121,4.4243293443922695,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,APF,NAN,57674.25,1,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.1367567523413384,-0.13675673782091888,0.015739378500257292,0.06125308124739062,4.73700619275798,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.1367567528214403,-0.13675665840590756,0.015739378500257292,0.20679435382342337,4.741122191532128,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,APF,NAN,58414.291666666664,6,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.13626317214665926,-0.1362631576262397,0.015739378500257292,0.06125308124739062,4.73700619275798,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.13626317262676116,-0.13626307821122838,0.015739378500257292,0.20679435382342337,4.741122191532128,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,C,58860.458333333336,3,6.07470703125,2.1,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,0.480827954630398,0.4808280167482112,0.055111719451383386,0.2591674379718517,20.264698872775313,12,0.0026808104498107204,22.391945867742045,262,1,261,True,0.48082795257654,0.48082835648266725,0.055111719451383386,0.883812399485482,20.28230699404879,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57587.166666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.012491977645670154,-0.012491962561841406,0.016139492930220316,0.0635759850627384,4.920806862939134,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.01249197814440057,-0.012491880065435012,0.016139492930220316,0.21480229017715663,4.925082567870059,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57587.208333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.042405469334852425,-0.04240545425102368,0.016139492930220316,0.0635759850627384,4.920806862939134,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.04240546983358284,-0.04240537175461729,0.016139492930220316,0.21480229017715663,4.925082567870059,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57619.166666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.08451662176157858,-0.08451660667774982,0.016139492930220316,0.0635759850627384,4.920806862939134,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.084516622260309,-0.08451652418134344,0.016139492930220316,0.21480229017715663,4.925082567870059,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57676.916666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.030666901208320652,-0.030666886124491904,0.016139492930220316,0.0635759850627384,4.920806862939134,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.03066690170705107,-0.030666803628085507,0.016139492930220316,0.21480229017715663,4.925082567870059,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57676.958333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.06070653075888235,-0.060706515675053606,0.016139492930220316,0.0635759850627384,4.920806862939134,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.060706531257612766,-0.060706433178647205,0.016139492930220316,0.21480229017715663,4.925082567870059,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57697.875,6,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.06106036413227742,-0.06106034060929365,0.02257519992271484,0.09851912745323192,7.673909604118004,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.06106036491003933,-0.0610602119574996,0.02257519992271484,0.33479573537726376,7.68057750290479,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57871.541666666664,9,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.11777872637436441,-0.11777870285138065,0.02257519992271484,0.09851912745323192,7.673909604118004,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.11777872715212633,-0.1177785741995866,0.02257519992271484,0.33479573537726376,7.68057750290479,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
HIP974,260019,2856765684112654336,GBT,NAN,57871.583333333336,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,22,0,22,True,-0.1368440511827208,-0.13684402765973702,0.02257519992271484,0.09851912745323192,7.673909604118004,12,0.0026808104498107204,22.391945867742045,262,1,261,True,-0.13684405196048274,-0.136843899007943,0.02257519992271484,0.33479573537726376,7.68057750290479,130,0.0026808104498107204,23.54686821673554,,,,,,,,,,,,,,,,
