target,gaia_idx,source_id,telescope,band,mjd_session,n_files,freq_centre_ghz,hpbw_arcmin,n_in_beam_neighbours,optical_10m_1um:n_pairs,optical_10m_1um:n_spillover,optical_10m_1um:n_between,optical_10m_1um:earth_term_known,radio_100m_1p4ghz:n_pairs,radio_100m_1p4ghz:n_spillover,radio_100m_1p4ghz:n_between,radio_100m_1p4ghz:earth_term_known,radio_10m_8ghz:n_pairs,radio_10m_8ghz:n_spillover,radio_10m_8ghz:n_between,radio_10m_8ghz:earth_term_known,radio_10m_1p4ghz:n_pairs,radio_10m_1p4ghz:n_spillover,radio_10m_1p4ghz:n_between,radio_10m_1p4ghz:earth_term_known,radio_10m_1p4ghz:drift_centre_hz_s_min,radio_10m_1p4ghz:drift_centre_hz_s_max,radio_10m_1p4ghz:halfwidth_tight_hz_s_min,radio_10m_1p4ghz:halfwidth_tight_hz_s_max,radio_10m_1p4ghz:halfwidth_loose_hz_s_max,radio_10m_1p4ghz:n_pairs_with_kinematics,radio_10m_1p4ghz:alpha_rad_min,radio_10m_1p4ghz:flux_ratio_max,overfilled_5deg:n_pairs,overfilled_5deg:n_spillover,overfilled_5deg:n_between,overfilled_5deg:earth_term_known,overfilled_5deg:drift_centre_hz_s_min,overfilled_5deg:drift_centre_hz_s_max,overfilled_5deg:halfwidth_tight_hz_s_min,overfilled_5deg:halfwidth_tight_hz_s_max,overfilled_5deg:halfwidth_loose_hz_s_max,overfilled_5deg:n_pairs_with_kinematics,overfilled_5deg:alpha_rad_min,overfilled_5deg:flux_ratio_max,radio_100m_1p4ghz:drift_centre_hz_s_min,radio_100m_1p4ghz:drift_centre_hz_s_max,radio_100m_1p4ghz:halfwidth_tight_hz_s_min,radio_100m_1p4ghz:halfwidth_tight_hz_s_max,radio_100m_1p4ghz:halfwidth_loose_hz_s_max,radio_100m_1p4ghz:n_pairs_with_kinematics,radio_100m_1p4ghz:alpha_rad_min,radio_100m_1p4ghz:flux_ratio_max,radio_10m_8ghz:drift_centre_hz_s_min,radio_10m_8ghz:drift_centre_hz_s_max,radio_10m_8ghz:halfwidth_tight_hz_s_min,radio_10m_8ghz:halfwidth_tight_hz_s_max,radio_10m_8ghz:halfwidth_loose_hz_s_max,radio_10m_8ghz:n_pairs_with_kinematics,radio_10m_8ghz:alpha_rad_min,radio_10m_8ghz:flux_ratio_max
HIP103077,255576,6889877723248418816,GBT,NAN,57669.125,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,40,0,40,True,-0.19527638686812257,-0.1952763387342452,0.02126865163792541,0.09922681645078558,7.6739187221916385,22,0.0024927565640118538,10.57634384463411,386,9,377,True,-0.19527638689660295,-0.19527624827972553,0.02126865163792541,0.3347066784372119,7.680573621435502,207,0.0024927565640118538,10.632677747993686,,,,,,,,,,,,,,,,
HIP103104,8445,2167218133679438080,GBT,NAN,58002.166666666664,3,2.26962890625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,79,6,73,True,-0.15204354828563943,-0.15204352567491675,0.012727368676769626,0.09722858327204494,7.571291443496137,39,0.0011476978575152902,4.057892517006372,844,91,753,True,-0.15204354832784112,-0.15204350236742,0.012727368676769626,0.33029398900181434,7.577868753424241,438,0.0011476978575152902,4.103540598736979,-0.15204354808086942,-0.15204354808086942,0.012727368676769626,0.012727368676769626,7.570677823739837,0.0,0.0011476978575152902,3.9162253485647005,-0.15204354808086942,-0.15204354808086942,0.012727368676769626,0.012727368676769626,7.570677823739837,0.0,0.0011476978575152902,3.9162253485647005
HIP103150,255579,6916526964529218560,GBT,NAN,57957.25,3,1.47509765625,8.7,1,0,0,0,True,1,1,0,True,1,1,0,True,82,6,76,True,-0.1570233518491755,-0.15701549532902886,0.009731291400050484,0.0637553759033635,4.920809183907537,11,0.000582263355317781,16.56025178171383,1064,98,966,True,-0.1570233518491755,-0.1570153086102111,0.009731291400050484,0.2147094701422749,4.925078520494974,152,0.000582263355317781,16.70439275800923,-0.1570233518491755,-0.1570233518491755,0.009731291400050484,0.009731291400050484,4.920405773358992,0.0,0.000582263355317781,0.3974155965237019,-0.1570233518491755,-0.1570233518491755,0.009731291400050484,0.009731291400050484,4.920405773358992,0.0,0.000582263355317781,0.3974155965237019
HIP103150,255579,6916526964529218560,GBT,NAN,57957.375,3,1.47509765625,8.7,1,0,0,0,True,1,1,0,True,1,1,0,True,82,6,76,True,-0.12209306912949469,-0.12201577240450151,0.009731291400050484,0.0637553759033635,4.920809183907537,11,0.000582263355317781,16.56025178171383,1064,98,966,True,-0.12209307599724646,-0.12201577240450151,0.009731291400050484,0.2147094701422749,4.925078520494974,152,0.000582263355317781,16.70439275800923,-0.12201577240450151,-0.12201577240450151,0.009731291400050484,0.009731291400050484,4.920405773358992,0.0,0.000582263355317781,0.3974155965237019,-0.12201577240450151,-0.12201577240450151,0.009731291400050484,0.009731291400050484,4.920405773358992,0.0,0.000582263355317781,0.3974155965237019
HIP103237,161872,6916960034670493696,GBT,NAN,57669.166666666664,3,2.300390625,8.7,1,0,0,0,True,4,0,4,True,6,1,5,True,101,17,84,True,-0.16992117446255667,-0.1697359409635122,0.0099801524780049,0.09924015269374507,7.673918894646142,25,0.00047192989414327516,5.456084504449247,1385,137,1248,True,-0.16992117446255667,-0.1697358903710536,0.0099801524780049,0.33486672369757015,7.680580597607211,343,0.00047192989414327516,5.490985141656236,-0.16992117446255667,-0.1697359409635122,0.0099801524780049,0.010598496137953054,7.673284493736745,1.0,0.00047192989414327516,3.8019113546457057,-0.16992117446255667,-0.1697359409635122,0.0099801524780049,0.01970253562681772,7.673302469185645,1.0,0.00047192989414327516,3.8019113546457057
HIP103261,115642,6916948176264955904,GBT,NAN,57669.166666666664,3,2.300390625,8.7,1,0,0,0,True,4,0,4,True,6,1,5,True,101,17,84,True,-0.16992117446255667,-0.1697359409635122,0.0099801524780049,0.09924015269374507,7.673918894646142,25,0.00047192989414327516,5.456084504449247,1385,137,1248,True,-0.16992117446255667,-0.1697358903710536,0.0099801524780049,0.33486672369757015,7.680580597607211,343,0.00047192989414327516,5.490985141656236,-0.16992117446255667,-0.1697359409635122,0.0099801524780049,0.010598496137953054,7.673284493736745,1.0,0.00047192989414327516,3.8019113546457057,-0.16992117446255667,-0.1697359409635122,0.0099801524780049,0.01970253562681772,7.673302469185645,1.0,0.00047192989414327516,3.8019113546457057
HIP103271,234549,1750454431616341248,GBT,NAN,57574.333333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,39,3,36,True,-0.1474753400801846,-0.14747524022976685,0.01563563941821482,0.06383403707297253,4.920810203692195,22,0.0025544970803677717,6.709611018729652,423,18,405,True,-0.14747534017512032,-0.14747524022976685,0.01563563941821482,0.21482195024348005,4.925083425362316,236,0.0025544970803677717,7.093630926835578,,,,,,,,,,,,,,,,
HIP103271,234549,1750454431616341248,GBT,NAN,57580.291666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,39,3,36,True,-0.15081604482380456,-0.1508159449733868,0.01563563941821482,0.06383403707297253,4.920810203692195,22,0.0025544970803677717,6.709611018729652,423,18,405,True,-0.15081604491874026,-0.1508159449733868,0.01563563941821482,0.21482195024348005,4.925083425362316,236,0.0025544970803677717,7.093630926835578,,,,,,,,,,,,,,,,
HIP103271,234549,1750454431616341248,GBT,NAN,57669.083333333336,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,39,3,36,True,-0.2184093111937961,-0.2184091554787057,0.02169570178847668,0.09892410432263828,7.67391481397314,22,0.0025544970803677717,6.709611018729652,423,18,405,True,-0.2184093113418468,-0.2184091554787057,0.02169570178847668,0.3348264118610903,7.680578840151318,236,0.0025544970803677717,7.093630926835578,,,,,,,,,,,,,,,,
HIP103311,233898,6882840883188886528,GBT,NAN,57574.333333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,1,0,True,28,1,27,True,-0.1480146089872228,-0.1480146089872228,0.013264231103156724,0.06375700338748327,4.920809204993945,0,0.001922160648292443,9.943006567225044,348,12,336,True,-0.1480146089872228,-0.1480146089872228,0.013264231103156724,0.21449576296412098,4.92506920852913,0,0.001922160648292443,10.074987626882908,,,,,,,,,-0.1480146089872228,-0.1480146089872228,0.013264231103156724,0.013264231103156724,4.920414028951115,0.0,0.001922160648292443,0.7701784436091766
HIP103311,233898,6882840883188886528,GBT,NAN,57580.291666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,1,0,True,28,1,27,True,-0.15107128779917234,-0.15107128779917234,0.013264231103156724,0.06375700338748327,4.920809204993945,0,0.001922160648292443,9.943006567225044,348,12,336,True,-0.15107128779917234,-0.15107128779917234,0.013264231103156724,0.21449576296412098,4.92506920852913,0,0.001922160648292443,10.074987626882908,,,,,,,,,-0.15107128779917234,-0.15107128779917234,0.013264231103156724,0.013264231103156724,4.920414028951115,0.0,0.001922160648292443,0.7701784436091766
HIP103311,233898,6882840883188886528,GBT,NAN,57669.041666666664,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,1,1,0,True,28,1,27,True,-0.2149891803452003,-0.2149891803452003,0.01743648495693807,0.09880321280948885,7.673913256517945,0,0.001922160648292443,9.943006567225044,348,12,336,True,-0.2149891803452003,-0.2149891803452003,0.01743648495693807,0.33431744680804476,7.680556669209637,0,0.001922160648292443,10.074987626882908,,,,,,,,,-0.2149891803452003,-0.2149891803452003,0.01743648495693807,0.01743648495693807,7.6732969853061235,0.0,0.001922160648292443,0.7701784436091766
HIP10359,80833,2487290160401205248,GBT,NAN,57728.083333333336,3,2.300390625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,64,4,60,True,-0.23096963636871257,-0.23096960322218388,0.012874846972982586,0.0968077786027734,7.673887824284272,28,0.0011603210139625253,4.635222760410224,699,70,629,True,-0.2309696365497096,-0.2309694221305651,0.012874846972982586,0.33409124923993616,7.680546826660136,353,0.0011603210139625253,4.676514112037336,-0.23096963636871257,-0.23096963636871257,0.012874846972982586,0.012874846972982586,7.6732879755281544,1.0,0.0011603210139625253,3.5697954397175757,-0.23096963636871257,-0.2309696316196716,0.012874846972982586,0.015531573190412484,7.673292893110894,1.0,0.0011603210139625253,4.520678903116929
HIP103650,258439,2271636863174005504,APF,NAN,57573.416666666664,1,1.42,0.05,0,0,0,0,True,1,0,1,True,2,0,2,True,25,0,25,True,-0.03934684968336435,-0.03934683907753335,0.01097749536230451,0.05868406499345944,4.736973669944695,9,0.0012313178575511815,22.261164798407403,275,0,275,True,-0.03934684968336435,-0.03934681620393909,0.01097749536230451,0.2064146930847562,4.741105646975865,129,0.0012313178575511815,22.44194152066151,-0.039346844066660634,-0.039346844066660634,0.01097749536230451,0.01097749536230451,4.736622872434493,1.0,0.0012313178575511815,8.151079283406167,-0.03934684750761084,-0.039346844066660634,0.01097749536230451,0.01378899516364151,4.7366302227060935,1.0,0.0012313178575511815,14.730863073376785
HIP103650,258439,2271636863174005504,GBT,NAN,57683.083333333336,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,25,0,25,True,-0.04719520841535753,-0.04719519739800792,0.011099382432896822,0.06090493121170595,4.920773078197987,9,0.0012313178575511815,22.261164798407403,275,0,275,True,-0.04719520841535753,-0.047195173636891526,0.011099382432896822,0.21440786886437985,4.925065381363292,129,0.0012313178575511815,22.44194152066151,-0.047195202580719166,-0.047195202580719166,0.011099382432896822,0.011099382432896822,4.92040866928374,1.0,0.0012313178575511815,8.151079283406167,-0.04719520615518225,-0.047195202580719166,0.011099382432896822,0.014083168389330259,4.9204163047555305,1.0,0.0012313178575511815,14.730863073376785
HIP103650,258439,2271636863174005504,GBT,NAN,57683.125,6,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,25,0,25,True,-0.04092692085463921,-0.040926909837289596,0.011099382432896822,0.06090493121170595,4.920773078197987,9,0.0012313178575511815,22.261164798407403,275,0,275,True,-0.04092692085463921,-0.0409268860761732,0.011099382432896822,0.21440786886437985,4.925065381363292,129,0.0012313178575511815,22.44194152066151,-0.04092691502000084,-0.04092691502000084,0.011099382432896822,0.011099382432896822,4.92040866928374,1.0,0.0012313178575511815,8.151079283406167,-0.04092691859446393,-0.04092691502000084,0.011099382432896822,0.014083168389330259,4.9204163047555305,1.0,0.0012313178575511815,14.730863073376785
HIP103650,258439,2271636863174005504,GBT,NAN,57738.791666666664,3,2.300390625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,25,0,25,True,-0.07007476955603636,-0.07007475237466017,0.013257424326308581,0.09432599685268109,7.673856917312352,9,0.0012313178575511815,22.261164798407403,275,0,275,True,-0.07007476955603636,-0.07007471531958848,0.013257424326308581,0.3341803014447403,7.680550700800958,129,0.0012313178575511815,22.44194152066151,-0.07007476045701343,-0.07007476045701343,0.013257424326308581,0.013257424326308581,7.673288626983879,1.0,0.0012313178575511815,8.151079283406167,-0.07007476603133005,-0.07007476045701343,0.013257424326308581,0.018934026581747292,7.6733005343895515,1.0,0.0012313178575511815,14.730863073376785
HIP103650,258439,2271636863174005504,GBT,NAN,57738.833333333336,6,2.300390625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,25,0,25,True,-0.07508062853703121,-0.07508061135565501,0.013257424326308581,0.09432599685268109,7.673856917312352,9,0.0012313178575511815,22.261164798407403,275,0,275,True,-0.07508062853703121,-0.07508057430058333,0.013257424326308581,0.3341803014447403,7.680550700800958,129,0.0012313178575511815,22.44194152066151,-0.07508061943800827,-0.07508061943800827,0.013257424326308581,0.013257424326308581,7.673288626983879,1.0,0.0012313178575511815,8.151079283406167,-0.07508062501232489,-0.07508061943800827,0.013257424326308581,0.018934026581747292,7.6733005343895515,1.0,0.0012313178575511815,14.730863073376785
HIP104344,133069,1970168985516534784,GBT,NAN,57662.083333333336,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,49,5,44,True,-0.10876471296959987,-0.1087646579539568,0.009765844046403953,0.0636683157146994,4.920808056701474,29,0.0006056869587720925,5.470002122587805,549,37,512,True,-0.10876471321774644,-0.1087646579539568,0.009765844046403953,0.21453018626462408,4.925070707846834,289,0.0006056869587720925,5.704119718457029,-0.10876470917428431,-0.10876470917428431,0.009765844046403953,0.009765844046403953,4.920405841816519,0.0,0.0006056869587720925,4.2524970406441875,-0.10876470917428431,-0.10876470917428431,0.009765844046403953,0.012590649750256823,4.9204122592454915,0.0,0.0006056869587720925,5.358865916563543
HIP104344,133069,1970168985516534784,GBT,NAN,57790.791666666664,3,2.300390625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,49,5,44,True,-0.10931539383708497,-0.10931530804109107,0.010396644754705926,0.09866403001288615,7.673911465772769,29,0.0006056869587720925,5.470002122587805,549,37,512,True,-0.10931539422406548,-0.10931530804109107,0.010396644754705926,0.3343711591115502,7.6805590073734855,289,0.0006056869587720925,5.704119718457029,-0.10931538791835256,-0.10931538791835256,0.010396644754705926,0.010396644754705926,7.6732842175904405,0.0,0.0006056869587720925,4.2524970406441875,-0.10931538791835256,-0.10931538791835256,0.010396644754705926,0.016176434326128815,7.6732942254762975,0.0,0.0006056869587720925,5.358865916563543
HIP104521,243472,1744662586614707200,APF,NAN,57628.25,1,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,24,0,24,True,-0.14720001719059891,-0.14720001719059891,0.01794323568899817,0.06158692086438615,4.73701052131898,0,0.003239663330965686,14.20357264347843,289,5,284,True,-0.14720001719059891,-0.14720001719059891,0.01794323568899817,0.20679900277857954,4.74112239430869,0,0.003239663330965686,14.613440293742709,,,,,,,,,,,,,,,,
HIP104521,243472,1744662586614707200,APF,NAN,58049.125,6,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,24,0,24,True,-0.135858113910609,-0.135858113910609,0.01794323568899817,0.06158692086438615,4.73701052131898,0,0.003239663330965686,14.20357264347843,289,5,284,True,-0.135858113910609,-0.135858113910609,0.01794323568899817,0.20679900277857954,4.74112239430869,0,0.003239663330965686,14.613440293742709,,,,,,,,,,,,,,,,
HIP104521,243472,1744662586614707200,GBT,NAN,57669.166666666664,9,2.300390625,8.7,1,0,0,0,True,1,1,0,True,2,1,1,True,68,2,66,True,-0.1796505981086493,-0.17950076320929145,0.011077672094521514,0.09906382410934447,7.6739166163666095,0,0.0007843722602440442,14.20357264347843,915,47,868,True,-0.1796505981086493,-0.17950076320929145,0.011077672094521514,0.33481374961604704,7.680578288165048,0,0.0007843722602440442,14.613440293742709,-0.17950076320929145,-0.17950076320929145,0.011077672094521514,0.011077672094521514,7.673285170545887,0.0,0.0007843722602440442,0.2793296265250207,-0.17950076320929145,-0.17950076320929145,0.011077672094521514,0.018557362996351624,7.673299614209116,0.0,0.0007843722602440442,4.821721187657427
HIP104521,243472,1744662586614707200,GBT,NAN,58210.416666666664,9,1.47509765625,8.7,1,0,0,0,True,1,1,0,True,2,1,1,True,68,2,66,True,-0.0534493068114947,-0.05333704958344828,0.010069018825183152,0.06392306985106963,4.920811359453984,0,0.0007843722602440442,14.20357264347843,915,47,868,True,-0.0534493068114947,-0.05333704958344828,0.010069018825183152,0.21481383521353878,4.92508307140817,0,0.0007843722602440442,14.613440293742709,-0.0534493068114947,-0.0534493068114947,0.010069018825183152,0.010069018825183152,4.920406452887026,0.0,0.0007843722602440442,0.2793296265250207,-0.0534493068114947,-0.0534493068114947,0.010069018825183152,0.013875482336387218,4.92041571470158,0.0,0.0007843722602440442,4.821721187657427
HIP104946,137330,6911413994940005376,GBT,NAN,57587.333333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,53,1,52,True,-0.1493925413107479,-0.1493925199297179,0.01739200072938528,0.06361240336591817,4.920807333592139,31,0.0029868846474005017,5.503796084584612,584,45,539,True,-0.14939254137363206,-0.14939251670692652,0.01739200072938528,0.21477310035921765,4.925081294873222,306,0.0029868846474005017,5.514965419855161,,,,,,,,,,,,,,,,
HIP104946,137330,6911413994940005376,GBT,NAN,57594.291666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,53,1,52,True,-0.154930948312314,-0.154930926931284,0.01739200072938528,0.06361240336591817,4.920807333592139,31,0.0029868846474005017,5.503796084584612,584,45,539,True,-0.15493094837519816,-0.15493092370849262,0.01739200072938528,0.21477310035921765,4.925081294873222,306,0.0029868846474005017,5.514965419855161,,,,,,,,,,,,,,,,
HIP104946,137330,6911413994940005376,GBT,NAN,57697.041666666664,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,53,1,52,True,-0.1946701958007058,-0.19467016245733987,0.024734175625119134,0.09857628219856314,7.673910338094424,31,0.0029868846474005017,5.503796084584612,584,45,539,True,-0.19467019589877263,-0.19467015743144953,0.024734175625119134,0.3347501891885742,7.680575517684998,306,0.0029868846474005017,5.514965419855161,,,,,,,,,,,,,,,,
HIP104992,215614,1791387364029388800,GBT,NAN,57694.083333333336,3,2.300390625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,42,5,37,True,-0.17179541766750653,-0.17179539990280274,0.01309609034346274,0.09834366161051854,7.673907353459471,22,0.0012016375443991564,7.049348432384768,496,25,471,True,-0.1717954177434395,-0.1717953482398865,0.01309609034346274,0.3348253993677377,7.680578796012846,258,0.0012016375443991564,7.14057527189053,-0.17179541766750653,-0.17179541766750653,0.01309609034346274,0.01309609034346274,7.673288349937247,1.0,0.0012016375443991564,5.3972044504098236,-0.17179541766750653,-0.17179541157219852,0.01309609034346274,0.01761920059666945,7.67329740267703,2.0,0.0012016375443991564,7.049348432384768
HIP10500,259885,2521467689076565504,GBT,NAN,57728.125,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,12,0,12,True,-0.23317825313539894,-0.233178211050532,0.039471395236577736,0.08717342353493836,7.571168993670893,4,0.005066944366009046,23.146865111236863,228,1,227,True,-0.23317825817631094,-0.23317820659349892,0.039471395236577736,0.32947617636128107,7.577833151748749,92,0.005066944366009046,23.789540494450343,,,,,,,,,,,,,,,,
HIP105066,244030,2689215230324385792,GBT,NAN,57659.083333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,34,0,34,True,-0.15089894138773324,-0.1508989248959062,0.012235027162621063,0.06373459135785876,4.920808914661058,21,0.0016157668896960777,12.017880045165015,317,3,314,True,-0.15089894138773324,-0.150898895929488,0.012235027162621063,0.21410193055879764,4.925052072124841,168,0.0016157668896960777,12.15394334812208,,,,,,,,,-0.15089893761539117,-0.15089893761539117,0.012235027162621063,0.012235027162621063,4.920411362108036,0.0,0.0016157668896960777,4.589214142076052
HIP105066,244030,2689215230324385792,GBT,NAN,57660.0,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,34,0,34,True,-0.1320994045670552,-0.13209938807522817,0.012235027162621063,0.06373459135785876,4.920808914661058,21,0.0016157668896960777,12.017880045165015,317,3,314,True,-0.1320994045670552,-0.13209935910880996,0.012235027162621063,0.21410193055879764,4.925052072124841,168,0.0016157668896960777,12.15394334812208,,,,,,,,,-0.13209940079471313,-0.13209940079471313,0.012235027162621063,0.012235027162621063,4.920411362108036,0.0,0.0016157668896960777,4.589214142076052
HIP105066,244030,2689215230324385792,GBT,NAN,57715.916666666664,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,34,0,34,True,-0.19435674467022013,-0.1943567189514861,0.015498581791462199,0.09876804052165025,7.67391280374809,21,0.0016157668896960777,12.017880045165015,317,3,314,True,-0.19435674467022013,-0.1943566737788315,0.015498581791462199,0.33370293080243846,7.68052994523988,168,0.0016157668896960777,12.15394334812208,,,,,,,,,-0.1943567387873145,-0.1943567387873145,0.015498581791462199,0.015498581791462199,7.673292826403664,0.0,0.0016157668896960777,4.589214142076052
HIP105232,246033,1846882224145757184,GBT,NAN,57587.333333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,27,0,27,True,-0.12969693333584975,-0.12969688189600947,0.012878438692795417,0.06387338883939221,4.920810714330924,10,0.0018105570145604826,12.513798773671914,324,8,316,True,-0.12969693346658176,-0.12969687058566523,0.012878438692795417,0.21487636457204948,4.925085799102781,158,0.0018105570145604826,12.5632300896968,,,,,,,,,-0.12969693094877568,-0.12969693094877568,0.012878438692795417,0.012878438692795417,4.920413004073474,0.0,0.0018105570145604826,7.8851676591768705
HIP105232,246033,1846882224145757184,GBT,NAN,57594.375,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,27,0,27,True,-0.11019319150849585,-0.11019314006865556,0.012878438692795417,0.06387338883939221,4.920810714330924,10,0.0018105570145604826,12.513798773671914,324,8,316,True,-0.11019319163922786,-0.11019312875831133,0.012878438692795417,0.21487636457204948,4.925085799102781,158,0.0018105570145604826,12.5632300896968,,,,,,,,,-0.1101931891214218,-0.1101931891214218,0.012878438692795417,0.012878438692795417,4.920413004073474,0.0,0.0018105570145604826,7.8851676591768705
HIP105261,244860,2689260065493582848,GBT,NAN,57722.916666666664,3,2.26962890625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,29,0,29,True,-0.1879737097930021,-0.1879736539881915,0.010368280008119167,0.0954338922830704,7.571268609206057,16,0.0006054685517547108,12.656400068919485,299,2,297,True,-0.1879737111062552,-0.1879734755985614,0.010368280008119167,0.33012734715401093,7.577861491891474,156,0.0006054685517547108,12.721723465008473,-0.18797370965163385,-0.18797370965163385,0.010368280008119167,0.010368280008119167,7.57067422533707,1.0,0.0006054685517547108,9.001910014774083,-0.18797370965163385,-0.18797370965163385,0.010368280008119167,0.010368280008119167,7.57067422533707,1.0,0.0006054685517547108,9.001910014774083
HIP10542,260149,5143341362661301248,APF,NAN,57702.25,3,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,23,0,23,True,-0.13950931772624062,-0.13950931772624062,0.017687936454557494,0.059173585690230054,4.736979759668453,0,0.0031764700425032186,27.215519593038678,227,0,227,True,-0.13950931772624062,-0.13950931772624062,0.017687936454557494,0.20676654211656267,4.741120978545474,0,0.0031764700425032186,28.543369640928315,,,,,,,,,,,,,,,,
HIP10542,260149,5143341362661301248,GBT,NAN,57599.458333333336,12,1.47509765625,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,46,0,46,True,-0.12968898668313986,-0.12968859891285567,0.01818711048918525,0.06141391076299602,4.920779404211023,9,0.0031764700425032186,27.215519593038678,454,0,454,True,-0.12968898668313986,-0.12968853628123653,0.01818711048918525,0.21477339720133168,4.925081307817932,121,0.0031764700425032186,28.543369640928315,,,,,,,,,,,,,,,,
HIP10542,260149,5143341362661301248,GBT,NAN,57669.25,3,2.300390625,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,46,0,46,True,-0.23139183797836238,-0.23139097453771626,0.02608790353581805,0.09512520144523771,7.673866782636403,9,0.0031764700425032186,27.215519593038678,454,0,454,True,-0.23139183797836238,-0.23139087686473245,0.02608790353581805,0.33475065236473955,7.68057553787208,121,0.0031764700425032186,28.543369640928315,,,,,,,,,,,,,,,,
HIP10542,260149,5143341362661301248,GBT,NAN,57669.291666666664,6,2.26962890625,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,46,0,46,True,-0.2273928380977542,-0.2273921285505558,0.02578364162381738,0.09386539030727169,7.571249001086298,9,0.0031764700425032186,27.215519593038678,454,0,454,True,-0.2273928380977542,-0.22739203218369314,0.02578364162381738,0.3302777147953038,7.5778680441033766,121,0.0031764700425032186,28.543369640928315,,,,,,,,,,,,,,,,
HIP10542,260149,5143341362661301248,GBT,NAN,57732.041666666664,3,2.300390625,8.7,1,0,0,0,True,0,0,0,True,0,0,0,True,46,0,46,True,-0.20648828758858326,-0.20648736828776773,0.02608790353581805,0.09512520144523771,7.673866782636403,9,0.0031764700425032186,27.215519593038678,454,0,454,True,-0.20648828758858326,-0.20648727061478392,0.02608790353581805,0.33475065236473955,7.68057553787208,121,0.0031764700425032186,28.543369640928315,,,,,,,,,,,,,,,,
HIP105478,14924,2691340620660590080,GBT,NAN,57731.916666666664,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,3,0,3,True,66,2,64,True,-0.18237795150279926,-0.18237793941043426,0.016220727521925205,0.09826348566867261,7.673906326397016,32,0.0017319745842013718,4.347340255009621,779,91,688,True,-0.182377951542818,-0.18237780530666,0.016220727521925205,0.3347426381769794,7.680575188585427,420,0.0017319745842013718,4.395719616334824,,,,,,,,,-0.18237795121629521,-0.18237795058994324,0.016220727521925205,0.017662946267148285,7.673297503249253,1.0,0.0017319745842013718,4.044094625783001
HIP105483,245172,2684228223537656832,GBT,NAN,57601.208333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,23,0,23,True,-0.15309845892931606,-0.153098433394743,0.022884226588125823,0.0638555908271359,4.920810483340328,14,0.004249510699818513,11.758597427487894,333,4,329,True,-0.15309845991087045,-0.1530984124807558,0.022884226588125823,0.21463606445380393,4.925075320909966,159,0.004249510699818513,11.840671969148476,,,,,,,,,,,,,,,,
HIP105510,246125,1846497734375252992,GBT,NAN,57907.458333333336,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,33,0,33,True,-0.1831761408347319,-0.18317611884579388,0.017296804562791326,0.09912513430139593,7.673917408074617,12,0.0019006059567311816,11.141343622724026,353,11,342,True,-0.1831761426927612,-0.18317601836131822,0.017296804562791326,0.33381560644162517,7.680534841585212,167,0.0019006059567311816,11.149079837260116,,,,,,,,,-0.18317613812439565,-0.18317613812439565,0.017296804562791326,0.017296804562791326,7.673296669173457,0.0,0.0019006059567311816,8.595992238916219
