freq_mhz,drift,drift_hz_s,target,snr,mjd,table,seed,catalogue_telescope,catalogue_band,paper_title,caption,freq_header,drift_header,verdict,ra,dec,gaia_idx,match_by,rfi_zero_drift,rfi_recurrent,artefact_not_frequency,artefact_injection_table,duplicate_row,valid_hit,rfi_recurrent_wide,rfi_known_band,rfi_flag,optical_10m_1um:on_pair_line,optical_10m_1um:drift_match,optical_10m_1um:candidate,optical_10m_1um:drift_centre_hz_s,optical_10m_1um:halfwidth_tight_hz_s,optical_10m_1um:magic_line,radio_100m_1p4ghz:on_pair_line,radio_100m_1p4ghz:drift_match,radio_100m_1p4ghz:candidate,radio_100m_1p4ghz:drift_centre_hz_s,radio_100m_1p4ghz:halfwidth_tight_hz_s,radio_100m_1p4ghz:magic_line,radio_10m_8ghz:on_pair_line,radio_10m_8ghz:drift_match,radio_10m_8ghz:candidate,radio_10m_8ghz:drift_centre_hz_s,radio_10m_8ghz:halfwidth_tight_hz_s,radio_10m_8ghz:magic_line,radio_10m_1p4ghz:on_pair_line,radio_10m_1p4ghz:drift_match,radio_10m_1p4ghz:candidate,radio_10m_1p4ghz:drift_centre_hz_s,radio_10m_1p4ghz:halfwidth_tight_hz_s,radio_10m_1p4ghz:magic_line,overfilled_5deg:on_pair_line,overfilled_5deg:drift_match,overfilled_5deg:candidate,overfilled_5deg:drift_centre_hz_s,overfilled_5deg:halfwidth_tight_hz_s,overfilled_5deg:magic_line
1453.8953043416059,0.0173,0.0173,Kepler-22,19.1,57493.70934,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,False,,False,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1457.414449371766,0.3123,0.3123,Kepler-296,18.9,57493.71608,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1457.4145030159978,0.3469,0.3469,Kepler-407,10.7,57493.71818,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1457.442281787187,0.2949,0.2949,Kepler-296,14.5,57493.71608,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1457.453120902177,0.3643,0.3643,Kepler-407,12.2,57493.71818,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1457.49098478888,0.3123,0.3123,Kepler-296,16.7,57493.71608,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1461.771970293017,-0.0173,-0.0173,Kepler-407,17.6,57493.71818,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,False,,False,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1467.993506067759,-0.0173,-0.0173,Kepler-141,13.3,57493.70009,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,False,,False,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1472.254848842477,0.0173,0.0173,Kepler-438,16.4,57493.73606,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1472.262660038624,-0.0347,-0.0347,Kepler-283,13.8,57493.70692,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1472.26272262356,-0.0347,-0.0347,Kepler-174,75.4,57493.72476,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1485.0925899434949,-0.0173,-0.0173,Kepler-440,10.4,57493.74274,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,False,,False,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1501.557959611854,0.1041,0.1041,Kepler-442,10.2,57493.74497,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,True,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
1623.5146538158929,-0.1735,-0.1735,Kepler-439,22.0,57493.73383,arXiv:1802.01081:seti16.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,A search for technosignatures from 14 planetary systems in the Kepler field with the Green Bank Telescope at 1.15-1.73 GHz,"Characteristics of top candidates listed in increasing order of frequency. Epoch, frequency, and drift rate refer to the beginning of the first scan with units of modified Julian date (MJD), Hz, and H",Frequency,Drift rate,,,,-1,none,False,False,False,False,False,True,False,Iridium downlink,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
6631.73,0.0,0.0,HIP 65642,24.0,,arXiv:2002.06162:main.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,The Breakthrough Listen Search for Intelligent Life: A 3.95-8.00 GHz Search for Radio Technosignatures in the Restricted Earth Transit Zone,The four potential candidate sets identified by the two filters. AH stands for ``All-Hit Filter'' and OND stands for ``Only Non-Zero Drift Filter''.,Frequencies (MHz),Drift Rates (Hz/s),AH,,,-1,none,True,False,False,False,False,True,False,,True,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
7655.18,0.05,0.05,HIP 96440 and HIP 95417,10.0,,arXiv:2002.06162:main.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,The Breakthrough Listen Search for Intelligent Life: A 3.95-8.00 GHz Search for Radio Technosignatures in the Restricted Earth Transit Zone,The four potential candidate sets identified by the two filters. AH stands for ``All-Hit Filter'' and OND stands for ``Only Non-Zero Drift Filter''.,Frequencies (MHz),Drift Rates (Hz/s),OND,,,-1,none,False,False,False,False,False,True,False,,False,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
4506.04,0.01,0.01,HIP 88982,10.0,,arXiv:2002.06162:main.tex#table,"sweep:abs:""drift rate"" AND abs:technosignature",,,The Breakthrough Listen Search for Intelligent Life: A 3.95-8.00 GHz Search for Radio Technosignatures in the Restricted Earth Transit Zone,The four potential candidate sets identified by the two filters. AH stands for ``All-Hit Filter'' and OND stands for ``Only Non-Zero Drift Filter''.,Frequencies (MHz),Drift Rates (Hz/s),AH and OND,,,-1,none,False,False,False,False,False,True,False,,False,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,,False,False,False,,,
