name,main_id,ra,dec,plx,pmra,pmdec,rvz_radvel,gaia_dr3,resolved_by,gaia_idx,match_by
G288.28-3.44,,,,,,,,,unresolved,-1,none
G288.28-5.86,,,,,,,,,unresolved,-1,none
G288.40+1.21,,,,,,,,,unresolved,-1,none
G288.40+3.64,,,,,,,,,unresolved,-1,none
G288.40+6.06,,,,,,,,,unresolved,-1,none
G288.40-3.64,,,,,,,,,unresolved,-1,none
G288.40-6.06,,,,,,,,,unresolved,-1,none
G288.52+1.41,,,,,,,,,unresolved,-1,none
G288.52-3.44,,,,,,,,,unresolved,-1,none
G288.52-5.86,,,,,,,,,unresolved,-1,none
G288.87-2.42,,,,,,,,,unresolved,-1,none
G288.87-4.85,,,,,,,,,unresolved,-1,none
G288.98-2.22,,,,,,,,,unresolved,-1,none
G288.98-4.65,,,,,,,,,unresolved,-1,none
G289.10-2.42,,,,,,,,,unresolved,-1,none
G289.10-4.85,,,,,,,,,unresolved,-1,none
G289.22-2.22,,,,,,,,,unresolved,-1,none
G289.22-4.65,,,,,,,,,unresolved,-1,none
G289.57-3.64,,,,,,,,,unresolved,-1,none
G289.57-6.06,,,,,,,,,unresolved,-1,none
G289.68-3.44,,,,,,,,,unresolved,-1,none
G289.68-5.86,,,,,,,,,unresolved,-1,none
G289.80-3.64,,,,,,,,,unresolved,-1,none
G289.80-6.06,,,,,,,,,unresolved,-1,none
G289.92-3.44,,,,,,,,,unresolved,-1,none
G289.92-5.86,,,,,,,,,unresolved,-1,none
G29.17+1.21,,,,,,,,,unresolved,-1,none
G29.17-3.64,,,,,,,,,unresolved,-1,none
G29.28+1.41,,,,,,,,,unresolved,-1,none
G29.28+6.26,,,,,,,,,unresolved,-1,none
G29.28-3.44,,,,,,,,,unresolved,-1,none
G29.40+1.21,,,,,,,,,unresolved,-1,none
G29.40+6.06,,,,,,,,,unresolved,-1,none
G29.40-3.64,,,,,,,,,unresolved,-1,none
G29.52+1.41,,,,,,,,,unresolved,-1,none
G29.52+6.26,,,,,,,,,unresolved,-1,none
G29.52-3.44,,,,,,,,,unresolved,-1,none
G29.87+0.00,,,,,,,,,unresolved,-1,none
G29.87-2.42,,,,,,,,,unresolved,-1,none
G29.87-4.85,,,,,,,,,unresolved,-1,none
G29.98+0.20,,,,,,,,,unresolved,-1,none
G29.98+5.05,,,,,,,,,unresolved,-1,none
G29.98-2.22,,,,,,,,,unresolved,-1,none
G29.98-4.65,,,,,,,,,unresolved,-1,none
G290.27+2.42,,,,,,,,,unresolved,-1,none
G290.27-2.42,,,,,,,,,unresolved,-1,none
G290.27-4.85,,,,,,,,,unresolved,-1,none
G290.38+2.63,,,,,,,,,unresolved,-1,none
G290.38-2.22,,,,,,,,,unresolved,-1,none
G290.38-4.65,,,,,,,,,unresolved,-1,none
G290.50+2.42,,,,,,,,,unresolved,-1,none
G290.50-2.42,,,,,,,,,unresolved,-1,none
G290.50-4.85,,,,,,,,,unresolved,-1,none
G290.62+2.63,,,,,,,,,unresolved,-1,none
G290.62-2.22,,,,,,,,,unresolved,-1,none
G290.62-4.65,,,,,,,,,unresolved,-1,none
G290.97+3.64,,,,,,,,,unresolved,-1,none
G290.97-3.64,,,,,,,,,unresolved,-1,none
G290.97-6.06,,,,,,,,,unresolved,-1,none
G291.08+3.84,,,,,,,,,unresolved,-1,none
G291.08-3.44,,,,,,,,,unresolved,-1,none
G291.08-5.86,,,,,,,,,unresolved,-1,none
G291.20+3.64,,,,,,,,,unresolved,-1,none
G291.20-3.64,,,,,,,,,unresolved,-1,none
G291.20-6.06,,,,,,,,,unresolved,-1,none
G291.32+3.84,,,,,,,,,unresolved,-1,none
G291.32+6.26,,,,,,,,,unresolved,-1,none
G291.32-3.44,,,,,,,,,unresolved,-1,none
G291.32-5.86,,,,,,,,,unresolved,-1,none
G291.67-2.42,,,,,,,,,unresolved,-1,none
G291.67-4.85,,,,,,,,,unresolved,-1,none
G291.78-2.22,,,,,,,,,unresolved,-1,none
G291.78-4.65,,,,,,,,,unresolved,-1,none
G291.90-2.42,,,,,,,,,unresolved,-1,none
G291.90-4.85,,,,,,,,,unresolved,-1,none
G292.02-2.22,,,,,,,,,unresolved,-1,none
G292.02-4.65,,,,,,,,,unresolved,-1,none
G292.37+3.64,,,,,,,,,unresolved,-1,none
G292.37+6.06,,,,,,,,,unresolved,-1,none
G292.37-3.64,,,,,,,,,unresolved,-1,none
G292.37-6.06,,,,,,,,,unresolved,-1,none
G292.48+3.84,,,,,,,,,unresolved,-1,none
G292.48+6.26,,,,,,,,,unresolved,-1,none
G292.48-3.44,,,,,,,,,unresolved,-1,none
G292.48-5.86,,,,,,,,,unresolved,-1,none
G292.60+3.64,,,,,,,,,unresolved,-1,none
G292.60+6.06,,,,,,,,,unresolved,-1,none
G292.60-3.64,,,,,,,,,unresolved,-1,none
G292.60-6.06,,,,,,,,,unresolved,-1,none
G292.72+3.84,,,,,,,,,unresolved,-1,none
G292.72-3.44,,,,,,,,,unresolved,-1,none
G292.72-5.86,,,,,,,,,unresolved,-1,none
G293.07-2.42,,,,,,,,,unresolved,-1,none
G293.07-4.85,,,,,,,,,unresolved,-1,none
G293.18-2.22,,,,,,,,,unresolved,-1,none
G293.18-4.65,,,,,,,,,unresolved,-1,none
G293.30-2.42,,,,,,,,,unresolved,-1,none
G293.30-4.85,,,,,,,,,unresolved,-1,none
G293.42-2.22,,,,,,,,,unresolved,-1,none
G293.42-4.65,,,,,,,,,unresolved,-1,none
G293.77+3.64,,,,,,,,,unresolved,-1,none
G293.77-3.64,,,,,,,,,unresolved,-1,none
G293.77-6.06,,,,,,,,,unresolved,-1,none
G293.88+3.84,,,,,,,,,unresolved,-1,none
G293.88-3.44,,,,,,,,,unresolved,-1,none
G293.88-5.86,,,,,,,,,unresolved,-1,none
G294.00+3.64,,,,,,,,,unresolved,-1,none
G294.00-3.64,,,,,,,,,unresolved,-1,none
G294.00-6.06,,,,,,,,,unresolved,-1,none
G294.12+3.84,,,,,,,,,unresolved,-1,none
G294.12-3.44,,,,,,,,,unresolved,-1,none
G294.12-5.86,,,,,,,,,unresolved,-1,none
G294.47-2.42,,,,,,,,,unresolved,-1,none
G294.47-4.85,,,,,,,,,unresolved,-1,none
G294.58-2.22,,,,,,,,,unresolved,-1,none
G294.58-4.65,,,,,,,,,unresolved,-1,none
G294.70-2.42,,,,,,,,,unresolved,-1,none
G294.70-4.85,,,,,,,,,unresolved,-1,none
G294.82-2.22,,,,,,,,,unresolved,-1,none
G294.82-4.65,,,,,,,,,unresolved,-1,none
G295.17-3.64,,,,,,,,,unresolved,-1,none
G295.17-6.06,,,,,,,,,unresolved,-1,none
G295.28-3.44,,,,,,,,,unresolved,-1,none
G295.28-5.86,,,,,,,,,unresolved,-1,none
G295.40-3.64,,,,,,,,,unresolved,-1,none
G295.40-6.06,,,,,,,,,unresolved,-1,none
G295.52-3.44,,,,,,,,,unresolved,-1,none
G295.52-5.86,,,,,,,,,unresolved,-1,none
G295.87-2.42,,,,,,,,,unresolved,-1,none
G295.87-4.85,,,,,,,,,unresolved,-1,none
G295.98+2.63,,,,,,,,,unresolved,-1,none
G295.98-2.22,,,,,,,,,unresolved,-1,none
G295.98-4.65,,,,,,,,,unresolved,-1,none
G296.10+2.42,,,,,,,,,unresolved,-1,none
G296.10-2.42,,,,,,,,,unresolved,-1,none
G296.10-4.85,,,,,,,,,unresolved,-1,none
G296.22+2.63,,,,,,,,,unresolved,-1,none
G296.22-2.22,,,,,,,,,unresolved,-1,none
G296.22-4.65,,,,,,,,,unresolved,-1,none
G296.57-3.64,,,,,,,,,unresolved,-1,none
G296.57-6.06,,,,,,,,,unresolved,-1,none
G296.68+6.26,,,,,,,,,unresolved,-1,none
G296.68-3.44,,,,,,,,,unresolved,-1,none
G296.68-5.86,,,,,,,,,unresolved,-1,none
G296.80-3.64,,,,,,,,,unresolved,-1,none
G296.80-6.06,,,,,,,,,unresolved,-1,none
G296.92-3.44,,,,,,,,,unresolved,-1,none
G296.92-5.86,,,,,,,,,unresolved,-1,none
G297.27-2.42,,,,,,,,,unresolved,-1,none
G297.27-4.85,,,,,,,,,unresolved,-1,none
G297.38-2.22,,,,,,,,,unresolved,-1,none
G297.38-4.65,,,,,,,,,unresolved,-1,none
G297.50-2.42,,,,,,,,,unresolved,-1,none
G297.50-4.85,,,,,,,,,unresolved,-1,none
G297.62-2.22,,,,,,,,,unresolved,-1,none
G297.62-4.65,,,,,,,,,unresolved,-1,none
G297.97-3.64,,,,,,,,,unresolved,-1,none
G297.97-6.06,,,,,,,,,unresolved,-1,none
G298.08-3.44,,,,,,,,,unresolved,-1,none
G298.08-5.86,,,,,,,,,unresolved,-1,none
G298.20-3.64,,,,,,,,,unresolved,-1,none
G298.20-6.06,,,,,,,,,unresolved,-1,none
G298.32+3.84,,,,,,,,,unresolved,-1,none
G298.32-3.44,,,,,,,,,unresolved,-1,none
G298.32-5.86,,,,,,,,,unresolved,-1,none
G298.67-2.42,,,,,,,,,unresolved,-1,none
G298.67-4.85,,,,,,,,,unresolved,-1,none
G298.78-2.22,,,,,,,,,unresolved,-1,none
G298.78-4.65,,,,,,,,,unresolved,-1,none
G298.90-2.42,,,,,,,,,unresolved,-1,none
G298.90-4.85,,,,,,,,,unresolved,-1,none
G299.02-2.22,,,,,,,,,unresolved,-1,none
G299.02-4.65,,,,,,,,,unresolved,-1,none
G299.37+3.64,,,,,,,,,unresolved,-1,none
G299.37-3.64,,,,,,,,,unresolved,-1,none
G299.37-6.06,,,,,,,,,unresolved,-1,none
G299.48+3.84,,,,,,,,,unresolved,-1,none
G299.48-3.44,,,,,,,,,unresolved,-1,none
G299.48-5.86,,,,,,,,,unresolved,-1,none
G299.60+3.64,,,,,,,,,unresolved,-1,none
G299.60-3.64,,,,,,,,,unresolved,-1,none
G299.60-41.91,,,,,,,,,unresolved,-1,none
G299.60-44.33,,,,,,,,,unresolved,-1,none
G299.60-46.76,,,,,,,,,unresolved,-1,none
G299.60-6.06,,,,,,,,,unresolved,-1,none
G299.72+3.84,,,,,,,,,unresolved,-1,none
G299.72-3.44,,,,,,,,,unresolved,-1,none
G299.72-41.71,,,,,,,,,unresolved,-1,none
G299.72-44.13,,,,,,,,,unresolved,-1,none
G299.72-46.56,,,,,,,,,unresolved,-1,none
G299.72-5.86,,,,,,,,,unresolved,-1,none
G299.83-41.91,,,,,,,,,unresolved,-1,none
G299.83-44.33,,,,,,,,,unresolved,-1,none
G299.83-46.76,,,,,,,,,unresolved,-1,none
G299.95-41.71,,,,,,,,,unresolved,-1,none
G299.95-44.13,,,,,,,,,unresolved,-1,none
G299.95-46.56,,,,,,,,,unresolved,-1,none
G3.27-2.42,,,,,,,,,unresolved,-1,none
G3.27-4.85,,,,,,,,,unresolved,-1,none
G3.38+5.05,,,,,,,,,unresolved,-1,none
G3.38-2.22,,,,,,,,,unresolved,-1,none
G3.38-4.65,,,,,,,,,unresolved,-1,none
G3.50+4.85,,,,,,,,,unresolved,-1,none
G3.50-2.42,,,,,,,,,unresolved,-1,none
G3.50-4.85,,,,,,,,,unresolved,-1,none
G3.62+5.05,,,,,,,,,unresolved,-1,none
G3.62-2.22,,,,,,,,,unresolved,-1,none
G3.62-4.65,,,,,,,,,unresolved,-1,none
G3.97+6.06,,,,,,,,,unresolved,-1,none
G3.97-3.64,,,,,,,,,unresolved,-1,none
G30.10+0.00,,,,,,,,,unresolved,-1,none
G30.10+4.85,,,,,,,,,unresolved,-1,none
G30.10-2.42,,,,,,,,,unresolved,-1,none
G30.10-4.85,,,,,,,,,unresolved,-1,none
G30.22+0.20,,,,,,,,,unresolved,-1,none
G30.22+5.05,,,,,,,,,unresolved,-1,none
G30.22-2.22,,,,,,,,,unresolved,-1,none
G30.22-4.65,,,,,,,,,unresolved,-1,none
G30.57+1.21,,,,,,,,,unresolved,-1,none
G30.57+3.64,,,,,,,,,unresolved,-1,none
G30.57+6.06,,,,,,,,,unresolved,-1,none
G30.57-3.64,,,,,,,,,unresolved,-1,none
G30.68+1.41,,,,,,,,,unresolved,-1,none
G30.68+6.26,,,,,,,,,unresolved,-1,none
G30.68-3.44,,,,,,,,,unresolved,-1,none
G30.80+1.21,,,,,,,,,unresolved,-1,none
G30.80+6.06,,,,,,,,,unresolved,-1,none
G30.80-3.64,,,,,,,,,unresolved,-1,none
G30.92+1.41,,,,,,,,,unresolved,-1,none
G30.92+6.26,,,,,,,,,unresolved,-1,none
G300.07-2.42,,,,,,,,,unresolved,-1,none
G300.07-4.85,,,,,,,,,unresolved,-1,none
G300.18-2.22,,,,,,,,,unresolved,-1,none
G300.18-4.65,,,,,,,,,unresolved,-1,none
G300.30-2.42,,,,,,,,,unresolved,-1,none
G300.30-4.85,,,,,,,,,unresolved,-1,none
G300.30-43.12,,,,,,,,,unresolved,-1,none
G300.30-45.55,,,,,,,,,unresolved,-1,none
G300.42-2.22,,,,,,,,,unresolved,-1,none
G300.42-4.65,,,,,,,,,unresolved,-1,none
G300.42-42.92,,,,,,,,,unresolved,-1,none
G300.42-45.34,,,,,,,,,unresolved,-1,none
G300.53-43.12,,,,,,,,,unresolved,-1,none
G300.53-45.55,,,,,,,,,unresolved,-1,none
G300.65-42.92,,,,,,,,,unresolved,-1,none
G300.65-45.34,,,,,,,,,unresolved,-1,none
G300.77+3.64,,,,,,,,,unresolved,-1,none
G300.77-3.64,,,,,,,,,unresolved,-1,none
G300.77-6.06,,,,,,,,,unresolved,-1,none
G300.88+3.84,,,,,,,,,unresolved,-1,none
G300.88-3.44,,,,,,,,,unresolved,-1,none
G300.88-5.86,,,,,,,,,unresolved,-1,none
G301.00+3.64,,,,,,,,,unresolved,-1,none
G301.00-3.64,,,,,,,,,unresolved,-1,none
G301.00-41.91,,,,,,,,,unresolved,-1,none
G301.00-44.33,,,,,,,,,unresolved,-1,none
G301.00-46.76,,,,,,,,,unresolved,-1,none
G301.00-6.06,,,,,,,,,unresolved,-1,none
G301.12+3.84,,,,,,,,,unresolved,-1,none
G301.12-3.44,,,,,,,,,unresolved,-1,none
G301.12-41.71,,,,,,,,,unresolved,-1,none
G301.12-44.13,,,,,,,,,unresolved,-1,none
G301.12-46.56,,,,,,,,,unresolved,-1,none
G301.12-5.86,,,,,,,,,unresolved,-1,none
G301.23-41.91,,,,,,,,,unresolved,-1,none
G301.23-44.33,,,,,,,,,unresolved,-1,none
G301.23-46.76,,,,,,,,,unresolved,-1,none
G301.35-41.71,,,,,,,,,unresolved,-1,none
G301.35-44.13,,,,,,,,,unresolved,-1,none
G301.35-46.56,,,,,,,,,unresolved,-1,none
G301.47-2.42,,,,,,,,,unresolved,-1,none
G301.47-4.85,,,,,,,,,unresolved,-1,none
G301.58-2.22,,,,,,,,,unresolved,-1,none
G301.58-4.65,,,,,,,,,unresolved,-1,none
G301.70-2.42,,,,,,,,,unresolved,-1,none
G301.70-4.85,,,,,,,,,unresolved,-1,none
G301.70-43.12,,,,,,,,,unresolved,-1,none
G301.70-45.55,,,,,,,,,unresolved,-1,none
G301.82-2.22,,,,,,,,,unresolved,-1,none
G301.82-4.65,,,,,,,,,unresolved,-1,none
G301.82-42.92,,,,,,,,,unresolved,-1,none
G301.82-45.34,,,,,,,,,unresolved,-1,none
G301.93-43.12,,,,,,,,,unresolved,-1,none
G301.93-45.55,,,,,,,,,unresolved,-1,none
G302.05-42.92,,,,,,,,,unresolved,-1,none
G302.05-45.34,,,,,,,,,unresolved,-1,none
G302.17+3.64,,,,,,,,,unresolved,-1,none
G302.17-3.64,,,,,,,,,unresolved,-1,none
G302.17-6.06,,,,,,,,,unresolved,-1,none
G302.28+3.84,,,,,,,,,unresolved,-1,none
G302.28-3.44,,,,,,,,,unresolved,-1,none
G302.28-5.86,,,,,,,,,unresolved,-1,none
G302.40+3.64,,,,,,,,,unresolved,-1,none
G302.40-3.64,,,,,,,,,unresolved,-1,none
G302.40-41.91,,,,,,,,,unresolved,-1,none
G302.40-44.33,,,,,,,,,unresolved,-1,none
G302.40-46.76,,,,,,,,,unresolved,-1,none
G302.40-6.06,,,,,,,,,unresolved,-1,none
G302.52+3.84,,,,,,,,,unresolved,-1,none
G302.52-3.44,,,,,,,,,unresolved,-1,none
G302.52-41.71,,,,,,,,,unresolved,-1,none
G302.52-44.13,,,,,,,,,unresolved,-1,none
G302.52-46.56,,,,,,,,,unresolved,-1,none
G302.52-5.86,,,,,,,,,unresolved,-1,none
G302.63-41.91,,,,,,,,,unresolved,-1,none
G302.63-44.33,,,,,,,,,unresolved,-1,none
G302.63-46.76,,,,,,,,,unresolved,-1,none
G302.75-41.71,,,,,,,,,unresolved,-1,none
G302.75-44.13,,,,,,,,,unresolved,-1,none
G302.75-46.56,,,,,,,,,unresolved,-1,none
G302.87-2.42,,,,,,,,,unresolved,-1,none
G302.87-4.85,,,,,,,,,unresolved,-1,none
G302.98-2.22,,,,,,,,,unresolved,-1,none
G302.98-4.65,,,,,,,,,unresolved,-1,none
G303.10-2.42,,,,,,,,,unresolved,-1,none
G303.10-4.85,,,,,,,,,unresolved,-1,none
G303.10-43.12,,,,,,,,,unresolved,-1,none
G303.10-45.55,,,,,,,,,unresolved,-1,none
G303.22-2.22,,,,,,,,,unresolved,-1,none
G303.22-4.65,,,,,,,,,unresolved,-1,none
G303.22-42.92,,,,,,,,,unresolved,-1,none
G303.22-45.34,,,,,,,,,unresolved,-1,none
G303.33-43.12,,,,,,,,,unresolved,-1,none
G303.33-45.55,,,,,,,,,unresolved,-1,none
G303.45-42.92,,,,,,,,,unresolved,-1,none
G303.45-45.34,,,,,,,,,unresolved,-1,none
G303.57+3.64,,,,,,,,,unresolved,-1,none
G303.57-3.64,,,,,,,,,unresolved,-1,none
G303.57-6.06,,,,,,,,,unresolved,-1,none
G303.68+3.84,,,,,,,,,unresolved,-1,none
G303.68-3.44,,,,,,,,,unresolved,-1,none
G303.68-5.86,,,,,,,,,unresolved,-1,none
G303.80+3.64,,,,,,,,,unresolved,-1,none
G303.80-3.64,,,,,,,,,unresolved,-1,none
G303.80-41.91,,,,,,,,,unresolved,-1,none
G303.80-44.33,,,,,,,,,unresolved,-1,none
G303.80-46.76,,,,,,,,,unresolved,-1,none
G303.80-6.06,,,,,,,,,unresolved,-1,none
G303.92+3.84,,,,,,,,,unresolved,-1,none
G303.92-3.44,,,,,,,,,unresolved,-1,none
G303.92-41.71,,,,,,,,,unresolved,-1,none
G303.92-44.13,,,,,,,,,unresolved,-1,none
G303.92-46.56,,,,,,,,,unresolved,-1,none
G303.92-46.56_R,,,,,,,,,unresolved,-1,none
G303.92-5.86,,,,,,,,,unresolved,-1,none
G304.03-41.91,,,,,,,,,unresolved,-1,none
G304.03-44.33,,,,,,,,,unresolved,-1,none
G304.03-46.76,,,,,,,,,unresolved,-1,none
G304.15-41.71,,,,,,,,,unresolved,-1,none
G304.15-44.13,,,,,,,,,unresolved,-1,none
G304.15-46.56,,,,,,,,,unresolved,-1,none
G304.27+2.42,,,,,,,,,unresolved,-1,none
G304.27-2.42,,,,,,,,,unresolved,-1,none
G304.27-4.85,,,,,,,,,unresolved,-1,none
G304.38+2.63,,,,,,,,,unresolved,-1,none
G304.38-2.22,,,,,,,,,unresolved,-1,none
G304.38-4.65,,,,,,,,,unresolved,-1,none
G304.50+2.42,,,,,,,,,unresolved,-1,none
G304.50-2.42,,,,,,,,,unresolved,-1,none
G304.50-4.85,,,,,,,,,unresolved,-1,none
G304.50-43.12,,,,,,,,,unresolved,-1,none
G304.50-45.55,,,,,,,,,unresolved,-1,none
G304.62+2.63,,,,,,,,,unresolved,-1,none
G304.62-2.22,,,,,,,,,unresolved,-1,none
G304.62-4.65,,,,,,,,,unresolved,-1,none
G304.62-42.92,,,,,,,,,unresolved,-1,none
G304.62-45.34,,,,,,,,,unresolved,-1,none
G304.73-43.12,,,,,,,,,unresolved,-1,none
G304.73-45.55,,,,,,,,,unresolved,-1,none
G304.85-42.92,,,,,,,,,unresolved,-1,none
G304.85-45.34,,,,,,,,,unresolved,-1,none
G304.97+3.64,,,,,,,,,unresolved,-1,none
G304.97-3.64,,,,,,,,,unresolved,-1,none
G304.97-6.06,,,,,,,,,unresolved,-1,none
G305.08+3.84,,,,,,,,,unresolved,-1,none
G305.08-3.44,,,,,,,,,unresolved,-1,none
G305.08-5.86,,,,,,,,,unresolved,-1,none
G305.20+3.64,,,,,,,,,unresolved,-1,none
G305.20-3.64,,,,,,,,,unresolved,-1,none
G305.20-41.91,,,,,,,,,unresolved,-1,none
G305.20-44.33,,,,,,,,,unresolved,-1,none
G305.20-46.76,,,,,,,,,unresolved,-1,none
G305.20-6.06,,,,,,,,,unresolved,-1,none
G305.32+3.84,,,,,,,,,unresolved,-1,none
G305.32-3.44,,,,,,,,,unresolved,-1,none
G305.32-41.71,,,,,,,,,unresolved,-1,none
G305.32-44.13,,,,,,,,,unresolved,-1,none
G305.32-46.56,,,,,,,,,unresolved,-1,none
G305.32-5.86,,,,,,,,,unresolved,-1,none
G305.43-41.91,,,,,,,,,unresolved,-1,none
G305.43-44.33,,,,,,,,,unresolved,-1,none
G305.43-46.76,,,,,,,,,unresolved,-1,none
G305.55-41.71,,,,,,,,,unresolved,-1,none
G305.55-44.13,,,,,,,,,unresolved,-1,none
G305.55-46.56,,,,,,,,,unresolved,-1,none
G305.67+2.42,,,,,,,,,unresolved,-1,none
G305.67-2.42,,,,,,,,,unresolved,-1,none
G305.67-4.85,,,,,,,,,unresolved,-1,none
G305.78-2.22,,,,,,,,,unresolved,-1,none
G305.78-4.65,,,,,,,,,unresolved,-1,none
G305.90+2.42,,,,,,,,,unresolved,-1,none
G305.90-2.42,,,,,,,,,unresolved,-1,none
G305.90-4.85,,,,,,,,,unresolved,-1,none
G305.90-43.12,,,,,,,,,unresolved,-1,none
G305.90-45.55,,,,,,,,,unresolved,-1,none
G306.02-2.22,,,,,,,,,unresolved,-1,none
G306.02-4.65,,,,,,,,,unresolved,-1,none
G306.02-42.92,,,,,,,,,unresolved,-1,none
G306.02-45.34,,,,,,,,,unresolved,-1,none
G306.13-43.12,,,,,,,,,unresolved,-1,none
G306.13-45.55,,,,,,,,,unresolved,-1,none
G306.25-42.92,,,,,,,,,unresolved,-1,none
G306.25-45.34,,,,,,,,,unresolved,-1,none
G306.37+3.64,,,,,,,,,unresolved,-1,none
G306.37-3.64,,,,,,,,,unresolved,-1,none
G306.37-6.06,,,,,,,,,unresolved,-1,none
G306.48+3.84,,,,,,,,,unresolved,-1,none
G306.48-3.44,,,,,,,,,unresolved,-1,none
G306.48-5.86,,,,,,,,,unresolved,-1,none
G306.60+3.64,,,,,,,,,unresolved,-1,none
G306.60-3.64,,,,,,,,,unresolved,-1,none
G306.60-6.06,,,,,,,,,unresolved,-1,none
G306.72+3.84,,,,,,,,,unresolved,-1,none
G306.72-3.44,,,,,,,,,unresolved,-1,none
G306.72-5.86,,,,,,,,,unresolved,-1,none
G307.07+2.42,,,,,,,,,unresolved,-1,none
G307.07-2.42,,,,,,,,,unresolved,-1,none
G307.07-4.85,,,,,,,,,unresolved,-1,none
G307.18+2.63,,,,,,,,,unresolved,-1,none
G307.18-4.65,,,,,,,,,unresolved,-1,none
G307.30+2.42,,,,,,,,,unresolved,-1,none
G307.30-4.85,,,,,,,,,unresolved,-1,none
G307.42+2.63,,,,,,,,,unresolved,-1,none
G307.42-4.65,,,,,,,,,unresolved,-1,none
G307.77+3.64,,,,,,,,,unresolved,-1,none
G307.77-3.64,,,,,,,,,unresolved,-1,none
G307.77-6.06,,,,,,,,,unresolved,-1,none
G307.88+3.84,,,,,,,,,unresolved,-1,none
G307.88-3.44,,,,,,,,,unresolved,-1,none
G307.88-5.86,,,,,,,,,unresolved,-1,none
G308.00+3.64,,,,,,,,,unresolved,-1,none
G308.00-3.64,,,,,,,,,unresolved,-1,none
G308.00-6.06,,,,,,,,,unresolved,-1,none
G308.12+3.84,,,,,,,,,unresolved,-1,none
G308.12-3.44,,,,,,,,,unresolved,-1,none
G308.12-5.86,,,,,,,,,unresolved,-1,none
G308.47+2.42,,,,,,,,,unresolved,-1,none
G308.47-4.85,,,,,,,,,unresolved,-1,none
G308.58-4.65,,,,,,,,,unresolved,-1,none
G308.70+2.42,,,,,,,,,unresolved,-1,none
G308.70-4.85,,,,,,,,,unresolved,-1,none
G308.82-4.65,,,,,,,,,unresolved,-1,none
G309.17+3.64,,,,,,,,,unresolved,-1,none
G309.17-6.06,,,,,,,,,unresolved,-1,none
G309.28+3.84,,,,,,,,,unresolved,-1,none
G309.28+6.26,,,,,,,,,unresolved,-1,none
G309.28-5.86,,,,,,,,,unresolved,-1,none
G309.40+3.64,,,,,,,,,unresolved,-1,none
G309.40-6.06,,,,,,,,,unresolved,-1,none
G309.52+3.84,,,,,,,,,unresolved,-1,none
G309.52-3.44,,,,,,,,,unresolved,-1,none
G309.52-5.86,,,,,,,,,unresolved,-1,none
G309.87-4.85,,,,,,,,,unresolved,-1,none
G309.98-4.65,,,,,,,,,unresolved,-1,none
G31.27+0.00,,,,,,,,,unresolved,-1,none
G31.27+2.42,,,,,,,,,unresolved,-1,none
G31.27-2.42,,,,,,,,,unresolved,-1,none
G31.27-4.85,,,,,,,,,unresolved,-1,none
G31.38+0.20,,,,,,,,,unresolved,-1,none
G31.38+2.63,,,,,,,,,unresolved,-1,none
G31.38+5.05,,,,,,,,,unresolved,-1,none
G31.38-2.22,,,,,,,,,unresolved,-1,none
G31.50+0.00,,,,,,,,,unresolved,-1,none
G31.50+2.42,,,,,,,,,unresolved,-1,none
G31.50+4.85,,,,,,,,,unresolved,-1,none
G31.50-2.42,,,,,,,,,unresolved,-1,none
G31.62+0.20,,,,,,,,,unresolved,-1,none
G31.62-2.22,,,,,,,,,unresolved,-1,none
G31.62-4.65,,,,,,,,,unresolved,-1,none
G31.97+1.21,,,,,,,,,unresolved,-1,none
G31.97+6.06,,,,,,,,,unresolved,-1,none
G31.97-3.64,,,,,,,,,unresolved,-1,none
G310.10-4.85,,,,,,,,,unresolved,-1,none
G310.22-4.65,,,,,,,,,unresolved,-1,none
G310.57+3.64,,,,,,,,,unresolved,-1,none
G310.57-3.64,,,,,,,,,unresolved,-1,none
G310.57-6.06,,,,,,,,,unresolved,-1,none
G310.68+3.84,,,,,,,,,unresolved,-1,none
G310.68-3.44,,,,,,,,,unresolved,-1,none
G310.68-5.86,,,,,,,,,unresolved,-1,none
G310.80+3.64,,,,,,,,,unresolved,-1,none
G310.80-3.64,,,,,,,,,unresolved,-1,none
G310.80-6.06,,,,,,,,,unresolved,-1,none
G310.92+3.84,,,,,,,,,unresolved,-1,none
G310.92-3.44,,,,,,,,,unresolved,-1,none
G310.92-5.86,,,,,,,,,unresolved,-1,none
G311.27-4.85,,,,,,,,,unresolved,-1,none
G311.38+2.63,,,,,,,,,unresolved,-1,none
G311.38-4.65,,,,,,,,,unresolved,-1,none
G311.50+2.42,,,,,,,,,unresolved,-1,none
G311.50-4.85,,,,,,,,,unresolved,-1,none
G311.62+2.63,,,,,,,,,unresolved,-1,none
G311.62-4.65,,,,,,,,,unresolved,-1,none
G311.97+3.64,,,,,,,,,unresolved,-1,none
G311.97-3.64,,,,,,,,,unresolved,-1,none
G311.97-6.06,,,,,,,,,unresolved,-1,none
G312.08+3.84,,,,,,,,,unresolved,-1,none
G312.08-3.44,,,,,,,,,unresolved,-1,none
G312.08-5.86,,,,,,,,,unresolved,-1,none
G312.20+3.64,,,,,,,,,unresolved,-1,none
G312.20-3.64,,,,,,,,,unresolved,-1,none
G312.20-6.06,,,,,,,,,unresolved,-1,none
G312.32+3.84,,,,,,,,,unresolved,-1,none
G312.32-3.44,,,,,,,,,unresolved,-1,none
G312.32-5.86,,,,,,,,,unresolved,-1,none
G312.67+2.42,,,,,,,,,unresolved,-1,none
