n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate,shared_epoch_frac,rejected_shared_epoch
862,0.2538129150077296,38,0.04408352668213457,0.8785784487892503,0.11450163732063602,0.03141491164849533,0.8105755265054514,6,0.0,0.2538129150077296,753203400000498,166.4816439,44.8202998,,,,unknown,0.009131315450590554,1.9738365586940054,0.059469399639211745,0.17618683398400517,False,False,False,0.5,
775,0.2857888795264504,37,0.04774193548387097,1.0821025099532076,0.17905111697741866,0.030117586629771525,0.8002144480710622,6,0.005225475512399575,0.2857888795264504,753202400000103,168.2647952,44.8536016,,,,unknown,0.0012614916058523067,0.4501363596554351,0.008826582086190906,0.015446518650834084,False,False,False,1.0,
910,0.3280779828994683,66,0.07252747252747253,0.9436022615290159,1.0013454721404493,0.02306360644118112,0.7901895544103912,7,0.007630454552418184,0.3280779828994683,753202400000840,168.0570415,44.7560156,,,,unknown,0.0029188712416843374,0.9271451909908307,0.020427396786994723,0.0803908015200979,False,False,False,0.6666666666666666,
894,0.30994093719785654,52,0.058165548098434,0.7258537228106843,0.9972094219738734,0.06794598544608425,0.7819198037696279,7,0.005898800198848945,0.2513049117252343,753202300008253,167.01942745000002,44.77561645,,,,unknown,0.0022422532246694055,1.0012452882469056,0.01552014038109897,0.027160245666923193,False,False,False,0.9661016949152542,
831,0.24631012680332287,42,0.05054151624548736,1.0920981768710747,0.9975708657618092,0.03461294387024622,0.7806001623685217,6,0.011513948360889634,0.24631012680332287,753202400000156,169.1072956,44.8306125,,,,unknown,0.00202378802893183,0.6966946965674576,0.014157393906367178,0.06941829647899968,False,False,False,1.0,
807,0.28504162143980183,75,0.09293680297397769,1.0584261459131354,0.49764558457543856,0.029684841288120736,0.7795857847412979,6,0.011671443875684666,0.28504162143980183,753202300000187,167.8025947,44.8539621,,,,unknown,0.0030609412124273376,0.8747802150647599,0.021186865147936523,0.037077014008888916,False,False,False,0.8333333333333334,
841,0.3179926108624469,101,0.12009512485136742,1.118859988517005,0.11083446892828953,0.024975579069245454,0.7779980184616407,11,0.013880302376201966,0.3179926108624469,753202300000243,167.9578128,44.8462152,,,,unknown,0.005192220868135351,1.4178195691812505,0.03593890758334745,0.06289308827085803,False,False,False,0.8333333333333334,
911,0.21899941352714647,31,0.03402854006586169,1.3271387211487167,4.334530974554456,0.0291758614773586,0.7769125782091209,5,0.00798766220553153,0.21899941352714647,753202400000704,169.0443863,44.7612181,,,,unknown,0.002405997021781314,0.8456283436982496,0.0168346187270389,0.11874629705803239,False,False,False,1.0,
853,0.3600333007533416,29,0.03399765533411489,0.9312815996502104,0.9971663449551835,0.05081816992808078,0.7747545490215758,5,0.0,0.2846097514601228,753203400016055,166.2319716,44.7325095,,,,unknown,0.0062942345692414935,1.803906690791181,0.04099237979966577,0.07173666464941508,False,False,False,0.9541984732824428,
908,0.26716670587545654,82,0.09030837004405286,1.0293138460936722,0.9946147384453526,0.05566672977271523,0.7727263575624432,9,0.010777484757120846,0.26716670587545654,753202400000407,168.8096729,44.8034862,,,,unknown,0.00118737694688214,0.39314475461438425,0.008308006204944169,0.059181868001509416,False,False,False,1.0,
905,0.29078151252520745,123,0.13591160220994475,1.1188570266780955,0.9975708657618092,0.03916985681418537,0.7720046222481901,13,0.012315756959889509,0.29078151252520745,753202300001419,167.9445287,44.7174605,,,,unknown,0.006249490484724073,1.7799650612511027,0.043256992850954516,0.07569973748917039,False,False,False,1.0,
902,0.38093512979361244,48,0.05321507760532151,0.9925761453910992,0.12592486792719992,0.02133050298522821,0.7673128385853321,5,0.0,0.1928141130062796,753202300001315,167.41321875,44.733304149999995,,,,unknown,0.002388752980498398,0.782742706311979,0.01653419120369742,0.02893483460647048,False,False,False,0.5333333333333333,
897,0.2545733144774218,58,0.06465997770345597,0.8474233400516044,0.9971371646443441,0.08619971587061506,0.7656684145254181,6,0.009490556904465791,0.2545733144774218,753202400016964,168.3738619,44.7100675,,,,unknown,0.006298040424051581,2.5159364849478445,0.044076137681357624,0.12177609808523296,False,False,False,0.967741935483871,
540,0.4076172657053848,52,0.0962962962962963,1.0527632007533265,46.20885618825372,0.06298825773363971,0.7656035931689407,9,0.012888573852055671,0.4076172657053848,753202400005919,168.8136045,44.8534998,,,,unknown,-0.0006493307725510837,0.2522056924793578,-0.004543328975335977,0.0,False,False,False,1.0,
835,0.3171883285455829,50,0.059880239520958084,0.7001218698407363,0.9997450427838357,0.0801345510874685,0.7649772184648397,6,0.010327472069639932,0.3171883285455829,753202400000985,168.032975,44.7338895,,,,unknown,0.004062377132756834,1.2619831757060025,0.028418328620617734,0.09437493222893815,False,False,False,0.75,
580,0.23550767806177375,40,0.06896551724137931,1.1995090896591158,0.9977878578288375,0.09305403778290355,0.7608083522818418,10,0.014415327254278031,0.23550767806177375,753202400005928,169.18650745,44.8446385,,,,unknown,0.0002830199882697799,0.07986354230822358,0.0019806872846217433,0.0034662027480880505,False,False,False,1.0,
901,0.28221998862683073,63,0.06992230854605994,1.1257094827589813,0.25722143597465025,0.024283199683761057,0.7596294894497846,5,0.010209373203542014,0.28221998862683073,753202300000477,167.8139321,44.8223328,,,,unknown,0.004001865702087878,1.2044979392706239,0.027699646313380774,0.048474381048416344,False,False,False,0.8,
911,0.31306026217941685,37,0.04061470911086718,1.0609599991840444,0.9997450427838357,0.029183340009679183,0.7549025979481389,4,0.0,0.31306026217941685,753202400001154,168.0983215,44.7055962,,,,unknown,0.0035671949189235133,1.2628350683981129,0.024959451670745283,0.13296475470951855,False,False,False,1.0,
912,0.32697151116663015,63,0.06907894736842106,1.0383765298532612,0.4994154851303385,0.1016409245595378,0.7488681044585352,11,0.014314069988266325,0.32697151116663015,753202400000826,168.1058762,44.75823415,,,,unknown,0.007216934721822546,1.8744079288467446,0.050486012464115555,0.1776362360979165,False,False,False,1.0,
845,0.3842159891967476,20,0.023668639053254437,0.8272065002178238,0.31226843080282385,0.038245197159377665,0.7485264408521867,4,0.0,0.3584686442280739,753201300000860,169.6982519,44.7169515,,,,unknown,0.002879834882507077,1.2226201217370818,0.019122146418805813,0.03346375623291017,False,False,False,0.9911504424778761,
905,0.37536622437148526,62,0.06850828729281767,1.0337730456387075,0.9972816897763851,0.02495558183776189,0.746118537800853,5,0.01280705679538028,0.37536622437148526,753202300001061,167.9607322,44.7562917,,,,unknown,0.003994953085979796,1.0001796319992176,0.027651799375090432,0.04839064890640825,False,False,False,1.0,
912,0.3028583724442788,24,0.02631578947368421,1.2220143934655663,0.9977155166516523,0.027206006150659632,0.7422802992750335,4,0.007626254162567507,0.3028583724442788,753202400000619,168.23992875,44.787633,,,,unknown,0.0024122063877109723,0.8633931734546885,0.01687457160832413,0.11881621460028154,False,False,False,1.0,
911,0.21965013424147117,24,0.026344676180021953,1.1401447883628837,0.9976431859634034,0.035916506964623576,0.7411763383845646,4,0.005485798942607116,0.21965013424147117,753202400000730,169.0385212,44.7578905,,,,unknown,0.0031798275705333667,1.0118669406556682,0.022239942315988734,0.0835627561958374,False,False,False,1.0,
909,0.26352386227691404,39,0.0429042904290429,1.0429982176016654,0.49943361022987415,0.03027490840187305,0.7307336914791481,4,0.0075879096854632915,0.26352386227691404,753202400000452,168.1799141,44.8085009,,,,unknown,0.002879045875029985,0.9069367417926385,0.020140343724048205,0.07988845865994149,False,False,False,1.0,
779,0.29069280046642243,58,0.07445442875481387,0.906456185967924,0.9970898634148552,0.056669213849917764,0.7292439737618036,9,0.024585087361073718,0.27007814382355466,753203100005820,166.1726652,44.9300113,,,,unknown,-0.005110688398980182,0.6010321712320786,-0.03312464176413201,0.0,False,False,False,0.9448818897637795,
784,0.2646664590580654,25,0.03188775510204082,1.1412442083737366,0.10793714679168281,0.03202540774748752,0.728867030178178,3,0.0,0.2646664590580654,753203100017656,166.3598269,44.9347009,,,,unknown,0.008262005507856773,1.7823252141673813,0.05354963225282002,0.09371185644243503,False,False,False,0.8,
768,0.3668882000294095,63,0.08203125,0.8162411262911219,0.9971663449551835,0.05137633036687428,0.7272195659414353,8,0.025789178316167498,0.36199123077490103,753203100017596,166.1623497,44.94487515,,,,unknown,0.01117059000021429,2.130711029128061,0.06713556199916607,0.1174872334985406,False,False,False,0.9655172413793104,
904,0.24480423822159703,18,0.01991150442477876,0.9277977213556147,0.10338692802972306,0.02481123103531901,0.7225566306894043,3,0.0,0.24480423822159703,753202400006445,168.24162715,44.78116835,,,,unknown,0.002853691974036713,0.9019880518467701,0.019971246908401432,0.1242353963754168,False,False,False,0.8421052631578947,
911,0.26725112556075303,15,0.01646542261251372,1.0217708722431913,0.4992343064649278,0.03257090173558992,0.7215349818139146,3,0.0,0.26725112556075303,753202400000613,168.4631336,44.7846941,,,,unknown,0.0022633527010194306,0.7906191289220275,0.015836544859172737,0.027713953503552286,False,False,False,1.0,
900,0.311763077370928,35,0.03888888888888889,1.0223223437661075,1.000326424832849,0.058781312978927754,0.7143663975396993,4,0.009779516397529586,0.311763077370928,753202400001053,168.03907844999998,44.7219545,,,,unknown,0.004166187215504265,1.2708533879330626,0.029144531272228266,0.09564578686925658,False,False,False,0.75,
860,0.2292186887311679,30,0.03488372093023256,0.982359703688158,0.9975708657618092,0.037137920504283,0.7137263406828726,3,0.0017107610552808648,0.2292186887311679,753202400000187,168.7857232,44.832429149999996,,,,unknown,0.0025432324580296588,0.8227459641392372,0.017794846950168315,0.07578383930565166,False,False,False,1.0,
479,0.38468725321755726,23,0.04801670146137787,1.2201443563480387,0.9980613010707388,0.07836000604659368,0.7124888132906197,4,0.012403948758761501,0.38468725321755726,753202400000008,168.713576,44.8607773,,,,unknown,0.0019966030851577997,0.5482741916953371,0.013973051526112718,0.024452840170697255,False,False,False,1.0,
