source_id,ra,dec,pmra,pmdec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,ruwe,phot_variable_flag,phot_bp_mean_mag,phot_rp_mean_mag,n_within_outer,brightest_outer_dmag,brightest_inner_dmag,isolated
2257804560220964096,270.05321998694,66.44200416963,4.968,-16.922,1.652,116.8096,12.552345,0.977294,1.385,NOT_AVAILABLE,12.959666,11.982372,0,,,True
2257805556653389568,270.29172578937,66.48937626773,3.945,38.159,1.0952,61.4106,14.573228,0.826118,1.047,NOT_AVAILABLE,14.900722,14.074604,0,,,True
2257805831531291776,270.2100450832,66.50961142543,9.432,-10.052,1.1561,50.536,13.699131,0.870605,1.821,NOT_AVAILABLE,14.049769,13.179164,0,,,True
2257806724884479232,270.07763431267,66.52057072905,3.664,3.791,2.4084,219.7414,12.560347,0.760728,1.082,NOT_AVAILABLE,12.859802,12.099074,0,,,True
2257807171561082112,270.16860695731,66.58010112583,-6.278,-31.399,1.8808,123.0163,14.30979,0.987309,0.883,NOT_AVAILABLE,14.718804,13.731496,0,,,True
2257812222442627584,270.22966587687,66.57062198049,-2.222,-6.098,0.1727,11.4718,14.109464,1.311485,1.055,NOT_AVAILABLE,14.697476,13.385991,0,,,True
2257813012716603392,270.1933955784,66.6655364642,-0.716,-3.429,1.3958,132.6434,13.275925,0.837286,0.916,NOT_AVAILABLE,13.612354,12.775068,0,,,True
2257814421465879296,270.23577945588,66.66295601518,0.491,6.856,1.3139,68.4228,14.91154,1.029149,0.938,NOT_AVAILABLE,15.346457,14.317307,0,,,True
1633306007462468608,269.8107758792,66.44547848252,4.726,5.174,1.2723,73.7088,14.006526,0.794009,1.205,NOT_AVAILABLE,14.318572,13.524563,0,,,True
1633306316700113024,269.77410473769,66.46748335101,-0.735,0.148,0.3488,28.5378,12.614988,1.368801,0.989,NOT_AVAILABLE,13.231938,11.863137,0,,,True
1633306385418878080,269.83891457533,66.45513305247,13.088,-2.856,2.6808,134.6809,14.761328,1.422771,1.129,NOT_AVAILABLE,15.413672,13.990902,0,,,True
1633306419778585728,269.87998178685,66.46052520788,-0.768,-14.089,0.8085,63.9465,13.488567,0.727483,1.017,NOT_AVAILABLE,13.76721,13.039727,0,,,True
1633306625937018496,269.97236408762,66.49845013706,9.363,-4.294,1.7412,146.8566,13.350136,0.84777,1.112,NOT_AVAILABLE,13.694528,12.846758,0,,,True
1633309615234243968,269.76646897836,66.51651481007,-0.509,-2.233,0.0913,9.5895,13.062994,1.62109,0.985,NOT_AVAILABLE,13.831511,12.210421,1,3.0271358489990234,,True
1633310061910851584,269.90666918481,66.55148362951,-1.696,-1.17,0.7076,43.74,12.948112,1.066339,1.186,NOT_AVAILABLE,13.396697,12.330359,0,,,True
1633310542947172608,269.70090495587,66.53005378162,2.035,-3.308,0.5867,31.493,14.989426,0.735015,1.011,NOT_AVAILABLE,15.276054,14.541039,0,,,True
1633310714745868288,269.75474362444,66.55727904631,-4.172,-4.902,0.2027,18.6059,13.510653,1.399284,0.965,NOT_AVAILABLE,14.146244,12.74696,0,,,True
1633311023983527552,269.97075682971,66.59653730682,-3.889,-12.765,1.2121,114.4217,13.080347,0.680507,0.91,NOT_AVAILABLE,13.340448,12.659942,0,,,True
1633311161422476160,269.87674619608,66.58682066747,-3.165,4.681,1.0409,81.4752,13.851231,0.807178,1.026,NOT_AVAILABLE,14.168195,13.361016,0,,,True
1633323084251692288,269.9423089,66.62965778786,-0.486,0.102,0.9419,80.2523,11.479588,1.169682,0.862,NOT_AVAILABLE,11.981622,10.81194,1,7.047689437866211,,True
1633323393489338752,269.98126817271,66.66249261335,0.235,-31.37,2.8272,288.0285,13.096338,0.967956,1.031,NOT_AVAILABLE,13.500224,12.532269,0,,,True
1633323565288013824,269.74046074465,66.60960544182,-4.715,-61.307,3.2132,211.5072,14.22476,1.597919,1.162,NOT_AVAILABLE,14.978796,13.380877,0,,,True
1633323943245138432,269.79960369137,66.66915332474,-5.962,-31.855,0.8268,33.0956,14.353689,0.760092,1.852,NOT_AVAILABLE,14.649883,13.889791,0,,,True
1633326760743678464,269.72310971683,66.66131464286,8.598,-8.62,1.5224,95.1306,14.647432,1.052456,1.056,NOT_AVAILABLE,15.095355,14.042899,0,,,True
1633326966902113152,269.7915997077,66.68225994987,6.121,-0.453,0.9605,78.9656,14.063191,0.784479,1.007,NOT_AVAILABLE,14.37324,13.58876,0,,,True
