source_id,ra,dec,pmra,pmdec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,ruwe,phot_variable_flag,phot_bp_mean_mag,phot_rp_mean_mag,n_within_outer,brightest_outer_dmag,brightest_inner_dmag,isolated
4659706574605163392,89.13265057161,-66.6501852517,12.935,4.37,1.1316,72.7691,12.974273,0.623678,1.238,NOT_AVAILABLE,13.209207,12.585528,2,4.947436332702637,,True
4659706918202567936,89.19904610249,-66.6512954015,12.876,35.8,0.7593,68.1745,9.685873,1.220968,1.037,NOT_AVAILABLE,10.212389,8.991421,2,9.21975326538086,,True
4659707983358934528,89.07027976667,-66.57833645286,-4.773,-0.677,0.6806,40.9553,14.578524,0.752007,0.985,NOT_AVAILABLE,14.868517,14.11651,1,3.432910919189453,,True
4659708086438121856,88.94503652696,-66.58376799345,-7.768,1.975,3.8763,337.1271,11.998809,0.908947,1.17,NOT_AVAILABLE,12.374401,11.465454,3,5.666670799255371,6.9500322341918945,True
4659708601829623808,88.83574992228,-66.67551559874,-2.332,-3.591,1.8841,181.1848,12.370298,0.902417,1.165,NOT_AVAILABLE,12.739009,11.836592,1,6.524881362915039,,True
4659710732133426176,88.85698994548,-66.5701467316,0.887,20.416,1.0551,62.8576,14.713747,0.846582,1.056,NOT_AVAILABLE,15.052849,14.206266,1,4.056039810180664,,True
4659710766493153024,88.8344445378,-66.60003961413,4.333,32.448,1.1746,85.0599,14.382179,0.831756,0.942,NOT_AVAILABLE,14.713382,13.881626,2,4.096397399902344,,True
4659719081550165760,89.30757100648,-66.58296098298,2.244,1.764,0.3457,20.8827,14.454338,1.198303,1.223,NOT_AVAILABLE,14.974144,13.775841,2,3.4900474548339844,,True
4659719115909904640,89.30594752486,-66.56761845775,9.517,18.671,0.7376,74.3819,12.784504,1.21636,1.048,NOT_AVAILABLE,13.31442,12.09806,1,5.850500106811523,,True
4659720627738427392,89.41114271057,-66.52994204542,-4.499,19.403,1.1177,68.3059,14.448021,0.82137,1.13,NOT_AVAILABLE,14.774171,13.952801,1,4.427438735961914,,True
4659721211853972480,89.37118383216,-66.50542313905,-1.374,15.03,1.3383,44.4331,12.325994,0.775979,2.47,NOT_AVAILABLE,12.633505,11.857526,2,4.893336296081543,,True
4659730763862091136,89.14928844563,-66.55882864939,-2.022,2.811,0.9288,52.6663,14.958364,0.90113,1.006,NOT_AVAILABLE,15.323926,14.422796,2,3.824772834777832,,True
4659730832581599360,89.27894652404,-66.57047151916,-7.292,5.855,0.6653,42.8602,14.670675,0.929033,1.026,NOT_AVAILABLE,15.046616,14.117582,3,3.107006072998047,,True
4659731382328711552,89.07521681542,-66.56612984361,-10.336,40.98,3.1008,287.3159,10.644191,0.785966,0.978,NOT_AVAILABLE,10.956348,10.170382,0,,,True
4659731519776323712,89.10859641817,-66.55388572014,-0.058,22.293,1.2371,108.1779,12.273059,0.502337,1.133,NOT_AVAILABLE,12.457783,11.955445,2,6.252333641052246,,True
4659731932093178880,89.07592325197,-66.52245078708,1.914,0.724,1.3692,51.861,12.49461,0.872891,2.655,NOT_AVAILABLE,12.851622,11.97873,3,5.105356216430664,,True
4659732275690535936,88.97017736568,-66.4889064623,18.545,148.332,5.5697,461.5769,11.05305,0.849796,0.981,NOT_AVAILABLE,11.393387,10.543591,1,7.591259956359863,7.591259956359863,True
4659732378773307520,89.01021121854,-66.47144680909,0.215,43.095,1.759,150.4459,12.514488,0.744655,1.029,NOT_AVAILABLE,12.809433,12.064778,3,5.795387268066406,,True
4659732722367213312,89.24586567887,-66.47810175614,-2.712,13.213,1.1707,32.1026,13.259369,0.679603,3.344,NOT_AVAILABLE,13.521906,12.842303,1,5.735288619995117,,True
4659733718799588352,89.08841030872,-66.45731427758,3.187,0.017,1.445,37.4799,13.454699,0.871145,3.899,NOT_AVAILABLE,13.802112,12.930966,0,,,True
4659734887030626432,88.88976540836,-66.48956983816,-0.208,-8.546,0.9501,57.188,13.81321,1.009589,1.691,NOT_AVAILABLE,14.235498,13.225909,4,3.250345230102539,,True
