source_id,ra,dec,pmra,pmdec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,ruwe,phot_variable_flag,phot_bp_mean_mag,phot_rp_mean_mag,n_within_outer,brightest_outer_dmag,brightest_inner_dmag,isolated
2161718067268763136,270.14908774923,66.15459930221,-3.771,-0.628,0.7299,63.9008,13.728754,1.111197,1.002,NOT_AVAILABLE,14.202277,13.091081,1,3.4524383544921875,,True
2161718994981688704,270.00446160991,66.24454509375,-2.748,13.002,0.8837,56.5534,14.574354,0.784465,0.969,NOT_AVAILABLE,14.880863,14.096398,0,,,True
2161724458180098048,270.18745728672,66.28648349527,-0.36,-8.449,0.7139,34.5258,14.84194,0.851254,1.167,NOT_AVAILABLE,15.183091,14.331838,0,,,True
2161724664338527616,270.1508655227,66.24343913427,74.881,118.96,4.8478,249.049,14.995452,1.832008,1.055,VARIABLE,15.886703,14.054694,0,,,True
2161724767417739008,270.11224593971,66.27182793996,0.115,34.28,1.0851,90.6314,13.791769,0.81043,0.991,NOT_AVAILABLE,14.113931,13.303501,0,,,True
2161724939216428032,270.04589167705,66.27180859326,-3.425,-6.52,0.4835,27.1241,14.87067,0.855627,1.021,NOT_AVAILABLE,15.210692,14.355065,0,,,True
2161725042295642624,270.03818534088,66.29148665409,-3.61,-9.712,0.6576,34.0068,14.95301,0.782124,1.101,NOT_AVAILABLE,15.261082,14.478958,0,,,True
2161715559008119552,270.20701921731,66.08392657757,0.496,-6.278,0.5605,36.0842,14.708271,0.675796,1.028,NOT_AVAILABLE,14.969148,14.293352,0,,,True
2161717002116881280,270.30892662424,66.12135033894,-7.516,3.411,0.8728,53.3159,14.854074,0.83991,1.001,NOT_AVAILABLE,15.189383,14.349473,0,,,True
2161717139555830912,270.23048104315,66.1234282614,-0.353,-16.055,1.7352,141.4996,14.117158,0.877674,1.01,NOT_AVAILABLE,14.47307,13.595396,1,4.796975135803223,,True
1441129581288359296,269.98116982069,66.12878316079,-52.906,50.348,3.5538,369.149,13.204946,1.028312,1.075,NOT_AVAILABLE,13.635454,12.607142,0,,,True
1441145322344739072,269.73279948586,66.19137430354,-5.146,-0.69,0.1162,7.3058,14.457823,1.170982,0.997,NOT_AVAILABLE,14.961496,13.790514,0,,,True
1441145391064214912,269.71585734171,66.19476155774,4.312,-17.722,1.2075,80.5169,14.219339,0.774429,1.014,NOT_AVAILABLE,14.522963,13.748533,0,,,True
1441147109051143680,269.96796043302,66.30353667514,1.539,-0.101,0.6029,35.7841,14.73913,0.736893,1.022,NOT_AVAILABLE,15.02459,14.287697,0,,,True
1441147246490093056,269.90448698537,66.30847526302,3.745,10.155,0.7821,68.2739,13.51354,0.830805,1.12,NOT_AVAILABLE,13.842486,13.011682,0,,,True
1441147315209569536,269.90690085133,66.31742699103,-6.05,-1.394,0.7063,40.2836,14.581851,0.83079,1.026,NOT_AVAILABLE,14.913939,14.08315,1,3.2033700942993164,,True
1441129413786032896,269.84860167774,66.09637701633,6.593,37.627,1.1949,96.2535,14.055873,0.810445,1.013,NOT_AVAILABLE,14.378129,13.567684,0,,,True
1441132231284478464,269.7723212023,66.11178638028,-4.399,7.07,0.9274,54.6922,14.716822,0.769438,1.045,NOT_AVAILABLE,15.015643,14.246205,0,,,True
1441133399515527168,269.76024592723,66.16006189281,-2.124,6.78,0.8825,72.8004,13.627465,0.846451,1.063,NOT_AVAILABLE,13.966707,13.120256,0,,,True
1441133502594763008,269.70148173893,66.15649066115,-0.908,-15.509,1.838,164.2328,13.542106,0.804713,1.031,VARIABLE,13.862542,13.057829,0,,,True
