source_id,ra_deg,dec_deg,sample,class,glat_deg,ecl_lat_deg,poss1_e,epoch_poss1,gaia_g,ps1_r,w1,w2,w3,w4,w3_lim,w4_lim,2mass_j,2mass_ks,wise_ccf,wise_id,allwise_sep_arcsec,n_ir_neighbours,bright_nb_gmag,bright_nb_sep_arcsec,pm_recovered,pm_total_mas_yr,n_ir_bands,tdust_fit_k,eta_max,eta_lo,eta_hi,budget_verdict,ftk_class,vet_flags,p_chance_match,modern_depth_mag,modern_depth_cats,modern_depth_margin_mag,class_reason
VASCO-VO-0139666,49.437262,4.7278,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-42.429988912143415,-13.034640197245562,15.36,1977.9,,,12.388,12.249,12.031,8.522,,,13.256,12.491,0000,J031745.27+044340.8,4.992281,0,15.409002,7.518072,False,455.4432534981718,7.0,120.0,0.05218198344520156,0.00824403435983476,0.05218198344520156,IR_TOO_FAINT,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",7.84,"7 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0268258,42.984345,5.713817,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-46.10060952837073,-10.28311010189491,14.13,1978.2,,,,,,,,,11.47,10.738,,,,0,14.30457,8.139393,False,502.63891537564024,3.0,1800.0,0.049566256675690507,0.007830785572800168,0.049566256675690507,IR_TOO_FAINT,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",9.069999999999999,"3 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0027578,47.020528,2.441045,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-45.75333349653894,-14.576478654536142,18.72,1980.1,,,15.878,15.784,,,12.401,8.795,,,0000,J030804.91+022629.8,2.057653,0,12.620044,9.495622,False,3.7207647063473392,2.0,,0.04270358048301783,0.006746577296351145,0.04270358048301783,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.48,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0102514,48.062809,3.117039,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.53533989961715,-14.21558526625579,,1977.7,,,16.466,16.13,,,12.36,8.503,,,0000,J031215.34+030658.6,4.84527,0,18.726076,46.328187,False,16.19731335746765,2.0,,0.04058212210778593,0.00037667215019503825,0.04058212210778593,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",3.3000000000000007,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0113395,48.257114,3.443687,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.16887382048313,-13.954465169286404,18.28,1963.7,,,15.803,15.477,,,11.809,8.304,,,0000,J031301.74+032636.3,1.10883,0,15.87684,36.269321,False,0.0,2.0,,0.03325191258465998,0.005253344004564983,0.03325191258465998,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.919999999999998,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0113394,48.257045,3.442975,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.16941838042323,-13.955131350125388,18.27,1963.7,,,15.803,15.477,,,11.809,8.304,,,0000,J031301.74+032636.3,1.793449,0,15.87684,34.820992,False,0.0,2.0,,0.03294705721766285,0.005205181057233867,0.03294705721766285,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.93,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0258755,41.30612,5.2669,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-47.5079270368082,-10.20882618178382,17.97,1977.2,,,15.436,15.449,,,12.793,9.161,,,0000,J024513.72+051604.0,4.954912,0,14.426724,42.995875,False,77.57583085600824,2.0,,0.031018400834093834,0.004900479923917332,0.031018400834093834,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",5.23,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0047390,43.438131,1.822209,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-48.70589010270034,-14.133818272356498,18.42,1977.5,,,16.013,15.743,,,12.225,9.012,,,00O0,J025344.97+014923.1,4.143917,0,21.610924,52.256999,False,0.0,2.0,,0.030504409135502314,0.004819276317919715,0.030504409135502314,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.779999999999998,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0156452,47.136262,4.287484,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.36870399447678,-12.83548706461826,16.06,1967.8,,,,,,,,,16.761,,,,,0,16.988646,31.656149,False,0.0,2.0,,0.030244273513201147,0.004778178474049522,0.030244273513201147,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",7.140000000000001,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO2020-table2-0041,157.61429166666665,22.7381,vasco2020_surviving_candidates,RESIDUAL_UNEXPLAINED,57.84393687219923,12.410179222474397,19.08,,,,16.915,16.431,,,12.404,8.945,,,0000,J103027.56+224412.7,4.764929,0,19.518076,42.801093,False,5.57260271327501,2.0,,0.02662082038856761,0.004205722808540005,0.02662082038856761,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.120000000000001,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0291283,45.274684,6.129531,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.293301758142945,-10.546582157839463,15.76,1977.2,,,13.238,13.016,,,11.791,8.9,14.106,13.394,0000,J030106.20+060744.0,4.821144,0,16.489401,7.24349,False,447.5710901856821,5.0,500.0,0.024447249441092115,0.003862328548846062,0.024447249441092115,IR_TOO_FAINT,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",7.4399999999999995,"5 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0174637,48.524103,5.603281,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-42.46098781001751,-11.947858228383797,19.08,1969.4,,,17.201,16.413,,,12.429,8.772,,,0000,J031406.05+053609.2,4.740822,0,14.053132,43.673776,False,19.017068675271698,2.0,,0.023524951391831923,0.003716618165566088,0.023524951391831923,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.120000000000001,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0339306,43.698145,7.558239,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.229954615923255,-8.727794328890878,18.82,1979.2,,,16.858,16.492,,,12.079,9.044,,,0000,J025447.62+073325.0,4.786704,0,19.878927,46.048057,False,0.0,2.0,,0.021025317742375423,0.0033217104918330867,0.021025317742375423,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.379999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0144662,48.2328,4.769156,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-43.25687374914028,-12.672451199968803,,1976.3,,,16.592,16.506,,,12.347,8.334,,,0000,J031256.14+044611.7,4.95571,0,17.097633,57.047553,False,3.5192290348881814,2.0,,0.020780731053978742,0.0001928810580170527,0.020780731053978742,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",3.8000000000000007,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0047392,43.436781,1.822623,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-48.706514615182186,-14.133021165986497,17.77,1981.7,,,16.013,15.743,,,12.225,9.012,,,00O0,J025344.97+014923.1,2.868015,0,21.610924,57.305528,False,0.0,2.0,,0.016763419652834424,0.0026483893191109513,0.016763419652834424,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",5.43,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0192401,42.6525,3.14467,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-48.26035863727104,-12.637243547209755,18.72,1978.4,,,17.231,16.448,,,12.635,9.275,,,0000,J025036.27+030841.6,4.926908,0,19.61706,44.106564,False,12.13829197210217,2.0,,0.01638556858545445,0.0025886940569396326,0.01638556858545445,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.48,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0394239,51.093981,6.956525,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-39.69483008462361,-11.311352739347493,19.12,1955.8,,,17.565,16.969,,,12.321,9.066,,,0000,J032422.32+065724.4,3.530119,0,14.04504,30.305846,False,8.917779207852144,2.0,,0.015944021489664815,0.0025189356999580957,0.015944021489664815,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.079999999999998,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0346205,45.004525,7.215178,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-43.65540913081685,-9.429481924579969,19.26,1979.2,,,17.739,17.081,,,12.442,8.209,,,0000,J030000.85+071257.7,4.56611,0,18.115509,30.121775,False,81.36093191452517,2.0,,0.015897452863912424,0.0025115784987663056,0.015897452863912424,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",3.9399999999999977,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0006750,45.718728,1.466737,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-47.36460029344914,-15.141235690815664,19.14,1974.2,,,17.531,17.164,,,12.001,8.966,,,0000,J030252.65+012803.8,4.380105,0,14.885365,47.474577,False,3.5431886768841427,2.0,,0.015195590164337622,0.0024006938633201014,0.015195590164337622,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.059999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0126486,47.949631,3.746334,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.177350969723285,-13.579429163811174,18.98,1979.4,,,17.715,17.195,,,12.535,8.909,,,0000,J031148.13+034443.0,4.99683,0,16.833284,39.814741,False,2.705126429577738,2.0,,0.011802302701780686,0.0018646012009265202,0.011802302701780686,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.219999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0285405,44.689234,5.314589,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-45.289051078066834,-11.160479279214647,,1971.3,,,16.499,16.501,,,12.236,8.157,,,0000,J025845.23+051848.5,4.805328,0,18.512432,41.877548,False,30.728467599279988,2.0,,0.009682399725937488,8.986938421135462e-05,0.009682399725937488,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.689999999999998,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0048161,43.189603,1.930762,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-48.79666412374903,-13.956101888055892,13.47,1978.5,,,,,,,,,11.714,10.995,,,,0,13.919317,24.061849,False,0.0,3.0,1800.0,0.009362595866312487,0.0014791611380618134,0.009362595866312487,IR_TOO_FAINT,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",9.729999999999999,"3 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0322171,44.100984,6.416323,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.84621679729431,-9.936617141075875,18.34,1971.3,,,17.207,17.209,,,12.178,8.493,,,0000,J025624.24+062503.7,4.978923,0,17.674879,48.51105,False,0.9698932930998131,2.0,,0.00856609346277323,0.0013533247334459515,0.00856609346277323,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.859999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0317996,46.646178,7.844281,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-42.107715220055134,-9.282908671401552,13.65,1981.1,,,,,,,,,15.795,,,,,0,16.025965,49.800032,False,4.680340265408061,2.0,,0.007623498541826033,0.001204407724113509,0.007623498541826033,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",9.549999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0241952,40.971273,3.771559,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-48.87722453055843,-11.531064719537243,18.32,1955.0,,,17.468,17.093,,,12.512,8.712,,,0000,J024353.09+034613.2,4.329094,0,13.843936,17.850211,False,7.093061539279072,2.0,,0.007591382413451695,0.0011993338183640095,0.007591382413451695,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.879999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0039737,46.811303,3.111875,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-45.43131870336142,-13.873963915476326,18.5,1951.6,,,17.859,17.298,,,12.693,8.394,,,0000,J030714.87+030638.4,4.945405,0,17.611282,54.745751,False,0.0,2.0,,0.006763848380938389,0.0010685948439603898,0.006763848380938389,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.699999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0200116,43.333978,3.605178,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-47.46378276186669,-12.400413286890258,18.34,1972.8,,,17.704,17.288,,,12.719,9.22,,,0000,J025320.24+033623.3,4.881793,0,14.169147,53.954156,False,0.0,2.0,,0.006327090371815934,0.0009995930966826205,0.006327090371815934,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",4.859999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0325507,43.324787,6.827998,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-45.02869254982998,-9.317989833339002,17.11,1978.1,,,16.838,16.061,,,12.452,8.526,,,0000,J025317.65+064943.0,4.995963,0,19.061523,47.943159,False,16.279899784703836,2.0,,0.005325788064805068,0.0008414011292912684,0.005325788064805068,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",6.09,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0349057,44.72332,7.638667,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-43.5155973214316,-8.943993256377405,,1973.3,,,16.515,16.416,,,12.542,8.726,,,0000,J025853.52+073823.6,4.530887,0,20.750809,36.714217,False,0.0,2.0,,0.005086506376836751,4.7211560027716894e-05,0.005086506376836751,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",5.41,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0241881,40.784634,3.838798,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-48.94380523777116,-11.40991884060523,16.33,1954.9,,,16.401,16.344,,,12.246,8.542,,,0000,J024308.17+035024.1,4.91163,0,20.92033,14.393134,False,0.0,2.0,,0.0028823292606631476,0.00045536830707513425,0.0028823292606631476,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",6.870000000000001,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0156462,47.124784,4.291223,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-44.3740624977323,-12.828718151176808,,1978.4,,,17.228,17.234,,,12.544,8.899,,,0000,J030829.70+041725.1,4.934219,0,19.778246,16.158608,False,16.134013542823126,2.0,,0.001519894052386798,1.410724060364865e-05,0.001519894052386798,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",5.969999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0058049,42.979623,2.288203,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-48.67690486316579,-13.552262361252405,16.14,1980.1,,,17.818,17.229,,,12.843,9.143,,,0000,J025155.14+021714.2,3.327057,0,17.77384,26.136963,False,12.882945664715038,2.0,,0.0008091481581067102,0.00012783425958949696,0.0008091481581067102,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",7.059999999999999,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
VASCO-VO-0229585,42.675573,4.426342,vizier:I/284/out,RESIDUAL_UNEXPLAINED,-47.280343011222925,-11.421119584935763,15.04,1979.5,,,17.263,16.55,,,12.719,8.723,,,0000,J025042.36+042537.8,4.477678,0,17.956341,51.340983,False,7.678719294257344,2.0,,0.0005187539908831424,8.195598255925046e-05,0.0005187539908831424,IR_UNDERSAMPLED,DISAPPEARANCE_LIKE,,0.0,23.2,"ps1,gaia",8.16,"2 infrared band(s), no modern optical counterpart, and no mundane class fits"
