name,ra,dec,vtype,cat_period,cat_amp_mmag,ztf_status,ztf_n_detected_blocks,ztf_n_blocks,demonstrated,eta_min,n_blocks,p_persist_upper,p_persist_text,pinned_at_floor,per_block_eta,per_block_n,injected_amplitude_mmag,injected_period_days,note
LINEAR 16125124,240.30381774902344,20.300029754638672,EW,0.322478,8025.0,still_periodic,8,8,True,1.0,8,9.60598434850553e-18,<= 9.61e-18 (injection-resolution limited),True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[107, 99, 206, 105, 194, 162, 153, 36]",8025.0,0.322478,"efficiency measured by injecting the CATALOGUED period and amplitude into the ZTF light curve's own epochs and noise, and applying the identical blind detector"
