series,platenum,mosnum,expnum,exptime_min
fa,756,0,0,59.0
ai,9038,0,0,73.0
rh,12389,1,0,20.0
ai,32428,1,0,102.0
ai,2286,0,0,63.0
ac,14721,1,0,70.0
ai,13473,0,0,60.0
fa,7546,0,0,70.0
ai,20214,0,0,60.0
ai,3317,0,0,90.0
ai,3825,0,0,77.0
ac,18750,1,0,58.0
ai,15445,0,0,60.0
ac,41246,-1,0,45.0
fa,8940,1,0,66.0
ai,28151,0,0,58.0
ai,32753,0,0,87.0
ai,20801,0,0,56.0
ai,9859,0,0,60.0
ac,20450,1,0,55.0
fa,881,0,0,59.0
ai,28076,0,0,122.0
fa,167,0,0,60.0
ai,22536,0,0,60.0
ai,11917,-1,0,74.0
ai,7626,0,0,62.0
ca,1012,1,0,60.0
ai,10858,0,0,65.0
ai,20717,-1,0,60.0
ac,29771,-1,0,45.0
ai,5745,0,0,87.0
fa,10202,1,0,44.0
mf,15368,-1,0,90.0
ai,20184,0,0,60.0
am,3360,1,0,78.0
ai,24565,1,0,90.0
ai,5935,-1,0,69.0
ai,4242,0,0,65.0
ca,85,1,0,56.0
ai,14977,-1,0,64.0
ka,3450,-1,0,59.0
ac,13976,1,0,60.0
ac,11545,1,0,60.0
kc,87,-1,0,60.0
ai,17041,0,0,50.0
ai,28990,1,0,93.0
ai,3980,0,0,37.0
ac,20241,1,0,60.0
ai,39289,0,0,58.0
dnb,258,1,0,120.0
ai,34630,4,0,98.0
ai,8652,0,0,62.0
ac,2581,1,0,71.0
ac,17731,1,0,60.0
ai,5234,0,0,62.0
ai,34681,0,0,27.0
ax,3767,1,0,180.0
fa,6637,0,0,57.0
ai,40115,1,0,100.0
ai,42644,2,0,90.0
mb,321,0,0,240.0
ka,2933,-1,0,59.0
dnb,1664,1,0,34.85
ai,28827,-1,0,60.0
ca,860,1,0,60.0
ai,1165,-1,0,61.0
fa,13817,-1,0,59.0
ai,31964,0,0,88.0
ai,25576,0,0,112.0
i,45986,1,2,10.0
i,45986,1,1,10.0
ai,17723,0,0,49.0
ai,44497,1,0,59.0
mb,522,0,0,1.0
ke,24,0,0,64.0
ai,19610,1,0,56.0
ai,31572,0,0,69.0
ai,8708,0,0,61.0
ka,3606,-1,0,59.0
ac,15245,1,0,63.0
ai,29255,-1,0,60.0
ai,43883,-1,0,59.0
ai,15673,-1,0,68.0
fa,10682,0,0,45.0
ai,28123,1,0,107.0
ac,9324,1,0,78.0
ai,12299,0,0,40.0
ai,20743,0,0,56.0
ac,17030,1,0,60.0
rh,12407,0,0,22.0
ai,243,-1,0,67.0
ai,13637,0,0,69.0
fa,6367,1,0,40.0
ac,3597,1,0,60.0
fa,2779,0,0,57.0
ai,1180,0,0,50.0
ai,7717,0,0,60.0
ac,9610,1,0,76.0
ai,31459,1,0,46.0
ai,30175,-1,0,48.0
fa,13858,-1,0,59.0
ai,6831,0,0,60.0
dnb,6037,1,0,36.0
ai,4977,-1,0,75.0
fa,6504,2,0,59.0
ai,33039,0,0,81.0
ai,38176,2,0,85.0
ai,40072,1,0,77.0
ai,32048,0,0,140.0
i,17927,0,0,14.0
ac,39582,1,0,131.0
ai,27352,0,0,63.0
ai,32071,1,0,126.0
ac,27511,1,0,66.0
mc,39538,-1,0,30.0
ac,12143,-1,0,24.0
ai,14876,0,0,62.0
rl,4262,0,0,60.0
bi,2509,-1,0,45.0
ac,41558,1,0,40.0
ai,30856,0,0,70.0
ac,25779,1,0,65.0
ai,29944,0,0,128.0
fa,13568,1,0,59.0
dnb,3619,0,0,41.92
ai,15599,0,0,72.0
ai,32664,0,0,90.0
rh,5893,1,0,8.0
fa,8935,3,0,117.0
ai,11148,0,0,61.0
ai,6670,0,0,59.0
ai,35269,1,0,103.0
fa,11992,1,0,45.0
ai,5860,0,0,62.0
ai,24726,0,0,120.0
ai,1208,0,0,77.0
ai,28940,2,0,114.0
fa,13474,0,0,70.0
ai,18375,0,0,54.0
fa,6392,0,0,54.0
ai,11337,0,0,60.0
ac,13912,1,0,60.0
ac,41959,1,0,73.0
dnb,2524,1,0,34.82
ai,42598,1,0,86.0
dny,101,1,0,120.0
fa,4089,0,0,59.0
ai,24084,0,0,60.0
ac,33613,1,0,60.0
ai,15402,0,0,61.0
kg,114,0,0,87.0
fa,9578,0,0,67.0
ac,17209,1,0,60.0
ai,8996,1,0,67.0
ai,10014,0,0,66.0
fa,2109,0,0,49.0
ai,1026,0,0,30.0
ai,23960,0,0,123.0
dnb,5633,1,0,31.0
fa,2985,0,0,67.0
ai,13917,0,0,60.0
rb,2922,1,0,5.0
ac,18972,-1,0,52.0
ai,8889,0,0,61.0
ac,2644,1,0,91.0
fa,8290,0,0,29.0
ai,10744,0,0,62.0
ac,16351,1,0,60.0
rl,2314,0,0,122.0
ac,8643,1,0,64.0
ai,14830,0,0,62.0
ai,29191,0,0,129.0
ay,656,-1,0,66.0
ai,32738,0,0,64.0
ai,7674,0,0,60.0
ai,44258,1,0,55.0
fa,13518,0,0,25.0
ai,38669,0,0,68.0
ai,34788,1,0,103.0
ai,31404,-1,0,30.0
ai,2050,0,0,64.0
ac,6542,1,0,66.0
rb,5065,1,0,5.0
ai,37485,1,0,115.0
ai,33239,0,0,64.0
ai,6796,0,0,120.0
fa,2022,1,0,58.0
ai,8546,0,0,60.0
ai,44460,2,0,59.0
ai,16043,0,0,62.0
ac,7471,0,0,71.0
i,12368,1,0,30.0
ai,11430,0,0,52.0
ka,1797,0,0,95.0
fa,5307,0,0,79.0
ac,12866,1,0,60.0
ai,44382,-1,0,45.0
ai,10888,0,0,60.0
ai,2182,0,0,64.0
ai,31469,-1,0,70.0
ai,40753,1,0,89.0
dnb,4615,1,0,37.85
ai,4971,-1,0,69.0
ab,597,-1,0,62.0
ai,37118,0,0,89.0
ai,26957,0,0,78.0
dnb,2051,1,0,36.45
fa,8124,2,0,59.0
fa,12686,0,0,59.0
ai,44589,-1,0,44.0
ai,929,0,0,66.0
ai,44694,-1,0,58.0
ai,10986,0,0,60.0
ai,40996,0,0,34.0
dnb,3821,1,0,27.38
ai,12031,1,0,60.0
fa,5253,0,0,49.0
ai,27364,-1,0,69.0
ai,5122,-1,0,71.0
fa,8316,1,0,36.0
fa,4317,1,0,44.0
ai,31542,0,0,100.0
j,3016,0,0,5.0
ai,19732,-1,0,60.0
ai,14935,0,0,60.0
ac,18725,1,0,60.0
ai,2329,0,0,68.0
dnb,5782,0,0,34.0
ai,35491,0,0,119.0
ka,3662,-1,0,59.0
ai,24124,-1,0,72.0
fa,12574,1,0,20.0
fa,2877,1,0,54.0
ai,12005,0,0,60.0
ai,21406,0,0,58.0
ai,15634,0,0,62.0
ai,29058,0,0,105.0
md,2937,0,0,10.0
fa,1944,0,0,59.0
dnb,5761,1,0,36.0
fa,13624,0,0,59.0
ai,9784,1,0,68.0
ac,13967,1,0,60.0
ai,30057,0,0,62.0
ai,2064,0,0,60.0
fa,2053,0,0,60.0
fa,2662,1,0,58.0
ai,7610,0,0,47.0
ai,10711,-1,0,60.0
ai,18309,0,0,60.0
kg,157,0,0,10.0
fa,203,-1,0,64.0
ac,27512,1,0,73.0
ai,18217,0,0,64.0
i,36618,-1,0,60.0
ka,3444,-1,0,59.0
ai,14794,0,0,64.0
ai,10496,0,0,34.0
ai,9905,0,0,60.0
fa,7533,1,0,44.0
ai,27073,0,0,116.0
ai,33894,2,0,79.0
ac,15114,1,0,97.0
ai,12638,0,0,62.0
ai,12597,0,0,65.0
fa,11857,0,0,89.0
ai,30671,0,0,64.0
fa,13495,0,0,40.0
ax,92,-1,0,495.0
ac,40015,1,0,64.0
ai,17058,0,0,70.0
fa,12462,0,0,62.0
ai,16908,2,0,60.0
ai,4007,0,0,71.0
ai,32641,0,0,53.0
mc,28903,1,0,63.0
ai,18311,0,0,63.0
fa,12720,0,0,58.0
fa,4203,0,0,59.0
ai,17052,0,0,58.0
ai,40275,0,0,48.0
fa,4188,1,0,60.0
ai,3613,0,0,70.0
ac,8540,1,0,68.0
ai,37459,-1,0,100.0
ai,43845,-1,0,59.0
kb,1961,-1,0,3.0
ac,31578,-1,0,85.0
ai,23482,-1,0,62.0
fa,8278,1,0,60.0
ac,269,0,0,541.0
ai,5017,0,0,73.0
rb,2472,1,2,5.0
ke,41,0,0,1439.0
fa,11901,0,0,89.0
fa,13545,0,0,59.0
ka,642,-1,0,0.88
ac,39359,1,0,51.0
ac,16382,1,0,68.0
dnb,3022,1,0,36.67
fa,8305,2,0,55.0
ai,7944,0,0,60.0
fa,4238,0,0,59.0
ai,33775,0,0,90.0
ax,4016,1,0,180.0
ai,23231,0,0,118.0
ax,445,-1,0,175.0
ab,757,-1,4,5.0
fa,797,1,0,87.0
rl,1281,0,0,75.0
fa,935,0,0,62.0
ai,2056,0,0,96.0
fa,5458,0,0,59.0
ai,6702,0,0,62.0
ai,36248,-1,0,111.0
ac,27556,1,0,62.0
ai,13395,0,0,60.0
fa,8216,0,0,59.0
ac,6043,-1,0,56.0
fa,6760,1,0,48.0
ke,29,0,0,90.0
ac,23166,1,0,66.0
ai,43075,0,0,89.0
ai,5294,-1,0,61.0
ai,29744,0,0,121.0
ai,10924,0,0,60.0
ai,10783,0,0,59.0
ka,2963,-1,0,59.0
fa,931,0,0,24.0
kf,57,-1,0,88.0
ai,9019,0,0,924.0
ai,39511,1,0,141.0
fa,9730,1,0,60.0
rb,2893,1,2,5.0
fa,954,0,0,59.0
ai,23857,-1,0,107.0
fa,13650,-1,0,59.0
ai,2162,0,0,71.0
ai,28959,0,0,120.0
fa,4984,1,0,72.0
ai,35616,0,0,136.0
ac,25892,1,0,64.0
fa,10684,2,0,60.0
ai,30016,1,0,131.0
ai,13471,0,0,70.0
fa,9508,0,0,53.0
ai,22961,0,0,70.0
ai,13613,0,0,65.0
ai,8891,0,0,61.0
ac,12996,1,0,60.0
kb,1786,-1,0,14.0
rh,12331,1,1,24.0
rh,12331,1,2,24.0
rh,12331,1,0,25.0
ai,38785,0,0,119.0
ai,13855,-1,0,60.0
ka,852,-1,0,66.0
rh,12332,1,2,24.0
rh,12332,1,0,24.0
rh,12332,1,1,24.0
fa,901,1,0,58.0
ai,26844,-1,0,57.0
rl,4208,0,0,60.0
rh,12312,1,0,24.0
rh,12312,1,1,24.0
ai,12151,0,0,65.0
ac,32636,1,0,116.0
fa,5157,2,0,57.0
ai,21668,0,0,124.0
ai,4917,-1,0,71.0
fa,13774,-1,0,45.0
ai,27910,0,0,78.0
ai,1292,0,0,60.0
fa,204,1,0,60.0
ai,32637,0,0,146.0
ai,5606,1,0,66.0
ax,3722,1,0,180.0
ai,43578,0,0,59.0
ai,19336,1,0,53.0
mc,35284,1,0,75.0
ac,9976,1,0,62.0
ai,19796,0,0,62.0
ai,27237,-1,0,45.0
ai,10795,0,0,50.0
fa,7511,1,0,58.0
ai,14872,0,0,45.0
ai,32640,0,0,65.0
rh,6030,1,0,8.0
ai,39250,0,0,70.0
ai,41658,-1,0,72.0
ai,1744,0,0,66.0
ai,12780,0,0,63.0
ai,18046,0,0,38.0
ai,6749,1,0,60.0
ai,24054,0,0,141.0
ai,18618,0,0,62.0
ac,28027,1,0,61.0
ai,2110,0,0,68.0
ai,14630,-1,0,46.0
ac,27281,1,0,65.0
kb,1777,-1,0,39.0
ai,14842,0,0,60.0
fa,12689,-1,0,30.0
ac,13924,1,0,62.0
ai,24824,-1,0,61.0
ai,10656,0,0,60.0
ai,16834,0,0,58.0
fa,902,1,0,61.0
ai,3746,0,0,80.0
ac,24569,-1,0,226.0
ai,35493,0,0,125.0
ai,37489,0,0,89.0
fa,9535,0,0,60.0
am,8211,1,0,60.0
ai,43520,0,0,56.0
ai,24911,-1,0,59.0
ai,38616,-1,0,96.0
ai,32455,0,0,90.0
mc,35233,1,0,120.0
ai,7656,0,0,60.0
ai,42613,1,0,86.0
fa,12492,0,0,78.0
ai,31593,0,0,92.0
ac,20332,1,0,73.0
ai,508,0,0,58.0
mc,2304,2,1,1.0
mc,2304,2,0,60.0
ac,16231,1,0,60.0
ai,43811,-1,0,59.0
ay,1000,1,0,60.0
fa,12404,1,0,57.0
ai,39921,0,0,65.0
dnb,2735,1,0,34.78
ai,2823,0,0,63.0
fa,7526,0,0,58.0
ai,43169,1,0,78.0
fa,2931,0,0,77.0
ai,6732,0,0,63.0
ka,3587,-1,0,59.0
fa,5337,0,0,60.0
ac,7649,-1,0,28.0
rh,11404,1,0,81.0
ai,4966,0,0,60.0
ai,6995,0,0,60.0
fa,5327,0,0,59.0
ai,21454,0,0,60.0
ai,23238,0,0,122.0
ac,7297,1,0,69.0
ai,26394,1,0,120.0
ai,12226,-1,0,49.0
fa,5416,1,0,53.0
ai,3701,0,0,56.0
fa,9666,0,0,64.0
ai,16989,1,0,76.0
fa,11770,0,0,60.0
ax,4064,1,0,180.0
ai,14537,-1,0,62.0
ai,3233,0,0,83.0
ka,3057,-1,0,59.0
ai,10578,0,0,64.0
fa,5395,0,0,58.0
ac,29047,1,0,60.0
dnb,4074,1,0,36.87
fa,4204,0,0,35.0
ai,21306,0,0,56.0
ka,3582,-1,0,59.0
ai,20880,0,0,60.0
ai,14843,0,0,61.0
fa,6549,1,0,55.0
ai,43848,-1,0,60.0
ai,7316,0,0,60.0
ai,1823,0,0,51.0
mf,15373,-1,0,90.0
ai,127,0,0,107.0
ai,6668,0,0,64.0
ac,3040,1,0,57.0
fa,2870,0,0,51.0
ai,10562,0,0,60.0
ai,15771,0,0,62.0
ai,32673,0,0,60.0
ai,40761,0,0,120.0
ai,20332,-1,0,60.0
md,2903,0,0,10.0
ai,43504,1,0,14.0
ai,126,0,0,106.0
ai,50001,-1,0,60.0
ac,12358,1,0,61.0
ai,43512,0,0,57.0
ai,26897,0,0,72.0
ai,7760,0,0,64.0
ai,3430,0,0,53.0
ai,27386,1,0,60.0
ka,3491,-1,0,59.0
ac,4920,1,0,119.0
ai,43497,1,0,39.0
ac,4352,1,0,47.0
ac,30013,1,0,69.0
ai,43177,1,0,79.0
ai,26358,0,0,120.0
ai,13730,0,0,60.0
ai,3311,0,0,68.0
ai,30009,0,0,131.0
fa,4253,0,0,59.0
fa,2924,1,0,71.0
ai,7437,0,0,60.0
rh,5146,1,0,6.0
ai,12500,0,0,60.0
ai,18038,2,0,64.0
ai,43159,1,0,89.0
ai,27196,0,0,85.0
rh,7001,1,0,85.0
fa,7477,0,0,60.0
ai,16244,-1,0,60.0
ai,16816,0,0,58.0
am,15623,1,0,65.0
fa,4228,2,0,59.0
ai,16697,0,0,38.0
ai,1833,0,0,63.0
fa,11758,1,0,90.0
ai,38185,1,0,80.0
ai,3843,-1,0,23.0
ai,832,0,0,73.0
ac,24740,1,0,120.0
dnb,308,1,0,120.0
fa,2739,1,0,58.0
ai,8662,0,0,62.0
fa,1200,2,0,57.0
ai,14416,0,0,64.0
ai,19445,-1,0,59.0
fa,896,-1,0,60.0
ai,6596,0,0,65.0
fa,2033,0,0,54.0
fa,10973,0,0,50.0
ai,5642,-1,0,60.0
ac,26804,1,0,61.0
ai,19761,1,0,61.0
ai,43097,1,0,62.0
ai,8844,0,0,61.0
ac,41248,-1,0,30.0
ai,16894,0,0,56.0
rh,1166,1,0,61.0
ai,3360,0,0,57.0
ai,4760,0,0,62.0
ai,42516,1,0,59.0
ai,5621,0,0,60.0
ai,42517,1,0,35.0
ai,5080,-1,0,62.0
ai,16973,0,0,75.0
ai,16999,1,0,56.0
fa,2647,0,0,87.0
ai,8924,0,0,60.0
ai,29076,0,0,72.0
ke,110,0,0,89.0
ai,5873,-1,0,6.0
ac,24724,1,0,120.0
ai,11214,0,0,109.0
ai,11532,1,0,61.0
fa,12644,0,0,88.0
ai,19792,1,0,79.0
ai,1842,0,0,60.0
ai,13599,0,0,64.0
ai,43825,-1,0,59.0
ai,28779,1,0,59.0
fa,768,1,0,38.0
ac,5578,1,0,55.0
ac,26285,1,0,63.0
ai,39538,0,0,57.0
ai,35552,0,0,118.0
fa,2616,0,0,45.0
fa,9738,0,0,85.0
mc,39532,-1,0,30.0
ai,12556,0,0,47.0
ai,28030,1,0,68.0
fa,9488,1,0,65.0
ai,10781,0,0,59.0
ai,22395,0,0,126.0
ac,28180,-1,0,59.0
ai,10697,0,0,60.0
fa,11989,0,0,46.0
ai,29786,0,0,51.0
ai,28300,0,0,55.0
ai,770,0,0,72.0
ac,16297,1,0,50.0
ai,12672,0,0,65.0
ai,11319,0,0,60.0
ai,15378,0,0,52.0
ai,667,0,0,56.0
ai,23171,0,0,122.0
ai,8719,-1,0,60.0
ai,35561,0,0,108.0
ai,5468,0,0,56.0
ai,35611,1,0,119.0
ai,40251,1,0,127.0
ai,42499,-1,0,88.0
ai,27216,1,0,138.0
ai,10514,0,0,62.0
ke,494,-1,0,25.0
ai,6946,0,0,60.0
md,27729,0,0,77.0
ai,23314,0,0,115.0
dnb,1294,1,0,35.8
ai,20420,0,0,62.0
fa,11743,0,0,60.0
ai,24516,-1,0,78.0
ai,6830,2,0,71.0
ai,12317,1,0,66.0
fa,5403,1,0,61.0
ai,24004,0,0,129.0
ai,16926,0,0,60.0
ai,11347,0,0,58.0
ai,3410,0,0,74.0
fa,12578,1,0,87.0
ai,10765,0,0,60.0
ai,40338,2,0,54.0
fa,9749,-1,0,88.0
mf,2154,-1,0,23.0
ac,30907,1,0,60.0
ac,30907,1,1,46.0
fa,13501,0,0,59.0
ai,8969,0,0,71.0
ac,31855,1,0,70.0
i,45239,1,0,10.0
ac,35477,1,0,74.0
fa,8335,0,0,56.0
fa,12605,0,0,88.0
ac,20159,1,0,73.0
ai,30116,1,0,61.0
dnb,5665,1,0,33.0
rl,4210,0,0,120.0
fa,6366,0,0,60.0
ac,18659,1,0,52.0
rb,4144,-1,0,5.0
fa,12453,1,0,60.0
ai,7008,1,0,67.0
fa,11982,0,0,27.0
fa,9645,0,0,59.0
ai,9934,0,0,60.0
ai,18013,0,0,50.0
ai,2457,0,0,60.0
ai,42614,1,0,87.0
ka,3617,-1,0,59.0
ai,35438,0,0,126.0
me,1018,1,0,30.0
fa,2709,2,0,73.0
ac,32658,1,0,103.0
fa,4153,1,0,8.0
ai,15829,0,0,60.0
ai,9822,0,0,60.0
ai,7728,-1,0,60.0
ai,31418,1,0,60.0
ai,11453,0,0,60.0
ac,27996,1,0,71.0
fa,7514,0,0,59.0
ai,11406,0,0,62.0
ai,43864,-1,0,59.0
fa,13608,0,0,59.0
ai,15984,0,0,60.0
ai,19433,1,0,58.0
dnb,3593,1,0,35.77
ai,1004,0,0,75.0
am,10668,1,0,60.0
ac,41586,1,0,81.0
ac,37191,1,0,93.0
ai,22545,1,0,82.0
ai,33974,0,0,113.0
ai,17121,0,0,60.0
ai,43594,0,0,60.0
ai,4803,0,0,64.0
mc,18737,-1,0,30.0
ac,12885,1,0,70.0
ac,24636,1,0,125.5
dnb,1102,1,0,30.0
ac,24578,-1,0,120.0
ka,2447,-1,0,13.0
ai,9881,0,0,60.0
ai,26073,0,0,123.0
ai,22394,0,0,124.0
ai,2543,0,0,62.0
ai,24055,0,0,157.0
ka,3601,-1,0,59.0
ac,25096,1,0,120.0
ai,38151,0,0,126.0
ai,13621,0,0,68.0
ai,44590,-1,0,44.0
am,2517,1,0,60.0
ai,32040,-1,0,61.0
ai,43096,0,0,90.0
ai,983,0,0,61.0
ai,2365,0,0,60.0
ai,5703,-1,0,69.0
ai,21429,-1,0,70.0
ka,2949,-1,0,59.0
ai,15700,0,0,62.0
i,10435,-1,0,80.0
rb,3039,1,0,5.0
fa,254,1,0,21.0
rh,12280,1,1,24.0
rh,12280,1,0,24.0
ac,13765,-1,0,300.0
ac,27505,1,0,60.0
ai,23282,0,0,120.0
ai,24701,1,0,71.0
ai,1168,-1,0,67.0
dnb,6087,1,0,36.0
fa,8264,0,0,58.0
fa,5188,0,0,59.0
ac,22545,1,0,60.0
ac,16005,2,0,62.0
ai,2476,0,0,65.0
ai,20294,0,0,62.0
ac,23309,1,0,56.0
fa,2821,2,0,57.0
ac,20127,1,0,69.0
ai,44616,-1,0,45.0
ai,17777,-1,0,26.0
fa,7462,0,0,45.0
ai,7719,0,0,62.0
fa,10971,-1,0,5.0
ai,20811,-1,0,31.0
rh,5620,1,0,10.0
ai,7952,0,0,60.0
ai,6220,0,0,181.0
fa,3229,1,0,46.0
ai,33089,1,0,60.0
fa,9680,0,0,60.0
ai,33027,1,0,72.0
ai,16412,1,0,69.0
ac,35498,1,0,127.0
ai,27437,0,0,65.0
ac,11473,1,0,64.0
fa,6670,1,0,58.0
ai,1125,0,0,60.0
fa,948,1,0,60.0
ai,7813,0,0,60.0
rh,12374,1,1,20.0
rh,12374,1,0,20.0
rh,12374,1,2,20.0
ai,25464,0,0,64.0
ai,12650,0,0,61.0
ai,14795,0,0,56.0
ai,23827,-1,0,80.0
ac,7652,1,0,56.0
ai,37428,0,0,118.0
ac,3207,1,0,56.0
ai,44643,-1,0,60.0
ai,24165,0,0,60.0
ai,15814,0,0,60.0
fa,1935,1,0,44.0
ai,20321,0,0,61.0
ai,7436,0,0,19.0
ai,8557,0,0,62.0
ai,15527,0,0,61.0
ai,12403,-1,0,60.0
ka,2175,-1,0,16.0
ac,18853,1,0,67.0
ai,40884,0,0,126.0
ac,4554,1,0,49.0
ax,4054,0,0,180.0
ai,3768,-1,0,101.0
ai,6836,0,0,60.0
ai,9901,0,0,60.0
ai,1062,1,0,60.0
ai,21762,0,0,122.0
ac,26303,1,0,62.0
fa,8855,-1,0,46.0
ai,18156,0,0,60.0
ai,13827,0,0,69.0
ai,40813,0,0,116.0
ai,10901,0,0,60.0
ca,787,1,0,73.0
ai,23024,-1,0,132.0
fa,9580,-1,0,60.0
ai,20770,0,0,62.0
ke,87,0,0,48.0
fa,8137,2,0,89.0
ai,36427,0,0,101.0
ai,11323,0,0,61.0
rh,2073,2,0,60.0
ai,30783,0,0,104.0
fa,11015,0,0,41.0
fa,10200,1,0,46.0
ai,12462,1,0,60.0
ac,694,1,0,66.0
ai,9650,0,0,61.0
rh,8229,1,0,97.0
ai,44614,-1,0,44.0
rh,4679,1,0,37.0
ai,19347,0,0,60.0
ai,13454,1,0,60.0
ai,7831,0,0,60.0
ai,39495,0,0,33.0
ai,799,0,0,65.0
ai,42493,-1,0,88.0
ai,41523,0,0,91.0
ai,42597,1,0,27.0
ai,8883,-1,0,60.0
ai,41576,3,0,59.0
fa,13799,-1,0,59.0
ai,38755,1,0,60.0
ac,9575,1,0,30.0
fa,8799,0,0,88.0
ai,1003,0,0,81.0
ai,16878,0,0,56.0
rl,1778,0,0,60.0
ke,13,-1,0,45.0
fa,6476,1,0,59.0
ai,12536,0,0,61.0
ai,39504,0,0,74.0
ai,2465,0,0,58.0
ac,22684,-1,0,65.0
fa,7558,0,0,62.0
ac,16490,1,0,74.0
rh,15060,1,1,30.0
rh,15060,1,0,10.0
ac,19801,1,0,62.0
ai,7491,0,0,798.0
ac,34217,1,0,74.0
ai,17074,0,0,62.0
ai,3583,0,0,61.0
ka,932,-1,0,59.0
ai,7872,0,0,85.0
ka,3572,-1,0,59.0
ai,17068,0,0,45.0
ai,6835,0,0,60.0
fa,4387,1,0,58.0
fa,11974,0,0,25.0
ai,6484,0,0,63.0
ai,1192,-1,0,62.0
ac,4992,1,0,60.0
ai,5590,0,0,67.0
ai,38899,2,0,55.0
ac,30366,1,0,56.0
dnb,1042,1,0,60.0
fa,2923,-1,0,85.0
ai,19443,2,0,52.0
ai,18248,0,0,66.0
fa,2039,0,0,31.0
ai,23975,0,0,69.0
ai,1735,0,0,60.0
ac,9559,1,0,30.0
ai,34531,1,0,95.0
ac,41921,1,0,57.0
ai,29919,0,0,106.0
fa,13520,1,0,85.0
ai,4911,0,0,63.0
ac,37108,1,0,118.0
am,10964,1,0,32.0
ai,30032,2,0,88.0
dnb,5832,1,0,36.0
ai,14660,0,0,60.0
ai,23233,-1,0,107.0
ai,31693,-1,0,60.0
ai,18310,0,0,60.0
ai,27906,-1,0,51.0
mc,37306,0,0,3.0
ai,40899,2,0,68.0
ca,150,1,0,63.0
rh,12882,1,0,70.0
ai,21278,-1,0,52.0
fa,5348,0,0,59.0
ai,29690,1,0,50.0
ai,23430,1,0,64.0
ax,3963,1,0,180.0
ai,12575,0,0,60.0
ai,37198,0,0,121.0
ai,15710,1,0,60.0
ai,32056,2,0,60.0
ai,1093,0,0,46.0
ac,15072,1,0,62.0
fa,5172,1,0,61.0
fa,2716,-1,0,49.0
fa,4061,0,0,60.0
ai,27713,-1,0,44.0
ac,16934,-1,0,58.0
ai,6798,1,0,60.0
ai,3961,-1,0,53.0
ai,29729,0,0,113.0
ai,10056,0,0,60.0
ai,14161,-1,0,72.0
fa,6433,0,0,59.0
ai,27905,0,0,69.0
ai,29826,0,0,60.0
fa,6597,0,0,59.0
ai,21407,0,0,46.0
ai,10443,0,0,60.0
ai,16928,0,0,69.0
ai,38219,1,0,93.0
ai,44459,1,0,45.0
ai,24142,0,0,60.0
ac,33963,1,0,106.0
ai,6744,0,0,67.0
ai,43126,0,0,41.0
ai,13665,0,0,60.0
fa,13870,1,0,59.0
fa,2761,1,0,62.0
ab,252,-1,0,61.0
ai,4081,-1,0,60.0
ai,37123,0,0,80.0
ai,38799,0,0,53.0
ai,19981,0,0,60.0
fa,8240,1,0,59.0
ai,11254,-1,0,60.0
ac,16216,1,0,60.0
ac,17769,-1,0,45.0
ai,3913,0,0,68.0
ai,33944,-1,0,95.0
ai,6805,0,0,62.0
ai,10806,0,0,60.0
ai,18662,0,0,66.0
ac,38957,1,0,129.0
ai,17153,0,0,58.0
ai,1148,-1,0,59.0
ai,30058,1,0,80.0
ai,36304,0,0,150.0
ai,26772,0,0,71.0
ai,19523,0,0,60.0
i,487,-1,0,14.0
ac,16603,-1,0,92.0
fa,4194,0,0,59.0
fa,8311,0,0,64.0
fa,1155,-1,0,23.0
ai,23051,0,0,113.0
ai,3654,0,0,61.0
rb,2786,1,0,5.0
ka,3038,-1,0,59.0
ai,44695,1,0,60.0
ai,10903,0,0,60.0
mc,36374,0,0,60.0
ac,23257,1,0,60.0
fa,5454,0,0,34.0
ai,10037,0,0,63.0
ai,44413,2,0,59.0
ai,12515,0,0,63.0
ai,21543,0,0,52.0
ai,21733,0,0,116.0
ai,37031,1,0,54.0
ai,20112,0,0,66.0
rh,1159,1,1,4.1
rh,1159,1,0,5.33
ai,39522,1,0,196.0
kg,174,0,0,43.0
ai,15969,0,0,70.0
ka,1565,0,0,60.0
fa,8911,1,0,59.0
ac,34102,1,0,156.0
ai,43121,1,0,91.0
fa,13500,0,0,59.0
dnb,181,1,0,120.0
ai,42504,1,0,55.0
ai,36501,1,0,141.0
dnb,3875,0,0,36.12
ac,40694,1,0,89.0
ai,16254,-1,0,60.0
ai,27841,1,0,62.0
ai,13474,0,0,64.0
ai,44613,1,0,44.0
ai,9848,0,0,60.0
ai,40901,1,0,64.0
ai,17278,0,0,60.0
ac,31142,1,0,64.0
ai,3383,0,0,56.0
ac,15735,1,0,50.0
ai,28211,1,0,64.0
ke,114,0,0,90.0
ai,12475,0,0,64.0
fa,9536,0,0,58.0
ai,29170,2,0,76.0
fa,2990,1,0,74.0
ai,22416,0,0,98.0
ai,15482,0,0,57.0
ac,30823,-1,0,61.0
ai,30133,0,0,64.0
ai,29032,-1,0,56.0
ai,1848,0,0,71.0
ai,1995,0,0,122.0
fa,742,2,0,64.0
ai,16030,1,0,45.0
ac,8296,1,0,58.0
ai,13472,0,0,69.0
ab,626,-1,0,67.0
fa,4034,1,0,44.0
kg,142,0,0,88.0
ai,14577,0,0,60.0
i,57986,1,0,45.0
fa,8116,0,0,61.0
ai,42626,1,0,82.0
ai,26197,0,0,66.0
ac,6353,1,0,14.0
ac,15175,1,0,63.0
ai,28388,1,0,28.0
ac,26284,1,0,60.0
