series,platenum,mosnum,expnum,exptime_min
i,53145,0,2,5.0
i,53145,0,0,5.0
i,53145,0,1,5.0
ai,23880,1,0,143.0
ai,7612,0,0,62.0
ai,26072,1,0,108.0
ai,25261,0,0,88.0
ai,42456,0,0,88.0
ac,34848,1,0,102.0
ac,31782,-1,0,60.0
rh,8082,0,0,60.0
bm,3156,0,0,59.0
ai,42281,0,0,30.0
fa,5232,1,0,56.0
ax,447,1,0,185.0
fa,8769,0,0,64.0
fa,508,0,0,58.0
ai,14290,0,0,55.0
ai,13425,0,0,72.0
b,49370,-1,0,10.0
ai,33844,0,0,119.0
a,18564,0,0,45.0
fa,2800,1,0,80.0
ac,8097,0,0,68.0
kb,1177,0,0,35.0
ai,16958,0,0,66.0
ai,42391,0,0,118.0
ac,2337,0,0,69.0
rb,5998,0,2,5.0
ai,12198,0,0,62.0
ka,3446,-1,0,59.0
dny,325,0,0,115.0
fa,6107,0,0,59.0
fa,11734,1,0,89.0
ac,8059,0,0,68.0
ai,35524,0,0,108.0
ai,37040,6,0,115.0
ka,537,-1,0,0.58
ai,116,0,0,60.0
fa,12509,0,0,27.0
ai,429,0,0,9.0
ka,3484,-1,0,59.0
ai,5646,0,0,60.0
ai,15332,0,0,60.0
ai,9667,0,0,60.0
kc,678,0,0,59.0
kc,75,-1,0,40.0
ai,4341,-1,0,39.0
ac,29962,0,0,66.0
rh,15094,1,0,10.0
ai,4632,-1,0,58.0
ai,33888,1,0,112.0
ai,21439,-1,0,60.0
bi,5116,1,0,60.0
rb,6658,1,0,15.0
rb,6658,1,1,15.0
fa,9596,1,0,41.0
ai,28053,2,0,122.0
ka,2968,-1,0,59.0
ai,20449,0,0,60.0
ac,26112,0,0,60.0
bi,1802,0,0,45.0
fa,7535,1,0,59.0
ka,3434,-1,0,59.0
ai,37983,1,0,111.0
md,10360,0,0,10.0
kb,1258,0,0,82.0
ka,493,-1,0,1.83
ka,493,-1,1,52.83
ka,493,-1,2,56.0
ai,17973,0,0,59.0
ai,24404,0,0,120.0
fa,13758,-1,0,45.0
ka,3391,-1,0,57.0
ac,27393,0,0,67.0
dnb,5024,1,0,36.0
ay,1876,0,0,73.0
ai,7130,0,0,60.0
b,49795,-1,0,10.0
ai,37098,1,0,117.0
ai,23719,1,0,98.0
ke,30,0,0,90.0
ac,4290,0,0,92.0
fa,6365,0,0,59.0
ai,24472,0,0,109.0
ka,2938,-1,0,59.0
ai,37186,0,0,119.0
ac,8274,0,0,73.0
ai,31300,1,0,60.0
ai,44159,0,0,58.0
ay,427,0,0,192.0
ai,1773,-1,0,61.0
dnb,552,0,0,77.0
ai,13542,4,0,60.0
ai,25330,0,0,76.0
ai,28568,-1,0,61.0
ai,39990,0,0,102.0
ai,19145,-1,0,56.0
ai,12295,0,0,72.0
ai,33612,-1,0,71.0
ai,37197,1,0,121.0
ac,22558,0,0,54.0
ai,44347,0,0,58.0
a,196,0,0,60.0
fa,11621,1,0,30.0
ka,1505,0,0,22.0
ac,22437,0,0,56.0
ai,4703,0,0,60.0
ac,30856,0,0,60.0
c,9901,-1,0,102.0
ka,461,-1,0,56.43
ai,22839,-1,0,54.0
ai,25367,-1,0,62.0
ac,14841,0,0,60.0
i,52584,0,2,8.0
i,52584,0,0,8.0
i,52584,0,1,8.0
fa,12397,-1,0,60.0
ai,37926,0,0,137.0
ai,2049,-1,0,75.0
ai,12115,-1,0,62.0
mc,12671,0,1,0.13
mc,12671,0,7,8.0
mc,12671,0,0,0.08
ai,24570,-1,0,71.0
ai,42412,0,0,44.0
ai,11770,-1,0,48.0
ac,10017,0,0,60.0
fa,2797,-1,0,60.0
fa,4107,0,0,59.0
kge,63,-1,0,30.0
fa,12495,0,0,89.0
i,34477,1,0,31.0
fa,1882,1,0,60.0
mb,1294,-1,0,30.0
ai,38745,-1,0,73.0
ai,43065,1,0,53.0
ka,631,-1,0,8.77
ka,631,-1,1,40.3
ka,631,-1,2,52.0
ai,17877,0,0,58.0
fa,846,0,0,59.0
ai,40531,5,0,18.0
b,52640,-1,0,10.5
ay,50,1,0,62.0
ai,44214,1,1,59.0
ac,14462,0,0,28.0
fa,5245,0,0,65.0
ai,15621,-1,0,64.0
ax,937,0,0,90.0
ai,43009,0,0,58.0
ai,40703,2,0,119.0
c,11904,-1,0,116.0
fa,6574,0,0,59.0
ai,9429,-1,0,32.0
ai,35082,1,0,52.0
ca,609,0,0,60.0
fa,8257,0,0,62.0
fa,12409,0,0,56.0
fa,13348,0,0,59.0
ax,24,0,0,122.0
ac,24427,0,0,70.0
ai,19551,-1,0,56.0
ai,19158,0,0,54.0
fa,4283,2,0,56.0
fa,779,0,0,59.0
me,995,1,0,1.0
me,995,1,1,8.0
me,995,1,4,1.0
me,995,1,2,1.0
me,995,1,3,64.0
ai,21487,0,0,60.0
bi,4364,0,0,45.0
ai,31554,0,0,116.0
ac,32496,1,0,100.0
fa,2624,0,0,49.0
ai,36321,1,0,77.0
rb,6599,1,1,15.0
rb,6599,1,0,15.0
mb,2689,0,0,60.0
ac,41048,0,0,103.0
mc,35034,3,0,35.0
ai,15793,-1,0,60.0
ai,29711,0,0,128.0
ai,44152,0,0,92.0
ai,5441,0,0,71.0
ai,6585,0,0,66.0
ai,37941,-1,0,76.0
ac,20884,0,0,59.0
ai,8769,0,0,60.0
ai,39934,0,0,46.0
fa,8058,0,0,64.0
ai,10492,0,0,60.0
fa,1736,0,0,59.0
fa,7500,0,0,57.0
ca,734,1,0,65.0
ai,44317,-1,0,59.0
ka,619,-1,0,0.95
kb,1272,-1,0,45.0
ac,6204,0,0,68.0
dnb,110,0,0,60.0
ac,42487,-1,0,10.0
ac,7158,0,0,59.0
ai,26977,5,0,94.0
dnb,4355,0,0,34.37
ai,8489,0,0,60.0
ai,25504,-1,0,65.0
mc,26333,0,0,126.0
ac,21931,0,0,60.0
rl,4094,0,0,90.0
rb,5057,0,0,5.0
ai,3028,0,0,68.0
mf,515,-1,0,17.0
ka,2660,0,0,50.0
fa,5299,1,0,58.0
ai,16584,-1,0,76.0
ac,21837,0,0,58.0
mc,40577,-1,0,15.0
ai,18474,0,0,52.0
ab,595,-1,0,68.0
rh,7064,1,0,120.0
ai,22261,0,0,130.0
md,5162,0,0,10.0
ac,28145,-1,0,12.0
ai,32645,0,0,96.0
ai,28529,-1,0,55.0
i,346,-1,0,82.0
ka,1542,0,0,89.0
fa,7415,1,0,54.0
ka,3494,-1,0,59.0
ai,109,0,0,9.0
ac,23496,1,0,60.0
ac,16053,-1,0,60.0
ai,43382,0,0,35.0
fa,72,-1,0,12.0
fa,2659,0,0,60.0
ai,43475,0,0,59.0
mf,9977,-1,0,90.0
ai,37973,1,0,108.0
ai,37886,-1,0,116.0
fa,769,0,0,56.0
ai,4937,0,0,75.0
ab,567,-1,0,63.0
kb,3007,0,0,8.0
ac,1359,0,0,64.0
ay,362,-1,0,60.0
ai,5688,0,0,102.0
ka,1428,1,0,117.0
fa,13096,0,0,30.0
ai,29861,1,0,125.0
ac,26627,0,0,125.0
ay,529,0,0,120.0
ai,122,0,0,63.0
ai,3542,0,0,64.0
ka,1675,0,0,90.0
fa,9533,0,0,58.0
ai,5548,-1,0,62.0
bm,801,0,0,54.0
i,11917,1,0,10.0
fa,15138,0,0,60.0
rb,5273,0,0,10.0
fa,6120,0,0,80.0
ai,8202,0,0,60.0
rb,14258,0,0,15.0
ac,35545,0,0,180.0
ay,1786,3,0,70.0
dnb,4552,0,0,36.48
i,35197,0,0,30.0
ai,4853,0,0,73.0
ai,23920,-1,0,60.0
ai,44318,-1,0,60.0
fa,11685,0,0,91.0
ai,43080,0,0,79.0
ai,8860,-1,0,60.0
rh,15563,0,0,82.0
fa,8852,0,0,59.0
kg,155,0,0,78.0
ai,28759,0,0,99.0
ai,37001,1,0,73.0
fa,10149,-1,0,60.0
ai,36421,2,0,124.0
ac,13479,0,0,58.0
ai,44331,0,0,60.0
b,56816,1,1,1.0
fa,3903,0,0,52.0
ai,41775,1,0,68.0
fa,3896,0,0,58.0
ai,20515,0,0,64.0
bi,1233,-1,0,45.0
dnb,6097,0,0,36.0
rh,6408,0,0,68.0
kf,443,0,0,58.0
ai,36397,-1,0,119.0
ai,2258,-1,0,61.0
fa,12669,0,0,53.0
ai,37329,0,0,118.0
rb,6000,0,2,5.0
ai,29161,1,0,84.0
fa,162,-1,0,62.0
ac,21884,0,0,54.0
fa,1923,3,0,59.0
rb,14940,0,0,15.0
ai,2021,0,0,48.0
ac,26674,0,0,64.0
fa,6512,1,0,59.0
dnr,947,0,0,60.37
ai,38793,-1,0,50.0
ai,35522,-1,0,93.0
ai,32021,0,0,177.0
fa,6588,1,0,90.0
ai,13606,0,0,64.0
ai,18100,0,0,61.0
ir,9777,0,0,10.0
ai,20407,0,0,62.0
ai,10741,0,0,68.0
ai,2116,0,0,65.0
ka,2162,0,0,59.0
ai,22952,0,0,51.0
ai,29668,0,0,66.0
ai,1678,0,0,78.0
ac,665,0,0,74.0
ai,10704,-1,0,60.0
ai,29057,0,0,63.0
dnb,3401,0,0,37.12
mc,12104,-1,0,0.17
mc,12104,-1,3,0.17
dnb,5671,0,0,34.0
ac,7365,0,0,64.0
ac,31019,0,0,64.0
ai,8167,1,0,60.0
ac,13831,0,0,64.0
ac,21095,0,0,58.0
ai,14653,0,0,59.0
fa,6109,1,0,59.0
dnb,1178,0,0,60.0
ai,3480,0,0,58.0
bi,4685,0,0,120.0
ai,38507,0,0,115.0
ai,15377,0,0,58.0
am,28270,-1,0,90.0
ai,35183,2,0,122.0
ai,29784,1,0,125.0
ai,15615,0,0,76.0
ai,7643,0,0,61.0
fa,2733,1,0,56.0
ac,24604,-1,0,590.0
ac,28662,-1,0,53.0
ai,39390,-1,0,123.0
ai,36978,0,0,119.0
ai,28711,2,0,120.0
ai,23260,-1,0,120.0
ai,43530,0,0,24.0
ai,20377,1,0,60.0
rh,14448,0,0,118.0
rh,4878,0,0,68.0
ai,13379,0,0,72.0
ai,10822,0,0,57.0
ai,8426,0,0,66.0
ax,395,0,0,192.0
ac,6335,0,0,60.0
rb,4849,0,2,5.0
ai,29779,1,0,123.0
ac,12604,0,0,54.0
ka,2148,0,0,70.0
ai,3828,0,0,66.0
c,12269,-1,0,119.0
fa,4049,2,0,59.0
ka,2920,-1,0,59.0
ai,37154,0,0,110.0
kg,21,0,0,89.0
ai,29823,-1,0,80.0
ac,15745,0,0,63.0
ai,27974,0,0,136.0
ai,13260,0,0,62.0
ai,38778,0,0,115.0
fa,10579,-1,0,15.0
b,52592,-1,0,10.0
fa,11747,1,0,89.0
ai,23125,-1,0,120.0
ai,19319,1,0,58.0
ai,2090,1,0,62.0
ai,35104,1,0,76.0
fa,7362,0,0,62.0
bm,1694,0,0,38.0
ai,30796,1,0,106.0
ac,34124,1,0,63.0
bi,5025,0,0,60.0
kb,2175,-1,0,19.0
rb,5941,0,0,5.0
ai,26228,0,0,81.0
ai,34377,2,0,88.0
mc,5297,1,0,10.0
ai,13289,0,0,60.0
mb,88,-1,0,30.0
ai,28751,2,0,134.0
am,6867,-1,0,60.0
fa,9464,0,0,58.0
bi,160,0,0,45.0
ai,7291,0,0,60.0
ac,38319,0,0,54.0
ai,43033,-1,0,58.0
fa,12657,0,0,54.0
ac,21085,0,0,60.0
ai,36196,0,0,117.0
ai,31357,2,0,179.0
fa,7970,0,0,71.0
ai,13171,0,0,83.0
ac,12862,0,0,68.0
ac,536,0,0,60.0
ai,41399,1,0,122.0
ai,5675,-1,0,59.0
ka,2147,0,0,59.0
ai,44294,1,0,54.0
ai,23133,-1,0,116.0
rh,895,1,0,65.0
ai,4561,0,0,75.0
ka,551,-1,0,1.33
fa,8870,0,0,38.0
ai,30563,-1,0,70.0
fa,4009,0,0,59.0
bm,1176,1,0,59.0
kc,659,0,0,38.0
ai,38486,1,0,120.0
kh,76,0,0,22.0
ac,5739,0,0,63.0
ai,5641,-1,0,62.0
ai,25411,0,0,69.0
fa,11746,0,0,89.0
ai,1799,0,0,72.0
mc,14595,-1,0,0.17
mc,14595,-1,3,0.17
ai,36393,-1,0,76.0
ai,41778,1,0,61.0
ac,26744,-1,0,60.0
ai,23931,0,0,124.0
ai,32058,0,0,109.0
ai,19494,0,0,72.0
ai,10691,-1,0,60.0
ai,44549,-1,0,59.0
mf,5161,-1,0,10.0
ax,71,0,0,130.0
ai,15643,0,0,62.0
ai,19219,0,0,54.0
kb,2404,-1,0,59.0
ai,30749,0,0,60.0
i,35637,0,0,30.0
bi,1261,0,0,40.0
ac,26558,0,0,214.0
fa,13363,1,0,36.0
ai,24340,0,0,120.0
ac,13509,-1,0,60.0
kg,140,0,0,94.0
ai,14123,0,0,64.0
kh,16,0,0,89.0
ac,25916,0,0,78.0
ac,31803,0,0,60.0
fa,5103,0,0,59.0
ac,8185,0,0,82.0
i,24723,0,0,10.0
fa,569,-1,0,81.0
ai,2249,0,0,71.0
fa,3967,0,0,59.0
ai,43473,0,0,59.0
ab,878,-1,0,60.0
fa,118,0,0,55.0
ai,23889,0,0,120.0
ai,44154,0,0,55.0
ai,35447,0,0,120.0
fa,7496,0,0,60.0
ka,519,-1,0,0.92
ka,519,-1,1,48.8
ka,519,-1,2,50.0
i,29946,-1,0,12.0
ac,18493,0,0,74.0
i,40109,-1,0,13.0
ai,38744,-1,0,65.0
ai,14274,0,0,70.0
ai,34378,0,0,124.0
ai,35362,3,0,121.0
ai,20725,0,0,94.0
fa,6395,0,0,60.0
ai,5510,0,0,65.0
fa,6251,0,0,61.0
ai,4548,-1,0,61.0
ai,44257,1,0,59.0
ir,7583,-1,0,4.0
ai,24950,7,0,117.0
ai,44374,0,0,32.0
ai,3504,-1,0,57.0
fa,1971,3,0,60.0
ai,6275,0,0,61.0
fa,3923,0,0,55.0
ai,44611,0,0,44.0
ac,14707,0,0,59.0
fa,11756,1,0,89.0
ai,40847,0,0,40.0
am,1941,0,0,66.0
ai,36353,0,0,119.0
ai,24664,0,0,60.0
fa,7305,-1,0,58.0
mb,491,-1,0,50.0
fa,9525,1,0,59.0
ai,3829,0,0,72.0
ai,11986,0,0,60.0
ai,27563,-1,0,63.0
ai,35437,0,0,43.0
ai,42457,0,0,88.0
ac,26554,0,0,66.0
ka,2930,-1,0,59.0
ai,40110,1,0,120.0
b,50232,-1,0,10.0
rb,4952,1,2,5.0
ai,3791,-1,0,45.0
ai,40694,0,0,98.0
dnr,213,0,0,120.0
fa,7269,0,0,59.0
ay,902,0,0,62.0
ai,1906,0,0,57.0
ai,20553,-1,0,64.0
ac,527,2,0,21.5
ac,34789,0,0,70.0
ac,21002,0,0,61.0
mb,92,-1,0,60.0
ai,18302,0,0,62.0
ac,5528,1,0,132.0
ai,13695,1,0,65.0
ai,34292,1,0,72.0
rb,3775,0,2,5.0
fa,2706,0,0,59.0
i,31582,-1,0,43.0
i,17717,1,0,17.0
ai,1520,0,0,82.0
ai,43453,-1,0,49.0
mc,1583,0,1,10.0
ai,12061,0,0,39.0
fa,13106,0,0,59.0
ai,40022,0,0,128.0
ai,3042,-1,1,60.0
ai,31948,2,0,138.0
ac,13982,0,0,62.0
ai,26127,0,0,74.0
ai,29122,-1,0,75.0
ac,23162,0,0,62.0
ai,39336,0,0,132.0
fa,7360,2,0,60.0
ai,30728,0,0,144.0
ai,33730,2,0,123.0
bm,2100,0,0,49.0
ai,3633,-1,0,72.0
ai,7138,0,0,65.0
ai,3858,-1,0,57.0
ai,33848,1,0,112.0
ka,3399,-1,0,59.0
ac,7533,-1,0,78.0
ka,1528,0,0,89.0
ai,27887,0,0,87.0
ai,16765,-1,0,60.0
am,312,0,0,66.0
ai,36861,0,0,44.0
ai,15559,-1,0,77.0
ai,15286,-1,0,60.0
fa,2734,1,0,59.0
ac,20760,1,0,58.0
kg,8,0,0,43.0
rh,2891,0,0,64.0
ac,24977,0,0,120.0
rb,3948,0,2,5.0
fa,13526,1,0,59.0
ab,571,-1,0,62.0
ai,17035,0,0,60.0
ai,9756,0,0,60.0
ai,19245,0,0,60.0
bi,5112,0,0,120.0
i,54814,0,0,45.0
fa,7467,0,0,59.0
ai,20132,0,0,64.0
ai,23011,0,0,60.0
ax,2108,0,0,90.0
ai,41816,-1,0,124.0
bi,1092,2,0,45.0
ai,26204,0,0,64.0
ac,35652,0,0,120.0
rh,4795,0,0,90.0
fa,1757,0,0,57.0
fa,13470,2,0,59.0
ac,41075,1,0,122.0
ay,405,0,0,119.0
fa,9506,0,0,58.0
ai,9702,0,0,60.0
fa,4993,0,0,59.0
md,27619,0,0,30.0
ai,15662,0,0,63.0
fa,13530,1,0,49.0
fa,2434,-1,0,89.0
mb,991,0,0,71.0
ai,27731,-1,0,63.0
ai,43429,0,0,60.0
ka,3561,-1,0,44.0
fa,8885,1,0,130.0
c,10671,0,0,10.0
ai,10155,0,0,60.0
ir,9774,0,0,12.0
ai,17794,0,0,59.0
ac,41338,0,0,52.0
c,14594,-1,0,122.0
ai,19662,1,0,59.0
ai,21513,0,0,113.0
fa,11590,0,0,69.0
ai,19249,0,0,74.0
ai,40004,1,0,82.0
ai,22910,-1,0,120.0
kg,60,0,0,94.0
ai,22281,-1,0,116.0
i,35711,-1,0,60.0
ka,2954,-1,0,59.0
ac,31650,0,0,60.0
ai,38630,0,0,115.0
ac,41523,0,0,90.0
ai,3581,1,0,60.0
kg,78,0,0,63.0
ai,6641,-1,0,60.0
fa,9494,0,0,22.0
ax,460,-1,0,125.0
dnb,4468,0,0,35.8
rb,2577,0,2,5.0
fa,10712,3,0,72.0
dny,322,3,0,117.0
fa,11612,1,0,40.0
ai,1016,-1,0,63.0
ai,13287,0,0,70.0
fa,5088,-1,0,59.0
ka,1516,0,0,89.0
bi,2535,0,0,45.0
bo,433,-1,0,66.0
ac,1330,-1,0,52.0
ai,15537,0,0,62.0
ai,43046,0,0,56.0
ai,26926,1,0,78.0
md,25271,0,0,93.0
fa,8851,0,0,41.0
mf,5122,-1,0,10.0
rh,2890,1,0,60.0
ai,35542,0,0,116.0
fa,13362,1,0,59.0
ai,40841,1,0,89.0
ac,23478,0,0,58.0
fa,12665,0,0,58.0
ac,14649,0,0,66.0
rh,777,0,0,64.0
ac,39918,0,0,101.0
ai,44259,1,0,44.0
ca,61,2,0,119.0
fa,13379,0,0,59.0
ai,12391,0,0,76.0
ai,14823,1,0,57.0
ai,10511,0,0,60.0
ai,19607,0,0,86.0
ai,34418,3,0,128.0
bi,1138,0,0,45.0
ai,38058,1,0,100.0
ai,16002,0,0,72.0
fa,3667,2,0,59.0
fa,787,1,0,74.0
mc,38527,1,0,10.0
bm,1082,2,0,59.0
ai,2328,0,0,70.0
ai,32576,1,0,118.0
ai,24969,-1,0,125.0
ai,13631,0,0,67.0
ai,33155,0,0,96.0
ai,33778,0,0,60.0
ai,9799,0,0,60.0
ai,4858,0,0,621.0
ai,2239,-1,0,78.0
fa,11793,1,0,89.0
ac,27023,0,0,67.0
ka,3393,-1,0,59.0
fa,11687,1,0,40.0
ai,42524,0,0,45.0
i,10141,-1,0,61.0
ai,8911,-1,0,61.0
rh,5597,0,0,55.0
ai,15881,0,0,60.0
ai,19979,0,0,56.0
ai,25771,0,0,116.0
ac,24709,-1,0,62.0
ai,16422,0,0,56.0
rb,4124,-1,0,5.0
fa,1790,0,0,57.0
ai,14384,0,0,64.0
ai,32587,0,0,121.0
fa,6343,0,0,49.0
ai,37282,0,0,129.0
ai,34439,0,0,174.0
ai,6419,-1,0,84.0
ai,23187,-1,0,72.0
bm,2242,0,0,50.0
ai,43076,0,0,56.0
dnb,5742,0,0,24.0
ai,23866,0,0,176.0
ka,1568,-1,0,52.0
ai,40843,0,0,88.0
ai,4310,-1,0,60.0
fa,5969,0,0,59.0
kb,523,-1,0,89.0
ai,13528,0,0,66.0
rh,3694,0,0,61.0
fa,6414,0,0,66.0
ai,3717,0,0,59.0
i,32548,-1,0,73.0
ai,1912,0,0,103.0
dnb,5714,0,0,36.0
ai,42426,2,0,119.0
ac,31040,0,0,60.0
rl,4251,0,0,61.0
ai,14109,0,0,60.0
ka,3508,-1,0,59.0
am,11531,0,0,30.0
h,3971,0,0,30.0
fa,10160,-1,0,44.0
ai,38844,0,0,59.0
ac,22325,0,0,57.0
ai,14450,0,0,60.0
ax,4008,0,0,185.0
ai,38760,1,0,110.0
ac,21062,0,0,55.0
ac,25848,0,0,87.0
ai,18059,-1,0,60.0
ac,31705,0,0,63.0
fa,1572,-1,0,61.0
ai,7390,0,0,61.0
am,6905,0,0,66.0
i,33005,-1,0,80.0
ai,24733,-1,0,110.0
ai,19136,0,0,58.0
ai,14371,0,0,70.0
dnb,1262,0,0,36.0
ai,17901,0,0,59.0
fa,13414,0,0,58.0
ai,33862,1,0,67.0
ai,18135,0,0,60.0
dnb,3052,0,0,35.08
fa,6344,0,0,59.0
ka,2228,-1,0,59.0
ka,3570,-1,0,119.0
ai,41741,3,0,67.0
ai,2267,0,0,59.0
kh,33,0,0,29.0
ac,11389,0,0,46.0
fa,4136,0,0,64.0
ai,4640,2,0,69.0
ai,25947,-1,0,65.0
ai,27739,0,0,112.0
ai,17740,0,0,56.0
fa,6130,0,0,50.0
ai,3086,-1,0,57.0
ai,10815,0,0,60.0
ai,21638,0,0,122.0
i,7670,-1,0,106.0
ai,25438,-1,0,64.0
ai,21078,-1,0,58.0
ai,9564,0,0,60.0
ai,10530,0,0,64.0
i,32902,0,0,10.0
fa,11830,1,0,89.0
fa,6281,1,0,59.0
i,41900,0,0,14.0
fa,5310,1,0,59.0
ac,146,0,0,71.0
ac,39983,1,0,75.0
ai,10512,0,0,60.0
ai,42999,0,0,58.0
ai,35435,1,0,93.0
fa,4191,0,0,59.0
ai,23795,-1,0,123.0
ai,14755,0,0,64.0
ai,43441,0,0,60.0
dnb,5471,0,0,36.0
fa,10628,0,0,60.0
ai,17986,0,0,68.0
ai,1671,0,0,64.0
ai,41812,-1,0,31.0
ai,22514,0,0,76.0
ka,3411,-1,0,2.0
ka,3411,-1,1,2.0
ka,3411,-1,2,2.0
ai,9750,0,0,69.0
rl,4278,0,0,89.0
ai,23126,-1,0,97.0
ai,24023,0,0,73.0
ai,26907,-1,0,62.0
rl,3887,0,0,102.0
i,44552,0,0,81.0
ma,4918,0,0,50.0
ai,32543,1,0,116.0
ai,44345,0,0,46.0
ac,18785,0,0,66.0
ai,20582,0,0,60.0
fa,1875,0,0,52.0
ai,3556,-1,0,81.0
ai,20111,0,0,54.0
ai,3611,0,0,117.0
ai,13020,0,0,76.0
ac,93,-1,0,60.0
mb,1240,-1,0,1.0
ac,16153,0,0,74.0
ka,2164,0,0,58.0
mc,21474,1,0,30.0
fa,6118,0,0,59.0
fa,8243,1,0,56.0
kd,104,-1,0,72.0
fa,821,0,0,57.0
ai,19499,0,0,55.0
kd,110,-1,0,74.0
ai,2292,0,0,48.0
ai,21661,0,0,130.0
ai,12063,1,0,64.0
fa,1854,1,0,56.0
am,1684,0,0,60.0
ai,28103,0,0,79.0
fa,1726,1,0,60.0
ca,705,0,0,64.0
ka,3381,-1,0,59.0
ac,41402,0,0,72.0
ac,33854,0,0,68.0
ai,32573,1,0,70.0
ai,24534,0,0,167.0
ai,12484,0,0,77.0
ai,6608,0,0,63.0
fa,4959,0,0,59.0
ai,26098,0,0,67.0
ac,31567,-1,0,70.0
ai,27107,1,0,79.0
ai,37901,0,0,69.0
ai,40824,1,0,125.0
ai,21617,0,0,120.0
fa,1784,1,0,60.0
ai,15242,0,0,48.0
ac,42476,1,0,58.0
ai,13207,0,0,63.0
fa,13444,1,0,59.0
rh,15596,0,0,59.0
ai,16372,0,0,72.0
ai,28721,1,0,122.0
ak,113,0,0,60.0
fa,1782,1,0,58.0
fa,10661,1,0,59.0
ai,7274,0,0,64.0
fa,2692,0,0,58.0
ai,14902,-1,0,60.0
ac,28861,0,0,83.0
ai,9518,0,0,55.0
ai,44153,1,0,55.0
ai,797,1,0,69.0
ai,3857,-1,0,86.0
ac,26274,0,0,66.0
fa,6407,1,0,59.0
b,72369,0,1,10.0
ac,31569,-1,0,63.0
ai,40806,0,0,117.0
ai,1847,0,0,99.0
ay,1060,-1,0,30.0
ai,31177,0,0,60.0
ai,14285,0,0,61.0
ab,748,-1,2,1.0
ab,748,-1,3,5.0
fa,4129,0,0,61.0
ai,1588,0,0,67.0
ai,36345,0,0,115.0
am,6025,-1,0,125.0
am,344,0,0,60.0
ai,23633,-1,0,125.0
ka,3007,-1,0,74.0
ai,21391,0,0,58.0
ac,32491,1,0,120.0
ai,5011,0,0,72.0
ax,52,0,0,180.0
ai,10424,0,0,60.0
ai,18547,-1,0,60.0
mc,897,1,0,57.0
ai,44127,0,0,59.0
ac,4847,0,0,65.0
fa,7489,2,0,59.0
ai,25511,-1,0,57.0
mf,2510,-1,0,2.0
ai,23379,-1,0,60.0
fa,3740,-1,0,100.0
ai,23253,-1,0,60.0
dnr,446,0,0,120.0
ac,27136,0,0,69.0
ai,30704,0,0,76.0
ai,25251,0,0,79.0
bi,4074,0,0,45.0
ai,28829,1,0,65.0
c,9902,-1,0,111.0
ai,26280,-1,0,68.0
ai,41535,0,0,118.0
dnb,1701,0,0,37.63
ai,18215,0,0,60.0
ai,23088,1,0,131.0
ai,17721,0,0,80.0
ai,2929,0,0,60.0
h,1465,0,0,10.0
fa,4887,1,0,56.0
ai,28945,0,0,101.0
ai,25224,-1,0,97.0
rh,5871,0,0,70.0
i,32956,-1,0,55.0
fa,2744,0,0,62.0
ac,2436,0,0,67.0
ai,25480,0,0,71.0
ai,29748,0,0,75.0
ai,12374,0,0,62.0
ai,26275,-1,0,66.0
a,7205,0,0,10.0
ai,15370,-1,0,60.0
fa,5017,0,0,55.0
rh,1705,0,0,61.0
ai,42921,0,0,52.0
fa,6467,0,0,59.0
ai,13299,0,0,63.0
am,5284,-1,0,57.0
dnb,3502,0,0,35.38
ai,16916,0,0,74.0
ac,31649,0,0,60.0
ai,8895,0,0,60.0
ai,29584,-1,0,62.0
ac,28183,-1,0,74.0
i,5896,0,0,12.0
ai,16546,0,0,56.0
am,8837,0,0,60.0
fa,9650,0,0,59.0
kf,400,0,0,64.0
ai,29875,1,0,96.0
ai,22202,0,0,130.0
ai,41332,-1,0,89.0
ai,2871,0,0,55.0
i,17702,0,0,15.0
fa,13511,1,0,59.0
ai,31215,0,0,40.0
fa,2644,0,0,60.0
ai,27079,0,0,113.0
bm,1918,0,0,60.0
ai,44163,0,0,45.0
fa,11631,1,0,47.0
ai,19450,0,0,58.0
ai,41458,1,0,132.0
ai,5553,0,0,67.0
ai,41600,0,0,105.0
i,41873,0,0,12.0
kf,478,0,0,58.0
ac,15746,-1,0,49.0
ai,36979,0,0,89.0
ai,16724,-1,0,66.0
i,26888,1,0,21.0
ac,16022,0,0,60.0
ac,17425,0,0,60.0
fa,2642,0,0,60.0
ai,20429,0,0,58.0
ac,8470,1,0,62.0
mb,42,-1,0,1.0
ai,16839,0,0,62.0
fa,7244,0,0,59.0
ke,6,-1,0,44.0
rb,2575,1,2,5.0
ai,32643,1,0,128.0
ka,2218,0,0,59.0
fa,2429,0,0,60.0
ac,19237,0,0,56.0
ai,30687,0,0,78.0
ai,23141,0,0,107.0
ac,40641,0,0,127.0
fa,10630,2,0,180.0
fa,7358,1,0,55.0
ai,934,-1,0,57.0
ai,21426,-1,0,60.0
rh,3927,1,0,61.0
ai,40145,0,0,189.0
ai,20230,0,0,56.0
ac,11296,0,0,60.0
ai,5896,-1,0,60.0
ai,19187,0,0,56.0
bm,721,1,0,63.0
ai,43077,1,0,88.0
i,54786,0,0,57.0
ai,37254,0,0,118.0
fa,8044,1,0,66.0
ai,35534,-1,0,105.0
ai,26798,1,0,110.0
ai,35425,0,0,115.0
ai,35489,1,0,119.0
ac,31838,0,0,60.0
c,13721,-1,0,119.0
