target_id,name,kind,field,vtype,period_cat,pulsator_class,amp_cat,mag_cat,ra,dec,n_raw,n_det,n_nd,n_good,blend_fraction,flags_applied,median_mag,span_yr,exptime_unit,n_pre_gap,n_post_gap,series_dominant,series_dominant_frac,usable,cess_status,fade_status,rust_status,pm_total_masyr,colour,screen_elapsed_s,ensemble_applied,fade_corr_is_fade,verdict,kills,notes,candidate_cessation,candidate_fade,candidate_rust,fade_n_years,fade_n_years_pre,fade_n_years_post,fade_span_yr,fade_margin_used,fade_frac_plates_kept,fade_median_mag,fade_slope_mag_per_century,fade_slope_sigma,fade_slope_naive_mag_per_century,fade_slope_naive_sigma,fade_step_mag,fade_step_sigma,fade_step_identifiable,fade_slope_pre_mag_per_century,fade_slope_pre_sigma,fade_slope_post_mag_per_century,fade_slope_post_sigma,fade_segment_consistent,fade_chi2_dof,fade_slope_deep_mag_per_century,fade_slope_deep_sigma,fade_deep_consistent,fade_series_name,fade_slope_series_mag_per_century,fade_slope_series_sigma,fade_series_consistent,fade_series_span_yr,fade_blend_frac_trend,fade_lim_trend_mag_per_century,fade_is_fade,fade_is_brightening,fade_flags,rust_n_epochs,rust_n_seasons,rust_n_seasons_pre,rust_n_seasons_post,rust_baseline_yr,rust_margin_used,rust_residualised,rust_slope_var_per_century,rust_slope_sigma,rust_slope_naive_var_per_century,rust_slope_naive_sigma,rust_step_var,rust_step_sigma,rust_step_identifiable,rust_amp_first_mmag,rust_amp_last_mmag,rust_pre_rank_rho,rust_pre_rank_p,rust_pre_slope_sigma,rust_pre_loo_min,rust_pre_amp_growth,rust_pre_score,rust_post_rank_p,rust_post_slope_sigma,rust_post_score,rust_series_name,rust_series_pre_rank_p,rust_series_pre_slope_sigma,rust_series_pre_slope_positive,rust_deep_pre_rank_p,rust_deep_pre_slope_sigma,rust_deep_pre_slope_positive,rust_is_rust,rust_flags,fade_corr_slope_mag_per_century,fade_corr_slope_sigma,fade_corr_slope_pre_sigma,fade_corr_step_mag,rust_corr_slope_sigma,rust_corr_slope_positive,rust_corr_pre_rank_p,rust_corr_pre_slope_sigma,rust_corr_is_rust,fade_scatter_scope,cess_n_det,cess_n_blocks,cess_n_detected_blocks,cess_period_cat,cess_f_ref,cess_period_ref,cess_harmonic,cess_union_power,cess_amp_pre_mmag,cess_amp_pre_sigma_mmag,cess_amp_post_mmag,cess_amp_post_sigma_mmag,cess_amp_post_sq_mmag2,cess_amp_post_sq_sigma_mmag2,cess_amp_post_over_sigma,cess_n_post_isolated_detections,cess_split_cost,cess_drop_sigma,cess_amp_injected_mmag,cess_smear_pre,cess_smear_modelled,cess_n_pre,cess_n_pre_detected,cess_n_pre_miss_explained,cess_n_pre_miss_unexplained,cess_n_post,cess_n_post_informative,cess_n_post_uninformative,cess_post_span_yr,cess_transition_year,cess_transition_at_gap,cess_last_detected_year,cess_first_post_year,cess_eta_min_post,cess_eta_uncensored_min_post,cess_censor_frac_max_post,cess_p_persist_upper,cess_p_pinned_at_floor,cess_p_resolution_floor,cess_mean_pre_mag,cess_mean_post_mag,cess_mean_shift_mag,cess_mean_shift_across_gap,cess_excess_var_pre,cess_excess_var_post,cess_excess_var_ratio,cess_pdm_theta_pre,cess_pdm_p_pre,cess_pdm_theta_post,cess_pdm_p_post,cess_blend_frac_pre,cess_blend_frac_post,cess_series_pre,cess_series_post,cess_series_common,cess_series_overlap_frac,cess_post_detect_rate_deep,cess_post_deep_plates,cess_post_blind_periodic,cess_post_blind_adjacent,cess_post_blind_max_false_alarms,cess_is_cessation,cess_flags,cess_block_year,cess_block_n,cess_block_detected,cess_block_eta,cess_block_role,cess_block_lim,assess_notes,bp_rp,ruwe,gaia_gmag
236,DASCH_134119922_419582881355845,bright,cygnus,,,,0.0,10.45,299.6198,35.979157,5172,4781,391,2269,0.07689178193653377,True,10.584752,99.11581097330713,minutes,2199,57,ac,0.4230938739532834,True,no_catalogue_period,fade,no_rise,7.019598635249739,0.06,0.11,True,True,survivor,,,False,True,False,66.0,55.0,10.0,99.0,1.0,0.751432349052446,10.584752,0.1503462662906624,5.522987760447233,0.1344437161633894,5.653725040151461,-0.03448706247101828,1.188042768440145,True,0.15963962253632513,5.95164417735302,-0.029087508294364604,0.06452867787731616,True,1.3611712543218255,0.14399191952014842,3.506619946070656,True,ac,0.09057308074649842,2.8469084976169756,True,53.0,-0.02391442289271443,0.0653940540200071,True,False,,1617.0,53.0,52.0,0.0,60.73780409582491,1.0,False,0.0016919859838831475,0.295250101812495,0.0016919859838831475,0.295250101812495,0.0,,False,0.0,0.0,0.0899854862119013,0.2629067611349481,0.31616810872800094,0.11056928716566398,,0.15,,,,ac,1.0,0.17163795399923495,True,1.0,0.500928584832482,False,False,joint_slope_not_rising;pre_gap_segment_not_rising;depends_on_series;depends_on_shallow_plates;step_unidentifiable_single_segment,0.15181481224118015,6.24170229090051,6.619326671417532,-0.04519406469449039,1.4409488098553869,True,0.03230601712669703,1.4405509863545232,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139216,0.926,10.460518
