n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,resists_mundane,is_candidate
684,0.8358552185644677,48,0.07017543859649122,3.8151649372988485,0.2675265452479154,0.0329092757440162,0.9535569199426162,6,0.00849339785736997,0.8358552185644677,1514400112746353280,190.33183295705314,32.27829097255741,16.179048538208008,1.0705108642578125,0.3822418518998504,giant,False,True
938,0.446105087741826,75,0.07995735607675906,4.69506774433758,3.162853170503288,0.13655968381417732,0.9118001574466696,16,0.007172550564930527,0.446105087741826,1464913087245135872,192.9729598155068,29.654689179122276,15.30774974822998,0.7332935333251953,0.3623665263418825,giant,False,True
815,0.28834968159899266,57,0.06993865030674846,1.4116657823338323,0.25269356188392983,0.029074851267441342,0.8026636920801414,8,0.011104599826552057,0.28834968159899266,1513250195382511232,191.4872787921745,30.49415000838444,15.592865943908691,1.8205595016479492,2.7758751603719953,main_sequence,False,False
620,0.8951306519736882,24,0.03870967741935484,3.356876516779849,0.11072323916062124,0.026670056549288303,0.7774899093445461,1,0.008640554899152775,0.4838746290729542,1513481466485530880,191.72817071835806,31.84111269658179,15.937090873718262,0.9515600204467773,0.164357222163914,unknown,False,True
690,0.7128238611617397,43,0.06231884057971015,1.3106659817291353,0.9972092281643445,0.041445401723772965,0.7724222730108444,5,0.007928021791923928,0.7128238611617397,1513622169614271872,190.30174062478642,31.833037386968996,16.46436309814453,2.176163673400879,,unknown,False,False
625,0.36793481130728345,39,0.0624,1.2636406410936556,0.15766295447601897,0.0340572973733866,0.7333639231380759,4,0.010745775371842504,0.36793481130728345,1513680929062649600,191.71461524123765,32.09012122107822,16.654104232788086,2.5177173614501953,4.149168153459105,giant,False,False
210,0.6504176576472691,6,0.02857142857142857,2.124698051595543,0.2624568625310049,0.04322876673447194,0.7245132530753909,1,0.0,0.6504176576472691,1514451480555173120,190.01452969610995,32.38454464604065,16.2054386138916,1.9326753616333008,1.9581541185167262,giant,False,True
704,0.45158771357322813,35,0.04971590909090909,1.6569332260743548,0.21910707330977078,0.023586315665488463,0.7023400988648147,1,0.0,0.3033568421524132,1465238680125904256,192.5754479759531,30.34960534252203,16.732009887695312,1.9708528518676758,2.5491867840711833,main_sequence,True,True
1741,0.13199625288741768,74,0.04250430786904078,1.0117991923267078,0.9972232951070888,0.0644328948925045,0.6380858991637888,12,0.0030501190398474856,0.13199625288741768,1465007095489270784,193.0172162899865,29.69885425143422,13.231836318969727,0.8440637588500977,1.8771834161527274,main_sequence,False,False
784,0.12891663527322395,44,0.05612244897959184,1.2537566951192711,0.9969221468706821,0.0760236373665826,0.6347368089280306,6,0.005519736062819482,0.12891663527322395,1465070454846812032,193.32318390169286,30.47048283751846,15.14181900024414,0.665095329284668,0.7162651307460648,main_sequence,False,False
1531,0.11963404382937382,62,0.040496407576747225,0.9840251867053258,0.9997116311363567,0.027470377369612605,0.6295960528023635,8,0.0,0.11963404382937382,1513350354019479808,191.98515010962507,30.724011114667462,16.678428649902344,0.7651195526123047,0.5224627505360543,main_sequence,False,False
2320,0.13303812424178285,87,0.0375,1.1587873176226247,0.9992538962511732,0.08702227290606825,0.6150653120124254,13,0.010048807341971534,0.13303812424178285,1464932259979078016,192.5899962412093,29.76677661242481,13.31130599975586,1.6823921203613281,5.406443742458476,main_sequence,False,False
1488,0.11273759504790404,58,0.038978494623655914,1.151521560445616,0.4992159723766845,0.05639546098165553,0.6143778707741561,9,0.0,0.11273759504790404,1513391585705544064,192.24220506163172,31.244303921282686,16.171810150146484,1.1803207397460938,1.0192440032160333,main_sequence,False,False
1745,0.10555058573796783,72,0.04126074498567335,1.1127132202383447,0.47479239152192576,0.014765723383607612,0.6082477372052788,6,0.0,0.10555058573796783,1464804510471893632,192.64764240018405,28.942842334032466,16.408641815185547,0.9671297073364258,0.30795577566457577,giant,False,False
1516,0.11815040457330517,57,0.037598944591029027,0.9851852517931817,0.994672118076587,0.02401685688947589,0.6037894645690363,6,0.007826576243426453,0.11815040457330517,1465200192923381632,192.10473196558405,30.473095018518745,16.344730377197266,1.8633480072021484,,unknown,False,False
711,0.2988750210155696,198,0.27848101265822783,1.1074021984102567,0.36165046984799565,0.035632481501182686,0.5975690273326651,35,0.02344273908815086,0.2988750210155696,1513255314983543424,191.79106277961048,30.643094150563314,15.290495872497559,0.8466653823852539,0.9627702919117178,main_sequence,False,False
1577,0.27931493852045375,247,0.1566265060240964,1.5987175071984756,4.6198990470512955,0.07207166407115619,0.5962837097635088,52,0.019339280482350996,0.27931493852045375,1464804510471893760,192.65130982393174,28.954109854780953,14.932905197143555,0.9366130828857422,0.42473665539430794,giant,False,False
1497,0.14529765403714923,44,0.029392117568470273,1.0465213670643687,0.1457229033625074,0.014799143569372892,0.5954132526089183,4,0.0,0.12811546190700063,1465322689686154752,192.28873149341726,30.961571368456074,16.922374725341797,1.060333251953125,0.4633083134721521,main_sequence,False,False
855,0.1519032010783986,14,0.016374269005847954,1.220516305208357,0.49874505296798693,0.04010014239415961,0.5921815247052904,2,0.0,0.1519032010783986,1465338323367130880,192.69629126249487,31.06338050666235,16.192344665527344,1.2151193618774414,1.1404853392520555,main_sequence,False,False
2327,0.11990780807341916,90,0.03867640739149119,1.2282958007127418,0.9992538962511732,0.06772296397025249,0.5909422764966311,14,0.0093463792658883,0.11990780807341916,1464928033731257856,192.64991688472642,29.703356869758505,13.75516128540039,0.8345251083374023,1.524532283848419,main_sequence,False,False
1757,0.11293058008741186,132,0.07512805919180421,0.9704055191113271,0.49938577908926723,0.029060557330740845,0.5897602019308449,14,0.0037690454036412,0.11293058008741186,1465009809908627840,193.17115688075822,29.828590945656916,16.60976791381836,2.223179817199707,2.292398572048722,giant,False,False
1221,0.12783422570550806,86,0.07043407043407043,1.3126061610544761,0.9972231170387202,0.1487989689003822,0.5876338022184591,14,0.010016659616678988,0.12783422570550806,1513460923657520640,191.92968089842603,31.564140107617998,16.316280364990234,0.8793401718139648,0.5071898059601865,main_sequence,False,False
1513,0.1123666236351204,55,0.036351619299405155,0.81846180766873,0.9992582506529211,0.01588095723737703,0.5850584381826107,5,0.0,0.11168649647962814,1465312038167256448,192.0522541307645,30.71178995793834,16.755868911743164,2.0641250610351562,2.7399149020967797,main_sequence,False,False
