source_id,simbad_id,simbad_otype,simbad_sptype,simbad_n_match,candidate_class
1.4652386801259044e+18,,,,0,unexamined
1.465222840286511e+18,,,,0,unexamined
1.5144001127463532e+18,,,,0,unexamined
1.464913087245136e+18,CRTS J125153.5+293917,EB*,,1,eclipsing binary
1.513481466485531e+18,,,,0,unexamined
1.514451480555173e+18,,,,0,unexamined
