lam_um,response
9.39,0.36643
9.4,0.36837
9.41,0.36876
9.42,0.37071
9.43,0.3711
9.44,0.37305
9.45,0.375
9.46,0.37695
9.47,0.37891
9.48,0.38243
9.49,0.38596
9.5,0.3895
9.51,0.39304
9.52,0.39502
9.53,0.39544
9.54,0.39585
9.55,0.39469
9.56,0.39196
9.57,0.39079
9.58,0.38805
9.59,0.38529
9.6,0.38253
9.61,0.37977
9.62,0.37858
9.63,0.37739
9.64,0.37778
9.65,0.37976
9.66,0.38174
9.67,0.38532
9.68,0.38731
9.69,0.39091
9.7,0.39291
9.71,0.39331
9.72,0.39372
9.73,0.39412
9.74,0.39292
9.75,0.39172
9.76,0.39212
9.77,0.39252
9.78,0.39293
9.79,0.39494
9.8,0.39696
9.81,0.39898
9.82,0.401
9.83,0.40303
9.84,0.40506
9.85,0.40709
9.86,0.40913
9.87,0.41117
9.88,0.41321
9.89,0.41526
9.9,0.41894
9.91,0.42263
9.92,0.42795
9.93,0.43165
9.94,0.437
9.95,0.44071
9.96,0.44444
9.97,0.44817
9.98,0.45026
9.99,0.454
10.0,0.4561
10.01,0.45985
10.02,0.46526
10.03,0.46903
10.04,0.47446
10.05,0.48155
10.06,0.48866
10.07,0.49577
10.08,0.50124
10.09,0.50839
10.1,0.51554
10.11,0.52105
10.12,0.52656
10.13,0.53209
10.14,0.53595
10.15,0.53982
10.16,0.5437
10.17,0.54758
10.18,0.54812
10.19,0.54866
10.2,0.54752
10.21,0.54469
10.22,0.54186
10.23,0.53902
10.24,0.53618
10.25,0.53501
10.26,0.53216
10.27,0.5276
10.28,0.52473
10.29,0.52016
10.3,0.51727
10.31,0.51268
10.32,0.51148
10.33,0.51027
10.34,0.50907
10.35,0.50956
10.36,0.51005
10.37,0.51054
10.38,0.51104
10.39,0.50982
10.4,0.5086
10.41,0.50737
10.42,0.50614
10.43,0.50491
10.44,0.50196
10.45,0.50244
10.46,0.5012
10.47,0.50167
10.48,0.50215
10.49,0.50436
10.5,0.50657
10.51,0.50878
10.52,0.511
10.53,0.51148
10.54,0.51371
10.55,0.51593
10.56,0.51816
10.57,0.52039
10.58,0.52437
10.59,0.52661
10.6,0.53059
10.61,0.53284
10.62,0.53509
10.63,0.53735
10.64,0.5396
10.65,0.54186
10.66,0.54413
10.67,0.5464
10.68,0.55042
10.69,0.5527
10.7,0.55322
10.71,0.5555
10.72,0.55602
10.73,0.55477
10.74,0.55352
10.75,0.55226
10.76,0.551
10.77,0.54974
10.78,0.54848
10.79,0.54721
10.8,0.54772
10.81,0.54823
10.82,0.55051
10.83,0.55281
10.84,0.5551
10.85,0.5574
10.86,0.5597
10.87,0.56022
10.88,0.55894
10.89,0.55766
10.9,0.55638
10.91,0.5533
10.92,0.55021
10.93,0.54891
10.94,0.54581
10.95,0.5427
10.96,0.5414
10.97,0.54008
10.98,0.53877
10.99,0.53926
11.0,0.53975
11.01,0.54024
11.02,0.54254
11.03,0.54485
11.04,0.54716
11.05,0.54766
11.06,0.54816
11.07,0.54683
11.08,0.5455
11.09,0.54599
11.1,0.54466
11.11,0.54515
11.12,0.54381
11.13,0.54429
11.14,0.54478
11.15,0.54344
11.16,0.54392
11.17,0.54073
11.18,0.53938
11.19,0.53617
11.2,0.53296
11.21,0.52975
11.22,0.52653
11.23,0.5233
11.24,0.52191
11.25,0.52052
11.26,0.51913
11.27,0.51959
11.28,0.52191
11.29,0.52238
11.3,0.5247
11.31,0.52703
11.32,0.53122
11.33,0.53355
11.34,0.53589
11.35,0.53823
11.36,0.54058
11.37,0.54105
11.38,0.5434
11.39,0.54388
11.4,0.54624
11.41,0.54672
11.42,0.54907
11.43,0.55144
11.44,0.5538
11.45,0.55617
11.46,0.55855
11.47,0.56281
11.48,0.56519
11.49,0.56947
11.5,0.57186
11.51,0.57614
11.52,0.58044
11.53,0.58474
11.54,0.58905
11.55,0.59336
11.56,0.59768
11.57,0.6001
11.58,0.60253
11.59,0.60496
11.6,0.60548
11.61,0.60791
11.62,0.60844
11.63,0.61088
11.64,0.6114
11.65,0.61384
11.66,0.61437
11.67,0.61682
11.68,0.61735
11.69,0.61788
11.7,0.61841
11.71,0.61701
11.72,0.6156
11.73,0.61227
11.74,0.60892
11.75,0.60751
11.76,0.60415
11.77,0.60079
11.78,0.59936
11.79,0.59793
11.8,0.59649
11.81,0.597
11.82,0.59555
11.83,0.59606
11.84,0.59656
11.85,0.59511
11.86,0.59366
11.87,0.59221
11.88,0.59075
11.89,0.58929
11.9,0.58587
11.91,0.5844
11.92,0.58293
11.93,0.58145
11.94,0.57997
11.95,0.58046
11.96,0.57898
11.97,0.57946
11.98,0.57994
11.99,0.57845
12.0,0.57894
12.01,0.57744
12.02,0.57594
12.03,0.57444
12.04,0.57294
12.05,0.57143
12.06,0.56793
12.07,0.56641
12.08,0.56291
12.09,0.56337
12.1,0.56185
12.11,0.56231
12.12,0.56277
12.13,0.56524
12.14,0.5677
12.15,0.57017
12.16,0.57264
12.17,0.57512
12.18,0.57759
12.19,0.58007
12.2,0.58457
12.21,0.58505
12.22,0.58754
12.23,0.59003
12.24,0.59052
12.25,0.59302
12.26,0.5935
12.27,0.59398
12.28,0.59649
12.29,0.59698
12.3,0.59949
12.31,0.602
12.32,0.60655
12.33,0.6111
12.34,0.61566
12.35,0.62022
12.36,0.6248
12.37,0.62938
12.38,0.63396
12.39,0.64059
12.4,0.6452
12.41,0.65185
12.42,0.65851
12.43,0.66313
12.44,0.66981
12.45,0.67445
12.46,0.68114
12.47,0.6858
12.48,0.69046
12.49,0.69307
12.5,0.69568
12.51,0.6983
12.52,0.70092
12.53,0.69941
12.54,0.69997
12.55,0.69846
12.56,0.69695
12.57,0.69544
12.58,0.69392
12.59,0.6924
12.6,0.69295
12.61,0.6935
12.62,0.69405
12.63,0.69668
12.64,0.69931
12.65,0.70194
12.66,0.70458
12.67,0.70493
12.68,0.70758
12.69,0.70813
12.7,0.70869
12.71,0.70925
12.72,0.70981
12.73,0.71058
12.74,0.71113
12.75,0.71169
12.76,0.71435
12.77,0.71491
12.78,0.71758
12.79,0.72024
12.8,0.72291
12.81,0.72559
12.82,0.73038
12.83,0.73517
12.84,0.73997
12.85,0.74478
12.86,0.75171
12.87,0.75654
12.88,0.76136
12.89,0.76832
12.9,0.77104
12.91,0.77589
12.92,0.77862
12.93,0.78135
12.94,0.78196
12.95,0.78469
12.96,0.7853
12.97,0.78377
12.98,0.78437
12.99,0.78498
13.0,0.78558
13.01,0.78619
13.02,0.78679
13.03,0.78954
13.04,0.79229
13.05,0.79505
13.06,0.79781
13.07,0.80273
13.08,0.8098
13.09,0.81473
13.1,0.82182
13.11,0.82893
13.12,0.83604
13.13,0.84316
13.14,0.84813
13.15,0.85527
13.16,0.86243
13.17,0.86742
13.18,0.87242
13.19,0.87742
13.2,0.88243
13.21,0.88745
13.22,0.8903
13.23,0.89315
13.24,0.89601
13.25,0.89887
13.26,0.90173
13.27,0.90459
13.28,0.90528
13.29,0.90596
13.3,0.90664
13.31,0.90732
13.32,0.90581
13.33,0.90429
13.34,0.90058
13.35,0.89906
13.36,0.89753
13.37,0.8938
13.38,0.89226
13.39,0.89073
13.4,0.88919
13.41,0.88985
13.42,0.89051
13.43,0.89118
13.44,0.89184
13.45,0.89472
13.46,0.89538
13.47,0.89827
13.48,0.89893
13.49,0.90182
13.5,0.90249
13.51,0.90316
13.52,0.90383
13.53,0.9045
13.54,0.90516
13.55,0.90583
13.56,0.9065
13.57,0.9094
13.58,0.91007
13.59,0.91298
13.6,0.91365
13.61,0.91657
13.62,0.91724
13.63,0.92016
13.64,0.92083
13.65,0.92151
13.66,0.91993
13.67,0.92061
13.68,0.91903
13.69,0.91745
13.7,0.91586
13.71,0.91427
13.72,0.91268
13.73,0.91108
13.74,0.90948
13.75,0.90788
13.76,0.90854
13.77,0.9092
13.78,0.90986
13.79,0.91052
13.8,0.91346
13.81,0.91412
13.82,0.91706
13.83,0.92
13.84,0.92066
13.85,0.92133
13.86,0.92427
13.87,0.92494
13.88,0.92561
13.89,0.92627
13.9,0.92694
13.91,0.9299
13.92,0.93057
13.93,0.93124
13.94,0.9342
13.95,0.93717
13.96,0.94014
13.97,0.94311
13.98,0.94609
13.99,0.94907
14.0,0.95436
14.01,0.95735
14.02,0.96034
14.03,0.96333
14.04,0.96633
14.05,0.96702
14.06,0.97002
14.07,0.97071
14.08,0.96908
14.09,0.96977
14.1,0.96814
14.11,0.96883
14.12,0.96719
14.13,0.96555
14.14,0.96623
14.15,0.96691
14.16,0.96526
14.17,0.96828
14.18,0.96896
14.19,0.97198
14.2,0.97267
14.21,0.97569
14.22,0.97872
14.23,0.97941
14.24,0.98244
14.25,0.98313
14.26,0.98382
14.27,0.98216
14.28,0.9805
14.29,0.98118
14.3,0.97952
14.31,0.97785
14.32,0.97853
14.33,0.97685
14.34,0.97753
14.35,0.97822
14.36,0.98126
14.37,0.98195
14.38,0.985
14.39,0.98805
14.4,0.99111
14.41,0.9918
14.42,0.99486
14.43,0.99793
14.44,0.99862
14.45,0.99931
14.46,1.0
14.47,0.99831
14.48,0.99661
14.49,0.99492
14.5,0.99322
14.51,0.99151
14.52,0.9898
14.53,0.98809
14.54,0.98638
14.55,0.98466
14.56,0.98294
14.57,0.98122
14.58,0.97949
14.59,0.97776
14.6,0.97603
14.61,0.97429
14.62,0.97255
14.63,0.9708
14.64,0.96906
14.65,0.96731
14.66,0.96555
14.67,0.9638
14.68,0.96204
14.69,0.96269
14.7,0.96093
14.71,0.96158
14.72,0.95981
14.73,0.96046
14.74,0.95869
14.75,0.95934
14.76,0.95999
14.77,0.95821
14.78,0.95642
14.79,0.95463
14.8,0.95284
14.81,0.95349
14.82,0.94925
14.83,0.94745
14.84,0.94564
14.85,0.94384
14.86,0.94202
14.87,0.94021
14.88,0.93839
14.89,0.93657
14.9,0.93475
14.91,0.93292
14.92,0.93109
14.93,0.92679
14.94,0.92496
14.95,0.92311
14.96,0.9188
14.97,0.91695
14.98,0.9151
14.99,0.91077
15.0,0.90891
15.01,0.90705
15.02,0.90518
15.03,0.9033
15.04,0.90143
15.05,0.89955
15.06,0.89767
15.07,0.89578
15.08,0.89389
15.09,0.892
15.1,0.88762
15.11,0.88572
15.12,0.88382
15.13,0.87942
15.14,0.87501
15.15,0.8706
15.16,0.86619
15.17,0.85926
15.18,0.85233
15.19,0.84539
15.2,0.83844
15.21,0.83148
15.22,0.822
15.23,0.81502
15.24,0.80551
15.25,0.79851
15.26,0.79149
15.27,0.78196
15.28,0.77492
15.29,0.76787
15.3,0.76082
15.31,0.75375
15.32,0.7492
15.33,0.74212
15.34,0.73502
15.35,0.72792
15.36,0.72081
15.37,0.71368
15.38,0.7068
15.39,0.69966
15.4,0.69251
15.41,0.68535
15.42,0.67817
15.43,0.67328
15.44,0.66609
15.45,0.66143
15.46,0.65931
15.47,0.65465
15.48,0.65252
15.49,0.65039
15.5,0.64826
15.51,0.64868
15.52,0.64909
15.53,0.64696
15.54,0.64737
15.55,0.64779
15.56,0.64821
15.57,0.64862
15.58,0.6516
15.59,0.65202
15.6,0.65244
15.61,0.65286
15.62,0.65585
15.63,0.65627
15.64,0.65926
15.65,0.65969
15.66,0.66269
15.67,0.66311
15.68,0.66611
15.69,0.66654
15.7,0.66696
15.71,0.66997
15.72,0.6704
15.73,0.67083
15.74,0.67125
15.75,0.66909
15.76,0.66951
15.77,0.66994
15.78,0.66776
15.79,0.66819
15.8,0.66601
15.81,0.66383
15.82,0.66425
15.83,0.66206
15.84,0.65987
15.85,0.65768
15.86,0.65287
15.87,0.65067
15.88,0.64846
15.89,0.64364
15.9,0.64142
15.91,0.63659
15.92,0.63175
15.93,0.62952
15.94,0.62467
15.95,0.61981
15.96,0.61757
15.97,0.61269
15.98,0.61045
15.99,0.6082
16.0,0.60594
16.01,0.60368
16.02,0.60142
16.03,0.59916
16.04,0.59953
16.05,0.59726
16.06,0.59764
16.07,0.59801
16.08,0.59838
16.09,0.59875
16.1,0.59647
16.11,0.59684
16.12,0.59721
16.13,0.59493
16.14,0.5953
16.15,0.59567
16.16,0.59337
16.17,0.59108
16.18,0.59144
16.19,0.58914
16.2,0.58684
16.21,0.58453
16.22,0.58222
16.23,0.57991
16.24,0.57492
16.25,0.5726
16.26,0.5676
16.27,0.56259
16.28,0.55757
16.29,0.55255
16.3,0.54484
16.31,0.53711
16.32,0.52965
16.33,0.52191
16.34,0.51416
16.35,0.5037
16.36,0.49324
16.37,0.48275
16.38,0.47226
16.39,0.46175
16.4,0.45123
16.41,0.438
16.42,0.42745
16.43,0.41419
16.44,0.40361
16.45,0.39031
16.46,0.377
16.47,0.36638
16.48,0.35303
16.49,0.33967
16.5,0.32901
16.51,0.31562
16.52,0.30493
16.53,0.2915
16.54,0.28079
16.55,0.26777
16.56,0.25618
16.57,0.24487
16.58,0.23407
16.59,0.22301
16.6,0.21276
16.61,0.2028
16.62,0.19307
16.63,0.1836
16.64,0.17442
16.65,0.16603
16.66,0.15762
16.67,0.14948
16.68,0.14213
16.69,0.13507
16.7,0.12825
16.71,0.12197
16.72,0.11571
16.73,0.10997
16.74,0.1048
16.75,0.099344
16.76,0.094712
16.77,0.09035
16.78,0.085983
16.79,0.082164
16.8,0.078368
16.81,0.074789
16.82,0.07151
16.83,0.068227
16.84,0.065494
16.85,0.062731
16.86,0.059992
16.87,0.057528
16.88,0.055033
16.89,0.05284
16.9,0.050896
16.91,0.048699
16.92,0.047028
16.93,0.045104
16.94,0.043457
16.95,0.042088
16.96,0.040437
16.97,0.039064
16.98,0.037689
16.99,0.036592
17.0,0.035494
17.01,0.034394
17.02,0.033293
17.03,0.032191
17.04,0.03134
17.05,0.030264
17.06,0.029411
17.07,0.028585
17.08,0.027676
17.09,0.026809
17.1,0.02596
17.11,0.025085
17.12,0.024189
17.13,0.023309
17.14,0.022406
17.15,0.02145
17.16,0.020516
17.17,0.019522
17.18,0.018498
17.19,0.017467
17.2,0.01644
17.21,0.015382
17.22,0.014324
17.23,0.01326
17.24,0.012223
17.25,0.011154
17.26,0.010137
17.27,0.0091167
17.28,0.008092
17.29,0.0071031
17.3,0.0061957
17.31,0.0052644
17.32,0.004429
17.33,0.0035669
17.34,0.0027878
17.35,0.0018864
17.36,0.0020018
17.37,0.0012653
17.38,0.0065935
17.39,0.0070697
17.4,0.0071225
17.41,0.0067224
17.42,0.0058199
17.43,0.0045633
17.44,0.0030411
17.45,0.0012565
17.46,0.0032659
17.47,0.00067398
17.48,0.001851
17.49,0.0025351
17.5,0.0029103
17.51,0.0039355
17.52,0.003831
17.53,0.0031693
17.54,0.0026594
17.55,0.0022225
17.56,0.0018262
17.57,0.0014555
17.58,0.0010516
17.59,0.0012147
17.6,0.0010998
17.61,0.0010027
17.62,0.00091999
17.63,0.0008523
17.64,0.00076913
17.65,0.00063472
17.66,0.00059495
17.67,0.00054408
17.68,0.00049344
17.69,0.00044449
17.7,0.0003984
17.71,0.00034672
17.72,0.00032387
17.73,0.00030216
17.74,0.0002841
17.75,0.00026824
17.76,0.00025348
17.77,0.00023747
17.78,0.00022385
17.79,0.00021167
17.8,0.00020094
17.81,0.00019182
17.82,0.00018312
17.83,0.00017533
17.84,0.00016823
17.85,0.00016192
17.86,0.00015589
17.87,0.00015054
17.88,0.00014508
17.89,0.00014248
17.9,0.00013979
17.91,0.00013737
17.92,0.00013488
17.93,0.00013268
17.94,0.00013042
17.95,0.00012816
17.96,0.00014402
17.97,0.0001488
17.98,0.00015001
17.99,0.00014938
18.0,0.00014852
18.01,0.00014685
18.02,0.00014619
18.03,0.00014295
18.04,0.00013688
18.05,0.00011873
18.06,0.00011942
18.07,0.00011994
18.08,0.00012018
18.09,0.00012081
18.1,0.00012112
18.11,0.00012181
18.12,0.00012218
18.13,0.00012269
18.14,0.00012285
18.15,0.00012283
18.16,0.00012308
18.17,0.00012329
18.18,0.0001233
18.19,0.00014164
18.2,0.00014855
18.21,0.00015145
18.22,0.00015174
18.23,0.00015072
18.24,0.00014903
18.25,0.00014577
18.26,0.00014146
18.27,0.00013543
18.28,0.00012883
18.29,0.00011896
18.3,0.00011776
18.31,0.00011625
18.32,0.00011445
18.33,0.00011297
18.34,0.00011149
18.35,0.00011004
18.36,0.00010856
18.37,0.00010711
18.38,0.00010565
18.39,0.00010392
18.4,0.00010165
18.41,9.9368e-05
