lam_um,response
2.6,2.3718e-06
2.61,0.00035787
2.62,0.0011801
2.63,0.00092944
2.64,0.00075095
2.65,0.0008194
2.66,0.00088183
2.67,0.0010517
2.68,0.00033867
2.69,0.00051705
2.7,0.00081846
2.71,0.0087291
2.72,0.0077299
2.73,0.0046045
2.74,0.0034356
2.75,0.0073993
2.76,0.013747
2.77,0.02355
2.78,0.045209
2.79,0.088875
2.8,0.15556
2.81,0.23009
2.82,0.28369
2.83,0.30687
2.84,0.30425
2.85,0.29415
2.86,0.2821
2.87,0.26809
2.88,0.25501
2.89,0.25401
2.9,0.26625
2.91,0.28903
2.92,0.31501
2.93,0.33782
2.94,0.35702
2.95,0.37356
2.96,0.38865
2.97,0.40548
2.98,0.42145
2.99,0.43263
3.0,0.43701
3.01,0.44142
3.02,0.44584
3.03,0.44534
3.04,0.43787
3.05,0.42836
3.06,0.41477
3.07,0.40008
3.08,0.38227
3.09,0.36736
3.1,0.35944
3.11,0.36771
3.12,0.39539
3.13,0.43755
3.14,0.47689
3.15,0.50722
3.16,0.52844
3.17,0.54461
3.18,0.55879
3.19,0.57201
3.2,0.5832
3.21,0.59027
3.22,0.59737
3.23,0.60239
3.24,0.60637
3.25,0.60293
3.26,0.5984
3.27,0.59596
3.28,0.59993
3.29,0.61787
3.3,0.65317
3.31,0.69947
3.32,0.74821
3.33,0.79179
3.34,0.82254
3.35,0.84021
3.36,0.84052
3.37,0.82651
3.38,0.8102
3.39,0.79056
3.4,0.76957
3.41,0.75847
3.42,0.77522
3.43,0.82117
3.44,0.883
3.45,0.93966
3.46,0.97628
3.47,0.99497
3.48,1.0
3.49,0.99831
3.5,0.99774
3.51,0.99727
3.52,0.99666
3.53,0.99615
3.54,0.98857
3.55,0.97513
3.56,0.95694
3.57,0.93631
3.58,0.91555
3.59,0.90286
3.6,0.90067
3.61,0.91379
3.62,0.93642
3.63,0.95798
3.64,0.97013
3.65,0.97518
3.66,0.97546
3.67,0.97572
3.68,0.97478
3.69,0.97381
3.7,0.97295
3.71,0.97436
3.72,0.97456
3.73,0.96743
3.74,0.93949
3.75,0.88456
3.76,0.79862
3.77,0.6829
3.78,0.54804
3.79,0.40726
3.8,0.28186
3.81,0.18529
3.82,0.11568
3.83,0.070803
3.84,0.043646
3.85,0.027601
3.86,0.0176
3.87,0.011016
3.88,0.0067609
3.89,0.0047912
3.9,0.0039844
3.91,0.003139
3.92,0.0023814
3.93,0.0022553
3.94,0.0018119
3.95,0.001512
3.96,0.0011342
3.97,0.00065546
3.98,0.00035449
3.99,4.281e-05
4.0,0.00010032
