n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate,shared_epoch_frac,rejected_shared_epoch
65,0.3481459022139396,32,0.49230769230769234,1.9571849209105374,0.138217635628894,0.28608710739600224,0.7074485038758674,6,0.02805215305332137,0.34193504989066725,1726204300058196,284.8011483,33.9842687,,,,unknown,0.005190806903418064,0.5334700530589572,0.02671608458265741,0.046753148019650456,False,False,False,1.0,True
69,0.37445349785433146,38,0.5507246376811594,1.8110335306796408,0.11184876146197689,0.9010742556072291,0.658939033987979,9,0.019907659284266462,0.3597096448346492,1726204300002849,284.8006817,33.9259233,,,,unknown,-0.011808046191890574,0.3346053343472012,-0.06080619084187726,0.0,False,False,False,1.0,
357,0.4485334789718691,30,0.08403361344537816,1.198722388355978,0.19947008533778385,0.13666871049052726,0.6409227301542005,6,0.07316073092713497,0.4485334789718691,684209300035842,284.8726194,33.9473186,,,,unknown,-0.03739069450847029,1.7485281793486924,-0.0996284691484435,0.0,False,False,False,0.18421052631578946,
128,0.5491819335429851,38,0.296875,0.7884304797151446,0.5520317772770519,0.20546545297747645,0.6083603641067571,6,0.11852471646482987,0.4392404068199861,684209300064120,284.87248395,33.9575606,,,,unknown,,,,0.0,False,False,False,0.22857142857142856,
68,0.24900790086962798,37,0.5441176470588235,1.389695968994197,24.934494520670928,0.5818139079506608,0.60377432265908,7,0.029869145160190586,0.24900790086962798,1726204300003440,284.79259765,33.90988995,,,,unknown,-0.007731919495941456,1.1079505522826212,-0.03979470704343207,0.0,False,False,False,1.0,
89,0.7494631481175191,65,0.7303370786516854,0.8286559452004363,0.10709959670103418,0.18648442903337656,0.5947689570042728,15,0.23929505164851084,0.6975384482038411,684209300064091,284.8726164,33.9568402,,,,unknown,,,,0.0,False,False,False,0.27586206896551724,
68,0.17469692357834732,4,0.058823529411764705,1.2870254175858697,0.16581684588812384,0.26403717788549985,0.5506567318004228,1,0.0,0.17469692357834732,1726204300002210,284.81382114999997,33.94341615,,,,unknown,-0.003218088796770792,0.5050575883382885,-0.016567386890858658,0.0,False,False,False,1.0,
67,0.2809099359123318,5,0.07462686567164178,0.9901678239135772,0.24509859823513044,0.2634475971988938,0.5394084608111147,1,0.01718575334307237,0.2809099359123318,1726204300002994,284.8292673,33.9227802,,,,unknown,0.0016224418472445335,0.3289429218896042,0.008350396080595042,0.014613193141041323,False,False,False,1.0,
61,0.3562566436587028,33,0.5409836065573771,0.5643554596722768,0.998149751451876,0.4711372875059959,0.5286588137482012,7,0.1579043788804948,0.3562566436587028,1726204300030590,284.8169151,33.9894498,,,,unknown,0.006911053027919247,0.18519535241395035,0.03556986473436932,0.062247263285146306,False,False,False,1.0,
66,0.1610269700571939,3,0.045454545454545456,0.8772444373330309,0.15750668557957173,0.2592680101811291,0.5038807290753008,1,0.0,0.1610269700571939,1726204300001265,284.76323135,33.9677102,,,,unknown,0.0025462104473731513,1.7559217021428868,0.013104856934597845,0.022933499635546226,False,False,False,1.0,
