n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,resists_mundane,is_candidate
816,0.319636823697814,43,0.05269607843137255,1.1474874925597196,0.31911630815294095,0.06820897255506733,0.8083865577870629,9,0.0,0.27238205731919773,569214400005551,139.8419014,21.0094913,,,,unknown,False,False
75,0.5862491528476532,4,0.05333333333333334,3.522069501916753,0.12380743129537361,0.128103863602101,0.7828930110343749,1,0.0,0.5862491528476532,1615207300004554,139.8461246,21.1072591,16.714773178100586,2.4562015533447266,3.4190116585563053,giant,False,True
834,0.20908041829825996,48,0.05755395683453238,0.9374481850679457,0.5514517944906057,0.07864411574214857,0.7788724701678686,6,0.0,0.19226428156934405,569214400005256,139.61834034999998,21.0545503,,,,unknown,False,False
75,0.4406689717331306,3,0.04,3.8958503561949342,0.9972192489390486,0.22928252394962106,0.7749662641868098,1,0.0,0.4406689717331306,1615207300003932,139.207203,21.1715794,13.75428295135498,1.2026910781860352,2.2475990298063575,main_sequence,True,True
827,0.24597396055917842,36,0.04353083434099154,1.0823825004948084,1.1857140791647642,0.04142853363231744,0.7525143899399933,4,0.0,0.24597396055917842,569214400003840,139.2187471,21.2622381,,,,unknown,False,False
842,0.22395112799064731,27,0.032066508313539195,0.9362509518947052,0.10073017785829134,0.030083738235375294,0.7509748785293874,4,0.0,0.22395112799064731,569213300004206,140.6677083,21.16822,,,,unknown,False,False
832,0.2280465650891461,43,0.051682692307692304,1.0124358200335053,0.9974342878432435,0.08859690898899765,0.7489106138732898,6,0.012590006158453886,0.19669715698970902,569214400004459,139.07560225,21.1766189,,,,unknown,False,False
834,0.19398111765750115,40,0.047961630695443645,0.9420665479725572,0.3469300886660001,0.09628857694024366,0.7481530213966894,7,0.009772535181635627,0.19398111765750115,569214400003802,139.20850815,21.266953649999998,,,,unknown,False,False
76,0.24735995792927412,4,0.05263157894736842,2.986111887287931,0.9972985208590398,0.24899095262464946,0.7444694274498811,2,0.0,0.24735995792927412,1615207400003526,140.16921105,21.1594651,14.96170711517334,0.8042736053466797,0.489947902336979,giant,False,True
830,0.28174144412172275,45,0.05421686746987952,1.1230956004263204,0.9648342397608646,0.06936052733782413,0.7435646617325924,5,0.011004305363879866,0.20643276547225908,569214400005123,139.1954933,21.0778124,,,,unknown,False,False
