name,reference,atmosphere,teff,n_measured,flag,element,fired,z,phase_constraint,note,kills,survives
SDSS J090146.86+075206.8,Hollands 2017,He,7100.0,6,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J090652.19+114149.9,Hollands 2017,He,6910.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J090652.19+114149.9,Hollands 2017,He,6910.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J091356.05+412728.6,Hollands 2017,He,5780.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J091356.05+412728.6,Hollands 2017,He,5780.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J091621.36+254028.4,Hollands 2017,He,5378.0,6,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J092932.49+424757.9,Hollands 2017,He,6530.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J093916.03+413612.9,Hollands 2017,He,6310.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J093944.58+501917.6,Hollands 2017,He,5980.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J0956+5912 (No Overshoot),Hollands 2022,He,8100.0,9,ALLOY_TI_AL_V_WITHOUT_FE,,False,0.0,rest_of_panel_fit,,,
SDSS J0956+5912 (No Overshoot),Hollands 2022,He,8100.0,9,PURE_SI_WITHOUT_O_MG_FE,,False,0.0,rest_of_panel_fit,,,
SDSS J0956+5912 (No Overshoot),Hollands 2022,He,8100.0,9,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J0956+5912 (Overshoot),Hollands 2022,He,8100.0,9,ALLOY_TI_AL_V_WITHOUT_FE,,False,0.0,rest_of_panel_fit,,,
SDSS J0956+5912 (Overshoot),Hollands 2022,He,8100.0,9,PURE_SI_WITHOUT_O_MG_FE,,False,0.0,rest_of_panel_fit,,,
SDSS J0956+5912 (Overshoot),Hollands 2022,He,8100.0,9,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
J0956,Swan 2023,He,8720.0,9,ALLOY_TI_AL_V_WITHOUT_FE,,False,0.0,rest_of_panel_fit,,,
J0956,Swan 2023,He,8720.0,9,PURE_SI_WITHOUT_O_MG_FE,,False,0.0,rest_of_panel_fit,,,
J0956,Swan 2023,He,8720.0,9,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J095645.14+591240.6,Hollands 2017,He,8800.0,5,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J101451.15+282701.6,Hollands 2017,He,6250.0,6,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J101451.15+282701.6,Hollands 2017,He,6250.0,6,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J102438.05+101410.5,Hollands 2017,He,6310.0,6,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J102438.05+101410.5,Hollands 2017,He,6310.0,6,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J104046.48+240759.5,Hollands 2017,He,5750.0,6,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
SDSS J1043+0855,Melis & Dufour 2017,H,18330.0,10,PURE_SI_WITHOUT_O_MG_FE,,False,0.0,rest_of_panel_fit,,,
SDSS J1043+0855,Melis & Dufour 2017,H,18330.0,10,FE_MG_BELOW_MANTLE,,False,0.0,rest_of_panel_fit,,,
