name,reference,atmosphere,teff,n_measured,n_limits,elements,p_misfit,p_misfit_full,p_misfit_meteorite,meteorite_cal_status,n_bodies_covering_panel,chi2,chi2_per_dof,p_naive,phase,t_dec,dominant_endmember,dominant_weight,t_cut_K,depth_dex,max_abs_residual_sigma,worst_element,misfit_class,per_element_worst,per_element_worst_p,per_element_worst_p_corrected,n_sources,trace_measured,n_pairs_exceeding,n_flags_fired,errors_assumed
HS 0209+0832,Wolff 2000,H,35900.0,7,4,C Al Si Ca Ti Ni Zn,0.006622516556291391,0.006622516556291391,0.0196078431372549,OK,229.0,220.1646786747043,36.694113112450715,9.597159313114125e-45,declining,3.0,CHON_organics,0.6243647179724021,1400.0,2.9004082396179167,7.409126648278412,Si,UNEXPLAINED,Al,0.006622516556291391,0.046357615894039736,2,Zn,1,0,
L119-34,Dupuis 1993,He,9300.0,5,0,C Mg Si Ca Fe,0.006622516556291391,0.006622516556291391,0.0196078431372549,OK,260.0,19.609878268289876,4.902469567072469,0.0005961991649622408,steady_state,0.0,CHON_organics,0.3244021202408858,650.6354289513114,-0.3818757487444522,3.7637615584440733,Si,UNEXPLAINED,C,0.006622516556291391,0.033112582781456956,12,,0,0,C Mg Si Ca Fe
L119-34,Dupuis 1993,He,9300.0,5,0,C Mg Si Ca Fe,0.006622516556291391,0.006622516556291391,,,,19.26249192032747,4.8156229800818675,0.0006978903473721002,building,0.0,CHON_organics,0.5701714083394942,40.814018791981646,-0.0008580964311996872,3.6649027711587205,Si,UNEXPLAINED,,,,2,,0,0,C Mg Si Ca Fe
WD 1622+587,Rogers 2023,He,23430.0,9,0,C O Mg Al Si P S Fe Ni,0.006622516556291391,0.006622516556291391,0.0196078431372549,OK,215.0,22.54447565040858,2.8180594563010724,0.004001065617836427,early,0.000965314259743402,mantle_BSE,0.4592095820149885,591.3172386033756,-1.5,3.6158779387344424,O,UNEXPLAINED,C,0.006622516556291391,0.059602649006622516,8,,0,0,
SDSS J153642.53+420519.2,Hollands 2017,He,5800.0,6,0,Na Mg Ca Ti Cr Fe,0.006622516556291391,0.033112582781456956,0.0392156862745098,OK,973.0,10.059802732856516,2.011960546571303,0.07355838767426473,early,0.00012976375635194342,crust_cont,0.4031055642611276,779.2750957014329,3.5221658827264206,2.0492203279277916,Ca,UNEXPLAINED,Ca,0.006622516556291391,0.039735099337748346,4,,0,0,Na Mg Ca Ti Cr Fe
G238-44,Johnson 2022,H,20546.0,10,4,C N O Mg Al Si P S Ca Fe,0.013245033112582781,0.013245033112582781,,,,13.717872158458507,1.5242080176065007,0.13272092333121396,early,0.0,bulk_Earth,0.3348225748540298,778.9546509067955,-0.0003490526623673429,2.0359468056417525,Ca,WATCH,,,,5,,0,0,
SDSS J1043+0855,Melis & Dufour 2017,H,18330.0,10,5,C O Mg Al Si P S Ca Fe Ni,0.013245033112582781,0.019867549668874173,0.0784313725490196,OK,215.0,12.056676916067346,1.3396307684519273,0.21013296246525773,declining,0.05605794942562775,Mars_BSM,0.47330536793123656,81.16187018162796,0.3021004138838664,2.518520304696101,Al,WATCH,Al,0.006622516556291391,0.06622516556291391,6,,0,0,
NLTT 7547 Balmer,Kawka 2019,H,5460.0,5,0,Na Mg Al Ca Fe,0.013245033112582781,0.07947019867549669,0.0392156862745098,OK,1029.0,4.646081510277495,1.1615203775693737,0.3255756276599248,declining,3.0,core,0.18075339555900005,1207.6175180334594,-1.2090425321926361,1.7863398145316014,Al,WATCH,,,,7,,0,0,
GALEXJ2339,Klein 2021,He,13735.0,9,5,Be O Mg Si Ca Ti Cr Mn Fe,0.019867549668874173,0.013245033112582781,0.9803921568627451,OK,813.0,16.822113567461013,2.1027641959326266,0.03201562923913804,steady_state,0.034392155781995296,water_ice,0.570551403632648,671.2599281554855,4.0,3.3155842156865365,Be,WATCH,Be,0.006622516556291391,0.059602649006622516,2,Be,0,0,
Gaia J0611-6931,Rogers 2023,H,16530.0,9,0,C O Al Si P S Fe Ni Cu,0.019867549668874173,0.052980132450331126,,,,15.781645969148947,1.9727057461436184,0.04561421678797941,building,0.0004352783808908808,CI,0.9595465112000736,155.3629471558732,2.6273061797546022,3.0419484089357254,Cu,WATCH,,,,12,Cu,0,0,
PG 1015+161,Gansicke 2012,H,19200.0,5,2,O Mg Si Ca Fe,0.019867549668874173,0.026490066225165563,0.1568627450980392,OK,876.0,7.044563441283653,1.7611408603209133,0.13355190853779786,declining,0.9947230917196466,bulk_Earth,0.6418342419910932,1211.5853214750944,4.0,1.7807742857614297,Si,WATCH,Si,0.026490066225165563,0.13245033112582782,16,,0,0,
G238-44,Johnson 2022,H,20546.0,10,4,C N O Mg Al Si P S Ca Fe,0.019867549668874173,0.013245033112582781,0.0784313725490196,OK,232.0,12.850733160314029,1.4278592400348922,0.16947756662850125,early,0.0,bulk_Earth,0.5832251097462193,740.8139014158592,-0.5167837136786753,1.9380438384006935,Ca,WATCH,Ca,0.006622516556291391,0.06622516556291391,14,,0,0,
WD0449-259,Swan 2019,He,9850.0,6,2,Na Mg Ca Ti Fe Ni,0.033112582781456956,0.026490066225165563,,,,7.841167162926528,1.5682334325853056,0.16520919506104204,steady_state,0.00018246447460156887,EL,0.2724934574225926,1128.8813062813504,-1.5,1.6136753417241751,Mg,WATCH,,,,4,,0,0,
SDSS J113209.59+332353.0,Hollands 2017,He,6250.0,6,0,Na Mg Ca Ti Cr Fe,0.046357615894039736,0.11920529801324503,0.17647058823529413,OK,973.0,4.89365147301751,0.9787302946035019,0.42899662846803877,building,0.000121141378823031,Mars_BSM,0.3200117815068828,951.0438355155784,1.6576908032488102,1.720527649533139,Ca,WATCH,Ca,0.013245033112582781,0.07947019867549669,10,,0,0,Na Mg Ca Ti Cr Fe
GD 40,Klein 2010,He,15300.0,9,8,C O Mg Si Ca Ti Cr Mn Fe,0.052980132450331126,0.13245033112582782,0.21568627450980393,OK,242.0,9.058367668248888,1.132295958531111,0.33739609545196414,early,0.0,water_ice,0.23639147059634866,777.5221083768251,0.00046692671278547246,2.305097035190059,Si,NATURAL,Si,0.013245033112582781,0.11920529801324503,12,,0,0,
G241-6,Zuckerman 2010,He,15300.0,8,2,O Mg Si Ca Ti Cr Mn Fe,0.059602649006622516,0.046357615894039736,0.29411764705882354,OK,813.0,7.360758912452284,1.0515369874931835,0.3923081855165997,early,0.0,water_ice,0.30862471462174434,790.6612628890528,3.9004110166163386,2.0257183047500193,Si,NATURAL,Si,0.026490066225165563,0.2119205298013245,3,,0,0,
SDSS J073635.22+411828.1,Hollands 2017,He,5100.0,5,0,Na Mg Ca Cr Fe,0.0728476821192053,0.17218543046357615,0.29411764705882354,OK,1014.0,2.6847199606188474,0.6711799901547119,0.6118910589422843,building,0.00011252249061462194,Mars_BSM,0.28712568263097427,805.9936586870739,3.3817184677003973,1.3027581128831045,Cr,NATURAL,Cr,0.013245033112582781,0.06622516556291391,13,,0,0,Na Mg Ca Cr Fe
GD362,Zuckerman 2007,H,10450.0,15,4,Na Mg Al Si Ca Sc Ti V Cr Mn Fe Co Ni Cu Sr,0.07947019867549669,0.13245033112582782,0.39215686274509803,OK,684.0,24.6052201871607,1.7575157276543358,0.03867074540907832,early,0.000242674224698146,Mars_BSM,0.2809630384762225,788.8283757893289,2.8101421665151873,2.120292668695349,Ca,NATURAL,Ca,0.019867549668874173,0.2980132450331126,10,Sc V Co Cu Sr,0,0,
LHS 2534,Hollands 2021,He,4780.0,7,0,Li Na Mg K Ca Cr Fe,0.08609271523178808,0.2251655629139073,0.3137254901960784,OK,947.0,5.4472564725005554,0.9078760787500926,0.4878542602713051,declining,0.41227039856031183,crust_cont,0.22693376175914995,1385.4703016254482,-0.7199204501939919,1.642756007784157,Cr,NATURAL,Cr,0.013245033112582781,0.09271523178807947,8,Li K,0,0,
SDSS J025206.06-040130.3,Hollands 2017,He,6950.0,5,0,Na Mg Ca Cr Fe,0.08609271523178808,0.7483443708609272,0.21568627450980393,OK,1014.0,3.025008157882376,0.756252039470594,0.5536491023900663,steady_state,0.0,LL,0.40658744447566575,272.5724440332914,0.000926321507340069,1.3131352280866357,Cr,NATURAL,Cr,0.013245033112582781,0.06622516556291391,4,,0,0,Na Mg Ca Cr Fe
SDSS J090652.19+114149.9,Hollands 2017,He,6910.0,5,0,Na Mg Ca Ti Fe,0.11258278145695365,,,,,2.0979597916993504,0.5244899479248376,0.7177472163204959,building,0.00018345424192133151,crust_cont,0.2873863694620534,941.0483144634532,1.5582773322295074,1.1467414889854446,Ca,NATURAL,,,,15,,0,0,Na Mg Ca Ti Fe
SDSS J015008.55+135433.9,Hollands 2017,He,6310.0,5,0,Na Mg Ca Cr Fe,0.12582781456953643,,0.17647058823529413,OK,1014.0,3.634066472660677,0.9085166181651693,0.4577880618497395,declining,3.0,Vesta_eucrite,0.4577450101104456,100.14179379583692,3.137805740351663,1.4459394387257003,Cr,NATURAL,Cr,0.08609271523178808,0.4304635761589404,3,,0,0,Na Mg Ca Cr Fe
SDSS J1038-0036,Hollands 2022,He,7560.0,8,0,Na Mg Si Ca Ti Mn Fe Ni,0.12582781456953643,,0.5882352941176471,OK,831.0,6.223333610089165,0.8890476585841665,0.5139274899039101,building,0.0007591903131878557,mantle_BSE,0.3344676921074544,396.68759102140535,-1.3957382333616748,1.5406483180886685,Ti,NATURAL,,,,20,,0,0,
PG 0843+516,Gansicke 2012,H,23095.0,10,0,C O Mg Al Si P S Cr Fe Ni,0.1390728476821192,,,,,9.197345790656462,1.0219273100729402,0.41926062365144684,declining,0.09283721784478433,core,0.6312419705713921,306.7406932499363,1.4079076073246812,1.850028436274129,Cr,NATURAL,,,,6,,0,0,
GALEX 1931+0117,Gansicke 2012,H,21200.0,9,0,C O Al Si P S Cr Fe Ni,0.1390728476821192,,0.2549019607843137,OK,214.0,6.467996601452312,0.808499575181539,0.5949596189786828,early,0.000285405733474032,Mars_BSM,0.5554392995195322,714.1533387135902,0.8074685153442609,1.3981508197623558,Cr,NATURAL,Al,0.059602649006622516,0.5364238410596026,12,,0,0,
SDSS J091356.05+412728.6,Hollands 2017,He,5780.0,5,0,Mg Ca Ti Cr Fe,0.1456953642384106,,0.29411764705882354,OK,1007.0,3.6422433839620063,0.9105608459905016,0.4565819289891673,early,4.578830091071979e-06,crust_cont,0.6404029075266832,879.9112225284493,-0.00035258837742830316,1.2800809089989436,Ca,NATURAL,Ca,0.059602649006622516,0.29801324503311255,5,,0,0,Mg Ca Ti Cr Fe
SDSS J051212.78-050503.4,Hollands 2017,He,5563.0,5,0,Na Mg Ca Cr Fe,0.17880794701986755,,,,,1.2020021326514616,0.3005005331628654,0.8777688697734788,steady_state,0.0,crust_cont,0.3831528218599291,894.2474990011159,2.205328116050677,0.7903253546930558,Cr,NATURAL,,,,1,,0,0,Na Mg Ca Cr Fe
WD 1232+563,Badenas-Agusti 2024,He,11777.8,6,0,O Mg Si Ca Fe Ni,0.18543046357615894,,,,,3.898483215253734,0.7796966430507468,0.5641226454497281,declining,0.6081950261236838,Mars_BSM,0.7104823923711134,931.5254854526092,2.0470621341581015,1.3743549537261932,Si,NATURAL,,,,8,,0,0,
WD J1927-0355,O'Brien 2024,He,6540.0,6,10,Mg Ca Ti Cr Fe Ni,0.1986754966887417,,0.5490196078431373,OK,832.0,7.223872904672132,1.4447745809344263,0.20451590463515515,declining,1.5511563626860105,H,0.26324456794961393,873.8318978698848,1.8498510908150032,1.4617739696619838,Mg,NATURAL,Mg,0.17218543046357615,1.0,2,,0,0,
SDSS J074153.45+314620.4,Hollands 2017,He,5592.0,6,0,Mg Ca Ti Cr Fe Ni,0.1986754966887417,,0.2549019607843137,OK,832.0,5.226411696728478,1.0452823393456956,0.3888782193304394,steady_state,0.0,core,0.5108780957726478,895.3798527993308,1.5787619002781343,1.628371677952039,Ca,NATURAL,Ca,0.026490066225165563,0.15894039735099338,6,,0,0,Mg Ca Ti Cr Fe Ni
WD1350-162,Swan 2019,He,11640.0,8,0,O Na Mg Si Ca Ti Cr Fe,0.1986754966887417,,0.27450980392156865,OK,814.0,5.216551421749314,0.7452216316784733,0.6335551705593575,declining,0.09118819194928734,EL,0.31606405980969676,1188.8149248531656,-1.5,1.5691399782737023,Si,NATURAL,Si,0.046357615894039736,0.3708609271523179,4,,0,0,
WD2115-560,Swan 2019,H,9600.0,5,3,Mg Al Si Ca Fe,0.2052980132450331,,,,,1.9383555456935095,0.4845888864233774,0.7470959227795235,early,0.0,EH,0.6111048634155043,192.84010960482092,1.9517663236787852,0.9983344646790967,Al,NATURAL,,,,17,,0,0,
G77-50,Farihi 2011,H,5310.0,7,0,Na Mg Al Ca Cr Mn Fe,0.23178807947019867,,0.49019607843137253,OK,996.0,3.231280283354348,0.5385467138923913,0.7793088627314355,declining,0.15761500216370833,L,0.2687696942198571,1331.1043222431713,-0.7632856477195468,1.2030255444788347,Cr,NATURAL,Cr,0.0728476821192053,0.509933774834437,6,,0,0,
SDSS J051212.78-050503.4,Hollands 2017,He,5563.0,5,0,Na Mg Ca Cr Fe,0.23178807947019867,,0.39215686274509803,OK,1014.0,1.6049306905891387,0.4012326726472847,0.8079056628192411,early,0.0,CV,0.22606904776959955,781.0628633479744,-3.7888530265963274e-05,0.9523713104522284,Cr,NATURAL,Fe,0.1986754966887417,0.9933774834437086,3,,0,0,Na Mg Ca Cr Fe
SDSS J082019.49+253035.3,Aguilera-Gomez 2024,He,11900.0,5,5,Mg Si Ca Ti Fe,0.25165562913907286,,0.47058823529411764,OK,1098.0,1.1688207106770307,0.2922051776692577,0.8832049200345562,declining,0.9432087381122098,Vesta_eucrite,0.4009287004642137,1098.1767317370998,2.171961699668719,0.8606374734837368,Ti,NATURAL,Ti,0.17218543046357615,0.8609271523178808,3,,0,0,
SDSS J135123.86+264546.5,Hollands 2017,He,5980.0,6,0,Na Mg Ca Ti Cr Fe,0.2582781456953642,,0.39215686274509803,OK,973.0,3.747707538523433,0.7495415077046866,0.5862806540381222,early,0.0,crust_cont,0.7260853274859617,1265.3572940126435,2.04445840378938,1.0339499966591779,Ti,NATURAL,Ti,0.11258278145695365,0.6754966887417219,8,,0,0,Na Mg Ca Ti Cr Fe
SDSS J115818.76+045447.5,Hollands 2017,He,5270.0,6,0,Na Mg Ca Ti Cr Fe,0.2582781456953642,,,,,1.890834697850279,0.3781669395700558,0.8640345654556836,early,0.0,bulk_Earth,0.3322129541341858,1245.5884896854484,0.17165968198426337,1.0152248953390037,Ti,NATURAL,,,,9,,0,0,Na Mg Ca Ti Cr Fe
SDSS J1734+6052,Doyle 2023,He,16340.0,5,1,O Mg Si Ca Fe,0.26490066225165565,,0.47058823529411764,OK,876.0,0.9284890743332227,0.23212226858330567,0.9204384908546865,early,0.0,bulk_Earth,0.42083764329512147,154.50575868364047,0.00012994649601731794,0.7454885556855697,Si,NATURAL,Ca,0.11920529801324503,0.5960264900662251,3,,0,0,
HS2253+8023,Klein 2011,He,14000.0,9,0,O Mg Si Ca Ti Cr Mn Fe Ni,0.271523178807947,,0.7058823529411765,OK,774.0,4.649155632857436,0.5811444541071795,0.794331728820673,declining,0.17495891218548143,Moon_BSM,0.26923634553107056,621.2294923900641,3.2273686250562768,1.447459432716719,Ca,NATURAL,Ca,0.039735099337748346,0.3576158940397351,5,,0,0,Ni
SDSS J081606.19+233030.1,Hollands 2017,He,7790.0,5,0,Mg Ca Ti Cr Fe,0.271523178807947,,0.47058823529411764,OK,1007.0,1.6718567978669823,0.41796419946674557,0.7958232974587688,early,0.0009080447789753639,Mars_BSM,0.7931051137255728,369.6846520055746,0.749883409937965,1.0089784442449055,Cr,NATURAL,Cr,0.059602649006622516,0.29801324503311255,10,,0,0,Mg Ca Ti Cr Fe
SDSS J082303.82+054656.1,Hollands 2017,He,6019.0,5,0,Mg Ca Ti Fe Ni,0.304635761589404,,0.4117647058823529,OK,846.0,2.814309663324507,0.7035774158311268,0.5893651435167442,early,0.0,core,0.5057604798023577,1400.0,-0.00010921414126615404,1.2614280425825228,Ca,NATURAL,Ca,0.08609271523178808,0.4304635761589404,3,,0,0,Mg Ca Ti Fe Ni
GD 378,Klein 2021,He,15620.0,13,5,Be C N O Mg Si P S Ca Ti Cr Mn Fe,0.32450331125827814,,1.0,OK,229.0,7.620577452872766,0.6350481210727305,0.8140340186423861,declining,3.0,CI,0.4851331143832102,738.2126523583407,-0.0005444322680784342,1.7793929166779607,Si,NATURAL,Si,0.033112582781456956,0.43046357615894043,8,Be,0,0,N
WD 1415+234,Doyle 2023,He,17300.0,6,1,O Mg Si Ca Cr Fe,0.3576158940397351,,0.47058823529411764,OK,855.0,2.0485812098400675,0.4097162419680135,0.8423828961522506,building,0.0,bulk_Earth,0.7686710775612784,468.716991102768,-0.0017426775532384004,1.1092378443936286,Mg,NATURAL,,,,2,,0,0,
G149-28,Zuckerman 2011,H,8600.0,6,6,Mg Al Ca Ti Fe Ni,0.36423841059602646,,0.8627450980392157,OK,844.0,2.5067005017926034,0.5013401003585207,0.7754856258516697,early,0.0,EH,0.5200262877784442,1206.7875641920436,1.4540173814615207,0.8353428596007493,Al,NATURAL,Al,0.11258278145695365,0.6754966887417219,13,,0,0,
SDSS J164939.22+223807.2,Hollands 2017,He,5332.0,5,0,Na Mg Ca Cr Fe,0.36423841059602646,,,,,0.7237557881832861,0.18093894704582153,0.9483673589975992,declining,0.21948232150672253,LL,0.4195809035657145,1188.2294010536045,8.578945170070859e-05,0.5790764431348947,Ca,NATURAL,,,,8,,0,0,Na Mg Ca Cr Fe
WDJ235750.73+194905.90,Tremblay 2020,He,5700.0,5,0,Na Mg Ca Cr Fe,0.3708609271523179,,0.49019607843137253,OK,1014.0,1.2504979362352735,0.3126244840588184,0.8697165257303922,declining,0.07639029988476696,Moon_BSM,0.4402623719973092,810.6033823094923,3.3067985774567856,0.7029273301296839,Cr,NATURAL,Mg,0.25165562913907286,1.0,2,,0,0,
WD 1244+498,Doyle 2023,He,15150.0,7,1,O Mg Si Ca Ti Cr Fe,0.3841059602649007,,,,,2.0190592022023113,0.33650986703371855,0.9179374052718045,early,0.0,water_ice,0.4583716160358843,823.8433581041912,1.144144930842548,0.7809968452712678,Fe,NATURAL,,,,8,,0,0,
PG 1225-079,Xu 2013,He,10800.0,11,7,C Mg Si Ca Sc Ti V Cr Mn Fe Ni,0.3973509933774834,,0.8235294117647058,OK,230.0,8.29309746959788,0.829309746959788,0.6002313169721875,building,0.0,CHON_organics,0.5563073891419473,1116.9696078714057,1.795208624257801,1.6285741970625336,V,NATURAL,Si,0.052980132450331126,0.5827814569536424,16,Sc V,0,0,
J2050,Swan 2023,He,10200.0,6,7,Mg Si Ca Ti Cr Fe,0.40397350993377484,,0.5686274509803921,OK,1007.0,2.6205932816673956,0.5241186563334791,0.7582339380728939,declining,3.0,core,0.2971679568931326,501.80865133433906,-0.5755150498696752,1.3092989738409264,Si,NATURAL,Si,0.11920529801324503,0.7152317880794702,7,,0,0,
SDSS J080740.69+493059.7,Hollands 2017,He,5100.0,6,0,Na Mg Ca Ti Cr Fe,0.40397350993377484,,0.5882352941176471,OK,973.0,1.9212643184629659,0.38425286369259315,0.8599288609988542,early,0.0,crust_cont,0.24888345677377152,1283.8552279220276,1.1688133622678616,1.0659532738739799,Ca,NATURAL,Ca,0.1456953642384106,0.8741721854304636,6,,0,0,Na Mg Ca Ti Cr Fe
SDSS J011646.10+205001.9,Hollands 2017,He,6207.0,6,0,Na Mg Ca Ti Fe Ni,0.40397350993377484,,,,,1.6215587320323002,0.32431174640646004,0.8986300368072536,early,0.00012601504570375403,Moon_BSM,0.43466371578728996,680.5077662875789,-0.0006728003466982562,0.9181965104551071,Ti,NATURAL,,,,10,,0,0,Na Mg Ca Ti Fe Ni
Gaia J0006+2858,Rogers 2023,H,23921.0,6,2,C O Al Si P S,0.40397350993377484,,0.47058823529411764,OK,232.0,0.9548710500897409,0.19097421001794818,0.966122990419736,building,0.0,CI,0.5807454048756491,563.756676268763,1.4490945952687937,0.6039370463659338,Si,NATURAL,O,0.12582781456953643,0.7549668874172186,15,,0,0,
SDSS J154625.33+300946.2,Hollands 2017,He,6600.0,5,0,Na Mg Ca Cr Fe,0.40397350993377484,,,,,0.7500678608370772,0.1875169652092693,0.9450140130854936,early,0.0006064915140570345,Mars_BSM,0.7077978659230011,135.6044357085189,0.889987974490269,0.7319153491930585,Cr,NATURAL,,,,5,,0,0,Na Mg Ca Cr Fe
WD 1551+175,Xu 2019,He,14756.0,9,1,O Mg Al Si Ca Ti Cr Mn Fe,0.41721854304635764,,0.8627450980392157,OK,811.0,3.0151024957146806,0.3768878119643351,0.9334062077314651,declining,0.41176647859251314,CM,0.32792912237947297,1181.990246391475,0.5635987450927372,1.1209254872312628,Ca,NATURAL,Ca,0.11258278145695365,1.0,8,,0,0,
Gaia J1922+4709,Doyle 2023,He,15500.0,8,1,O Mg Al Si Ca Ti Cr Fe,0.4370860927152318,,0.6078431372549019,OK,813.0,2.7891329712948423,0.3984475673278346,0.9037999684059062,declining,1.2482657545210376,core,0.3150123146321808,484.3944399092263,-0.902537834057147,1.0701283085090896,Fe,NATURAL,Fe,0.11258278145695365,0.9006622516556292,2,,0,0,
WD J2236-5548,O'Brien 2023,He,5350.0,5,0,Na Mg Ca Cr Fe,0.45695364238410596,,0.35294117647058826,OK,1014.0,0.8195616644903064,0.2048904161225766,0.9358064780877995,declining,1.2094387282209123,Mars_BSM,0.9955534873128369,212.00842327851097,1.0558243508864553,0.6239516613235652,Ca,NATURAL,Ca,0.2119205298013245,1.0,2,,0,0,
WD J0808-5300,O'Brien 2023,H,4910.0,6,0,Na Mg Al Ca Cr Fe,0.47019867549668876,,0.5882352941176471,OK,1009.0,1.2037726453777133,0.24075452907554268,0.9445149188758232,declining,1.2478123834494756,LL,0.9096652906805739,351.8904561270032,0.0057885086149649595,0.7358547237201072,Mg,NATURAL,Mg,0.1390728476821192,0.8344370860927152,3,,0,0,
SDSS J095645.14+591240.6,Hollands 2017,He,8800.0,5,0,Na Mg Ca Cr Fe,0.4768211920529801,,0.5294117647058824,OK,1014.0,0.7093786897884309,0.17734467244710772,0.9501673209230778,declining,1.4916535711025283,EL,0.4820343342559927,1382.039648153587,-0.3295376033635248,0.5243619411999232,Cr,NATURAL,Ca,0.2052980132450331,1.0,9,,0,0,Na Mg Ca Cr Fe
Ross 640,Zeidler 1986,He,8800.0,5,0,C Mg Si Ca Fe,0.4768211920529801,,,,,0.553091961019188,0.138272990254797,0.9681308718116084,declining,2.035838737920008,LL,0.5475248468789781,647.8014762240076,-1.1276456674045008,0.5328861759386321,Ca,NATURAL,,,,24,,0,0,C Mg Si Ca Fe
SDSS J092932.49+424757.9,Hollands 2017,He,6530.0,5,0,Na Mg Ca Cr Fe,0.48344370860927155,,0.7058823529411765,OK,1014.0,0.4671245767835426,0.11678114419588564,0.9766214775770903,steady_state,0.0,mantle_BSE,0.36745962623550477,508.3954678837704,-0.001310852190389098,0.5526288242122528,Mg,NATURAL,Mg,0.2119205298013245,1.0,8,,0,0,Na Mg Ca Cr Fe
WD J1644-0449,Kaiser 2021,He,3830.0,5,0,Li Na Mg K Ca,0.5298013245033113,,0.9411764705882353,OK,962.0,0.14685254610286264,0.03671313652571566,0.997432685091849,declining,2.546246285210167,Vesta_eucrite,0.38889906950041464,147.82946704789782,2.7708604669188053,0.30929606226236306,Li,NATURAL,Li,0.3576158940397351,1.0,1,Li K,0,0,
SDSS J133624.26+354751.2,Hollands 2017,He,6600.0,5,0,Na Mg Ca Cr Fe,0.543046357615894,,0.7647058823529411,OK,1014.0,0.3406915087145579,0.08517287717863947,0.9870382044391324,steady_state,0.00035006513546361005,Moon_BSM,0.5515622584105019,665.6107806206951,-0.24515637018519953,0.42687638451553617,Cr,NATURAL,Fe,0.2847682119205298,1.0,8,,0,0,Na Mg Ca Cr Fe
SDSS J1535+1247,Hollands 2022,He,5680.0,10,0,Na Mg Al Si Ca Ti Cr Mn Fe Ni,0.5496688741721855,,0.6470588235294118,OK,826.0,4.064231464990565,0.45158127388784053,0.9071342853973389,declining,1.8258319954703341,EL,0.6396719214561225,748.8352300223131,3.85008233030147,1.4045775401372758,Si,NATURAL,Si,0.17880794701986755,1.0,7,,0,0,
SDSS J074414.66+464912.5,Hollands 2017,He,5028.0,6,0,Na Mg Ca Ti Cr Fe,0.5562913907284768,,0.6078431372549019,OK,973.0,1.4658104220551231,0.29316208441102465,0.9169812391977435,early,0.0,crust_cont,0.37217414316494773,899.7713142857584,1.6759876487488192,0.7286779294985285,Cr,NATURAL,Fe,0.2781456953642384,1.0,9,,0,0,Na Mg Ca Ti Cr Fe
SDSS J2248+2632,Doyle 2023,He,17370.0,5,1,O Mg Si Ca Fe,0.5695364238410596,,0.7254901960784313,OK,876.0,0.3536182587082053,0.08840456467705132,0.9860950974617708,declining,0.21234702048699605,Mars_BSM,0.22868584761669503,1233.4358231787526,2.3234459641034912,0.4771035685149366,Mg,NATURAL,Fe,0.2847682119205298,1.0,2,,0,0,
Gaia J0644-0352,Rogers 2023,He,18350.0,8,2,O Mg Al Si Ca Ti Cr Fe,0.5894039735099338,,0.803921568627451,OK,813.0,2.7176436447111247,0.3882348063873035,0.9098369922953673,building,0.0,mantle_BSE,0.6300851902533395,1382.110124482155,-0.0007373193402528304,1.0365765170829917,Ca,NATURAL,Ca,0.12582781456953643,1.0,3,,0,0,
WD J2141-3300,O'Brien 2024,He,6870.0,10,6,Na Mg Al Si Ca Ti Cr Fe Ni Sr,0.5960264900662252,,0.6078431372549019,OK,828.0,3.9344291894436063,0.4371587988270674,0.9156749406036823,declining,0.8534802640692691,EL,0.29851572149689515,879.3396438007333,1.54182379091576,1.1989444433494552,Si,NATURAL,Si,0.2119205298013245,1.0,6,Sr,0,0,
SDSS J1248+1005,Doyle 2023,He,15180.0,7,1,O Mg Si Ca Ti Cr Fe,0.6026490066225165,,0.8235294117647058,OK,815.0,1.1739835849557159,0.19566393082595265,0.9781502372215077,building,0.0,CHON_organics,0.32788815125060405,1384.4163901054606,0.42900665977259894,0.7797023276985638,Si,NATURAL,Si,0.19205298013245034,1.0,7,,0,0,
PM J08186-?3110 FORS,Kawka 2021,He,6250.0,7,0,Na Mg Ca Cr Mn Fe Ni,0.609271523178808,,0.8823529411764706,OK,840.0,1.3347242993776907,0.22245404989628179,0.9697084867919417,building,0.020181233077619883,EL,0.49064733787615133,394.775922253867,-0.40802092361556325,0.8616556863243067,Mg,NATURAL,Mg,0.08609271523178808,0.6026490066225165,10,,0,0,Na Mg Ca Cr Mn Fe Ni
WD J2047-1259,Hoskin 2020,He,17970.0,9,2,C O Mg Si P S Ca Fe Ni,0.6158940397350994,,0.8431372549019608,OK,215.0,1.5963621459469197,0.19954526824336496,0.9909897105253616,declining,1.1511625633151066,CV,0.35830942270671023,125.24914422601032,-0.00036607526830101833,0.9038349516472386,Fe,NATURAL,P,0.2582781456953642,1.0,1,,0,0,
SDSSJ0738+1835,Dufour 2010,He,13600.0,5,0,O Mg Si Ca Fe,0.6158940397350994,,0.5490196078431373,OK,876.0,0.4935133789164435,0.12337834472911087,0.9741293721816853,steady_state,0.00018204897442316542,CI,0.30787010150908684,1400.0,-1.260404606679882,0.5507185184868832,Mg,NATURAL,Mg,0.39072847682119205,1.0,4,,0,0,
SDSS 1228+1040,Gansicke 2012,H,20900.0,7,4,C O Mg Al Si Ca Fe,0.6291390728476821,,,,,1.3213982569040734,0.22023304281734557,0.9704646790116096,early,0.00035430621203543525,H,0.2553277444151018,493.0348765353307,1.5067312086318496,0.9070708999435241,Si,NATURAL,,,,7,,0,0,
