kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_dor,koi_steff,koi_slogg,koi_srad,koi_kepmag,ra,dec,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_tce_delivname,koi_count,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,tic_id,tic_route,has_ephemeris,has_depth,long_period
6307083,K02050.02,,CANDIDATE,CANDIDATE,3.1779641,1.868e-05,47.7,8.6,-8.6,0.00811,0.002567,-0.007394,0.901,0.007,-0.693,0.542,0.142,-0.142,,20.3,5061,4.488,0.841,12.218,297.63519,41.641869,0,0,0,0,q1_q17_dr25_tce,2,-1.868e-05,134.35285,0.00473,-0.00473,,,True,True,False
6309307,K05262.01,,CANDIDATE,CANDIDATE,438.98396,0.02088,745.2,80.4,-80.4,0.025486,0.000852,-0.002459,0.546,0.4179,-0.3273,9.62,1.3,-1.3,,303,5053,2.77,11.706,12.356,298.19696,41.650452,0,0,0,0,q1_q16_tce,1,-0.02088,487.8174,0.0305,-0.0305,,,True,True,True
6309763,K00611.01,,CANDIDATE,CANDIDATE,3.2516591,3.66e-07,4747.9,17.1,-17.1,0.082842,0.003548,-0.003542,0.938,0.01,-0.009,1.5286,0.0132,-0.0132,,8.854,6367,4.419,1.087,14.022,298.29404,41.6838,0,0,0,0,q1_q17_dr25_tce,1,-3.66e-07,171.06049,8.78e-05,-8.78e-05,,,True,True,False
6310636,K01688.01,Kepler-929 b,CONFIRMED,CANDIDATE,0.9210305,2.992e-06,101.5,4.3,-4.3,0.009158,0.000345,-0.000218,0.025,0.41,-0.025,2.6077,0.079,-0.079,,2.786,5843,4.069,1.615,14.542,298.48111,41.615341,0,0,0,0,q1_q17_dr25_tce,1,-2.992e-06,132.03171,0.00264,-0.00264,1.7073319e+08,name_planet,True,True,False
6311891,K04627.01,,CANDIDATE,CANDIDATE,7.5173175,9.549e-05,170.7,19.2,-19.2,0.011854,0.000725,-0.000859,0.256,0.193,-0.256,2.484,0.27,-0.27,,22.65,5525,4.488,0.923,15.029,298.75836,41.631031,0,0,0,0,q1_q17_dr25_tce,1,-9.549e-05,137.59704,0.00935,-0.00935,,,True,True,False
6342333,K02065.01,Kepler-1789 b,CONFIRMED,CANDIDATE,80.232147,0.0003914,888.7,40.6,-40.6,0.033375,0.000228,-0.006342,0.911,0.024,-0.622,4.656,0.128,-0.128,,64.2,5436,4.505,0.888,14.32,282.86319,41.79668,0,0,0,0,q1_q17_dr25_tce,1,-0.0003914,162.39301,0.00422,-0.00422,3.7773097e+08,name_planet,True,True,True
6343170,K02419.01,Kepler-1230 b,CONFIRMED,CANDIDATE,9.9566703,5.854e-05,586.8,39.6,-39.6,0.028013,0.000248,-0.00648,0.949,0.011,-0.691,3.534,0.11,-0.11,,8.55,6165,4.365,1.115,15.309,283.2645,41.711449,0,0,0,0,q1_q17_dr25_tce,1,-5.854e-05,136.5827,0.0063,-0.0063,2.3715786e+08,name_planet,True,True,False
6345732,K02857.01,Kepler-1370 b,CONFIRMED,CANDIDATE,20.264202,0.0001305,185.3,10.1,-10.1,0.015063,3.2e-05,-0.002608,0.914,0.002,-0.647,4.664,0.156,-0.156,,14.66,5937,4.251,1.291,13.701,284.56567,41.778481,0,0,0,0,q1_q17_dr25_tce,2,-0.0001305,135.27919,0.00638,-0.00638,1.2025355e+08,name_planet,True,True,False
6345732,K02857.02,Kepler-1370 c,CONFIRMED,CANDIDATE,7.441361,6.693e-05,79.7,6.4,-6.4,0.009401,0.001508,-0.001386,0.862,0.062,-0.632,4.554,0.217,-0.217,,6.63,5937,4.251,1.291,13.701,284.56567,41.778481,0,0,0,0,q1_q17_dr25_tce,2,-6.693e-05,137.74695,0.00672,-0.00672,1.2025355e+08,name_planet,True,True,False
6345758,K06689.01,,CANDIDATE,CANDIDATE,3.3711668,5.646e-05,71.4,9.1,-9.1,0.007721,0.000733,-0.000405,0.318,0.155,-0.318,4.708,0.384,-0.384,,5.27,5653,4.288,1.163,15.03,284.57642,41.705971,0,0,0,0,q1_q17_dr25_tce,1,-5.646e-05,132.0176,0.0142,-0.0142,,,True,True,False
6346809,K02775.01,,CANDIDATE,CANDIDATE,17.577046,5.589e-05,670,42,-42,0.27658,6.781329,-0.007175,1.25,6.791,-0.006,2.022,0.141,-0.141,,17.42,5653,4.442,0.901,14.94,285.09872,41.775921,0,0,0,0,q1_q17_dr25_tce,1,-5.589e-05,137.73116,0.00262,-0.00262,,,True,True,False
6346894,K05264.01,,CANDIDATE,CANDIDATE,52.690923,,,,,,,,,,,2.31,,,,,,,,12.358,285.14172,41.711552,0,0,0,0,q1_q16_tce,1,,138.79978,,,,,True,False,True
6347299,K00661.01,Kepler-204 b,CONFIRMED,CANDIDATE,14.400904,4.043e-05,379.6,10.3,-10.3,0.02071,0.001145,-0.002701,0.872,0.036,-0.615,4.1682,0.0696,-0.0696,,14.04,5815,4.27,1.198,13.909,285.3472,41.761921,0,0,0,0,q1_q17_dr25_tce,2,-4.043e-05,174.98964,0.00228,-0.00228,1.2049545e+08,name_planet,True,True,False
6347299,K00661.02,Kepler-204 c,CONFIRMED,CANDIDATE,25.661382,0.0003178,166.5,12.7,-12.7,0.013624,0.001466,-0.002054,0.864,0.076,-0.63,4.459,0.247,-0.247,,23.4,5815,4.27,1.198,13.909,285.3472,41.761921,0,0,0,0,q1_q17_dr25_tce,2,-0.0003178,155.13806,0.00765,-0.00765,1.2049545e+08,name_planet,True,True,False
6347890,K05266.01,,CANDIDATE,CANDIDATE,37.715083,,,,,,,,,,,1.8,,,,,,,,15.294,285.62076,41.73806,0,0,0,0,q1_q16_tce,1,,165.63729,,,,,True,False,True
6349881,K04121.01,Kepler-1554 b,CONFIRMED,CANDIDATE,198.08887,0.002491,1027.7,65.9,-65.9,0.03061,0.007944,-0.002107,0.633,0.304,-0.409,7.955,0.307,-0.307,,154.7,5275,4.397,0.969,15.717,286.57617,41.741459,0,0,0,0,q1_q17_dr25_tce,1,-0.002491,319.73002,0.00815,-0.00815,1.2090002e+08,name_planet,True,True,True
6350031,K05267.01,,CANDIDATE,CANDIDATE,5.1779065,0.0006357,129.5,16.3,-16.3,0.010359,0.000821,-0.000701,0.073,0.374,-0.073,5.366,0.395,-0.395,,7.45,5921,3.766,2.589,14.326,286.65286,41.756142,0,0,0,0,q1_q17_dr25_tce,1,-0.0006357,135.756,0.151,-0.151,,,True,True,False
6350882,K04410.01,,CANDIDATE,CANDIDATE,5.0440437,3.934e-05,236.5,24.6,-24.6,0.01411,0.000945,-0.000835,0.08,0.386,-0.08,1.682,0.172,-0.172,,23.17,6039,4.493,0.951,15.744,287.04236,41.752209,0,0,0,0,q1_q17_dr25_tce,1,-3.934e-05,136.00785,0.00577,-0.00577,,,True,True,False
6356207,K02021.01,Kepler-1059 b,CONFIRMED,CANDIDATE,3.7641701,1.149e-05,558.4,24,-24,0.021335,0.000737,-0.000839,0.287,0.168,-0.287,2.0111,0.0705,-0.0705,,14.03,5063,4.617,0.728,15.484,289.22021,41.706478,0,0,0,0,q1_q17_dr25_tce,1,-1.149e-05,132.35462,0.00266,-0.00266,1.2194395e+08,name_planet,True,True,False
6356400,K07776.01,,CANDIDATE,CANDIDATE,541.92452,0.01934,1504.2,97.1,-97.1,0.046999,0.000328,-0.012828,0.95,0.026,-0.654,21.4,1.7,-1.7,,85.1,4378,4.64,0.614,15.671,289.28772,41.799938,0,0,0,0,q1_q17_dr25_tce,1,-0.01934,326.8745,0.024,-0.024,,,True,True,True
6356506,K08263.01,,CANDIDATE,CANDIDATE,280.55544,0.02526,401.4,48.4,-48.4,0.018404,0.001841,-0.00063,0.031,0.419,-0.031,12.757,0.723,-0.723,,171,6292,4.426,1.078,15.16,289.32593,41.749939,0,0,0,0,q1_q17_dr25_tce,1,-0.02526,308.0323,0.0404,-0.0404,,,True,True,True
6356692,K02948.01,Kepler-1888 b,CONFIRMED,CANDIDATE,11.391695,7.567e-05,51,3.1,-3.1,0.007494,0.001192,-0.001025,0.849,0.096,-0.606,5,0.149,-0.149,,9.49,5557,4.198,1.249,11.926,289.39474,41.782349,0,0,0,0,q1_q17_dr25_tce,1,-7.567e-05,141.55983,0.00547,-0.00547,1.2206689e+08,name_planet,True,True,False
6357290,K03040.01,,CANDIDATE,CANDIDATE,4.8099878,2.659e-05,288.2,24.1,-24.1,0.015608,0.000808,-0.000769,0.2,0.231,-0.2,1.97,0.101,-0.101,,18.58,5988,4.507,0.934,15.667,289.56802,41.771561,0,0,0,0,q1_q17_dr25_tce,1,-2.659e-05,133.00671,0.0046,-0.0046,,,True,True,False
6358937,K04794.01,,CANDIDATE,CANDIDATE,24.50411,0.000659,119.5,12.3,-12.3,0.009779,0.000641,-0.000688,0.178,0.295,-0.178,6.065,0.432,-0.432,,30.68,5250,4.404,0.962,14.375,290.09427,41.742779,0,0,0,0,q1_q17_dr25_tce,1,-0.000659,140.1805,0.0196,-0.0196,,,True,True,False
6359320,K01127.01,Kepler-269 b,CONFIRMED,CANDIDATE,5.326673,1.962e-05,611.4,19.3,-19.3,0.022482,0.000824,-0.000368,0.043,0.403,-0.043,3.4045,0.0739,-0.0739,,12.225,5831,4.517,0.921,15.808,290.21518,41.77597,0,0,0,0,q1_q17_dr25_tce,3,-1.962e-05,357.12617,0.00264,-0.00264,1.2229788e+08,name_planet,True,True,False
6359320,K01127.02,Kepler-269 c,CONFIRMED,CANDIDATE,8.1280933,0.0001107,224.1,22,-22,0.013795,0.000717,-0.000922,0.357,0.106,-0.357,3.727,0.245,-0.245,,15.82,5831,4.517,0.921,15.808,290.21518,41.77597,0,0,0,0,q1_q17_dr25_tce,3,-0.0001107,358.68367,0.00963,-0.00963,1.2229788e+08,name_planet,True,True,False
6359320,K01127.03,,CANDIDATE,CANDIDATE,2.8366893,2.819e-05,166.1,15.7,-15.7,0.011852,0.000585,-0.000811,0.33,0.13,-0.33,3.031,0.23,-0.23,,6.87,5831,4.517,0.921,15.808,290.21518,41.77597,0,0,0,0,q1_q17_dr25_tce,3,-2.819e-05,353.81531,0.00636,-0.00636,1.2229788e+08,name_host,True,True,False
6359881,K05268.01,,CANDIDATE,CANDIDATE,474.22897,0.03071,475.2,79.7,-79.7,0.019837,0.001442,-0.002428,0.1936,0.2733,-0.1936,13.05,1.7,-1.7,,277.9,5818,4.523,0.925,15.322,290.38223,41.757408,0,0,0,0,q1_q16_tce,1,-0.03071,161.0544,0.0507,-0.0507,,,True,True,True
6359926,K04391.01,,CANDIDATE,CANDIDATE,49.474697,0.0009815,291,19.2,-19.2,0.015994,0.000247,-0.001242,0.491,0.476,-0.278,10.46,0.525,-0.525,,32.14,5952,4.475,0.928,14.955,290.39505,41.78157,0,0,0,0,q1_q17_dr25_tce,1,-0.0009815,166.142,0.0171,-0.0171,,,True,True,True
6359929,K05269.01,,CANDIDATE,CANDIDATE,371.50631,0.01167,992,108,-108,0.028498,0.002334,-0.001503,0.0156,0.4519,-0.0155,8.854,0.8,-0.8,,330,5696,4.491,0.924,15.392,290.39795,41.75079,0,0,0,0,q1_q16_tce,1,-0.01167,260.1243,0.0196,-0.0196,,,True,True,True
6362874,K01128.01,Kepler-775 b,CONFIRMED,CANDIDATE,0.9748689,7.66e-07,197.6,2.9,-2.9,0.012716,0.000388,-0.000161,0.12,0.331,-0.12,1.6191,0.0233,-0.0233,,4.664,5487,4.563,0.832,13.507,291.43329,41.703442,0,0,0,0,q1_q17_dr25_tce,1,-7.66e-07,133.07627,0.000644,-0.000644,1.3721107e+08,name_planet,True,True,False
6364215,K02404.01,,CANDIDATE,CANDIDATE,2.1008163,1.482e-05,169.1,12.5,-12.5,0.016455,0.001346,-0.005036,0.979,0.024,-0.703,2.8182,0.0914,-0.0914,,1.846,5815,4.5,0.918,15.656,291.87799,41.769581,0,0,0,0,q1_q17_dr25_tce,2,-1.482e-05,132.26789,0.00498,-0.00498,,,True,True,False
6364582,K03456.01,Kepler-1505 b,CONFIRMED,CANDIDATE,30.860978,0.0002037,128.9,8.1,-8.1,0.011914,0.001818,-0.001653,0.852,0.035,-0.582,4.216,0.162,-0.162,,30.5,5627,4.552,0.833,12.988,292.00204,41.786961,0,0,0,0,q1_q17_dr25_tce,2,-0.0002037,138.31416,0.00561,-0.00561,1.3740878e+08,name_planet,True,True,True
6364582,K03456.02,,CANDIDATE,CANDIDATE,486.12702,0.02185,120.6,15.6,-15.6,0.01017,0.000698,-0.000788,0.3621,0.0933,-0.3621,9.495,0.82,-0.82,,369,6008,4.373,1.062,12.988,292.00204,41.786961,0,0,0,0,q1_q16_tce,2,-0.02185,426.1722,0.0308,-0.0308,1.3740878e+08,name_host,True,True,True
6365156,K00662.01,Kepler-639 b,CONFIRMED,CANDIDATE,10.214188,2.014e-05,303.8,4.5,-4.5,0.015775,0.000386,-0.000164,0.016,0.393,-0.016,5.8201,0.0495,-0.0495,,13.63,5843,4.25,1.332,13.336,292.18689,41.727051,0,0,0,0,q1_q17_dr25_tce,1,-2.014e-05,170.70466,0.00149,-0.00149,1.374095e+08,name_planet,True,True,False
6366559,K05274.01,,CANDIDATE,CANDIDATE,55.75838,0.0006725,132.7,17.7,-17.7,0.010351,0.000827,-0.000849,0.01,0.446,-0.01,2.497,0.324,-0.324,,172.4,5413,4.107,1.403,12.746,292.633,41.749222,0,0,0,0,q1_q17_dr25_tce,1,-0.0006725,160.0006,0.0112,-0.0112,,,True,True,True
6367663,K05275.01,,CANDIDATE,CANDIDATE,3.781123,0.001038,90.4,12.3,-12.3,0.008771,0.000415,-0.000985,0.004,0.456,-0.004,8.15,2,-2,,3.624,6318,4.247,1.216,14.531,292.99493,41.712749,0,0,0,0,q1_q17_dr25_tce,1,-0.001038,135.204,0.341,-0.341,,,True,True,False
6368175,K03503.01,Kepler-1703 b,CONFIRMED,CANDIDATE,21.187618,0.0007137,71.7,9.7,-9.7,0.008483,0.001697,-0.001312,0.777,0.212,-0.555,3.69,1,-1,,28.2,6355,4.547,0.849,13.827,293.15085,41.729252,0,0,0,0,q1_q17_dr25_tce,2,-0.0007137,148.8101,0.0201,-0.0201,1.3809778e+08,position_tic,True,True,False
6368175,K03503.02,Kepler-1703 c,CONFIRMED,CANDIDATE,31.82453,0.0007928,79,23,-23,0.008651,0.002002,-0.000546,0.681,0.0462,-0.4878,4.17,1,-1,,43.4,6338,4.545,0.847,13.827,293.15085,41.729252,0,0,0,0,q1_q17_dr24_tce,2,-0.0007928,144.5289,0.0177,-0.0177,1.3809778e+08,position_tic,True,True,True
6368222,K06697.01,,CANDIDATE,CANDIDATE,82.970622,,,,,,,,,,,8.22,,,,,,,,13.678,293.16202,41.735229,0,0,0,0,q1_q17_dr24_tce,1,,171.42821,,,,,True,False,True
6368230,K03356.01,Kepler-1478 b,CONFIRMED,CANDIDATE,26.084121,0.0005057,259.7,21.8,-21.8,0.014818,0.000782,-0.000743,0.092,0.373,-0.092,6.141,0.352,-0.352,,32.8,6083,4.563,0.835,15.44,293.1651,41.746231,0,0,0,0,q1_q17_dr25_tce,1,-0.0005057,149.4437,0.0156,-0.0156,1.3809783e+08,name_planet,True,True,False
6368905,K05276.01,,CANDIDATE,CANDIDATE,220.72014,0.00618,862.5,86.6,-86.6,0.026362,0.002044,-0.001168,0.113,0.331,-0.113,8.186,0.583,-0.583,,210.1,5150,4.634,0.696,15.827,293.36475,41.788891,0,0,0,0,q1_q17_dr25_tce,1,-0.00618,303.8527,0.019,-0.019,,,True,True,True
6369131,K04554.01,,CANDIDATE,CANDIDATE,8.0772455,0.0001396,79.2,7.3,-7.3,0.011741,0.000433,-0.003995,0.984,0.023,-0.769,7.272,0.344,-0.344,,2.23,5684,3.915,2.032,14.579,293.43478,41.716881,0,0,0,0,q1_q17_dr25_tce,1,-0.0001396,132.649,0.0149,-0.0149,,,True,True,False
6372194,K05278.01,,CANDIDATE,CANDIDATE,281.59216,0.0007882,9312,148,-148,0.092678,2.9e-05,-0.006033,0.641,0.1,-0.286,5.673,0.145,-0.145,,335,5330,4.627,0.713,15.87,294.33594,41.747532,0,0,0,0,q1_q17_dr25_tce,1,-0.0007882,261.81786,0.00223,-0.00223,,,True,True,True
6372268,K06698.01,,CANDIDATE,CANDIDATE,5.2242245,,,,,,,,,,,4.56,,,,,,,,11.446,294.35617,41.777206,0,0,0,0,q1_q17_dr25_tce,1,,133.01192,,,,,True,False,False
6381846,K00509.01,Kepler-171 b,CONFIRMED,CANDIDATE,4.1669663,4.067e-06,877.7,12.2,-12.2,0.026616,0.000517,-0.000205,0.022,0.315,-0.022,2.7535,0.0249,-0.0249,,11.881,5456,4.45,0.943,14.883,296.77191,41.755539,0,0,0,0,q1_q17_dr25_tce,3,-4.067e-06,169.71552,0.000744,-0.000744,2.3922922e+08,name_planet,True,True,False
6381846,K00509.02,Kepler-171 c,CONFIRMED,CANDIDATE,11.463472,1.706e-05,1048.6,20.1,-20.1,0.029133,0.000767,-0.000448,0.103,0.302,-0.103,2.599,0.0396,-0.0396,,34.51,5456,4.45,0.943,14.883,296.77191,41.755539,0,0,0,0,q1_q17_dr25_tce,3,-1.706e-05,137.38521,0.00124,-0.00124,2.3922922e+08,name_planet,True,True,False
6381846,K00509.03,Kepler-171 d,CONFIRMED,CANDIDATE,39.6034,0.000269,572.7,23.1,-23.1,0.021546,0.000802,-0.00073,0.166,0.294,-0.166,6.487,0.15,-0.15,,47.01,5456,4.45,0.943,14.883,296.77191,41.755539,0,0,0,0,q1_q17_dr25_tce,3,-0.000269,168.07114,0.00532,-0.00532,2.3922922e+08,name_planet,True,True,True
6382217,K02036.01,Kepler-353 c,CONFIRMED,CANDIDATE,8.411003,2.326e-05,755.6,30.7,-30.7,0.030498,0.000123,-0.005416,0.905,0.005,-0.626,2.4553,0.0621,-0.0621,,12.94,3757,4.718,0.539,15.773,296.85663,41.758179,0,0,0,0,q1_q17_dr25_tce,2,-2.326e-05,133.79856,0.00234,-0.00234,2.3922923e+08,name_planet,True,True,False
6382217,K02036.02,Kepler-353 b,CONFIRMED,CANDIDATE,5.7952949,3.623e-05,334.3,26,-26,0.01791,0.004995,-0.001411,0.714,0.236,-0.493,2.272,0.147,-0.147,,14.16,3757,4.718,0.539,15.773,296.85663,41.758179,0,0,0,0,q1_q17_dr25_tce,2,-3.623e-05,136.77974,0.00546,-0.00546,2.3922923e+08,name_planet,True,True,False
6383785,K00239.01,Kepler-501 b,CONFIRMED,CANDIDATE,5.640677,3.725e-06,1453.3,11.4,-11.4,0.034594,0.000677,-0.000453,0.033,0.369,-0.033,2.8354,0.0263,-0.0263,,15.726,5794,4.282,1.216,14.762,297.20154,41.730209,0,0,0,0,q1_q17_dr25_tce,2,-3.725e-06,138.55626,0.000557,-0.000557,1.6917634e+08,name_planet,True,True,False
6383785,K00239.02,Kepler-501 c,CONFIRMED,CANDIDATE,3.6227551,1.499e-05,180.6,9.2,-9.2,0.012192,0.000586,-0.000305,0.007,0.456,-0.007,2.7868,0.098,-0.098,,10.069,5794,4.282,1.216,14.762,297.20154,41.730209,0,0,0,0,q1_q17_dr25_tce,2,-1.499e-05,132.99267,0.00351,-0.00351,1.6917634e+08,name_planet,True,True,False
6383821,K01238.01,Kepler-797 b,CONFIRMED,CANDIDATE,27.072377,8.99e-05,514.2,13.6,-13.6,0.020659,0.000583,-0.000313,0.015,0.385,-0.015,6.9592,0.0871,-0.0871,,30.33,5936,4.501,0.965,14.556,297.20895,41.781712,0,0,0,0,q1_q17_dr25_tce,1,-8.99e-05,139.1127,0.00275,-0.00275,1.6917616e+08,name_planet,True,True,False
6387542,K01626.01,Kepler-912 b,CONFIRMED,CANDIDATE,2.5347557,7.432e-06,463,10.2,-10.2,0.022945,0.001007,-0.002968,0.878,0.017,-0.622,4.5716,0.0706,-0.0706,,2.41,5662,4.532,0.806,15.341,298.11121,41.758331,0,0,0,0,q1_q17_dr25_tce,1,-7.432e-06,132.68024,0.00275,-0.00275,1.7025152e+08,name_planet,True,True,False
6387557,K05279.01,,CANDIDATE,CANDIDATE,103.72215,0.00234,296.9,37.8,-37.8,0.015615,0.001112,-0.001293,0.017,0.43,-0.017,6.061,0.493,-0.493,,132.8,5784,4.33,1.143,14.775,298.11356,41.712749,0,0,0,0,q1_q17_dr25_tce,1,-0.00234,176.0727,0.0161,-0.0161,,,True,True,True
6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,4.5835209,4.18e-06,3812.1,44.5,-44.5,0.056287,0.001029,-0.000406,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,,13.672,5815,4.54,0.877,15.287,299.18686,41.74268,0,0,0,0,q1_q17_dr25_tce,1,-4.18e-06,169.97397,0.000733,-0.000733,1.7196844e+08,name_planet,True,True,False
6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,3.7618184,1.14e-05,510.6,16.4,-16.4,0.025656,0.000201,-0.004673,0.926,0,-0.663,3.5176,0.0901,-0.0901,,3.73,5653,4.472,0.949,15.257,283.31638,41.83712,0,0,0,0,q1_q17_dr25_tce,1,-1.14e-05,171.90364,0.00209,-0.00209,2.3715773e+08,name_planet,True,True,False
6422155,K00510.01,Kepler-172 b,CONFIRMED,CANDIDATE,2.9403048,4.738e-06,472.4,10,-10,0.022515,5.8e-05,-0.002661,0.825,0.003,-0.62,2.7226,0.0368,-0.0368,,5.07,5527,4.376,1.054,14.532,283.36841,41.821861,0,0,0,0,q1_q17_dr25_tce,4,-4.738e-06,169.90496,0.00125,-0.00125,2.3715775e+08,name_planet,True,True,False
6422155,K00510.02,Kepler-172 c,CONFIRMED,CANDIDATE,6.3889966,1.397e-05,543.3,12.7,-12.7,0.025119,0.000346,-0.003481,0.876,0.006,-0.628,3.5032,0.0478,-0.0478,,7.46,5527,4.376,1.054,14.532,283.36841,41.821861,0,0,0,0,q1_q17_dr25_tce,4,-1.397e-05,175.4761,0.00172,-0.00172,2.3715775e+08,name_planet,True,True,False
6422155,K00510.03,Kepler-172 d,CONFIRMED,CANDIDATE,14.627097,6.553e-05,396.4,18.2,-18.2,0.023474,0.00011,-0.005345,0.945,0.017,-0.719,4.097,0.107,-0.107,,10.78,5527,4.376,1.054,14.532,283.36841,41.821861,0,0,0,0,q1_q17_dr25_tce,4,-6.553e-05,136.23467,0.00358,-0.00358,2.3715775e+08,name_planet,True,True,False
6422155,K00510.04,Kepler-172 e,CONFIRMED,CANDIDATE,35.118443,0.0002168,542.4,27.6,-27.6,0.028309,0.00187,-0.007178,0.958,0.045,-0.693,4.59,0.237,-0.237,,21.9,5527,4.376,1.054,14.532,283.36841,41.821861,0,0,0,0,q1_q17_dr25_tce,4,-0.0002168,152.12282,0.00447,-0.00447,2.3715775e+08,name_planet,True,True,True
6423922,K06705.01,,CANDIDATE,CANDIDATE,0.9951412,1.014e-05,101.7,7.3,-7.3,0.018188,0.338521,-0.006508,0.998,0.351,-0.02,5.588,0.513,-0.513,,1.042,3325,5.364,0.109,15.673,284.2399,41.819042,0,0,0,0,q1_q17_dr25_tce,1,-1.014e-05,131.5268,0.0105,-0.0105,,,True,True,False
6424561,K04900.01,,CANDIDATE,CANDIDATE,6.6716723,5.474e-05,154.4,17.8,-17.8,0.011407,0.000687,-0.000891,0.167,0.287,-0.167,2.693,0.255,-0.255,,18.89,6086,4.435,1.021,15.134,284.57806,41.890259,0,0,0,0,q1_q17_dr25_tce,1,-5.474e-05,131.92708,0.00682,-0.00682,,,True,True,False
6425377,K05281.01,,CANDIDATE,CANDIDATE,263.90141,0.003522,807.1,83.2,-83.2,0.035056,0.000262,-0.010751,0.9585,0.0049,-0.6832,4.303,0.338,-0.338,,183.1,5094,3.126,6.247,13.485,284.98364,41.881351,0,0,0,0,q1_q16_tce,1,-0.003522,203.1723,0.0124,-0.0124,,,True,True,True
6425597,K04861.01,,CANDIDATE,CANDIDATE,29.120652,0.0003795,415.5,51,-51,0.01865,0.00118,-0.001566,0.195,0.26,-0.195,2.89,0.286,-0.286,,77,5671,4.582,0.788,15.536,285.09976,41.874378,0,0,0,0,q1_q17_dr25_tce,1,-0.0003795,138.4718,0.011,-0.011,,,True,True,False
6425957,K00663.01,Kepler-205 b,CONFIRMED,CANDIDATE,2.7556372,1.909e-06,536.7,6.4,-6.4,0.022754,0.000821,-0.00153,0.717,0.166,-0.479,1.8559,0.0281,-0.0281,,8.32,4121,4.709,0.553,13.506,285.28711,41.861172,0,0,0,0,q1_q17_dr25_tce,2,-1.909e-06,170.84585,0.000558,-0.000558,3.9982242e+08,name_planet,True,True,False
6425957,K00663.02,Kepler-205 c,CONFIRMED,CANDIDATE,20.306529,2.951e-05,715.4,12.8,-12.8,0.026202,0.002288,-0.001745,0.714,0.031,-0.5,2.8014,0.0457,-0.0457,,40.8,4121,4.709,0.553,13.506,285.28711,41.861172,0,0,0,0,q1_q17_dr25_tce,2,-2.951e-05,172.6581,0.00122,-0.00122,3.9982242e+08,name_planet,True,True,False
6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,8.2039696,1.488e-05,1024.4,21.2,-21.2,0.033372,0.002616,-0.004385,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,,13.23,5015,4.499,0.826,15.376,286.5657,41.808399,0,0,0,0,q1_q17_dr25_tce,2,-1.488e-05,169.69138,0.00143,-0.00143,1.2089994e+08,name_planet,True,True,False
6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,14.496452,6.36e-05,647.5,26.7,-26.7,0.033377,0.000459,-0.009362,0.97,0.002,-0.663,4.016,0.305,-0.305,,9.85,5015,4.499,0.826,15.376,286.5657,41.808399,0,0,0,0,q1_q17_dr25_tce,2,-6.36e-05,143.41659,0.00409,-0.00409,1.2089994e+08,name_planet,True,True,False
6428794,K04054.01,Kepler-1701 b,CONFIRMED,CANDIDATE,169.13506,0.001553,640.7,30.2,-30.2,0.025256,0.004006,-0.002613,0.754,0.164,-0.55,8.931,0.213,-0.213,,100.6,5171,4.545,0.801,14.566,286.60889,41.889339,0,0,0,0,q1_q17_dr25_tce,1,-0.001553,201.8055,0.00854,-0.00854,1.2089984e+08,name_planet,True,True,True
6429812,K02408.01,Kepler-1227 b,CONFIRMED,CANDIDATE,94.289223,0.0006466,505.4,26.3,-26.3,0.021415,0.005505,-0.001134,0.613,0.33,-0.389,4.102,0.158,-0.158,,143.4,5632,4.537,0.904,14.183,287.06638,41.874908,0,0,0,0,q1_q17_dr25_tce,1,-0.0006466,166.50826,0.00587,-0.00587,1.2111373e+08,name_planet,True,True,True
6432345,K02757.01,Kepler-1690 b,CONFIRMED,CANDIDATE,234.63565,0.001384,868.5,37.9,-37.9,0.026459,0.000972,-0.000832,0.025,0.405,-0.025,6.965,0.155,-0.155,,264.1,5422,4.481,0.885,14.607,288.15671,41.877972,0,0,0,0,q1_q17_dr25_tce,1,-0.001384,172.64615,0.00488,-0.00488,1.21463e+08,name_planet,True,True,True
6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,56.056075,0.0002753,1626,66.7,-66.7,0.036134,0.001465,-0.000983,0.018,0.413,-0.018,4.685,0.132,-0.132,,94.7,3593,4.757,0.491,15.849,289.50848,41.812119,0,0,0,0,q1_q17_dr25_tce,1,-0.0002753,201.16578,0.00329,-0.00329,1.2206695e+08,name_planet,True,True,True
