kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_dor,koi_steff,koi_slogg,koi_srad,koi_kepmag,ra,dec,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_tce_delivname,koi_count,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,tic_id,tic_route,has_ephemeris,has_depth,long_period
757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,8.884923,1.636e-06,16053.4,47.4,-47.4,0.114124,0.000396,-0.000266,0.069,0.087,-0.069,2.07004,0.00709,-0.00709,,36.466,5332,4.5,0.843,15.264,291.1376,36.577381,0,0,0,0,q1_q17_dr25_tce,1,-1.636e-06,169.99169,0.000144,-0.000144,1.227853e+08,name_planet,True,True,False
1025986,K07621.01,,CANDIDATE,CANDIDATE,275.07365,0.03928,228.9,43,-43,0.014379,0.000492,-0.002436,0.595,0.34,-0.395,3.37,5.5,-5.5,,512,5604,4.226,1.187,10.15,291.03369,36.771042,0,0,0,0,q1_q17_dr25_tce,1,-0.03928,315.2486,0.0939,-0.0939,,,True,True,True
1026957,K00958.01,Kepler-1731 b,CONFIRMED,CANDIDATE,21.761298,1.727e-05,1300.7,26.8,-26.8,0.032165,0.000807,-0.000734,0.123,0.288,-0.123,1.243,0.026,-0.026,,137.07,4859,4.612,0.72,12.559,291.25449,36.74361,0,0,0,0,q1_q17_dr25_tce,1,-1.727e-05,166.54044,0.000641,-0.000641,1.3709926e+08,name_planet,True,True,False
1161345,K00984.01,Kepler-1973 b,CONFIRMED,CANDIDATE,4.2874667,1.524e-05,790.1,49.7,-49.7,0.025717,0.00122,-0.001106,0.374,0.083,-0.374,1.5693,0.0785,-0.0785,,19.94,5296,4.576,0.815,11.631,291.0488,36.839882,0,0,0,0,q1_q17_dr25_tce,1,-1.524e-05,262.06245,0.00211,-0.00211,1.227845e+08,position_tic,True,True,False
1164301,K04921.01,,CANDIDATE,CANDIDATE,95.688682,0.003599,453.8,61.6,-61.6,0.019927,0.000912,-0.002268,0.5497,0.0141,-0.4925,6.465,0.903,-0.903,,97.2,5040,2.681,13.056,13.933,291.69196,36.881409,0,0,0,0,q1_q16_tce,1,-0.003599,224.2893,0.0261,-0.0261,,,True,True,True
1293379,K06253.01,,CANDIDATE,CANDIDATE,27.556452,0.002928,289.2,55.4,-55.4,0.015347,0.000913,-0.002548,0.1438,0.296,-0.1437,8.23,1.8,-1.8,,25.72,5509,4.565,0.836,15.979,291.11398,36.994061,0,0,0,0,q1_q17_dr24_tce,1,-0.002928,132.1916,0.0786,-0.0786,,,True,True,False
1429589,K04923.01,,CANDIDATE,CANDIDATE,38.168652,0.001068,90.6,12.6,-12.6,0.008741,0.000582,-0.000877,0.0283,0.444,-0.0282,5.086,0.954,-0.954,,57.8,6164,4.117,1.465,13.195,290.75626,37.089809,0,0,0,0,q1_q17_dr24_tce,1,-0.001068,144.4713,0.0257,-0.0257,,,True,True,True
1431122,K00994.01,,CANDIDATE,CANDIDATE,4.2989201,2.01e-05,237.6,13.7,-13.7,0.019694,0.001981,-0.005939,0.972,0.032,-0.757,2.747,0.131,-0.131,,3.81,5300,4.385,0.986,14.613,291.14249,37.061321,0,0,0,0,q1_q17_dr25_tce,1,-2.01e-05,132.86187,0.00396,-0.00396,,,True,True,False
1432789,K00992.01,Kepler-745 b,CONFIRMED,CANDIDATE,9.9314631,5.186e-05,398.6,16.4,-16.4,0.018094,0.000728,-0.000421,0.037,0.408,-0.037,5.678,0.127,-0.127,,13.607,5782,4.28,1.22,15.214,291.49942,37.05928,0,0,0,0,q1_q17_dr25_tce,2,-5.186e-05,136.49128,0.00442,-0.00442,1.3730717e+08,name_planet,True,True,False
1432789,K00992.02,,CANDIDATE,CANDIDATE,4.5783437,6.382e-05,140.7,13.6,-13.6,0.010812,0.000497,-0.000856,0.232,0.23,-0.232,3.987,0.289,-0.289,,8.653,5782,4.28,1.22,15.214,291.49942,37.05928,0,0,0,0,q1_q17_dr25_tce,2,-6.382e-05,132.2982,0.0109,-0.0109,1.3730717e+08,name_host,True,True,False
1717722,K03145.01,Kepler-1977 b,CONFIRMED,CANDIDATE,4.5370212,2.498e-05,504.4,36.5,-36.5,0.022053,0.005258,-0.002031,0.706,0.058,-0.491,1.813,0.124,-0.124,,14.16,4805,4.633,0.688,15.689,290.61798,37.289089,0,0,0,0,q1_q17_dr25_tce,2,-2.498e-05,132.1846,0.00446,-0.00446,1.2251577e+08,name_planet,True,True,False
1717722,K03145.02,,CANDIDATE,CANDIDATE,0.97731149,4.631e-06,250.7,20.5,-20.5,0.014052,0.001004,-0.00066,0.01,0.461,-0.01,1.403,0.127,-0.127,,5.43,4805,4.633,0.688,15.689,290.61798,37.289089,0,0,0,0,q1_q17_dr25_tce,2,-4.631e-06,131.70299,0.00343,-0.00343,1.2251577e+08,name_host,True,True,False
1718189,K00993.01,Kepler-262 c,CONFIRMED,CANDIDATE,21.853629,9.226e-05,355.6,16.7,-16.7,0.018296,0.003946,-0.001116,0.676,0.035,-0.511,3.439,0.108,-0.108,,37,5830,4.54,0.876,14.246,290.72867,37.252651,0,0,0,0,q1_q17_dr25_tce,3,-9.226e-05,144.32031,0.00379,-0.00379,1.2267349e+08,name_planet,True,True,False
1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,13.060794,0.0001053,236.6,14.1,-14.1,0.015111,0.005684,-0.001135,0.718,0.262,-0.49,3.215,0.195,-0.195,,22.29,5830,4.54,0.876,14.246,290.72867,37.252651,0,0,0,0,q1_q17_dr25_tce,3,-0.0001053,137.63148,0.00577,-0.00577,1.2267349e+08,name_planet,True,True,False
1718189,K00993.03,,CANDIDATE,CANDIDATE,86.723653,0.001758,241,28,-28,0.014997,0.00394,-0.00133,0.662,0.31,-0.466,4.852,0.506,-0.506,,105.1,5830,4.54,0.876,14.246,290.72867,37.252651,0,0,0,0,q1_q17_dr25_tce,3,-0.001758,195.3511,0.0168,-0.0168,1.2267349e+08,name_host,True,True,True
1718958,K04053.01,Kepler-1934 b,CONFIRMED,CANDIDATE,1.4197583,1.229e-05,60.9,8.8,-8.8,0.007542,0.003581,-0.000767,0.644,0.341,-0.44,1.429,0.239,-0.239,,5.93,5925,4.394,1.035,12.801,290.91934,37.28717,0,0,0,0,q1_q17_dr25_tce,1,-1.229e-05,132.92,0.00692,-0.00692,1.2268092e+08,name_planet,True,True,False
1721157,K04644.01,,CANDIDATE,CANDIDATE,3.4492811,2.122e-05,237,29.2,-29.2,0.01441,0.000472,-0.001621,0.534,0.432,-0.317,1.424,0.164,-0.164,,15.98,5119,4.591,0.781,15.144,291.45734,37.206841,0,0,0,0,q1_q17_dr25_tce,1,-2.122e-05,133.38221,0.00482,-0.00482,,,True,True,False
1723078,K07624.01,,CANDIDATE,CANDIDATE,330.025,0.007352,259.2,28.3,-28.3,0.015636,0.000769,-0.001114,0.68,0.276,-0.457,6.659,0.604,-0.604,,286,6126,3.578,3.466,12.668,291.86801,37.269878,0,0,0,0,q1_q17_dr25_tce,1,-0.007352,364.8075,0.0118,-0.0118,,,True,True,True
1724719,K04212.01,Kepler-1569 b,CONFIRMED,CANDIDATE,5.7917993,3.35e-05,118.5,7.2,-7.2,0.011738,0.00016,-0.001901,0.896,0.064,-0.702,3.474,0.132,-0.132,,6.07,6174,4.244,1.318,13.96,292.20471,37.221218,0,0,0,0,q1_q17_dr25_tce,2,-3.35e-05,133.35814,0.00527,-0.00527,1.3748822e+08,name_planet,True,True,False
1724719,K04212.02,,CANDIDATE,CANDIDATE,10.098963,0.0001171,57,7.2,-7.2,0.007123,0.002506,-8.9e-05,0.529,0.435,-0.325,6.428,0.472,-0.472,,10.31,6174,4.244,1.318,13.96,292.20471,37.221218,0,0,0,0,q1_q17_dr25_tce,2,-0.0001171,132.3351,0.00841,-0.00841,1.3748822e+08,name_host,True,True,False
1725016,K01007.01,Kepler-748 b,CONFIRMED,CANDIDATE,7.407425,3.66e-05,442,21,-21,0.01917,0.000799,-0.000495,0.03,0.401,-0.03,3.675,0.101,-0.101,,15.698,5922,4.474,0.961,15.242,292.26291,37.236992,0,0,0,0,q1_q17_dr25_tce,1,-3.66e-05,355.49652,0.00325,-0.00325,1.3754596e+08,name_planet,True,True,False
1849702,K02538.01,Kepler-1854 b,CONFIRMED,CANDIDATE,39.831254,0.0002066,388.8,29.7,-29.7,0.017664,0.001078,-0.000774,0.24,0.223,-0.24,2.442,0.163,-0.163,,123.3,5026,4.58,0.759,14.125,286.28595,37.387058,0,0,0,0,q1_q17_dr25_tce,1,-0.0002066,155.6409,0.00474,-0.00474,1.2082557e+08,name_planet,True,True,True
1865042,K01002.01,Kepler-746 b,CONFIRMED,CANDIDATE,3.4815917,1.036e-05,135.2,6.8,-6.8,0.010446,0.000529,-0.000289,0.076,0.378,-0.076,1.8069,0.0747,-0.0747,,14.843,5405,4.374,1.022,13.615,290.68225,37.35511,0,0,0,0,q1_q17_dr25_tce,1,-1.036e-05,132.98828,0.00232,-0.00232,1.2251596e+08,name_planet,True,True,False
1865864,K04926.01,,CANDIDATE,CANDIDATE,69.089357,0.002371,475.1,73.5,-73.5,0.019304,0.001882,-0.001801,0.051,0.416,-0.051,6.207,0.93,-0.93,,86.6,4848,4.581,0.698,15.572,290.87305,37.362179,0,0,0,0,q1_q17_dr25_tce,1,-0.002371,135.4461,0.028,-0.028,,,True,True,True
1871056,K01001.01,Kepler-264 b,CONFIRMED,CANDIDATE,40.806533,0.0002083,313.9,6.2,-6.2,0.016213,0.000417,-0.000188,0.016,0.401,-0.016,13.135,0.125,-0.125,,24.123,6207,3.963,2.097,13.038,292.04462,37.37624,0,0,0,0,q1_q17_dr25_tce,2,-0.0002083,155.71586,0.00439,-0.00439,1.3734708e+08,name_planet,True,True,True
1871056,K01001.02,Kepler-264 c,CONFIRMED,CANDIDATE,140.10765,0.00187,266.8,9.6,-9.6,0.014948,0.000506,-0.000244,0.019,0.367,-0.019,18.503,0.333,-0.333,,58.7,6207,3.963,2.097,13.038,292.04462,37.37624,0,0,0,0,q1_q17_dr25_tce,2,-0.00187,216.21749,0.00975,-0.00975,1.3734708e+08,name_planet,True,True,True
1871483,K06256.01,,CANDIDATE,CANDIDATE,14.137062,0.0001584,393,58.6,-58.6,0.017714,0.001764,-0.001387,0.2133,0.2498,-0.2133,2.264,0.292,-0.292,,47.5,4861,4.574,0.709,15.729,292.13239,37.388481,0,0,0,0,q1_q17_dr24_tce,1,-0.0001584,136.69826,0.00867,-0.00867,,,True,True,False
1872821,K02351.01,Kepler-1828 b,CONFIRMED,CANDIDATE,10.27381,5.929e-05,352.8,20.5,-20.5,0.017115,0.000889,-0.000476,0.125,0.334,-0.125,3.252,0.141,-0.141,,24.37,5806,4.528,0.899,14.909,292.42758,37.320808,0,0,0,0,q1_q17_dr25_tce,1,-5.929e-05,134.65748,0.00505,-0.00505,1.3763802e+08,name_planet,True,True,False
1873513,K04928.01,Kepler-1624 b,CONFIRMED,CANDIDATE,3.2903041,4.432e-06,13552.6,64.8,-64.8,0.105209,0.000527,-0.000922,0.09,0.183,-0.09,1.7215,0.0126,-0.0126,,16.097,3386,4.81,0.427,15.669,292.57986,37.376411,0,0,0,0,q1_q17_dr25_tce,1,-4.432e-06,131.90944,0.00178,-0.00178,1.3768394e+08,name_planet,True,True,False
1995519,K02634.01,Kepler-1299 b,CONFIRMED,CANDIDATE,19.940121,0.0001344,758.9,47.1,-47.1,0.029059,0.003888,-0.004141,0.862,0.083,-0.621,4.283,0.188,-0.188,,20,5623,4.596,0.763,15.922,286.15015,37.411369,0,0,0,0,q1_q17_dr25_tce,1,-0.0001344,142.34849,0.0053,-0.0053,1.20762e+08,name_planet,True,True,False
1996180,K02534.01,Kepler-1271 b,CONFIRMED,CANDIDATE,3.0255849,1.202e-05,128.3,5.9,-5.9,0.011717,0.001295,-0.001317,0.839,0.035,-0.573,3.0008,0.0911,-0.0911,,4.45,6123,4.263,1.263,13.925,286.3443,37.411968,0,0,0,0,q1_q17_dr25_tce,2,-1.202e-05,134.36744,0.00348,-0.00348,1.2082551e+08,name_planet,True,True,False
1996180,K02534.02,,CANDIDATE,CANDIDATE,5.4220426,6.847e-05,79.1,8.2,-8.2,0.010112,0.000749,-0.002153,0.94,0.037,-0.64,2.952,0.223,-0.223,,5.29,6123,4.263,1.263,13.925,286.3443,37.411968,0,0,0,0,q1_q17_dr25_tce,2,-6.847e-05,133.46021,0.00864,-0.00864,1.2082551e+08,name_host,True,True,False
2019199,K04931.01,,CANDIDATE,CANDIDATE,579.81521,0.01732,607,117,-117,0.025631,0.005738,-0.004439,0.8425,0.034,-0.5902,5.43,3.3,-3.3,,477,5822,4.449,0.969,14.473,292.48621,37.404339,0,0,0,0,q1_q16_tce,1,-0.01732,343.5587,0.0284,-0.0284,,,True,True,True
2019477,K06093.01,,CANDIDATE,CANDIDATE,20.573611,0.0008822,76,6.2,-6.2,0.007808,0.000308,-0.000552,0.032,0.414,-0.032,11.222,0.939,-0.939,,14.12,5440,3.404,4.524,13.33,292.55194,37.421211,0,0,0,0,q1_q17_dr25_tce,2,-0.0008822,149.1939,0.0328,-0.0328,,,True,True,False
2019477,K06093.02,,CANDIDATE,CANDIDATE,27.249752,0.0007038,102,8,-8,0.009088,0.000747,-0.000232,0.194,0.26,-0.194,11.609,0.752,-0.752,,17.77,5440,3.404,4.524,13.33,292.55194,37.421211,0,0,0,0,q1_q17_dr25_tce,2,-0.0007038,131.8837,0.0254,-0.0254,,,True,True,False
2142522,K02403.01,Kepler-1224 b,CONFIRMED,CANDIDATE,13.323541,9.754e-05,116.6,8.3,-8.3,0.009905,0.000503,-0.000415,0.225,0.238,-0.225,3.873,0.183,-0.183,,25.88,6113,4.341,1.218,12.867,286.62576,37.5373,0,0,0,0,q1_q17_dr25_tce,1,-9.754e-05,134.03671,0.0063,-0.0063,1.2096412e+08,name_planet,True,True,False
2158460,K04932.01,,CANDIDATE,CANDIDATE,19.127884,,,,,,,,,,,2,,,,,,,,15.892,291.06418,37.535751,0,0,0,0,q1_q16_tce,1,,134.85764,,,,,True,False,False
2161536,K02130.01,Kepler-1798 b,CONFIRMED,CANDIDATE,16.855926,6.43e-05,871.5,51.9,-51.9,0.026549,0.001281,-0.000973,0.038,0.41,-0.038,2.309,0.117,-0.117,,57.21,3967,4.674,0.587,15.661,291.7262,37.5289,0,0,0,0,q1_q17_dr25_tce,1,-6.43e-05,138.26808,0.00351,-0.00351,1.3731541e+08,name_planet,True,True,False
2161949,K06259.01,,CANDIDATE,CANDIDATE,4.7811394,6.037e-05,105.8,12.8,-12.8,0.009326,0.000654,-0.000727,0.118,0.345,-0.118,2.733,0.297,-0.297,,13.41,5683,4.326,1.115,14.595,291.8129,37.55587,0,0,0,0,q1_q17_dr25_tce,2,-6.037e-05,131.7043,0.0111,-0.0111,,,True,True,False
2161949,K06259.02,,CANDIDATE,CANDIDATE,7.1886406,7.758e-05,133.5,17.5,-17.5,0.010693,0.000681,-0.000924,0.424,0.029,-0.424,2.364,0.334,-0.334,,21.33,5683,4.326,1.115,14.595,291.8129,37.55587,0,0,0,0,q1_q17_dr25_tce,2,-7.758e-05,133.14566,0.00961,-0.00961,,,True,True,False
2162635,K01032.01,,CANDIDATE,CANDIDATE,1500.1407,0,4129.9,76.6,-76.6,0.07359,0.001193,-0.00159,0.9131,0.0068,-0.0081,25.727,0.497,-0.497,,251.5,5009,3.755,2.283,13.862,291.97754,37.532551,0,0,0,0,,1,0,176.08226,0.00404,-0.00404,,,True,True,True
2164169,K01029.01,Kepler-1732 b,CONFIRMED,CANDIDATE,32.312287,0.0001736,677.8,22.6,-22.6,0.02967,0.00012,-0.005268,0.934,0.005,-0.646,6.569,0.208,-0.208,,16.32,5821,4.108,1.494,14.757,292.29099,37.580799,0,0,0,0,q1_q17_dr25_tce,1,-0.0001736,133.867,0.0047,-0.0047,1.3754702e+08,name_planet,True,True,True
2165002,K00999.01,Kepler-263 b,CONFIRMED,CANDIDATE,16.568068,5.226e-05,1331.4,35.3,-35.3,0.032537,0.0011,-0.000845,0.164,0.279,-0.164,4.2647,0.0826,-0.0826,,30.26,4987,4.602,0.716,15.391,292.46976,37.567791,0,0,0,0,q1_q17_dr25_tce,2,-5.226e-05,146.15285,0.00231,-0.00231,1.3763725e+08,name_planet,True,True,False
2165002,K00999.02,Kepler-263 c,CONFIRMED,CANDIDATE,47.33293,0.0003456,931.5,70.1,-70.1,0.027927,0.000971,-0.001898,0.43,0.048,-0.42,2.708,0.168,-0.168,,124.6,4987,4.602,0.716,15.391,292.46976,37.567791,0,0,0,0,q1_q17_dr25_tce,2,-0.0003456,151.41614,0.00576,-0.00576,1.3763725e+08,name_planet,True,True,True
2283362,K06262.01,,CANDIDATE,CANDIDATE,0.67314132,2.141e-06,229.5,25.1,-25.1,0.013791,0.001102,-0.000764,0.1065,0.3486,-0.1064,0.921,0.112,-0.112,,5.66,5461,4.552,0.858,15.771,286.11075,37.611851,0,0,0,0,q1_q17_dr24_tce,1,-2.141e-06,131.68751,0.0026,-0.0026,,,True,True,False
2284957,K08085.01,,CANDIDATE,CANDIDATE,419.2615,0.02931,287.8,41.8,-41.8,0.01597,0.001713,-0.000723,0.5,0.447,-0.296,21.53,2.6,-2.6,,131.6,5979,4.379,0.975,14.547,286.61917,37.62624,0,0,0,0,q1_q17_dr25_tce,1,-0.02931,187.5475,0.0581,-0.0581,,,True,True,True
2299738,K07628.01,,CANDIDATE,CANDIDATE,1.8134378,2.643e-05,97.4,6.2,-6.2,0.009047,0.000296,-0.000514,0.418,0.049,-0.418,7.776,0.312,-0.312,,1.775,5094,4.618,0.7,13.961,290.71725,37.64901,0,0,0,0,q1_q17_dr25_tce,1,-2.643e-05,132.6703,0.011,-0.011,,,True,True,False
2301068,K06263.01,,CANDIDATE,CANDIDATE,8.6096535,7.02e-05,63.2,7.9,-7.9,0.007199,0.000632,-0.000432,0.213,0.245,-0.213,2.218,0.225,-0.225,,29.2,5418,3.447,4.233,12.765,291.02719,37.613911,0,0,0,0,q1_q17_dr25_tce,1,-7.02e-05,134.38829,0.00653,-0.00653,,,True,True,False
2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,10.381224,2.131e-05,801.5,21.5,-21.5,0.025572,0.000552,-0.000833,0.319,0.117,-0.319,2.715,0.0552,-0.0552,,28.48,5095,4.566,0.78,13.562,291.36478,37.609169,0,0,0,0,q1_q17_dr25_tce,2,-2.131e-05,268.02421,0.00149,-0.00149,1.3714867e+08,name_planet,True,True,False
2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,24.570902,0.0001009,764.2,31.7,-31.7,0.033128,1.5e-05,-0.007448,0.945,0.009,-0.674,3.587,0.181,-0.181,,21.8,5095,4.566,0.78,13.562,291.36478,37.609169,0,0,0,0,q1_q17_dr25_tce,2,-0.0001009,135.87209,0.0033,-0.0033,1.3714867e+08,name_planet,True,True,False
2302997,K07630.01,,CANDIDATE,CANDIDATE,16.29822,0.0002292,199,30.3,-30.3,0.013741,0.007423,-0.001535,0.698,0.264,-0.475,2.558,0.482,-0.482,,35.8,3905,4.736,0.521,14.709,291.4549,37.67712,0,0,0,0,q1_q17_dr25_tce,1,-0.0002292,134.7404,0.0126,-0.0126,,,True,True,False
2303903,K04709.01,,CANDIDATE,CANDIDATE,3.7085859,2.26e-05,305.4,32.8,-32.8,0.015797,0.001417,-0.000692,0.115,0.347,-0.115,1.94,0.169,-0.169,,14.75,5420,4.596,0.771,15.947,291.64294,37.632408,0,0,0,0,q1_q17_dr25_tce,1,-2.26e-05,134.47308,0.00526,-0.00526,,,True,True,False
2304320,K02033.01,Kepler-1064 b,CONFIRMED,CANDIDATE,16.540814,4.043e-05,370,12.8,-12.8,0.018716,0.003071,-0.00152,0.688,0.011,-0.509,2.5996,0.064,-0.064,,36.5,5064,4.572,0.769,13.755,291.74164,37.688938,0,0,0,0,q1_q17_dr25_tce,1,-4.043e-05,133.95274,0.002,-0.002,1.3731585e+08,name_planet,True,True,False
2305866,K02610.01,,CANDIDATE,CANDIDATE,24.107317,0.0002662,104.2,4.9,-4.9,0.009958,0.001855,-0.000558,0.693,0.235,-0.468,10.465,0.273,-0.273,,12.96,6585,3.813,2.517,12.605,292.09332,37.61348,0,0,0,0,q1_q17_dr25_tce,2,-0.0002662,145.9415,0.00998,-0.00998,,,True,True,False
2305866,K02610.02,,CANDIDATE,CANDIDATE,115.23065,0.002097,164.4,8,-8,0.014633,1.2e-05,-0.002786,0.95,0.002,-0.659,17.735,0.373,-0.373,,17.77,6585,3.813,2.517,12.605,292.09332,37.61348,0,0,0,0,q1_q17_dr25_tce,2,-0.002097,176.644,0.0134,-0.0134,,,True,True,True
2307199,K00151.01,,CANDIDATE,CANDIDATE,13.447179,1.247e-05,1428.2,21.1,-21.1,0.046114,0.005175,-0.003796,0.963,0.013,-0.008,3.0454,0.0546,-0.0546,,13.815,6276,4.405,1.041,14,292.37476,37.630959,0,0,0,0,q1_q17_dr25_tce,1,-1.247e-05,132.83056,0.00077,-0.00077,,,True,True,False
2307415,K02053.01,Kepler-356 c,CONFIRMED,CANDIDATE,13.121622,4.483e-05,196.9,6.6,-6.6,0.014262,0.001873,-0.001353,0.807,0.019,-0.567,3.6138,0.0844,-0.0844,,17.08,6140,4.265,1.277,12.992,292.42108,37.682819,0,0,0,0,q1_q17_dr25_tce,2,-4.483e-05,133.39526,0.00268,-0.00268,1.376369e+08,name_planet,True,True,False
2307415,K02053.02,Kepler-356 b,CONFIRMED,CANDIDATE,4.6126736,1.208e-05,133.2,4.3,-4.3,0.011477,0.001255,-0.000901,0.755,0.025,-0.535,3.0643,0.0681,-0.0681,,7.79,6140,4.265,1.277,12.992,292.42108,37.682819,0,0,0,0,q1_q17_dr25_tce,2,-1.208e-05,132.7757,0.00233,-0.00233,1.376369e+08,name_planet,True,True,False
2310993,K04938.01,,CANDIDATE,CANDIDATE,55.180772,0.001662,474.6,43.4,-43.4,0.020178,0.000884,-0.001394,0.306,0.143,-0.306,9.791,0.555,-0.555,,41.9,6306,4.426,1.076,15.551,293.22018,37.610699,0,0,0,0,q1_q17_dr25_tce,1,-0.001662,147.7141,0.0256,-0.0256,,,True,True,True
2422820,K06267.01,,CANDIDATE,CANDIDATE,13.891115,0.0002016,204.9,23.8,-23.8,0.013015,0.000941,-0.000851,0.168,0.284,-0.168,5.062,0.372,-0.372,,20.95,5472,4.499,0.79,15.365,286.13458,37.799881,0,0,0,0,q1_q17_dr25_tce,1,-0.0002016,137.3481,0.0105,-0.0105,,,True,True,False
2437505,K02671.01,,CANDIDATE,CANDIDATE,21.476427,2.444e-05,348130,2293,-2293,0.544874,0.001659,-0.002275,0.006,0.028,-0.006,5.5498,0.0293,-0.0293,,45.679,5780,4.438,1,17.29,290.23032,37.777481,0,0,0,0,q1_q17_dr25_tce,2,-2.444e-05,149.26156,0.00113,-0.00113,,,True,True,False
2437653,K04940.01,,CANDIDATE,CANDIDATE,84.640585,0.0009678,784,117,-117,0.024985,0.002441,-0.002304,0.2541,0.2141,-0.254,2.657,0.306,-0.306,,242,4386,4.629,0.63,15.16,290.24103,37.785221,0,0,0,0,q1_q16_tce,1,-0.0009678,183.17243,0.00971,-0.00971,,,True,True,True
2438264,K00440.01,Kepler-156 c,CONFIRMED,CANDIDATE,15.906889,2.554e-05,924.7,13.4,-13.4,0.027043,0.000852,-0.000308,0.014,0.417,-0.014,3.9879,0.044,-0.044,,31.3,5097,4.554,0.797,14.172,290.29651,37.749489,0,0,0,0,q1_q17_dr25_tce,2,-2.554e-05,177.9305,0.00128,-0.00128,1.2237462e+08,name_planet,True,True,False
2438264,K00440.02,Kepler-156 b,CONFIRMED,CANDIDATE,4.9734553,4.43e-06,741.6,13.1,-13.1,0.028304,0.001055,-0.003288,0.817,0.056,-0.576,1.6519,0.0276,-0.0276,,14.4,5097,4.554,0.797,14.172,290.29651,37.749489,0,0,0,0,q1_q17_dr25_tce,2,-4.43e-06,170.88579,0.000711,-0.000711,1.2237462e+08,name_planet,True,True,False
2438513,K01944.01,Kepler-1777 b,CONFIRMED,CANDIDATE,12.1842,4.127e-05,499.3,22.5,-22.5,0.022196,0.005909,-0.001909,0.746,0.035,-0.533,2.5014,0.0863,-0.0863,,26,5771,4.374,1.068,13.982,290.32867,37.72311,0,0,0,0,q1_q17_dr25_tce,2,-4.127e-05,139.05644,0.00282,-0.00282,1.2237451e+08,name_planet,True,True,False
2439243,K02280.01,Kepler-1172 b,CONFIRMED,CANDIDATE,26.020333,0.0001869,1164.4,55.7,-55.7,0.033353,0.005946,-0.002514,0.704,0.054,-0.494,4.965,0.147,-0.147,,30.3,5624,4.218,1.244,15.889,290.47452,37.766602,0,0,0,0,q1_q17_dr25_tce,1,-0.0001869,154.5286,0.00624,-0.00624,1.2250723e+08,name_planet,True,True,False
2441495,K00166.01,Kepler-479 b,CONFIRMED,CANDIDATE,12.493407,1.236e-05,715.7,10.8,-10.8,0.025332,0.003488,-0.001296,0.594,0.27,-0.395,2.2614,0.0287,-0.0287,,35.3,5207,4.561,0.795,13.575,291.02185,37.769791,0,0,0,0,q1_q17_dr25_tce,1,-1.236e-05,138.46223,0.000841,-0.000841,1.2268225e+08,name_planet,True,True,False
2442448,K02812.01,Kepler-1354 b,CONFIRMED,CANDIDATE,76.613945,0.0006187,498.7,20.1,-20.1,0.023228,0.001941,-0.002626,0.851,0.027,-0.586,10.22,0.207,-0.207,,32.6,6173,4.408,1.03,14.357,291.24518,37.75906,0,0,0,0,q1_q17_dr25_tce,1,-0.0006187,153.79301,0.00798,-0.00798,1.3709663e+08,name_planet,True,True,True
2443393,K02603.01,,CANDIDATE,CANDIDATE,73.711039,0.001027,136.7,7.5,-7.5,0.010817,0.000433,-0.000352,0.284,0.164,-0.283,10.062,0.274,-0.274,,54.3,6374,4.193,1.502,12.643,291.45755,37.742935,0,0,0,0,q1_q17_dr25_tce,1,-0.001027,202.7848,0.0123,-0.0123,,,True,True,True
2444412,K00103.01,Kepler-1710 b,CONFIRMED,CANDIDATE,14.910952,1.275e-05,864.5,8.7,-8.7,0.026641,0.000444,-0.000197,0.014,0.339,-0.014,3.325,0.024,-0.024,,35.174,5650,4.5,0.899,12.593,291.68335,37.751591,0,0,0,0,q1_q17_dr25_tce,1,-1.275e-05,141.33673,0.000711,-0.000711,1.3731603e+08,name_planet,True,True,False
2446113,K00379.02,,CANDIDATE,CANDIDATE,23.137592,0.0002173,114,9.7,-9.7,0.009941,0.000253,-0.000834,0.429,0.027,-0.429,3.35,0.256,-0.256,,48.3,6078,4.094,1.683,13.319,292.05676,37.776192,0,0,0,0,q1_q17_dr25_tce,2,-0.0002173,152.17335,0.00953,-0.00953,,,True,True,False
2449245,K06274.01,,CANDIDATE,CANDIDATE,18.177293,0.0004901,213.1,32,-32,0.013378,0.001013,-0.001287,0.039,0.43,-0.039,4.703,0.758,-0.758,,29.91,6158,4.455,1.026,15.324,292.73026,37.787182,0,0,0,0,q1_q17_dr25_tce,1,-0.0004901,145.8085,0.02,-0.02,,,True,True,False
2449431,K02009.01,,CANDIDATE,CANDIDATE,86.749081,0.0005499,547.1,17.3,-17.3,0.021098,0.000723,-0.000361,0.003,0.406,-0.003,9.179,0.135,-0.135,,73.73,5579,4.419,0.97,13.82,292.77399,37.797691,0,0,0,0,q1_q17_dr25_tce,1,-0.0005499,170.29281,0.00472,-0.00472,,,True,True,True
