kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,class,vetoes,flags_classify,koi_period,koi_depth,koi_depth_in_tess_band_ppm,pdc_depth_ppm,pdc_total_err_ppm,pdc_z,pdc_z_pop,pdc_ratio,sap_depth_ppm,sap_total_err_ppm,sap_z,sap_z_pop,sap_ratio,sap_minus_pdcsap_z,background_direction,pdc_odd_even_sigma,sap_odd_even_sigma,duration_verdict,z_duration,t14_ratio_observed,t14_ratio_expected_fixed_b,epoch_offset_minutes,epoch_offset_sigma,epoch_search_snr_best,pdc_n_transits,sap_n_transits,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_depth_reduction_spread_ppm,sap_depth_reduction_spread_ppm,pdc_sector_scatter_chi2_per_dof,ra,dec,shard
K01876.01,Kepler-991 b,11622600,28084836,name_planet,CONFIRMED,not_measurable,,,82.534119,1895.4,1787.1838,1306.7581,3441.8502,-0.1395218,-0.091261427,0.73118281,10457.433,1283.2071,13.044647,3.423459,5.8513474,3.2755741,SAP_DEEPER_THAN_PDC,,,fixed_b,-0.93692767,0.59497766,0.99460391,0,,1.4681205,1,1,"76,81,82,83",SPOC,120,150.61712,107.23213,,297.09067,49.626572,8
K05925.01,,11651240,279918702,tic_kic_crossid,CANDIDATE,not_measurable,,,93.006,125.4,121.43686,-223.34038,385.02873,-0.89286018,-0.23754201,-1.8391481,-212.55869,327.61182,-1.0154065,-0.2686142,-1.7503638,,,,,inconclusive,,1.2383764,,0,,1.8315556,4,4,"40,41,53,54,55,74,75,80,82,14,15,26","QLP,SPOC","120,1800",,,0.10737677,285.40842,49.763641,8
K05950.01,,12020376,27533154,tic_kic_crossid,CANDIDATE,not_measurable,,,109.43946,187.1,178.8281,3313.4641,906.31984,9.0648083,1.685977,18.528767,1660.1542,840.85695,4.1706945,1.095667,9.2835201,-2.0084616,PDC_DEEPER_THAN_SAP,,,fixed_b,-1.8906991,0.67229415,1.0405535,475.09459,2.2002918,4.1469186,2,2,"74,75,76,81,82,83,14,15,41,54,55,56","QLP,SPOC","120,1800,200,600",427.76781,680.75837,0.4355813,295.4801,50.42128,8
K08297.01,,12168280,27686277,tic_kic_crossid,CANDIDATE,not_measured,,,229.95754,400,478.78047,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"56,74,75,76,81,82,83,14,15,41,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",,,,295.97794,50.771481,8
K01506.01,Kepler-869 b,12254792,299218299,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,40.428668,916.1,940.95513,3566.1764,1340.2215,3.5051339,0.48713861,3.7899538,1222.6036,491.69293,0.64463054,0.16444771,1.2993219,-2.0311103,PDC_DEEPER_THAN_SAP,0.83541679,0.5986433,tracks_b,-3.3581409,0.46599722,1.0994937,0,,2.6933512,2,2,"80,81,82,83",SPOC,120,207.46387,15.79813,0.69792121,289.42459,50.994122,8
K02264.01,Kepler-1166 b,12256520,406951266,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,33.240798,341.9,327.73078,-55.22354,817.09465,-0.46847592,-0.1518196,-0.16850276,428.74456,399.25055,0.25255242,0.064754466,1.3082218,,,0.20165035,1.4652063,inconclusive,,0.49535056,,0,,1.4991687,4,5,"74,75,76,80,81,82,83",SPOC,120,,19.621661,1.934357,290.34851,50.902851,8
K05965.01,,12349560,399866283,tic_kic_crossid,CANDIDATE,not_measurable,,,43.397562,585.3,556.31225,-138.42628,3578.0559,-0.19412012,-0.061677522,-0.24882838,161.3346,555.66507,-0.70388249,-0.18786308,0.29000728,-0.70448979,PDC_DEEPER_THAN_SAP,0.12927738,0.17091378,inconclusive,,2.2811088,,0,,2.2445553,3,3,"74,75,80,81,82",SPOC,120,,16.631052,2.2510205,286.93784,51.123508,8
K05966.01,,12350136,399949628,tic_kic_crossid,CANDIDATE,not_measured,,,478.79185,,,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,80,81,82",SPOC,120,,,,287.35873,51.158321,8
K00298.02,,12785320,406997913,tic_kic_crossid_over_name_planet,CANDIDATE,not_measurable,,,57.384037,241.7,263.88577,179.44675,309.94408,-0.27196002,-0.15924921,0.68001678,118.37089,200.0785,-0.7242694,-0.19396589,0.44856867,-0.16796163,PDC_DEEPER_THAN_SAP,1.3866309,1.2685175,fixed_b,-1.5714078,0.52655288,0.97349471,0,,0.80196471,5,5,"40,53,54,55,74,75,76,80,81,82,83,14,56","QLP,SPOC","120,1800,200",50.890553,35.779994,0.95356878,290.49426,52.055519,8
K01029.01,Kepler-1732 b,2164169,137547023,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,32.312287,677.8,716.2186,-993.12455,2057.4897,-0.83060888,-0.22737202,-1.3866221,-220.86473,715.14086,-1.3079809,-0.34719368,-0.30837615,,,0.35788815,0.33088621,inconclusive,,1.2383764,,0,,0.4979644,2,2,"74,75",SPOC,120,,,0.12808393,292.29099,37.580799,9
K07635.01,,2577353,351056285,tic_kic_crossid,CANDIDATE,not_measurable,,,60.458443,175.2,170.461,2788.5498,1969.8728,1.3289386,0.28965449,16.358873,999.2667,500.99954,3.3617627,0.88227107,5.8621427,-1.8016174,PDC_DEEPER_THAN_SAP,,,duration_inconsistent,5.9502072,2.5,1.0459984,0,,1.5956081,1,1,"74,75",SPOC,120,682.93635,50.544153,,291.78079,37.811508,9
K04548.01,,3223433,121535837,tic_kic_crossid,CANDIDATE,not_measurable,,,61.083322,227.5,224.51841,589.01547,1483.7369,0.24562371,0.037945454,2.6234618,409.87967,1204.389,0.15386887,0.040157663,1.8255949,-0.093737921,PDC_DEEPER_THAN_SAP,,,fixed_b,-0.28311934,0.65207066,1.0149545,0,,1.944169,1,1,"74,80,81",SPOC,120,,,,288.12555,38.347431,9
K00490.02,Kepler-167 e,3239945,137686948,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,1071.2326,19045.6,18138.125,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,41,54,55,74,81,82,14","QLP,SPOC","120,1800",,,,292.65842,38.34539,9
K01830.02,Kepler-967 c,3326377,120962548,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,198.71063,2094.8,1997.6602,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,81",SPOC,120,,,,286.55807,38.405369,9
K04986.01,,3540873,122376876,tic_kic_crossid,CANDIDATE,not_measured,,,444.04257,417.4,401.80411,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,81",SPOC,120,,,,290.3548,38.672531,9
K03308.01,Kepler-1464 b,3632089,121123737,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,31.778756,262,252.52531,-865.65855,714.63789,-1.564285,-0.39339195,-3.4280071,-673.5524,663.63464,-1.3950486,-0.36875813,-2.6672669,,,0.012910749,0.76247569,inconclusive,,0.48044977,,0,,0.52580776,2,2,"80,81",SPOC,120,,,0.00016668744,287.23569,38.754162,9
K01221.01,Kepler-278 b,3640905,122225232,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,30.159941,175.9,178.31414,63.69517,144.7707,-0.78958209,-0.31955944,0.35720762,-54.765584,74.55983,-3.0944922,-0.82141476,-0.30712979,,,0.40720832,1.7909761,tracks_b,4.5545364,1.3572088,0.98547994,0,,1.9500306,3,3,"40,41,54,55,74,75,80,81,14","QLP,SPOC","120,1800",76.217498,,1.6742941,290.10718,38.702229,9
K01221.02,Kepler-278 c,3640905,122225232,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,51.077105,141.5,137.14771,473.32278,161.52,3.5629902,0.47188729,3.45119,176.99197,69.132234,0.6437093,0.16406493,1.2905208,-3.06195,PDC_DEEPER_THAN_SAP,2.6403369,1.0731946,duration_inconsistent,4.6807255,1.3572088,1.0122757,224.57014,2.6411254,5.970512,4,4,"40,41,54,55,74,75,80,81,14","QLP,SPOC","120,1800",140.72636,39.907807,2.9757085,290.10718,38.702229,9
K05001.01,,3647097,351060980,tic_kic_crossid,CANDIDATE,not_measurable,,,59.965517,310.1,298.26122,-3288.9476,5370.0096,-0.66796814,-0.15700059,-11.027071,-1771.182,2359.1345,-0.87693413,-0.2315488,-5.9383585,,,,,inconclusive,,2.081383,,0,,0.88976956,1,1,"74,75,81,82",SPOC,120,,,,291.82471,38.779911,9
K00386.01,Kepler-146 b,3656121,138569990,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measurable,,,31.158825,959,923.77591,1705.7074,616.3087,1.6798218,0.063115251,1.8464515,1013.4111,449.02366,0.20757084,0.049684391,1.0970313,-2.3999251,PDC_DEEPER_THAN_SAP,0.13681872,0.12934457,fixed_b,1.8915968,1.1299485,1.0098682,-103.62672,7.2726609,3.9669915,8,8,"40,41,54,55,74,75,81,82",SPOC,120,474.10882,392.35005,1.0719402,294.11075,38.710232,9
K00386.02,Kepler-146 c,3656121,138569990,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measurable,,,76.732456,685.7,667.62718,614.50284,869.76946,-0.06101656,-0.10211327,0.92042813,278.2992,788.0169,-0.4934488,-0.13204026,0.41684821,-0.43644563,PDC_DEEPER_THAN_SAP,0.72877844,0.85221215,duration_inconsistent,8.2597541,2.2124901,0.99878375,0,,1.5159787,4,4,"40,41,54,55,74,75,81,82",SPOC,120,578.00433,670.80897,2.563261,294.11075,38.710232,9
K04103.01,Kepler-1552 b,3747817,137319097,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,184.77271,951.4,908.1968,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,81,82",SPOC,120,,,,291.67682,38.874908,9
K05030.01,,3968809,139035260,tic_kic_crossid,CANDIDATE,not_measured,,,411.8969,502.8,489.47142,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,81,82",SPOC,120,,,,295.18872,39.01865,9
K07685.01,,4141593,121011905,tic_kic_crossid,CANDIDATE,not_measurable,,,64.740274,113.1,112.8661,-887.67446,418.87873,-2.3880385,-0.56945062,-7.8648457,1671.9948,610.71903,7.2020654,1.8932908,14.813968,3.3438626,SAP_DEEPER_THAN_PDC,1.3619684,3.8821944,inconclusive,,0.4,,0,,1.5079667,2,2,"80,81,14,40,41,53,54,74","QLP,SPOC","120,1800,200,600",,522.57184,1.854958,286.77313,39.277531,9
K07685.02,,4141593,121011905,tic_kic_crossid,CANDIDATE,not_measurable,,,33.502923,70.9,70.924305,-281.21761,379.53301,-0.92766514,-0.23068151,-3.9650387,2494.6707,1294.2566,6.7366457,1.7723097,35.173707,,,0.57488342,2.3367264,inconclusive,,1.6807354,,0,,0.026854902,5,5,"80,81,14,40,41,53,54,74","QLP,SPOC","120,1800,200,600",135.97728,1261.1277,0.34245324,286.77313,39.277531,9
K02691.01,,4552729,121940463,tic_kic_crossid,CANDIDATE,not_measurable,,,97.446319,2141.1,2030.7437,-1943.3012,2184.4149,-1.8170405,-0.51666109,-0.95694065,-1061.831,1253.1092,-2.4587566,-0.65206138,-0.5228779,,,,,inconclusive,,1.1299485,,0,,0.96481727,1,1,"80,81",SPOC,120,,,,289.10992,39.68539,9
K07700.01,,4670361,184164917,tic_kic_crossid,CANDIDATE,not_measured,,,631.56889,789,778.84234,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,295.73697,39.740452,9
K02243.03,,4770617,169561256,tic_kic_crossid_over_name_planet,CANDIDATE,not_measurable,,,31.445271,531.1,575.90485,4142.7537,6939.6704,0.51396064,0.1063164,7.1934691,934.6186,1848.2427,0.19398293,0.050454384,1.6228698,-0.76253729,PDC_DEEPER_THAN_SAP,,,fixed_b,1.4180415,2.5,1.3637173,0,,1.3102181,1,1,75,SPOC,120,441.04594,121.23406,,297.47711,39.877239,9
K03444.02,,5384713,169460096,tic_kic_crossid,CANDIDATE,consistent,duration_not_fixed_b,,60.326688,3146.7,3703.6682,3002.1889,1584.0868,-0.39586273,-0.30647802,0.81059879,1993.5777,638.26394,-1.9072909,-0.5099337,0.53827114,-0.96013994,PDC_DEEPER_THAN_SAP,,,duration_inconsistent,5.2031568,2.3518557,0.95895005,-33.734746,5.139257,4.1119413,3,3,"14,54,55,15,74,81,82","QLP,SPOC","120,1800,200",1405.7964,274.39999,3.149258,297.4292,40.561909,9
K05158.01,,5394585,171976306,tic_kic_crossid,CANDIDATE,not_measurable,,,151.13008,358,347.24106,1812.6574,549.4659,3.8379639,0.59770372,5.2201701,439.10902,478.4166,0.18746325,0.047839215,1.2645654,-2.2214133,PDC_DEEPER_THAN_SAP,,,fixed_b,-0.26267929,0.94074229,1.0222034,-139.62792,0.25638483,3.3689382,1,1,"74,75,81,82,14,15,41,54,55","QLP,SPOC","120,1800,600",111.42218,355.81099,,299.38071,40.535671,9
K03791.01,Kepler-460 b,5437945,121603086,tic_kic_crossid_over_position_tic,CONFIRMED,consistent,,,440.78438,2579,2512.4439,2122.9726,644.05155,-0.54771715,-0.49817235,0.84498305,2651.7508,643.13859,0.2178499,0.048345013,1.0554468,,,,,fixed_b,-0.25433211,0.67229415,0.9956134,216.84323,13.475115,3.2962774,1,1,"74,75,80,81,14,40,41,54,55","QLP,SPOC","120,1800,600",,,,288.47485,40.65136,9
K03791.02,Kepler-460 c,5437945,121603086,tic_kic_crossid_over_position_tic,CONFIRMED,consistent,,,220.14291,1796.4,1735.8205,3576.4143,765.94893,3.2843357,0.21697417,2.0603595,2770.1502,705.05304,1.8010304,0.46627358,1.5958736,-1.6456521,PDC_DEEPER_THAN_SAP,,,fixed_b,-0.30677207,1,1.0163792,-390.63811,8.7322383,6.4886321,1,1,"74,75,80,81,14,40,41,54,55","QLP,SPOC","120,1800,600",531.86151,555.70907,,288.47485,40.65136,9
K01930.03,Kepler-338 d,5511081,258203303,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,44.430406,238.5,229.73766,364.83729,111.97716,1.4840916,-0.035125736,1.5880605,613.55672,94.090865,6.0413577,1.5793451,2.6706841,2.8626222,SAP_DEEPER_THAN_PDC,0.6106649,3.8449713,fixed_b,0.87545581,1.3163822,1.0036216,-51.571224,1.7030802,3.5119876,5,5,"26,40,41,53,54,74,80,81,14","QLP,SPOC","120,1800",41.798552,37.884686,0.72928884,282.97897,40.784351,9
K05176.01,,5529385,122445928,tic_kic_crossid,CANDIDATE,not_measurable,,,215.73241,208.2,202.07289,2937.4321,970.47141,6.5801192,1.2003005,14.536498,2938.2296,970.68256,6.5810205,1.7299912,14.540444,,,,,fixed_b,-1.7392112,0.57707996,1.0442041,-268.10766,1.34012,3.0268095,1,1,"74,75,80,82,14,40,41,54,55","QLP,SPOC","120,1800,600",,,,290.43491,40.777241,9
K02834.01,Kepler-1362 b,5609593,121660595,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,136.20511,1209.3,1169.2531,8087.945,4445.0015,1.5561946,0.32055809,6.9171896,3146.343,1909.3471,1.0343418,0.2713952,2.6909,-1.6132158,PDC_DEEPER_THAN_SAP,,,fixed_b,-1.3061547,0.57707996,1.0646123,0,,2.2183803,1,1,"80,81",SPOC,120,426.94204,207.31998,,288.53854,40.87711,9
K06132.01,,5629353,377915723,tic_kic_crossid_over_name_host,CANDIDATE,consistent,,pdc_deeper_than_sap,33.320091,6186.9,5975.306,11912.222,1664.8878,4.6315264,0.27071513,1.9935752,4191.1706,552.73301,-2.504729,-0.67647385,0.70141522,-6.8069892,PDC_DEEPER_THAN_SAP,0.7358726,0.38888315,fixed_b,0.045222814,1.0310142,1.0278213,-97.936659,0.75419531,7.1956927,4,4,"74,75,81,82",SPOC,120,176.87568,47.480008,2.1676809,294.55789,40.850498,9
K05236.01,,6067545,170734456,tic_kic_crossid,CANDIDATE,not_measured,,,550.86514,346.5,333.74728,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"14,15,41,54,55,74,81,82",QLP,"1800,200,600",,,,298.39798,41.314892,9
K07764.01,,6124137,137408113,tic_kic_crossid,CANDIDATE,not_measurable,,,227.83457,155.3,152.14093,175.45969,498.91827,0.04671129,-0.024584997,1.1532707,-281.19887,355.02272,-1.2191887,-0.3224881,-1.8482789,,,0.50980199,0.69782227,fixed_b,2.4638015,2.3518557,1.0012442,0,,1.503097,2,2,"74,75,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",277.2617,,0.25989807,292.0105,41.467098,9
K00285.03,Kepler-92 d,6196457,121943724,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,49.356791,130.2,125.84289,215.62927,163.49582,0.70815554,0.0081412803,1.71348,164.82749,250.14298,0.17769209,0.045375438,1.3097878,0.11127846,SAP_DEEPER_THAN_PDC,0.066245115,1.1325459,duration_inconsistent,9.5352539,1.7866055,1.0034555,0,,2.5995733,5,5,"40,41,54,55,74,75,80,81,82,14","QLP,SPOC","120,1800",140.89188,238.49904,0.96747656,289.08606,41.562958,9
K06676.01,,6209225,138097360,tic_kic_crossid,CANDIDATE,not_measured,,,439.21978,342.3,332.48307,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,81,82",SPOC,120,,,,293.16168,41.538158,9
K06145.02,Kepler-1641 c,6221385,184426431,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,32.657035,620.4,600.23833,-388.56228,1099.234,-0.89872235,-0.26548961,-0.64734666,-188.82187,328.32795,-2.3792319,-0.63152989,-0.31457816,,,1.2905906,1.2245668,inconclusive,,1.2011244,,0,,2.5357372,3,4,"54,55,74,75,81,82",SPOC,120,,,1.2009381,296.35944,41.574532,9
K04121.01,Kepler-1554 b,6349881,120900025,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,198.08887,1027.7,1010.4425,10599.711,6693.3944,1.4325386,0.305589,10.490168,3201.0074,2648.7226,0.82662936,0.21713734,3.1679265,-1.6915048,PDC_DEEPER_THAN_SAP,,,inconclusive,,,,0,,2.1704625,1,1,"80,81",SPOC,120,1093.6832,305.02813,,286.57617,41.741459,9
K05268.01,,6359881,122443583,tic_kic_crossid,CANDIDATE,not_measured,,,474.22897,475.2,458.40226,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,81,82",SPOC,120,,,,290.38223,41.757408,9
K05269.01,,6359929,122443568,tic_kic_crossid,CANDIDATE,not_measured,,,371.50631,992,953.12805,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,81,82",SPOC,120,,,,290.39795,41.75079,9
K05276.01,,6368905,138098637,tic_kic_crossid,CANDIDATE,not_measured,,,220.72014,862.5,822.87025,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,41",SPOC,120,,,,293.36475,41.788891,9
K02757.01,Kepler-1690 b,6432345,121462999,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,234.63565,868.5,830.26624,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,80,81,82",SPOC,120,,,,288.15671,41.877972,9
K06707.01,,6436505,394172196,tic_kic_crossid,CANDIDATE,not_measured,,,43.535891,576.6,553.62452,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,80,SPOC,120,,,,289.70703,41.84354,9
K00176.01,Kepler-483 b,6442377,137342400,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measurable,,,30.229103,443.4,444.41911,710.58008,415.66657,0.63931943,0.021138813,1.5988963,344.35729,334.00953,-0.29885133,-0.081806642,0.77484808,-0.44925308,PDC_DEEPER_THAN_SAP,1.7305044,1.707324,fixed_b,-0.26397384,0.69314484,1.0125985,0,,2.3415083,8,8,"74,75,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",180.9885,10.965576,1.2568843,291.64676,41.884659,9
K02445.01,,6516185,122136164,tic_kic_crossid,CANDIDATE,not_measurable,,,47.365933,757,954.18829,,,,,,906.84085,1565.7842,-0.030195438,-0.0093357312,0.95037935,,,,,inconclusive,,,,0,,2.3030254,0,1,80,SPOC,120,,,,289.88446,41.906551,9
K03508.01,,6697817,270609457,tic_kic_crossid,CANDIDATE,not_measured,,,190.80079,287.6,277.10182,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,81,82",SPOC,120,,,,293.62357,42.129639,9
K05337.01,,6939913,158926323,tic_kic_crossid,CANDIDATE,not_measured,,,470.65357,985,950.28211,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,82",SPOC,120,,,,289.04572,42.446758,9
K06150.01,,6946681,159652665,tic_kic_crossid,CANDIDATE,not_measured,,,48.952811,,,694.3651,434.63906,,,,553.91749,448.63741,,,,-0.51010857,PDC_DEEPER_THAN_SAP,1.124892,1.3799539,inconclusive,,2.5,,0,,2.5299569,6,6,"74,75,81,82,14,54,40,41,55","QLP,SPOC,TESS-SPOC","120,1800,600",290.35969,335.64316,2.0052413,291.19293,42.49445,9
K01628.03,,6975129,274030824,tic_kic_crossid_over_name_planet,CANDIDATE,not_measurable,,,37.840423,232.6,224.9926,319.63911,284.47734,0.33223196,-0.016097306,1.420665,452.82879,221.21729,1.4183371,0.3694676,2.0126386,0.048251704,SAP_DEEPER_THAN_PDC,0.4628468,0.54332749,fixed_b,-0.68094243,0.67229415,1.0027731,0,,2.2547492,8,8,"74,75,81,82,14,15,41,54,55","QLP,SPOC","120,1800,600",188.63387,97.669232,0.76860882,298.39575,42.459751,9
K03433.01,,7093401,123451603,tic_kic_crossid,CANDIDATE,not_measurable,,,34.084294,3746,4929.9901,9617.4613,5346.3938,0.87517148,0.091257775,1.9508074,8381.9202,4709.7719,0.73122615,0.19048217,1.7001901,-0.24045402,PDC_DEEPER_THAN_SAP,0.64722706,0.46192168,fixed_b,-0.93751766,1.1299485,1.7237612,0,,2.0501313,2,2,"74,80,81",SPOC,120,649.72372,735.35866,0.41890286,282.34613,42.60891,9
K00672.02,Kepler-209 c,7115785,159652365,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,41.749386,1055.4,1012.7251,957.44074,1017.9124,-0.054241199,-0.12671952,0.9454103,950.34636,976.14645,-0.061816571,-0.018495505,0.93840506,-1.7987688,PDC_DEEPER_THAN_SAP,1.3069497,2.0418147,duration_inconsistent,5.5553051,1.5811388,0.99916899,0,,1.8726194,5,5,"74,75,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",531.82839,894.71217,2.1001845,291.16953,42.640808,9
K00566.03,,7119481,63212809,name_planet,CANDIDATE,not_measurable,,,42.068554,186.3,179.6678,152.08547,1553.7695,-0.017750362,-0.017324849,0.84648151,336.56604,350.77481,0.44654183,0.11660789,1.8732685,-0.51534168,PDC_DEEPER_THAN_SAP,2.9598749,2.1301665,fixed_b,0.8606506,1.1299485,0.99901154,0,,1.9340646,4,4,"40,41,54,55,81,82",SPOC,120,574.87758,14.568335,5.5439261,292.31601,42.626251,9
K05371.01,,7204233,240184537,tic_kic_crossid,CANDIDATE,not_measurable,,,33.303788,272.4,258.98986,7280.0686,4228.313,1.6604217,0.36730375,28.109474,-511.3242,673.26099,-1.1422557,-0.30210019,-1.974302,,,1.9461101,2.3698845,tracks_b,-3.128939,0.65207066,1.0622313,0,,2.8990754,3,3,"74,75,81,82",SPOC,120,838.39098,,2.3992327,293.00269,42.708851,9
K01974.01,Kepler-1780 b,7289577,270862497,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,109.44506,1269.6,1214.9832,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"81,82",SPOC,120,,,,294.08392,42.809589,9
K01472.01,Kepler-857 b,7761545,271158887,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,85.351488,4674.7,4481.1506,2929.2407,2211.8884,-0.69796302,-0.3895868,0.65368048,1151.6971,894.89091,-3.6065028,-0.96205049,0.25700923,-1.1934762,PDC_DEEPER_THAN_SAP,,,fixed_b,1.2562843,1.4426999,0.98885942,0,,2.8869174,1,1,"81,82",SPOC,120,422.85929,56.753759,,294.63239,43.400471,9
K05423.01,,7762153,271261135,tic_kic_crossid,CANDIDATE,not_measured,,,366.55705,582.5,561.38133,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"81,82",SPOC,120,,,,294.81995,43.471111,9
K05434.01,,7830953,271159335,tic_kic_crossid,CANDIDATE,not_measured,,,581.87357,905.6,873.23879,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,294.6467,43.577499,9
K02674.01,Kepler-1311 d,8022489,159106207,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,197.51115,2575.6,2608.9606,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,80,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",,,,289.65125,43.824421,9
K00520.04,Kepler-176 e,8037145,271159950,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measurable,,,51.165802,259.2,263.96893,-2157.6497,1268.0436,-1.9093268,-0.45446122,-8.1738778,-657.11337,513.6712,-1.7908428,-0.47343596,-2.4893588,,,,,inconclusive,,0.54288352,,0,,0.87583559,2,2,"74,75,81,82",SPOC,120,,,0.11445081,294.66797,43.85326,9
K05468.01,,8040457,271956318,tic_kic_crossid,CANDIDATE,not_measured,,,81.704814,297,286.36175,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,295.70108,43.825218,9
K00089.01,Kepler-462 b,8056665,269263577,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,84.687752,347.7,336.98894,734.77201,435.10657,1.3114466,0.10182499,2.180404,1095.3579,263.83849,4.7862318,1.2530589,3.2504267,2.3334807,SAP_DEEPER_THAN_PDC,1.2318605,0.30822943,fixed_b,-2.6504695,0.67229415,1.0080796,-150.43215,9.2181831,4.5694937,2,2,"14,15,41,54,55,74,75,81,82",SPOC,120,404.30343,218.99954,1.5174803,299.82117,43.81427,9
K00089.02,Kepler-462 c,8056665,269263577,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,207.58293,505.1,512.08529,-514.0403,255.0877,-4.0007197,-1.1320622,-1.0038177,-1293.4562,215.19831,-8.326105,-2.2010742,-2.5258609,,,,,inconclusive,,,,0,,1.0029849,1,1,"14,15,41,54,55,74,75,81,82",SPOC,120,,,,299.82117,43.81427,9
K01858.01,Kepler-985 b,8160953,159305424,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,116.33117,1586.3,1515.4606,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,81,82",SPOC,120,,,,290.14432,44.04995,9
K01858.02,,8160953,159305424,tic_kic_crossid_over_name_planet,CANDIDATE,not_measurable,,,86.049055,429.9,414.74363,476.99258,927.18278,0.067076508,-0.036372168,1.1500902,-429.28816,301.94095,-2.7715884,-0.73399104,-1.0350687,,,,,fixed_b,1.9637077,2.4247968,1.0014384,0,,2.1582731,1,1,"80,81,82",SPOC,120,,,,290.14432,44.04995,9
K02474.01,,8240617,271046185,tic_kic_crossid,CANDIDATE,not_measurable,,,176.8457,431.6,552.35023,-122.37896,1081.75,-0.62025325,-0.1983497,-0.22156045,-131.64013,891.472,-0.76097156,-0.2020684,-0.23832729,-0.13693799,PDC_DEEPER_THAN_SAP,0.1878916,0.22245529,inconclusive,,2.5,,0,,2.0737239,2,2,"74,75,81,82",SPOC,120,,,0.035303254,294.39749,44.124199,9
K07879.01,,8297017,159522005,tic_kic_crossid,CANDIDATE,not_measurable,,,128.20864,212.2,213.78579,-204.24486,300.67603,-1.3821407,-0.39306607,-0.95537158,-353.35984,295.32706,-1.9087163,-0.50498666,-1.6528687,,,0.080223471,0.23613688,inconclusive,,0.91244354,,0,,2.919605,2,2,"14,15,40,41,54,74,75,81,82",QLP,"1800,200,600",,,0.0064358053,290.80057,44.270512,9
