source_id,kind,tier,t_peak,t_start,t_end,transit_id_peak,n_transits_episode,delta_g_peak,z_g_peak,delta_g,sigma_g,delta_bp,sigma_bp,delta_rp,sigma_rp,z_bp_episode,z_rp_episode,grey_class,p_grey,ratio_bp_rp,ratio_err,ratio_vs_dust_sigma,coherence,n_partner_contradicting,any_variability_reject,min_n_obs_g,period_class,period_d,period_fap,n_dip_episodes,rms_out_of_episode_g,s_int_g,n_ok_g,med_flux_g,file,epoch_cluster,n_local_coincident,mu_local_coincident,p_local_coincident,score
1843729988734888960,DIP,A,1934.33,1934.33,1934.4,29720789052302964,2,-0.45645,-172.721,-0.438485,0.00180742,-0.475406,0.0060858,-0.40282,0.00484797,-26.8666,-24.2149,GREY,0.0703216,1.1802,0.0782109,6.6462,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00267223,0.00119045,45,6739.49,EpochPhotometry_209586-209771.csv.gz,False,4,2.72505,0.291439,232.058
5825616884967332224,DIP,A,1885.49,1885.42,1885.49,27020300566848012,2,-0.326437,-188.171,-0.317061,0.000420721,-0.314723,0.00209595,-0.31957,0.0017593,-87.3337,-97.1183,GREY,0.766451,0.984833,0.0208034,34.3775,MULTI,0,False,9,PERIOD_UNTESTABLE,,,1,0.00194086,0.00164244,69,42758.3,EpochPhotometry_662288-662326.csv.gz,False,10,7.35739,0.207511,231.027
4041606110282426624,BRIGHTENING,A,2588.58,2588.58,2589.01,65898696073454960,4,1.43222,104.321,1.39235,0.00273972,1.36195,0.0216943,1.35118,0.00979619,16.6082,14.7428,GREY,0.767634,1.00797,0.0682673,10.1371,MULTI,0,False,9,PERIOD_UNTESTABLE,,,0,0.0120849,0.0131975,33,2554.08,EpochPhotometry_459475-459486.csv.gz,False,55,137.488,1,230.428
6157672145302800512,DIP,A,2621.91,2621.83,2621.91,67740845225714272,2,-0.436387,-330.401,-0.387338,0.000936855,-0.369005,0.00380948,-0.372479,0.00269253,-47.8946,-70.6963,GREY,0.0935949,0.990674,0.032802,21.6245,MULTI,0,False,9,PERIOD_UNTESTABLE,,,1,0.00239027,0.000708327,50,14675,EpochPhotometry_699780-700445.csv.gz,False,0,0.128554,1,229.171
5930156079734500864,DIP,A,2491.49,2491.41,2491.49,60529681660547232,2,-0.370499,-190.402,-0.335546,0.000421188,-0.330873,0.00157717,-0.321416,0.00132797,-77.9208,-158.123,GREY,0.0140922,1.02942,0.0184933,36.2605,MULTI,0,False,9,PERIOD_UNTESTABLE,,,1,0.00207735,0.00187291,48,66428.1,EpochPhotometry_674171-674193.csv.gz,False,6,9.58582,0.91553,228.432
5900515067295545728,DIP,A,1832.01,1831.94,1832.01,24063194905502124,2,-0.312185,-154.191,-0.31308,0.00048281,-0.322938,0.00193735,-0.310302,0.00149898,-66.9687,-107.702,GREY,0.137005,1.04072,0.0222688,29.6054,MULTI,0,False,8,APERIODIC,,0.00934788,4,0.0019467,0.00194931,61,48768.5,EpochPhotometry_670777-670818.csv.gz,False,13,11.7248,0.392597,227.442
199084550352553344,DIP,A,2394.42,2394.34,2394.59,55161957220275504,3,-0.358762,-173.914,-0.258289,0.00030609,-0.261774,0.000849417,-0.263376,0.000668733,-61.3299,-133.012,GREY,0.45694,0.993916,0.0193091,36.5674,MULTI,0,False,9,PERIOD_UNTESTABLE,,,1,0.00198597,0.00195219,46,174751,EpochPhotometry_022411-022698.csv.gz,False,2,4.4477,0.936232,225.266
6455970268394384000,DIP,A,1945.89,1945.89,1945.96,30359883972093048,2,-0.438902,-329.966,-0.443152,0.000261568,-0.449941,0.000520326,-0.443294,0.000437932,-202.005,-242.399,GREY,0.13841,1.015,0.0085433,80.1803,MULTI,0,False,9,PERIOD_UNTESTABLE,,,1,0.00280769,0.00129347,59,526607,EpochPhotometry_733740-734791.csv.gz,False,0,0.704241,1,223.213
3335599630756161536,DIP,A,2074.79,2074.79,2074.87,37488035615483720,2,-0.283854,-101.535,-0.278169,0.000420885,-0.272419,0.00221121,-0.281558,0.00175251,-43.7055,-77.2905,GREY,0.490103,0.967541,0.0278488,26.3012,MULTI,0,False,9,APERIODIC,,0.0167497,4,0.00176285,0.00273349,29,37821.1,EpochPhotometry_379203-379639.csv.gz,False,0,1.48636,1,223.156
4146177469837422720,DIP,A,2285.91,2285.91,2285.99,49161974672279264,2,-0.234501,-178.887,-0.234481,0.000273301,-0.232451,0.00086042,-0.228451,0.000715522,-62.2669,-319.279,GREY,0.427316,1.01751,0.0211196,32.3155,MULTI,0,False,8,PERIOD_UNTESTABLE,,,1,0.0014868,0.00125382,25,250146,EpochPhotometry_471360-471425.csv.gz,False,3,31.3007,1,223.034
2992715276072615296,BRIGHTENING,A,2625.89,2625.89,2625.96,67961313973388240,2,7.95692,104.638,7.90773,0.0310302,8.5385,0.0962854,6.89523,0.0964715,21.6866,24.3164,GREY,0.0647789,1.23832,0.107045,4.31295,MULTI,0,False,8,PERIOD_UNTESTABLE,,,0,0.0505471,0.065243,51,294.573,EpochPhotometry_340107-340703.csv.gz,False,1,1.74324,0.825047,221.244
2024686414179470720,DIP,A,2250.22,2250.14,2250.22,47188241047811672,2,-0.401354,-201.465,-0.345167,0.00049345,-0.348967,0.0020445,-0.336878,0.00156444,-60.6084,-215.335,GREY,0.242534,1.03589,0.0221491,29.9838,MULTI,0,False,8,APERIODIC,,0.0127336,3,0.00220654,0.00188643,70,42087.3,EpochPhotometry_230177-230205.csv.gz,False,8,7.62661,0.493823,221.224
5947842858105033856,DIP,A,1710.45,1710.45,1710.53,17341311657981068,2,-0.40442,-191.07,-0.379284,0.000595427,-0.356448,0.00250735,-0.335685,0.00197166,-25.5979,-22.0743,GREY,0.0297437,1.06185,0.0338342,18.861,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00244905,0.00197766,27,34334.3,EpochPhotometry_676146-676198.csv.gz,False,7,3.19716,0.044447,219.019
4054924017693638912,DIP,A,2291.25,2291.25,2291.42,49456773736887360,2,-0.460481,-237.799,-0.339025,0.000395887,-0.34004,0.00170654,-0.330592,0.00117432,-50.3913,-125.244,GREY,0.317696,1.02858,0.023107,29.0571,MULTI,0,False,9,APERIODIC,,0.0327842,3,0.00219065,0.00187816,31,74113.2,EpochPhotometry_460942-460995.csv.gz,False,1,2.68106,0.93151,218.864
5660344928477669504,DIP,A,2369.48,2369.48,2369.56,53783173671838064,2,-0.358223,-148.91,-0.311324,0.0014016,-0.299521,0.00416078,-0.312473,0.00323129,-10.8461,-66.3525,GREY,0.710309,0.958549,0.0603864,12.2785,MULTI,0,False,9,PERIOD_UNTESTABLE,,,1,0.00202282,0.00159247,31,12133,EpochPhotometry_643214-644005.csv.gz,False,0,0.404476,1,217.655
6529419225677201536,DIP,A,1903.42,1903.42,1903.49,28011625555711632,2,-0.471075,-235.168,-0.395047,0.000713716,-0.395255,0.00230625,-0.398766,0.00184337,-78.2865,-80.6702,GREY,0.84593,0.991195,0.0219183,32.3386,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.00257306,0.00175883,76,34682.3,EpochPhotometry_741347-743869.csv.gz,False,0,0.284839,1,217.126
5312530402336132480,DIP,A,1886.53,1886.45,1886.53,27077424926478832,2,-0.405008,-220.308,-0.371097,0.000657855,-0.37437,0.00295571,-0.354961,0.00225237,-43.7981,-72.7299,GREY,0.166885,1.05468,0.0345584,18.6733,MULTI,0,False,9,APERIODIC,,0.0367901,5,0.00241746,0.00163829,59,23252.2,EpochPhotometry_603941-604012.csv.gz,False,13,17.702,0.896812,217.091
2034415202303993088,DIP,A,2576.95,2576.95,2577.02,65255197824673040,2,-0.435147,-219.466,-0.369002,0.00079277,-0.371624,0.00214469,-0.362607,0.00166673,-100.075,-107.424,GREY,0.242968,1.02487,0.0150851,44.755,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.00241065,0.00166561,54,35407.1,EpochPhotometry_231272-231299.csv.gz,False,19,27.8036,0.967545,216.476
370874450395289344,DIP,A,2539.77,2539.7,2539.77,63199098611753448,2,-0.322221,-131.745,-0.270672,0.000446789,-0.280617,0.0025055,-0.265851,0.00230395,-44.3749,-66.9213,GREY,0.290746,1.05554,0.0392521,16.4185,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00177536,0.00237306,34,26327.9,EpochPhotometry_041938-042766.csv.gz,False,20,25.118,0.871259,215.611
5863249319693782400,DIP,A,1998.16,1998.16,1998.24,33250332962203140,2,-0.425357,-142.583,-0.388143,0.00052934,-0.408431,0.00322822,-0.399323,0.00221238,-55.462,-90.5396,GREY,0.0445078,1.02281,0.0256911,26.3591,MULTI,0,False,9,APERIODIC,,0.00279926,3,0.00257168,0.00285644,63,19237.3,EpochPhotometry_666533-666576.csv.gz,False,9,13.8377,0.932831,213.447
5296354009287665536,DIP,A,2550.16,2550.08,2550.16,63773686300975632,2,-0.32135,-180.208,-0.317146,0.000440237,-0.303914,0.00257037,-0.297483,0.00214031,-43.5212,-83.2557,GREY,0.032439,1.02162,0.0285297,23.778,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.00210176,0.0017215,42,27001.4,EpochPhotometry_602075-602262.csv.gz,False,4,3.8784,0.54242,213.398
5619567237667629056,DIP,A,2514.34,2514.34,2514.41,61792952209904784,2,-0.415703,-156.077,-0.36609,0.000957673,-0.365644,0.00317633,-0.353286,0.00277815,-61.0171,-37.6277,GREY,0.537164,1.03498,0.0403641,16.4756,MULTI,0,False,8,PERIOD_UNTESTABLE,,,1,0.00242791,0.00231039,60,17976,EpochPhotometry_638794-638914.csv.gz,False,10,9.09404,0.424981,213.241
5337612702122572416,DIP,A,1828.46,1828.46,1828.53,23866588387747132,2,-0.402281,-156.06,-0.384734,0.000840917,-0.33899,0.00199946,-0.318141,0.00179581,-37.3666,-10.7343,GREY,0.0129005,1.06553,0.0555061,11.4306,MULTI,0,False,1,APERIODIC,,0.0394807,4,0.00256863,0.00241436,56,39522,EpochPhotometry_606813-606841.csv.gz,False,17,14.0943,0.2523,211.824
3491135789706204928,DIP,A,1781.8,1781.72,1781.8,21286628402315728,2,-0.441457,-219.2,-0.415794,0.000703988,-0.402641,0.00230274,-0.402645,0.00205563,-54.4037,-96.11,GREY,0.182814,0.99999,0.0183502,38.1472,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.00278094,0.00181738,47,28019.4,EpochPhotometry_396809-398019.csv.gz,False,1,0.456822,0.366707,211.447
6425460676150138496,DIP,A,2218.33,2218.25,2218.5,45424955263472336,3,-0.264843,-176.798,-0.234662,0.000445825,-0.228839,0.00239671,-0.230604,0.00180239,-35.4352,-65.5579,GREY,0.577508,0.992348,0.0340045,20.8106,MULTI,0,False,5,PERIOD_UNTESTABLE,,,2,0.00192321,0.00136571,90,37452.6,EpochPhotometry_730350-730993.csv.gz,False,1,0.776711,0.540084,211.338
4066901856834958848,DIP,A,2671.34,2671.27,2671.34,70474602340991936,2,-0.401717,-208.196,-0.366909,0.000780807,-0.37016,0.00264564,-0.357654,0.00162615,-44.1689,-121.043,GREY,0.133725,1.03497,0.017799,37.3635,MULTI,0,False,7,PERIOD_UNTESTABLE,,,2,0.00246269,0.001643,53,31876.8,EpochPhotometry_462348-462377.csv.gz,False,28,67.6844,1,210.699
5900515067295545728,DIP,A,2482.98,2482.91,2482.98,60059185274990800,2,-0.362158,-168.537,-0.289212,0.000595307,-0.297195,0.00203165,-0.301072,0.00154782,-61.1403,-103.574,GREY,0.0716014,0.987125,0.0229515,31.0601,MULTI,0,False,9,APERIODIC,,0.00934788,4,0.0019467,0.00194931,61,48768.5,EpochPhotometry_670777-670818.csv.gz,False,7,8.61988,0.756374,210.103
5876189162869871360,DIP,A,1939.49,1939.41,1939.66,30005712721725068,3,-0.457565,-178.492,-0.392159,0.000897618,-0.3816,0.00394147,-0.386654,0.00230042,-32.1597,-95.4854,GREY,0.629167,0.986928,0.0371548,19.1919,MULTI,0,False,8,PERIOD_UNTESTABLE,,,1,0.00324209,0.00198786,53,13473.5,EpochPhotometry_668042-668058.csv.gz,False,22,16.4171,0.108159,209.507
6026494081622373632,DIP,A,2489.93,2489.93,2490.25,60443440047219000,4,-0.289572,-178.021,-0.215407,0.000250044,-0.205446,0.00107694,-0.214114,0.000907577,-46.7967,-49.0981,GREY,0.238135,0.959517,0.0324882,22.7924,MULTI,0,False,7,PERIOD_UNTESTABLE,,,2,0.00205685,0.00159643,52,79594.5,EpochPhotometry_685124-685136.csv.gz,False,8,25.502,0.999984,209.454
3402240476464241792,DIP,A,2584.21,2583.88,2584.21,65656131837010920,4,-0.424486,-128.108,-0.425581,0.000822496,-0.423444,0.00701282,-0.407039,0.00376813,-9.74328,-22.6193,GREY,0.868299,1.0403,0.124564,5.29603,MULTI,0,False,4,PERIOD_UNTESTABLE,,,2,0.00407048,0.00316473,57,4599.57,EpochPhotometry_386631-386952.csv.gz,False,1,0.686495,0.496663,209.106
262527440724988160,DIP,A,2396.91,2396.66,2397.16,55299776653742928,5,-0.428588,-196.733,-0.226386,0.000604857,-0.243442,0.00192535,-0.238651,0.00151148,-33.6529,-45.146,GREY,0.118974,1.02008,0.0535182,12.7045,MULTI,0,False,8,PERIOD_UNTESTABLE,,,1,0.0024233,0.00179384,64,23953.4,EpochPhotometry_029739-030063.csv.gz,False,0,2.81623,1,208.895
190847735090113664,DIP,A,1935.01,1935.01,1935.08,29758394239038656,2,-0.361119,-124.122,-0.337072,0.000562557,-0.339623,0.00198442,-0.329056,0.00153218,-50.1402,-109.586,GREY,0.121297,1.03211,0.0161245,41.4207,MULTI,0,False,9,APERIODIC,,0.0143085,3,0.00228612,0.00281531,29,52411.6,EpochPhotometry_021666-021919.csv.gz,False,1,2.24902,0.894498,208.516
6006456792178379136,DIP,A,2105.95,2105.87,2106.12,39210840154092928,3,-0.248374,-136.066,-0.220775,0.000745487,-0.201771,0.00324495,-0.216488,0.00245102,-24.7677,-44.2273,GREY,0.0522499,0.93202,0.0475145,16.1631,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00183502,0.00153001,42,17724,EpochPhotometry_682809-682942.csv.gz,False,1,1.88332,0.847915,208.386
