source_id,kind,depth,ratio,g_noise,snr,med_flux_g,s_col,colour_testable,pre_existing_event,recovered,grey_class,coherence,tier
1126900635014656,dust,0.04556408023469819,1.7,0.006178415662769494,7.374719138639816,34213.267077127,0.00715365710307786,False,False,True,GREY_UNCONSTRAINED,MULTI,C
1374801851723392,grey,0.06242812560939748,1.0,0.05731551842806109,1.0892010980892273,278.3982225144955,0.2913282464546942,False,False,False,,,
1374801851723392,dust,0.06242812560939748,1.7,0.05731551842806109,1.0892010980892273,278.3982225144955,0.2913282464546942,False,False,False,,,
1467921038177152,grey,0.08419753065618238,1.0,0.021291143915752,3.9545799412820575,2904.140061603762,0.10011377169811281,False,False,False,,,
1467921038177152,dust,0.08419753065618238,1.7,0.021291143915752,3.9545799412820575,2904.140061603762,0.10011377169811281,False,False,False,,,
1573645953125120,grey,0.057254079161724,1.0,0.0030001856272424566,19.08351224732305,61497.434257311485,0.009036845451233995,False,False,True,G_ONLY,MULTI,C
1573645953125120,dust,0.057254079161724,1.7,0.0030001856272424566,19.08351224732305,61497.434257311485,0.009036845451233995,False,False,True,CHROMATIC_BLUE,MULTI,C
1698612321563008,grey,0.04386368835882434,1.0,0.021074764432264862,2.0813370654653816,42855.52333132408,0.0071981049148182865,False,False,False,,,
1698612321563008,dust,0.04386368835882434,1.7,0.021074764432264862,2.0813370654653816,42855.52333132408,0.0071981049148182865,False,False,False,,,
1791241881061248,grey,0.3050314827085874,1.0,0.05459284541278225,5.58738934382724,159.91790645491847,0.27485717456544495,False,False,True,G_ONLY,MULTI,C
1791241881061248,dust,0.3050314827085874,1.7,0.05459284541278225,5.58738934382724,159.91790645491847,0.27485717456544495,False,False,True,G_ONLY,MULTI,C
1903598225087360,grey,0.08119581684390495,1.0,0.0260458442582101,3.1174192719174623,131326.23394640454,0.013550332263911825,False,False,False,,,
1903598225087360,dust,0.08119581684390495,1.7,0.0260458442582101,3.1174192719174623,131326.23394640454,0.013550332263911825,False,False,False,,,
2001596494551296,grey,0.03923294305094168,1.0,0.1949021033852534,0.2012956369864919,9355.747982144943,0.023038589775819674,False,False,False,,,
2001596494551296,dust,0.03923294305094168,1.7,0.1949021033852534,0.2012956369864919,9355.747982144943,0.023038589775819674,False,False,False,,,
2149274650364928,grey,0.20611480029784687,1.0,0.007396113122306816,27.86798915719674,18679.79964882612,0.01690678957760288,True,False,True,GREY,MULTI,A
2149274650364928,dust,0.20611480029784687,1.7,0.007396113122306816,27.86798915719674,18679.79964882612,0.01690678957760288,True,False,True,CHROMATIC_BLUE,MULTI,C
2237166861263488,grey,0.044553501641226255,1.0,0.08655902086488865,0.514718179527129,4008.5341487807354,0.05879245098684521,False,False,False,,,
2237166861263488,dust,0.044553501641226255,1.7,0.08655902086488865,0.514718179527129,4008.5341487807354,0.05879245098684521,False,False,False,,,
2343922567844224,grey,0.15235468941167515,1.0,0.14282400181661264,1.0667302937450247,595.8494751109481,0.29389502331337264,False,False,False,,,
2343922567844224,dust,0.15235468941167515,1.7,0.14282400181661264,1.0667302937450247,595.8494751109481,0.29389502331337264,False,False,False,,,
2454423486527744,grey,0.28366767105624674,1.0,0.057832761225472,4.904965024068529,168420.08044738148,0.0076064004643409296,True,False,True,CHROMATIC_BLUE,MULTI,C
2454423486527744,dust,0.28366767105624674,1.7,0.057832761225472,4.904965024068529,168420.08044738148,0.0076064004643409296,True,False,True,CHROMATIC_BLUE,MULTI,C
2540146738577792,grey,0.3880005379416054,1.0,0.05556002779426741,6.983447513351292,705.8161347952955,0.2663255115571547,False,False,True,G_ONLY,MULTI,C
2540146738577792,dust,0.3880005379416054,1.7,0.05556002779426741,6.983447513351292,705.8161347952955,0.2663255115571547,False,False,True,G_ONLY,MULTI,C
2666040819842048,grey,0.23522948965167076,1.0,0.07655536503112396,3.072671517613913,486.4586117771121,0.28095845484394694,False,False,False,,,
2666040819842048,dust,0.23522948965167076,1.7,0.07655536503112396,3.072671517613913,486.4586117771121,0.28095845484394694,False,False,False,,,
2866976570090112,grey,0.37886039919737197,1.0,0.06974101793452499,5.432389867797137,424.4027166707866,0.31979769217868675,False,False,False,,,
2866976570090112,dust,0.37886039919737197,1.7,0.06974101793452499,5.432389867797137,424.4027166707866,0.31979769217868675,False,False,True,G_ONLY,MULTI,C
2999059699275648,grey,0.039600560621775596,1.0,0.006098815857738447,6.493155646194606,33874.70443588292,0.00953600017742747,False,False,True,G_ONLY,MULTI,C
2999059699275648,dust,0.039600560621775596,1.7,0.006098815857738447,6.493155646194606,33874.70443588292,0.00953600017742747,False,False,True,CHROMATIC_BLUE,MULTI,C
3149795871516288,grey,0.08292633721623723,1.0,0.03267846182879062,2.537645059633035,5362.605635003599,0.038290456939420806,False,False,False,,,
3149795871516288,dust,0.08292633721623723,1.7,0.03267846182879062,2.537645059633035,5362.605635003599,0.038290456939420806,False,False,False,,,
3310492072379904,grey,0.1059526302036362,1.0,0.22257357919188506,0.4760341752526357,6167.129771078986,0.12518888066155157,False,False,False,,,
3310492072379904,dust,0.1059526302036362,1.7,0.22257357919188506,0.4760341752526357,6167.129771078986,0.12518888066155157,False,False,False,,,
3426902865968768,grey,0.06272665763909395,1.0,0.10312028346406218,0.6082863189660881,166.80886703218624,0.8626310218968783,False,False,False,,,
3426902865968768,dust,0.06272665763909395,1.7,0.10312028346406218,0.6082863189660881,166.80886703218624,0.8626310218968783,False,False,False,,,
3522560377513984,grey,0.26033421013708086,1.0,0.2247230757396036,1.1584667452609159,126.07825948557604,0.7081675882444166,False,False,False,,,
3522560377513984,dust,0.26033421013708086,1.7,0.2247230757396036,1.1584667452609159,126.07825948557604,0.7081675882444166,False,False,False,,,
3646152356766336,grey,0.19758181147670864,1.0,0.04694785779216566,4.208537317110127,468.1318087384442,0.19732008044629548,False,False,True,G_ONLY,MULTI,C
3646152356766336,dust,0.19758181147670864,1.7,0.04694785779216566,4.208537317110127,468.1318087384442,0.19732008044629548,False,False,False,,,
3776826736960256,grey,0.035068810333081256,1.0,0.01605498510220328,2.184294168436733,30281.69932001799,0.012266222992476873,False,False,False,,,
