source_id,kind,depth,ratio,g_noise,snr,med_flux_g,s_col,colour_testable,pre_existing_event,recovered,grey_class,coherence,tier
3776826736960256,dust,0.035068810333081256,1.7,0.01605498510220328,2.184294168436733,30281.69932001799,0.012266222992476873,False,False,False,,,
3891137291126656,grey,0.05720854803905221,1.0,0.11123084417122726,0.5143226994752116,266.45355915235444,0.500322751805686,False,False,False,,,
3891137291126656,dust,0.05720854803905221,1.7,0.11123084417122726,0.5143226994752116,266.45355915235444,0.500322751805686,False,False,False,,,
4006379853550464,grey,0.1730206869429701,1.0,0.13107744657972523,1.3199882318254783,212.06785534310038,0.3275517937466095,False,False,False,,,
4006379853550464,dust,0.1730206869429701,1.7,0.13107744657972523,1.3199882318254783,212.06785534310038,0.3275517937466095,False,False,False,,,
4163614311767168,grey,0.08995540312223549,1.0,0.0673736706485391,1.3351714736086753,145.11023690019346,0.6019855893554871,False,False,False,,,
4163614311767168,dust,0.08995540312223549,1.7,0.0673736706485391,1.3351714736086753,145.11023690019346,0.6019855893554871,False,False,False,,,
4311979662010624,grey,0.05426876484454626,1.0,0.009157057147547594,5.926441647148648,490724.8757741415,0.0022649719875466453,True,False,False,,,
4311979662010624,dust,0.05426876484454626,1.7,0.009157057147547594,5.926441647148648,490724.8757741415,0.0022649719875466453,True,False,True,CHROMATIC_BLUE,MULTI,C
4449929716197632,grey,0.3202314122451426,1.0,0.06639699644695243,4.822980396424859,701.0064104093042,0.3256466844831727,False,False,False,,,
4449929716197632,dust,0.3202314122451426,1.7,0.06639699644695243,4.822980396424859,701.0064104093042,0.3256466844831727,False,False,True,G_ONLY,MULTI,C
4545655947449856,grey,0.0922339105186877,1.0,0.0692550780911037,1.3317999641463951,205.24347649688576,0.6292549842381568,False,False,False,,,
4545655947449856,dust,0.0922339105186877,1.7,0.0692550780911037,1.3317999641463951,205.24347649688576,0.6292549842381568,False,False,False,,,
4644199676983552,grey,0.032513292831334376,1.0,0.10668230678936665,0.30476743341825707,131.33291769674514,0.7938819407253204,False,False,False,,,
4644199676983552,dust,0.032513292831334376,1.7,0.10668230678936665,0.30476743341825707,131.33291769674514,0.7938819407253204,False,False,False,,,
4780229881307264,grey,0.16813170839618757,1.0,0.08995482979693924,1.8690681620511314,398.01958592621025,0.29747798179058454,False,False,False,,,
4780229881307264,dust,0.16813170839618757,1.7,0.08995482979693924,1.8690681620511314,398.01958592621025,0.29747798179058454,False,False,False,,,
4883446535439872,grey,0.2060980396460737,1.0,0.0586001275939969,3.5170237354088414,1036.4640406335386,0.11457833059160184,False,False,False,,,
4883446535439872,dust,0.2060980396460737,1.7,0.0586001275939969,3.5170237354088414,1036.4640406335386,0.11457833059160184,False,False,True,G_ONLY,MULTI,C
4959725154478592,grey,0.1440106325197871,1.0,0.11152270303427579,1.2913122494486737,296.93253540471966,0.5377247327103737,False,False,False,,,
4959725154478592,dust,0.1440106325197871,1.7,0.11152270303427579,1.2913122494486737,296.93253540471966,0.5377247327103737,False,False,False,,,
5047308127691904,grey,0.032854085853208675,1.0,0.14807717982641705,0.22187136391793633,349.57436162320056,0.26987992190576404,False,False,False,,,
5047308127691904,dust,0.032854085853208675,1.7,0.14807717982641705,0.22187136391793633,349.57436162320056,0.26987992190576404,False,False,False,,,
5156026635119488,grey,0.04399116991437263,1.0,0.11618587846776085,0.37862751045583615,348.62055640006633,0.4102472550318115,False,False,False,,,
5156026635119488,dust,0.04399116991437263,1.7,0.11618587846776085,0.37862751045583615,348.62055640006633,0.4102472550318115,False,False,False,,,
5326343562968576,grey,0.21629270622639607,1.0,0.12442967235543416,1.7382727297437106,200.17336742161547,0.38021064142702043,False,False,False,,,
5326343562968576,dust,0.21629270622639607,1.7,0.12442967235543416,1.7382727297437106,200.17336742161547,0.38021064142702043,False,False,False,,,
5403897787690368,grey,0.08364376760366034,1.0,0.006684207696714207,12.513639820734111,45261.67651780826,0.005416705117531224,True,False,True,GREY,MULTI,A
5403897787690368,dust,0.08364376760366034,1.7,0.006684207696714207,12.513639820734111,45261.67651780826,0.005416705117531224,True,False,True,CHROMATIC_BLUE,MULTI,C
5616618927917312,grey,0.2778595995272161,1.0,0.011222334518084506,24.75951853684743,15107.654188351418,0.01600115531348754,True,False,True,GREY,MULTI,A
5616618927917312,dust,0.2778595995272161,1.7,0.011222334518084506,24.75951853684743,15107.654188351418,0.01600115531348754,True,False,True,CHROMATIC_BLUE,MULTI,C
5790582283230848,grey,0.09571419134262255,1.0,0.023963291742364265,3.99420047845143,53508.71040818076,0.011152206133946664,False,True,True,GREY,SINGLE_UNCHECKED,C
5790582283230848,dust,0.09571419134262255,1.7,0.023963291742364265,3.99420047845143,53508.71040818076,0.011152206133946664,False,False,False,,,
5875210318791552,grey,0.06255369977034257,1.0,0.010861916150924827,5.7589930635780595,26366.83156637077,0.01572592904406927,False,False,True,GREY,MULTI,A
5875210318791552,dust,0.06255369977034257,1.7,0.010861916150924827,5.7589930635780595,26366.83156637077,0.01572592904406927,False,False,True,GREY_UNCONSTRAINED,MULTI,C
6032539265410944,grey,0.20919909606725157,1.0,0.04613780162657968,4.534223319967056,371.9268180378148,0.3879859932244598,False,False,False,,,
6032539265410944,dust,0.20919909606725157,1.7,0.04613780162657968,4.534223319967056,371.9268180378148,0.3879859932244598,False,False,True,G_ONLY,MULTI,C
6127887539587328,grey,0.09826495738254276,1.0,0.16547900104793503,0.5938213112253313,194.35448869556376,0.4106340275586848,False,False,False,,,
6127887539587328,dust,0.09826495738254276,1.7,0.16547900104793503,0.5938213112253313,194.35448869556376,0.4106340275586848,False,False,False,,,
6337967275194880,grey,0.22084922419185388,1.0,0.1679344875348977,1.3150915421465184,275.17850708686285,0.4443946558088813,False,False,False,,,
6337967275194880,dust,0.22084922419185388,1.7,0.1679344875348977,1.3150915421465184,275.17850708686285,0.4443946558088813,False,False,False,,,
6476295286317056,grey,0.32540853015658194,1.0,0.05810534261709446,5.600320306188978,537.0914267402884,0.32158662892547124,False,False,False,,,
6476295286317056,dust,0.32540853015658194,1.7,0.05810534261709446,5.600320306188978,537.0914267402884,0.32158662892547124,False,False,True,G_ONLY,MULTI,C
6619266157645824,grey,0.05939270417725864,1.0,0.05587448563992035,1.0629664595037391,433.4815338878784,0.277448560378996,False,False,False,,,
6619266157645824,dust,0.05939270417725864,1.7,0.05587448563992035,1.0629664595037391,433.4815338878784,0.277448560378996,False,False,False,,,
6782032533948032,grey,0.047568368847317306,1.0,0.03581113106395719,1.328312383162715,41317.122106414856,0.013925232133026816,False,False,False,,,
6782032533948032,dust,0.047568368847317306,1.7,0.03581113106395719,1.328312383162715,41317.122106414856,0.013925232133026816,False,False,False,,,
6881263458300032,grey,0.032079026576391105,1.0,0.004833459988076141,6.636866066033061,110007.8521198557,0.006067282979886583,False,False,True,GREY_UNCONSTRAINED,MULTI,C
6881263458300032,dust,0.032079026576391105,1.7,0.004833459988076141,6.636866066033061,110007.8521198557,0.006067282979886583,False,False,True,CHROMATIC_BLUE,MULTI,C
6954136168050688,grey,0.05315706775054979,1.0,0.10791466316189427,0.4925842901515915,184.61629394672275,0.4282609129104158,False,False,False,,,
6954136168050688,dust,0.05315706775054979,1.7,0.10791466316189427,0.4925842901515915,184.61629394672275,0.4282609129104158,False,False,False,,,
7053264013096960,grey,0.07899152687159373,1.0,0.12814282338197666,0.6164334824754917,351.6992007999439,0.3655838080805379,False,False,False,,,
7053264013096960,dust,0.07899152687159373,1.7,0.12814282338197666,0.6164334824754917,351.6992007999439,0.3655838080805379,False,False,False,,,
7143011649874176,grey,0.03204585505237056,1.0,0.1720017812763528,0.18631118128295976,270.7724891544586,0.42519460461594016,False,False,False,,,
7143011649874176,dust,0.03204585505237056,1.7,0.1720017812763528,0.18631118128295976,270.7724891544586,0.42519460461594016,False,False,False,,,
7348482885210368,grey,0.16442814385645915,1.0,0.2689736532667205,0.6113169147217865,223.7318265491802,0.3758233406085787,False,False,False,,,
7348482885210368,dust,0.16442814385645915,1.7,0.2689736532667205,0.6113169147217865,223.7318265491802,0.3758233406085787,False,False,False,,,
7450325149958528,grey,0.08727682073936131,1.0,0.17259844147358303,0.5056640140792895,276.1208084935993,0.2809047645863299,False,False,False,,,
7450325149958528,dust,0.08727682073936131,1.7,0.17259844147358303,0.5056640140792895,276.1208084935993,0.2809047645863299,False,False,False,,,
7577632275862528,grey,0.05549050505134323,1.0,0.007835758501139534,7.081701796102239,54328.52075921824,0.009709762688031028,False,False,True,G_ONLY,MULTI,C
7577632275862528,dust,0.05549050505134323,1.7,0.007835758501139534,7.081701796102239,54328.52075921824,0.009709762688031028,False,False,True,CHROMATIC_BLUE,MULTI,C
7860339907649024,grey,0.1206451564348635,1.0,0.08093736250969855,1.4905990594937764,386.1605947983146,0.44419254297262195,False,False,False,,,
7860339907649024,dust,0.1206451564348635,1.7,0.08093736250969855,1.4905990594937764,386.1605947983146,0.44419254297262195,False,False,False,,,
7996851148188800,grey,0.1188203871863237,1.0,0.21626060855284113,0.5494314844549747,337.471430866245,0.4287202863535091,False,False,False,,,
7996851148188800,dust,0.1188203871863237,1.7,0.21626060855284113,0.5494314844549747,337.471430866245,0.4287202863535091,False,False,False,,,
8221907434456704,grey,0.07637644276932735,1.0,0.09826605401386505,0.7772413732879806,290.0749337430498,0.3932942663486177,False,False,False,,,
8221907434456704,dust,0.07637644276932735,1.7,0.09826605401386505,0.7772413732879806,290.0749337430498,0.3932942663486177,False,False,False,,,
8350795108587904,grey,0.04156419284660801,1.0,0.006891755049537563,6.031002632543792,50230.45143362726,0.005493950970111162,False,False,False,,,
8350795108587904,dust,0.04156419284660801,1.7,0.006891755049537563,6.031002632543792,50230.45143362726,0.005493950970111162,False,False,True,CHROMATIC_BLUE,MULTI,C
8520360417363968,grey,0.10492156153752075,1.0,0.10119982634005285,1.0367761026087345,175.42953898743025,0.47728131244456223,False,False,False,,,
8520360417363968,dust,0.10492156153752075,1.7,0.10119982634005285,1.0367761026087345,175.42953898743025,0.47728131244456223,False,False,False,,,
8617838995188224,grey,0.14821541400305913,1.0,0.06395232943482518,2.31759210826101,576.1411866174071,0.23926207175716574,False,False,False,,,
8617838995188224,dust,0.14821541400305913,1.7,0.06395232943482518,2.31759210826101,576.1411866174071,0.23926207175716574,False,False,False,,,
8747409568506496,grey,0.09349434111481202,1.0,0.00907863187869775,10.298285288358112,18681.11680058209,0.013234406883873923,False,False,True,GREY,MULTI,A
8747409568506496,dust,0.09349434111481202,1.7,0.00907863187869775,10.298285288358112,18681.11680058209,0.013234406883873923,False,False,True,CHROMATIC_BLUE,MULTI,C
8873093196307712,grey,0.28046638671558605,1.0,0.10244848359434292,2.737633363380237,142.04761009838055,0.76800220637401,False,False,False,,,
8873093196307712,dust,0.28046638671558605,1.7,0.10244848359434292,2.737633363380237,142.04761009838055,0.76800220637401,False,False,False,,,
9051832554987392,grey,0.340745437623503,1.0,0.0765311603341885,4.452375165038273,236.8844701654907,0.4366067810137942,False,False,False,,,
9051832554987392,dust,0.340745437623503,1.7,0.0765311603341885,4.452375165038273,236.8844701654907,0.4366067810137942,False,False,True,G_ONLY,MULTI,C
9217755731500416,grey,0.12081733562003742,1.0,0.0776900534129663,1.5551197394320915,194.13873410678258,0.9621496923422662,False,False,False,,,
9217755731500416,dust,0.12081733562003742,1.7,0.0776900534129663,1.5551197394320915,194.13873410678258,0.9621496923422662,False,False,False,,,
9382132719815296,grey,0.13022287383863285,1.0,0.020123749054061012,6.471104041736876,1165.7602870181631,0.18973499279354586,False,False,False,,,
9382132719815296,dust,0.13022287383863285,1.7,0.020123749054061012,6.471104041736876,1165.7602870181631,0.18973499279354586,False,False,False,,,
9531773675956096,grey,0.09695220278049452,1.0,0.24163848227621185,0.40122832202558906,232.12258468104315,0.4698617811965619,False,False,False,,,
9531773675956096,dust,0.09695220278049452,1.7,0.24163848227621185,0.40122832202558906,232.12258468104315,0.4698617811965619,False,False,False,,,
9714803706699008,grey,0.15396578626418944,1.0,0.07912772197810186,1.945788181628666,372.8379328494142,0.2976691423473567,False,False,False,,,
9714803706699008,dust,0.15396578626418944,1.7,0.07912772197810186,1.945788181628666,372.8379328494142,0.2976691423473567,False,False,False,,,
9841595436936192,grey,0.035493879063273386,1.0,0.005103405433749565,6.9549400932458125,124720.11726039195,0.007641571874094398,False,False,True,G_ONLY,MULTI,C
9841595436936192,dust,0.035493879063273386,1.7,0.005103405433749565,6.9549400932458125,124720.11726039195,0.007641571874094398,False,False,True,GREY_UNCONSTRAINED,MULTI,C
10463815938985472,grey,0.06095487819991761,1.0,0.06577266334129829,0.926750949457818,2629181.252967642,0.024122665195587572,False,False,False,,,
10463815938985472,dust,0.06095487819991761,1.7,0.06577266334129829,0.926750949457818,2629181.252967642,0.024122665195587572,False,False,False,,,
10812154966587776,grey,0.19348543434187684,1.0,0.0543911753113713,3.55729460218937,34341.31787100011,0.008528310874572802,True,False,False,,,
10812154966587776,dust,0.19348543434187684,1.7,0.0543911753113713,3.55729460218937,34341.31787100011,0.008528310874572802,True,False,False,,,
11009276785704960,grey,0.14741493081109072,1.0,0.1669933352278053,0.8827593664740779,13229.04325284325,0.13687155881767227,False,False,False,,,
11009276785704960,dust,0.14741493081109072,1.7,0.1669933352278053,0.8827593664740779,13229.04325284325,0.13687155881767227,False,False,False,,,
11111492711809408,grey,0.033763743958954213,1.0,0.057356033847020475,0.5886694336119646,130.36900083174118,0.746683923652451,False,False,False,,,
11111492711809408,dust,0.033763743958954213,1.7,0.057356033847020475,0.5886694336119646,130.36900083174118,0.746683923652451,False,False,False,,,
11243060445596672,grey,0.05403929621178337,1.0,0.008300085542997852,6.510691478038102,38688.86724563067,0.012143626120443772,False,False,True,G_ONLY,MULTI,C
11243060445596672,dust,0.05403929621178337,1.7,0.008300085542997852,6.510691478038102,38688.86724563067,0.012143626120443772,False,False,True,CHROMATIC_BLUE,MULTI,C
11362632334911360,grey,0.1046043391320468,1.0,0.0034249713511704774,30.541668354772796,27142.25805841408,0.011751848054035039,False,False,True,GREY,MULTI,A
11362632334911360,dust,0.1046043391320468,1.7,0.0034249713511704774,30.541668354772796,27142.25805841408,0.011751848054035039,False,False,True,G_ONLY,MULTI,C
11645065088848640,grey,0.2303238634380014,1.0,0.09180024263765024,2.5089679157725686,334.63943411988595,0.4992336853881597,False,False,False,,,
11645065088848640,dust,0.2303238634380014,1.7,0.09180024263765024,2.5089679157725686,334.63943411988595,0.4992336853881597,False,False,False,,,
11804051893944704,grey,0.0318791836521936,1.0,0.004346042028118446,7.335222127613712,27127.202799265768,0.01106348570053505,False,False,True,GREY_UNCONSTRAINED,MULTI,C
11804051893944704,dust,0.0318791836521936,1.7,0.004346042028118446,7.335222127613712,27127.202799265768,0.01106348570053505,False,False,True,CHROMATIC_BLUE,MULTI,C
11977018818239872,grey,0.22004192514446202,1.0,0.2787899528037902,0.7892749467170558,3754.6192633696755,0.12174751584638557,False,False,False,,,
11977018818239872,dust,0.22004192514446202,1.7,0.2787899528037902,0.7892749467170558,3754.6192633696755,0.12174751584638557,False,False,False,,,
12044192106657664,grey,0.3309836713517721,1.0,0.012474973139366376,26.531814349748835,19393.427113188685,0.013085090885549072,True,False,True,GREY,MULTI,A
12044192106657664,dust,0.3309836713517721,1.7,0.012474973139366376,26.531814349748835,19393.427113188685,0.013085090885549072,True,False,True,CHROMATIC_BLUE,MULTI,C
12284641555459840,grey,0.3780965433542713,1.0,0.010400854583078276,36.35244972748849,86882.7422845176,0.005075127546112525,True,False,True,GREY,MULTI,A
12284641555459840,dust,0.3780965433542713,1.7,0.010400854583078276,36.35244972748849,86882.7422845176,0.005075127546112525,True,False,True,CHROMATIC_BLUE,MULTI,C
12418124842602496,grey,0.08238843152810078,1.0,0.065237088611111,1.262907853218769,2896.1524640066123,0.07370470705623626,False,False,False,,,
12418124842602496,dust,0.08238843152810078,1.7,0.065237088611111,1.262907853218769,2896.1524640066123,0.07370470705623626,False,False,False,,,
12741351196872960,grey,0.0787343090054186,1.0,0.10992842418354702,0.7162324902789133,1229692.911582584,0.1203115631481015,False,False,False,,,
12741351196872960,dust,0.0787343090054186,1.7,0.10992842418354702,0.7162324902789133,1229692.911582584,0.1203115631481015,False,False,False,,,
12870406374070400,grey,0.3295849084141524,1.0,0.12931738725054714,2.5486511552819664,18172.718516467743,0.013044504562026278,True,False,False,,,
12870406374070400,dust,0.3295849084141524,1.7,0.12931738725054714,2.5486511552819664,18172.718516467743,0.013044504562026278,True,False,False,,,
13038081897463424,grey,0.03634281432432287,1.0,0.04066472730515978,0.8937183828037495,2991.397361782179,0.03343762777775903,False,False,False,,,
13038081897463424,dust,0.03634281432432287,1.7,0.04066472730515978,0.8937183828037495,2991.397361782179,0.03343762777775903,False,False,False,,,
13227988171551104,grey,0.24669913972628324,1.0,0.006354465543098048,38.82295655757193,202174.29207930696,0.0038375545642895894,True,False,True,GREY,MULTI,A
13227988171551104,dust,0.24669913972628324,1.7,0.006354465543098048,38.82295655757193,202174.29207930696,0.0038375545642895894,True,False,True,CHROMATIC_BLUE,MULTI,C
13399305826882432,grey,0.2915382187279171,1.0,0.12079691317222627,2.4134575219836645,1827.6800948005316,0.07048022814323111,False,False,False,,,
13399305826882432,dust,0.2915382187279171,1.7,0.12079691317222627,2.4134575219836645,1827.6800948005316,0.07048022814323111,False,False,False,,,
13551549532263552,grey,0.28565327695368026,1.0,0.05084980673102601,5.617588252884921,99032.54784144979,0.01659382411373498,True,False,True,GREY,MULTI,A
13551549532263552,dust,0.28565327695368026,1.7,0.05084980673102601,5.617588252884921,99032.54784144979,0.01659382411373498,True,False,True,CHROMATIC_BLUE,MULTI,C
13796538761977216,grey,0.03065584742264997,1.0,0.010454934394570604,2.9321893630026015,156238.26588972574,0.006157065637029574,False,False,False,,,
13796538761977216,dust,0.03065584742264997,1.7,0.010454934394570604,2.9321893630026015,156238.26588972574,0.006157065637029574,False,False,False,,,
14207545657196800,grey,0.09198064428671646,1.0,0.022356358065174102,4.114294645781348,8586.871046397799,0.13395234821779592,False,False,False,,,
14207545657196800,dust,0.09198064428671646,1.7,0.022356358065174102,4.114294645781348,8586.871046397799,0.13395234821779592,False,False,False,,,
14468821402935168,grey,0.08990218053107871,1.0,0.004763672660645114,18.872451349103365,22143.58410132766,0.02096270029515059,False,False,True,GREY_UNCONSTRAINED,MULTI,C
14468821402935168,dust,0.08990218053107871,1.7,0.004763672660645114,18.872451349103365,22143.58410132766,0.02096270029515059,False,False,True,GREY_UNCONSTRAINED,MULTI,C
14674670595461760,grey,0.054052934256730856,1.0,0.004622848566414541,11.6925600049785,125558.30298520587,0.005648836674046821,False,False,True,GREY,MULTI,A
14674670595461760,dust,0.054052934256730856,1.7,0.004622848566414541,11.6925600049785,125558.30298520587,0.005648836674046821,False,False,True,CHROMATIC_BLUE,MULTI,C
14802385743027840,grey,0.10098880731866891,1.0,0.036507274302834535,2.7662653333400966,27585.249488355024,0.012239266829660157,False,False,False,,,
14802385743027840,dust,0.10098880731866891,1.7,0.036507274302834535,2.7662653333400966,27585.249488355024,0.012239266829660157,False,False,True,G_ONLY,MULTI,C
14977856631472512,grey,0.06860977820350429,1.0,0.10611164955194921,0.6465810162522723,293.1410968256437,0.33744871722919845,False,False,False,,,
14977856631472512,dust,0.06860977820350429,1.7,0.10611164955194921,0.6465810162522723,293.1410968256437,0.33744871722919845,False,False,False,,,
15207693216816512,grey,0.1689971154395981,1.0,0.013826040753112652,12.223102655151067,16372.182094628339,0.01945100848060215,False,False,True,CHROMATIC_BLUE,MULTI,C
15207693216816512,dust,0.1689971154395981,1.7,0.013826040753112652,12.223102655151067,16372.182094628339,0.01945100848060215,False,False,True,CHROMATIC_BLUE,MULTI,C
15399141383660416,grey,0.04748158330720721,1.0,0.03785780047236122,1.2542087156350252,6127.106838784253,0.03152495991466463,False,False,False,,,
15399141383660416,dust,0.04748158330720721,1.7,0.03785780047236122,1.2542087156350252,6127.106838784253,0.03152495991466463,False,False,False,,,
15556783863142528,grey,0.08589777892849852,1.0,0.13724398733575938,0.6258764452708201,181.99135623439946,0.6885769546250077,False,False,False,,,
15556783863142528,dust,0.08589777892849852,1.7,0.13724398733575938,0.6258764452708201,181.99135623439946,0.6885769546250077,False,False,False,,,
15735355718962688,grey,0.03592528255990035,1.0,0.11000422456704612,0.3265809354258424,3345.9444103659184,0.05941247697623517,False,False,False,,,
15735355718962688,dust,0.03592528255990035,1.7,0.11000422456704612,0.3265809354258424,3345.9444103659184,0.05941247697623517,False,False,False,,,
16337475774076544,grey,0.14315949286129154,1.0,0.005947675015800669,24.069824339926477,20167.340072304338,0.019416762896777514,False,False,True,GREY,MULTI,A
16337475774076544,dust,0.14315949286129154,1.7,0.005947675015800669,24.069824339926477,20167.340072304338,0.019416762896777514,False,False,True,CHROMATIC_BLUE,MULTI,C
16748899281406848,grey,0.3471593206778149,1.0,0.04221167124999917,8.224249606744053,139150.99989004165,0.02093677976543033,True,False,True,GREY,MULTI,A
16748899281406848,dust,0.3471593206778149,1.7,0.04221167124999917,8.224249606744053,139150.99989004165,0.02093677976543033,True,False,True,CHROMATIC_BLUE,MULTI,C
16886230860520320,grey,0.04638973912640294,1.0,0.0859808655495462,0.5395356144637902,193.3663854697438,0.6104778677756958,False,False,False,,,
16886230860520320,dust,0.04638973912640294,1.7,0.0859808655495462,0.5395356144637902,193.3663854697438,0.6104778677756958,False,False,False,,,
17198565177299456,grey,0.04732339300874105,1.0,0.004746689394291087,9.969768206375077,363257.8824572693,0.003336842235594036,True,False,True,GREY,MULTI,A
17198565177299456,dust,0.04732339300874105,1.7,0.004746689394291087,9.969768206375077,363257.8824572693,0.003336842235594036,True,False,True,CHROMATIC_BLUE,MULTI,C
17557177766628608,grey,0.09024708270195021,1.0,0.014432766178048015,6.252930421558027,72498.5566131789,0.012932888069687717,False,True,True,GREY,MULTI,C
17557177766628608,dust,0.09024708270195021,1.7,0.014432766178048015,6.252930421558027,72498.5566131789,0.012932888069687717,False,False,True,G_ONLY,MULTI,C
