source_id,kind,tier,t_peak,t_start,t_end,transit_id_peak,n_transits_episode,delta_g_peak,z_g_peak,delta_g,sigma_g,delta_bp,sigma_bp,delta_rp,sigma_rp,z_bp_episode,z_rp_episode,grey_class,p_grey,ratio_bp_rp,ratio_err,ratio_vs_dust_sigma,coherence,n_partner_contradicting,any_variability_reject,min_n_obs_g,period_class,period_d,period_fap,n_dip_episodes,rms_out_of_episode_g,s_int_g,n_ok_g,med_flux_g,file,epoch_cluster,n_local_coincident,p_local_coincident,score,ra,dec,parallax,parallax_over_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_g_mean_flux,phot_g_mean_flux_over_error,phot_g_n_obs,phot_bp_rp_excess_factor,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,ipd_frac_multi_peak,ipd_gof_harmonic_amplitude,ipd_frac_odd_win,duplicated_source,phot_variable_flag,non_single_star,radial_velocity_error,visibility_periods_used,best_class_name,best_class_score,ecl_frequency,global_ranking,in_vari_eclipsing_binary,kill_reasons,flags,vet_class,cone_checked
1983862234593581312,DIP,A,1880.82,1880.82,1880.89,26761873766486512,2,-0.438203,-121.419,-0.324642,0.00114566,-0.319754,0.00486938,-0.307941,0.00353291,-22.9886,-25.3034,GREY,0.467493,1.03836,0.0495872,13.3429,MULTI,0,False,9,APERIODIC,,0.0124021,4,0.00375572,0.00332092,64,11175.3,EpochPhotometry_225375-225621.csv.gz,False,1,0.02849,122.244,342.263,45.4283,0.490581,16.347,-9.84405,-9.06789,15.566,16.0389,14.9246,1.11424,11182.4,3321.59,480,1.2291,1.00118,0,0,1,0.067152,0,False,VARIABLE,0,,24,ECL,0.880547,0.0780996,0.697917,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5374533924588320384,DIP,A,2030.97,2030.9,2030.97,35064956932776112,2,-0.35274,-127.267,-0.34734,0.000585316,-0.359989,0.00254442,-0.333552,0.00236239,-43.5708,-47.1457,GREY,0.0480209,1.07926,0.0321974,19.2793,MULTI,0,False,9,APERIODIC,,0.00734987,4,0.00402271,0.00266271,73,23501.3,EpochPhotometry_610875-611077.csv.gz,False,0,1,122.11,170.325,-47.321,0.64808,32.6837,-5.36947,-0.478831,14.7594,15.0806,14.2658,0.814813,23505.4,4646.95,570,1.20274,1.02778,0,3.28734e-15,0,0.0241228,0,False,VARIABLE,0,,27,ECL,0.937538,0.141468,0.574141,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
4189199160791239552,DIP,A,2281.74,2281.67,2281.74,48931533731967488,2,-0.286151,-109.41,-0.256228,0.000852215,-0.2086,0.00693451,-0.197505,0.00458527,-7.42184,-11.307,GREY,0.0283016,1.05618,0.130924,4.91753,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00296756,0.00243827,37,7153.55,EpochPhotometry_476161-476367.csv.gz,False,0,1,122.107,298.82,-12.4203,0.648145,13.2548,4.72624,-6.21459,16.0506,16.5246,15.4124,1.11212,7156.48,2193.48,284,1.22637,1.00313,0.0342711,0.106922,0,0.0183039,0,False,VARIABLE,0,,16,ECL,0.878319,0.231533,0.701681,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
3575757365677154304,DIP,A,1684.47,1684.22,1684.79,15904591603054464,5,-0.237575,-96.3876,-0.193353,0.000452906,-0.21161,0.00179444,-0.186697,0.00141915,-27.555,-28.2833,GREY,0.15047,1.13344,0.074406,7.61441,MULTI,0,False,7,PERIOD_UNTESTABLE,,,1,0.00354094,0.00229094,47,32543.6,EpochPhotometry_405724-407724.csv.gz,False,0,1,122.1,180.256,-10.3797,0.324245,14.1861,-14.7621,-19.7532,14.406,14.779,13.8526,0.92647,32549.9,4179.06,359,1.21513,1.03327,0,2.04584e-15,0,0.113522,0,False,VARIABLE,0,10.8822,17,ECL,0.617346,0.0343406,0.580332,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5562688882681545088,DIP,A,2556.91,2556.83,2556.91,64146670052368544,2,-0.28243,-89.8633,-0.274406,0.000338882,-0.261688,0.00142547,-0.26755,0.00134636,-74.3496,-94.0654,GREY,0.0542965,0.97809,0.0194073,37.1978,MULTI,0,False,8,PERIOD_UNTESTABLE,,,1,0.00318237,0.0031192,42,73258.9,EpochPhotometry_632398-632773.csv.gz,False,0,1,121.943,106.277,-42.0734,0.71684,60.4067,-2.34947,6.20268,13.5252,13.7964,13.0938,0.702559,73258.8,4250.11,346,1.19124,1.0796,0.0424772,1.41474,0,0.0379748,0,False,VARIABLE,0,10.4703,27,ECL,0.956049,0.222067,0.681293,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5875935106956046720,DIP,A,2476.73,2476.73,2476.9,59713390348117360,2,-0.400702,-133.888,-0.26094,0.0008816,-0.263536,0.00239606,-0.248941,0.00193496,-49.1065,-43.1461,GREY,0.11751,1.05863,0.0325747,19.6892,MULTI,0,False,9,APERIODIC,,0.00836283,4,0.003029,0.00276498,55,33479.9,EpochPhotometry_668006-668025.csv.gz,False,2,0.0349074,121.831,231.788,-60.1896,0.515806,27.1252,-3.97417,-5.79204,14.3749,14.8399,13.728,1.11181,33494.6,4807.4,404,1.23639,0.978422,0,0,0,0.0242687,0,False,VARIABLE,0,12.7984,23,ECL,0.846658,0.395591,0.535504,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
3403589237929662336,DIP,A,2671.71,2671.64,2671.96,70495208612747160,4,-0.329469,-89.868,-0.20897,0.000699127,-0.202976,0.0030724,-0.219466,0.00158634,-16.314,-56.3608,GREY,0.521929,0.924864,0.0688077,11.2653,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00343473,0.00341838,51,20017.4,EpochPhotometry_386631-386952.csv.gz,False,1,0.0168139,121.681,85.8685,23.1316,0.677602,27.5036,0.458657,-4.73362,14.9339,15.789,14.0134,1.77555,20016.3,3763.24,384,1.31259,1.02565,0,0,0,0.0242033,0,False,VARIABLE,0,10.518,19,ECL,0.574,0.0255853,0.682715,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
3480297388195617664,DIP,A,2035.23,2035.16,2035.23,35300351698855436,2,-0.322992,-86.6962,-0.282805,0.000804931,-0.288727,0.00347905,-0.278263,0.00310785,-22.6866,-28.821,GREY,0.808709,1.0376,0.0579988,11.4209,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00328799,0.00357655,52,14896.3,EpochPhotometry_394783-395711.csv.gz,False,0,1,121.639,176.497,-30.6761,0.547717,16.6573,-4.34091,-3.0962,15.2549,15.5994,14.7357,0.86377,14892.7,3606.2,416,1.20711,1.03891,0,0,0,0.0883777,0,False,VARIABLE,0,,18,ECL,0.913303,0.498112,0.662169,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
2232027918856362752,DIP,A,2642.71,2642.71,2642.78,68891521941381976,2,-0.292304,-150.814,-0.244852,0.000679334,-0.23795,0.00252704,-0.242797,0.0020717,-22.5808,-17.9623,GREY,0.845302,0.980037,0.0529394,13.5998,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00284896,0.00173301,41,30423.5,EpochPhotometry_253550-253946.csv.gz,False,1,0.00844257,121.544,347.637,74.3497,0.618932,33.8827,-5.14349,-3.08925,14.479,14.8743,13.8858,0.988487,30432.8,3940.66,326,1.23083,0.95046,0,0,1,0.0412723,0,False,VARIABLE,0,12.6063,23,ECL,0.885256,0.586074,0.699528,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
508619136829176064,DIP,A,1786.46,1786.39,1786.46,21544213613692368,2,-0.332625,-104.345,-0.296172,0.000915781,-0.305405,0.00325009,-0.293711,0.00255236,-27.7555,-36.0939,GREY,0.574123,1.03982,0.0411809,16.0313,MULTI,0,False,8,APERIODIC,,0.0117661,6,0.00345198,0.00290283,92,18661.2,EpochPhotometry_057732-057872.csv.gz,False,2,0.00758462,121.336,31.8944,62.4863,0.231003,9.6228,-1.40616,0.216007,15.0099,15.444,14.38,1.06408,18663.8,4895.15,699,1.2381,1.05697,0.0508075,0.949871,0,0.0464421,0,False,VARIABLE,0,,28,ECL,0.927117,0.178065,0.690125,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
6649741669327225344,DIP,A,2673.37,2673.29,2673.37,70586459203211320,2,-0.388767,-132.503,-0.348213,0.000439952,-0.3428,0.00207598,-0.326511,0.00186764,-39.2195,-61.2158,GREY,0.0324916,1.04989,0.0360753,18.021,MULTI,0,False,9,APERIODIC,,0.00103773,4,0.00406343,0.00288235,47,36236.9,EpochPhotometry_755840-756008.csv.gz,False,1,0.0147277,121.19,281,-56.1549,0.750596,40.5558,5.70012,5.12671,14.2884,14.6172,13.7925,0.824686,36271.7,3489.72,340,1.20042,0.975695,0,0,0,0.0488162,0,False,VARIABLE,0,9.70926,20,ECL,0.737653,0.0764547,0.695439,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
890901737612118272,DIP,A,1715.65,1715.58,1715.65,17628986619647132,2,-0.360283,-78.5065,-0.278885,0.000643256,-0.277292,0.00312739,-0.286555,0.00231837,-55.6767,-48.3335,GREY,0.442011,0.967675,0.0268545,27.2701,MULTI,0,False,9,APERIODIC,,0.0241037,3,0.00325539,0.00449364,26,28084.1,EpochPhotometry_100752-101392.csv.gz,False,1,0.00403834,121.154,104.775,32.6784,0.422817,16.3218,-0.0689656,-4.5129,14.5665,14.9115,14.0562,0.855301,28076.8,2006.32,193,1.20124,0.982094,0,0,1,0.173055,0,False,VARIABLE,0,8.78538,15,ECL,0.672907,0.0399038,0.649254,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5624137289025054080,DIP,A,2249.33,2249.08,2249.33,47138929514820104,3,-0.239942,-66.4215,-0.220968,0.000230257,-0.218075,0.00115802,-0.226151,0.00100909,-84.6425,-187.89,GREY,0.311088,0.964286,0.02383,30.8735,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00315983,0.00359957,60,132056,EpochPhotometry_639339-639525.csv.gz,False,1,0.0221042,121.123,136.958,-35.3394,1.21552,93.9963,-2.3591,2.64217,12.8851,13.2277,12.3724,0.855247,132101,5298.67,485,1.20394,0.955068,0.0790954,8.05379,0,0.0317448,0,False,VARIABLE,0,4.26513,27,ECL,0.697712,0.00489266,0.687557,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
4299455197527853696,DIP,A,2183.96,2183.88,2183.96,43524456945590808,2,-0.270525,-106.091,-0.247566,0.000602676,-0.271711,0.00489017,-0.277325,0.00394456,-29.3625,-24.2466,GREY,0.0657028,0.979759,0.0619919,11.6183,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00289624,0.00241916,49,18854.3,EpochPhotometry_488698-488803.csv.gz,False,0,1,120.885,303.507,9.79909,0.520365,19.4068,3.52468,4.77983,14.9985,15.392,14.4062,0.985805,18859.4,3870.17,394,1.23114,1.02768,0,0,0,0.0246234,0,False,VARIABLE,0,,20,,,,,,,crowded:1,SURVIVES_FLAGGED,True
6281786972054755840,DIP,A,1824.99,1824.92,1824.99,23674962535699332,2,-0.278151,-78.6432,-0.260375,0.000217109,-0.252587,0.000875115,-0.245017,0.000755473,-46.9083,-61.7871,GREY,0.0425762,1.0309,0.0365329,18.315,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00304689,0.00352779,21,230462,EpochPhotometry_713433-714343.csv.gz,False,0,1,120.853,220.171,-19.2441,0.960399,56.3343,2.09098,-1.33779,12.2804,12.6193,11.7724,0.846927,230560,3355.29,147,1.20285,1.04129,0.0644143,5.05903,0,0.350138,0,False,VARIABLE,0,11.9636,13,ECL,0.883702,0.336491,0.716108,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
248419984988587264,DIP,A,2485.12,2485.12,2485.37,60177047443915400,3,-0.241929,-130.557,-0.154563,0.000796368,-0.143151,0.0029472,-0.134694,0.00225041,-12.0876,-25.8362,GREY,0.062793,1.06279,0.110646,5.75899,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.00221518,0.00142683,62,18071.8,EpochPhotometry_028077-028338.csv.gz,False,0,1,120.852,56.8103,47.6549,0.32539,9.99315,-0.113464,-1.66968,15.0452,15.5159,14.3956,1.12034,18065.7,3900.34,484,1.23585,1.09822,0.0427327,0.54886,0,0.00807039,0,False,VARIABLE,0,,17,ECL,0.531427,0.1487,0.66473,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
3401691274701239040,DIP,A,2407.36,2407.36,2407.44,55877868723393616,2,-0.364612,-118.582,-0.332618,0.00117263,-0.331711,0.00417853,-0.325488,0.00298294,-19.1225,-46.9935,GREY,0.817864,1.01912,0.0574487,11.8519,MULTI,0,False,9,PERIOD_UNTESTABLE,,,1,0.00389971,0.00269965,50,13584.6,EpochPhotometry_386631-386952.csv.gz,False,1,0.014158,120.623,79.7316,19.5861,0.56243,15.8607,3.66863,3.00651,15.354,15.8281,14.6791,1.14901,13593.5,3257.04,421,1.25246,1.12899,0.119514,3.15448,0,0.0497533,0,False,VARIABLE,0,,19,ECL,0.653682,0.128093,0.674688,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5507428287263220480,DIP,A,2463.45,2463.37,2463.45,58978889991513408,2,-0.207637,-80.4957,-0.207646,0.000734791,-0.206115,0.00111545,-0.205251,0.000960224,-72.4937,-122.714,GREY,0.886477,1.00421,0.0217651,31.968,MULTI,0,False,5,PERIOD_UNTESTABLE,,,2,0.00243698,0.0024726,47,269376,EpochPhotometry_626104-626499.csv.gz,False,1,0.0124468,120.5,112.289,-47.4477,0.948012,99.5416,1.27866,4.07869,12.1117,12.4947,11.5533,0.941376,269330,5511.79,366,1.21362,0.978317,0.0714734,7.55955,0,0.0330663,0,False,VARIABLE,0,10.5466,29,ECL,0.808472,0.13477,0.703522,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5818414121714969600,DIP,A,2297.45,2297.45,2297.52,49799550320390528,2,-0.44411,-114.743,-0.37386,0.00137735,-0.348972,0.010194,-0.329289,0.00749582,-7.65411,-16.8631,GREY,0.456665,1.05978,0.156771,4.0838,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00439126,0.00353207,54,3015.22,EpochPhotometry_661444-661522.csv.gz,False,1,0.0353918,120.402,253.246,-62.0361,0.2344,3.71888,-1.14015,-5.44527,16.9883,17.4442,16.3726,1.07158,3017.44,1765.9,431,1.2187,0.977533,0,0,0,0.00950712,0,False,VARIABLE,0,,23,ECL,0.872688,0.94661,0.6691,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5433477231123657984,DIP,A,1879.21,1879.21,1879.28,26672527297091452,2,-0.302975,-99.9904,-0.23657,0.00126136,-0.245143,0.00529235,-0.222392,0.00402873,-13.9737,-19.3664,GREY,0.585087,1.1023,0.101812,5.87057,MULTI,0,False,9,APERIODIC,,0.0191317,5,0.00277871,0.00253234,73,10208.6,EpochPhotometry_617612-617932.csv.gz,False,0,1,120.401,146.094,-36.7171,0.382878,12.5456,3.63951,-5.85037,15.6646,16.087,15.0665,1.02051,10212.2,3568.73,559,1.2217,0.988983,0,0,0,0.0259285,0,False,VARIABLE,0,,27,ECL,0.61091,0.496539,0.503054,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5747483149124437120,DIP,A,2635.38,2635.38,2635.46,68486070832480752,2,-0.353184,-122.782,-0.347112,0.000931068,-0.339768,0.00432144,-0.330356,0.00366286,-30.7244,-37.1136,GREY,0.445395,1.02849,0.0403602,16.638,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.00407948,0.00269362,39,10669.7,EpochPhotometry_652955-653825.csv.gz,False,1,0.0111139,120.331,130.568,-12.0683,0.342508,8.67547,-4.21065,2.01501,15.6174,15.9439,15.1309,0.812985,10665.9,2549.24,306,1.1957,0.995935,0,0,0,0.0284289,0,False,VARIABLE,0,,18,ECL,0.912286,0.350096,0.705779,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5462816668115701760,DIP,A,1939.28,1939.2,1939.28,29994104632807848,2,-0.423025,-104.192,-0.372602,0.00119896,-0.328698,0.00967127,-0.305436,0.0046245,-14.3023,-20.7832,GREY,0.0102266,1.07616,0.151095,4.12879,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00437957,0.00382397,32,5305.64,EpochPhotometry_620635-621285.csv.gz,False,0,1,120.317,154.259,-27.9631,1.37477,21.6016,-26.6961,4.90946,16.3748,17.2346,15.4592,1.77538,5309.38,1663.66,244,1.30668,1.02785,0.120815,0.732844,0,0.117683,0,False,VARIABLE,0,,15,ECL,0.717047,0.122015,0.72805,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
206677850672079616,DIP,A,2308.31,2308.31,2308.38,50400550982021832,2,-0.355888,-83.7992,-0.338719,0.00250377,-0.299967,0.0114938,-0.322759,0.00531677,-7.34542,-19.9869,GREY,0.383124,0.929386,0.12793,6.02373,MULTI,0,False,9,APERIODIC,,0.0163083,3,0.00398235,0.00295668,47,4668.62,EpochPhotometry_023451-023649.csv.gz,False,0,1,120.286,74.8994,45.5547,0.360802,6.96017,1.64382,-1.04921,16.5145,17.2188,15.686,1.53274,4668.06,1768.49,364,1.28194,0.949613,0,2.05116e-15,1,0.0457357,0,False,VARIABLE,0,,20,ECL,0.932934,0.528335,0.543672,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
2076286902851413376,DIP,A,2652.06,2651.99,2652.06,69408494991103720,2,-0.289233,-97.4064,-0.289274,0.000369368,-0.290598,0.000619534,-0.283333,0.000588618,-59.2174,-75.7941,GREY,0.393864,1.02564,0.0208534,32.3381,MULTI,0,False,8,APERIODIC,,0.0177043,6,0.00340207,0.00294598,45,366657,EpochPhotometry_235968-236056.csv.gz,False,1,0.0530714,120.249,295.217,39.91,1.1619,30.0859,-4.73594,-11.0426,11.7754,12.0539,11.3402,0.713685,367088,4384.54,297,1.18968,2.94676,0.417308,239.824,0,0.03245,0,False,VARIABLE,1,15.7265,26,ECL,0.990932,0.665779,0.534758,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,ruwe_high,KILLED,False
5507428287263220480,DIP,A,2144.37,2144.3,2144.37,41335360923038816,2,-0.221667,-88.9738,-0.206867,0.000238727,-0.20628,0.000817681,-0.204737,0.0006922,-75.2814,-133.422,GREY,0.897272,1.00754,0.0218197,31.7357,MULTI,0,False,9,PERIOD_UNTESTABLE,,,2,0.00243698,0.0024726,47,269376,EpochPhotometry_626104-626499.csv.gz,False,0,1,120.048,112.289,-47.4477,0.948012,99.5416,1.27866,4.07869,12.1117,12.4947,11.5533,0.941376,269330,5511.79,366,1.21362,0.978317,0.0714734,7.55955,0,0.0330663,0,False,VARIABLE,0,10.5466,29,ECL,0.808472,0.13477,0.703522,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
6178593854418687616,DIP,A,2623.64,2623.57,2623.64,67836875137663280,2,-0.418666,-88.9612,-0.325491,0.00120963,-0.273849,0.00649298,-0.263237,0.00631891,-7.20865,-8.11641,GREY,0.0491397,1.04031,0.102391,6.44284,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.0038486,0.00447851,26,5179.81,EpochPhotometry_702229-703045.csv.gz,False,0,1,119.606,208.472,-26.0646,0.20889,3.45504,-24.1039,-13.0499,16.401,16.679,15.9591,0.719902,5182.72,1328.77,179,1.19379,1.09888,0.201832,2.29799,0,0.12049,0,False,VARIABLE,0,,14,ECL,0.967675,0.074385,0.580317,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
2008684087555696640,DIP,A,2616.04,2615.96,2616.04,67416701300565504,2,-0.471421,-153.639,-0.340088,0.000859797,-0.351663,0.00354665,-0.334863,0.00297641,-32.9864,-67.8512,GREY,0.283134,1.05017,0.0322438,20.1536,MULTI,0,False,9,APERIODIC,,0.0334672,3,0.00402645,0.00287007,43,14321.6,EpochPhotometry_228350-228485.csv.gz,False,2,0.00246243,119.449,345.127,55.0397,0.368175,13.147,-3.34836,-2.56722,15.2977,15.7086,14.7112,0.997396,14318.1,2644.68,308,1.21912,0.95952,0,0,1,0.0752846,0,False,VARIABLE,0,,26,ECL,0.993671,0.224843,0.738141,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5229360422213460864,DIP,A,2682.65,2682.57,2682.65,71099727985689696,2,-0.277967,-100.95,-0.264803,0.00082933,-0.264996,0.0026845,-0.265343,0.00217212,-30.5353,-41.1991,GREY,0.997154,0.998691,0.023358,30.0244,MULTI,0,False,7,PERIOD_UNTESTABLE,,,2,0.0031352,0.00245622,45,28594.5,EpochPhotometry_594445-594613.csv.gz,False,1,0.0181391,119.446,162.461,-72.7228,0.388947,24.0781,-5.91587,2.15498,14.5462,14.8814,14.0384,0.843038,28607.8,4443.23,352,1.2045,0.964332,0,0,0,0.0076578,0,False,VARIABLE,0,,24,ECL,0.950996,0.154706,0.707119,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5510419680444931840,DIP,A,1864.97,1864.97,1865.04,25885220434879072,2,-0.36025,-74.5498,-0.343535,0.00102464,-0.337035,0.00536266,-0.342732,0.00414577,-21.0541,-25.779,GREY,0.901654,0.983376,0.0738973,9.69757,MULTI,0,False,9,APERIODIC,,0.0112536,3,0.00406746,0.00442591,48,8414.71,EpochPhotometry_626104-626499.csv.gz,False,0,1,119.443,110.913,-46.2671,0.173289,6.06668,-2.49823,4.29949,15.8745,16.268,15.2969,0.971146,8416.99,2622.93,363,1.2213,1.00429,0.0433706,0.221938,0,0.0398979,0,False,VARIABLE,0,,26,ECL,0.825711,0.116136,0.700235,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5626519380973054464,DIP,A,2248.51,2248.33,2248.58,47093543866732832,3,-0.275154,-100.727,-0.207225,0.00084462,-0.211087,0.00438422,-0.203459,0.00343671,-13.2302,-25.2052,GREY,0.948552,1.03749,0.11537,5.74243,MULTI,0,False,8,PERIOD_UNTESTABLE,,,2,0.00301189,0.00248421,58,8697.73,EpochPhotometry_639661-639827.csv.gz,False,2,0.00182468,119.169,130.241,-35.381,0.147649,4.91483,-2.83144,3.05071,15.8387,16.2622,15.228,1.03421,8698.86,3007.9,457,1.22977,0.994988,0,0,0,0.0273719,0,False,VARIABLE,0,,26,ECL,0.841701,0.0865328,0.674072,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
6530347209195388032,BRIGHTENING,A,2451.17,2450.42,2452.99,58299563513102744,19,12.4798,41.3262,6.2966,0.0104165,6.73462,0.0248425,6.38083,0.0254642,15.0353,13.4989,GREY,0.312922,1.05545,0.068826,9.36497,MULTI,0,False,8,PERIOD_UNTESTABLE,,,0,0.230568,0.294567,95,371.883,EpochPhotometry_741347-743869.csv.gz,False,0,1,119.038,358.585,-47.0056,1.64354,8.72849,0.888253,-2.51309,19.3708,19.4405,18.8819,0.558575,336.22,90.2179,644,1.34049,1.02571,0.160587,0.49323,0,0.813796,0,False,VARIABLE,0,,21,CV,0.930393,,,,,gaia_class:CV,SURVIVES_FLAGGED,True
510879011177793152,DIP,A,1780.96,1780.88,1780.96,21239724271244712,2,-0.450921,-116.524,-0.366091,0.0016226,-0.385396,0.00633029,-0.382049,0.00341876,-16.3996,-35.2824,GREY,0.439437,1.00876,0.0647216,10.6802,MULTI,0,False,8,APERIODIC,,0.000147968,5,0.00435142,0.0030699,70,7990.18,EpochPhotometry_057994-058131.csv.gz,False,1,0.0501475,118.98,20.6143,61.3277,0.235613,6.89908,-0.303407,-0.813444,15.9308,16.7399,15.0292,1.71069,7991.28,2959.37,534,1.30998,1.03389,0,0,0,0.0347198,0,False,VARIABLE,0,,26,ECL,0.849842,0.0723218,0.678812,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
1858429363991460352,DIP,A,1933.65,1933.65,1933.82,29683237443638356,2,-0.349325,-125.675,-0.310269,0.00121816,-0.318944,0.0140936,-0.314892,0.00951186,-12.4117,-16.0463,GREY,0.89626,1.01287,0.11373,6.0418,MULTI,0,False,9,APERIODIC,,0.00889861,3,0.00368993,0.00244664,102,4700.31,EpochPhotometry_211239-211349.csv.gz,False,1,0.0468472,118.914,313.451,29.779,0.273329,5.35763,2.02744,-0.88984,16.5067,16.906,15.939,0.967049,4701.64,2895.03,825,1.21215,1.00218,0,0,0,0.0366557,0,False,VARIABLE,0,,25,ECL,0.781512,0.295099,0.569703,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
391072101042852480,DIP,A,2328.18,2327.85,2328.6,51499305616331496,6,-0.39672,-107.475,-0.252689,0.000584328,-0.256363,0.00215847,-0.246394,0.00178188,-19.8941,-25.7469,GREY,0.812681,1.04046,0.067838,9.72228,MULTI,0,False,8,PERIOD_UNTESTABLE,,,1,0.00520579,0.00340435,59,16067,EpochPhotometry_044092-044563.csv.gz,False,0,1,118.898,6.64237,48.3479,0.492372,16.267,-6.61173,0.288962,15.1732,15.528,14.6386,0.88947,16057.5,3358.71,429,1.21176,0.991433,0,0,0,0.0591538,0,False,VARIABLE,0,,21,ECL,0.590657,0.0678552,0.72039,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
516053209820662400,DIP,A,2700.19,2700.19,2700.27,72070135720454048,2,-0.445005,-112.763,-0.307391,0.00157783,-0.354122,0.00797258,-0.320744,0.00424469,-15.4446,-32.2817,GREY,0.0641313,1.10407,0.0806397,7.39008,MULTI,0,False,8,APERIODIC,,0.000958108,5,0.00366166,0.00337651,78,6634.8,EpochPhotometry_058548-058704.csv.gz,False,1,0.0570771,118.721,38.5546,65.1721,0.520162,13.6743,-0.451084,-0.250488,16.1335,16.9804,15.2264,1.75395,6630.21,2246.8,619,1.30314,0.992543,0,0,0,0.0179879,0,False,VARIABLE,4,,28,ECL,0.823157,0.237854,0.675857,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
5793428372804297216,DIP,A,1792.09,1792.02,1792.09,21855690382287264,2,-0.294846,-128.273,-0.273774,0.000574534,-0.270655,0.00164908,-0.277889,0.00152972,-67.1674,-72.7905,GREY,0.471019,0.97397,0.0212983,34.0887,MULTI,0,False,9,APERIODIC,,0.018005,4,0.00327063,0.00212625,62,60231.5,EpochPhotometry_658557-658686.csv.gz,False,1,0.0156765,118.379,224.795,-74.4417,0.638948,49.6828,0.972069,1.91624,13.7368,14.0148,13.2992,0.71564,60286.7,4832.01,453,1.19129,1.0737,0,0,0,0.0514075,0,False,VARIABLE,0,5.21826,27,ECL,0.990311,0.0249949,0.478676,True,GAIA_ECLIPSING_BINARY;GAIA_CLASS_ECL,,KILLED,False
