source_id,ra,dec,parallax,parallax_over_error,pmra,pmdec,phot_g_mean_mag,bp_rp,abs_g,v_tan_kms,kinematically_old,w1w2_2010,w1_median,w2_median,w1_n_epochs,w1_baseline_yr,w1_slope_mag_yr,w1_slope_sigma,w1_tau_rise,w1_tau_p,w1_rise_mag,w1_rise_sigma,w1_mono_frac,w1_delta_bic,w1_scan_amp_mag,w2_n_epochs,w2_baseline_yr,w2_slope_mag_yr,w2_slope_sigma,w2_tau_rise,w2_tau_p,w2_rise_mag,w2_rise_sigma,w2_mono_frac,w2_delta_bic,w2_scan_amp_mag,star_rise_w2_minus_w1_mag,rise_colour,rise_colour_ratio,rise_colour_err,rise_colour_z,neighbour,neighbour_pred_dmag,gaia_scatter,vet_verdict,flags,optical,optical_slope_sigma,untested_checks,shard_file
4703009912338709760,2.341244533709681,-69.80265498821466,3.78995452943305,314.89902,-5.138732648657907,-9.963268848960578,11.594841,1.0228405,4.48801100083778,14.021967378423016,False,-0.0380001068115234,9.729000091552734,9.776000022888184,21,9.99607370265926,-0.0036846289635898,7.713820246741873,0.7714285714285715,3.4005413057581705e-08,0.0301139571186084,4.258756657385785,0.7,23.26121082917772,0.0340806885674663,21,9.99607370265926,-0.003718619258638,8.265531374900329,0.8,5.990402729927965e-09,0.0318271422712612,4.366237349821946,0.65,27.64189753187936,0.0458280280972664,0.0017131851526528,dust_compatible,1.009,0.179,2.78,clear,-0.0,quiet,clean_optical_untested,,untested,,optical_flatness,stars_s0of12.csv
5212308607471240192,95.99555223421092,-77.47163284293475,5.479877669990238,483.1310424804688,7.665560238982056,27.46294049419712,11.601764678955078,0.9285526275634766,5.29561899706926,24.665441021091908,False,-0.0380001068115234,9.925999641418455,9.970999717712402,21,9.99598520007953,-0.0033232841506788,5.612981855977335,0.7904761904761906,1.0920377197172605e-08,0.0269623843464099,3.8130569616609007,0.65,31.46090339047416,0.0075895954217655,21,9.996063641851606,-0.003036030320501,5.2513726880669065,0.6952380952380953,1.5853263558114176e-06,0.0365211968134957,5.164877184774275,0.6,29.47949216720289,0.0033051517336299,0.0095588124670857,dust_compatible,0.914,0.238,2.54,clear,0.0,quiet,clean_optical_untested,,untested,,optical_flatness,stars_s4of12.csv
4646037549114081792,49.15630325533894,-70.5588682219166,4.224533082477991,390.4610595703125,-1.5662183613613756,65.92936442897127,11.0386381149292,0.8619832992553711,4.167531692116292,74.0021144627507,True,-0.0139999999999993,9.411999702453612,9.439000129699709,21,9.992934329323134,-0.0030610114163333,8.30621507051804,0.8,5.990402729927965e-09,0.0322274008342233,4.557642733979269,0.7,19.58391601417136,0.0109460554983878,21,9.99315068296437,-0.0030508523423128,6.593553507090508,0.6666666666666667,5.320800461842107e-06,0.0333203516563767,4.712209321548875,0.65,22.67325625912829,0.0107094675066066,0.0010929508221533,dust_compatible,0.997,0.193,2.7,clear,0.0,quiet,clean_optical_untested,,untested,,optical_flatness,stars_s6of12.csv
6371268909112212864,323.9474106080972,-72.38457521591977,6.817335835408238,654.47900390625,33.34879837180244,-24.784197858394386,11.72243309020996,1.1382989883422852,5.890506533850548,28.891980921885292,True,-0.0080000000000008,9.5600004196167,9.574999809265137,20,9.497052157265443,-0.0037256407261847,8.209912679857458,0.7052631578947369,2.1264996492297583e-06,0.0286322479308687,4.049211334506352,0.6842105263157895,10.687650933098196,0.0034808193952388,20,9.496927634556869,-0.0034968796541333,5.789583872537225,0.7473684210526316,3.052105267184636e-07,0.0293794462041461,4.154881127691419,0.631578947368421,14.094177109575206,0.0046059751260809,0.0007471982732774,dust_compatible,0.939,0.198,2.82,clear,0.0,quiet,clean_optical_untested,,untested,,optical_flatness,stars_s6of12.csv
