source_id,verdict,is_candidate,w1_slope_mag_yr,w1_slope_sigma,w1_rise_mag,w1_reasons,w2_slope_mag_yr,w2_slope_sigma,w2_rise_mag,w2_reasons
1018597059555482880,NOT_RISING,False,-0.0006653531752395178,1.0578495655036577,0.004870251886012866,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;impulsive_shape;not_monotonic,-0.0011316026456980426,2.099612991913552,0.012823806973274898,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;not_monotonic
1019542570836217344,SCAN_SYSTEMATIC,False,-0.006424471903071747,5.786239464361431,0.03954832523025864,scan_systematic,-0.004818669154492777,7.608326678000234,0.043502467252231725,scan_systematic;not_monotonic
1021496884034715392,ONE_BAND_ONLY,False,-0.004186741011078243,5.8060506263789025,0.04727234196520946,,-0.002887345747748272,5.720490470126569,0.008094709044243587,endpoint_rise_not_significant;not_monotonic
1023910312058492928,NOT_RISING,False,-0.015981833230523095,4.2449186952254125,0.16139371994242424,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;impulsive_shape;not_monotonic,-0.004277142632890592,2.225640360736557,0.009419332768231925,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;impulsive_shape;not_monotonic
1047559604579391872,NOT_RISING,False,-0.010422957301598694,1.9552510110391845,0.2265540621400266,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;impulsive_shape;not_monotonic,-0.009796339272360522,2.850064958924701,0.10499879291555736,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;impulsive_shape;not_monotonic
1060764086394899584,NOT_RISING,False,-0.0016338356671703434,2.5665532078276607,0.0014171842824630687,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;impulsive_shape;not_monotonic,-0.001117220851519475,2.598387929349676,-0.0016438249345256395,slope_not_significant;tau_not_significant;endpoint_rise_not_significant;not_monotonic
1060862183447889024,SCAN_SYSTEMATIC,False,-0.003663061206588193,6.000636293028315,0.039447456077825294,scan_systematic;not_monotonic,-0.002970407139046286,3.654863233561324,0.019072609777555982,slope_not_significant;endpoint_rise_not_significant;not_monotonic
1066786283378721536,NOT_RISING,False,-0.0025221542267762236,5.1345518196147575,0.024500996814438736,not_monotonic,-0.0019971832395426214,2.8651393473451114,0.023117106646548535,slope_not_significant;tau_not_significant;not_monotonic
1077769545547349504,NOT_RISING,False,-0.0032315995705843453,6.80593639259392,0.024478668809924997,not_monotonic,-0.001303808329397243,3.3107636803787415,0.008484078525146543,slope_not_significant;endpoint_rise_not_significant;not_monotonic
108327974377682176,IMPULSIVE_SHAPE,False,-0.00484013498736702,4.752687841031535,0.028515159270636303,slope_not_significant;impulsive_shape;impulsive_strong;not_monotonic,-0.003523449868052939,4.399856643376224,0.027188442819467085,slope_not_significant;endpoint_rise_not_significant;impulsive_shape;impulsive_strong
