n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate
697,0.42093758666579484,108,0.15494978479196556,0.8025709826666035,0.36499447541962926,0.04236496852259403,0.6444333665860789,14,0.08075864513078101,0.39349423124021454,670211300024437,170.536131,34.0921292,,,,unknown,0.023674405522489846,5.429090628777623,0.16574186741491556,0.5084139798167736,True,False,False
863,0.33053596927317785,345,0.39976825028968715,0.9142372099979472,0.9972317283741892,0.13473428163658255,0.5068519283573932,67,0.03090926238387733,0.33053596927317785,670211300001690,170.7688574,34.1330064,19.943012237548828,1.29205322265625,,unknown,0.011125499478996837,7.458740327880677,0.08240413195641927,0.6050731238208545,True,False,False
264,0.10998504539923337,27,0.10227272727272728,1.1819499315689288,0.49880657576225923,0.10617846786767432,0.4873457087652683,5,0.012279731208403146,0.09196534420146074,670211300001678,170.47660395,34.12950505,16.780200958251953,2.104990005493164,2.3564256611352694,main_sequence,0.00471760791045883,7.564925663791399,0.0331043750991081,0.6575017095267511,True,True,False
44,0.5766307103350038,10,0.22727272727272727,0.6070406398682864,0.3010054401659178,0.4571852812920991,0.4128444156123703,2,0.23813339438365194,0.4954757191856073,670211300024653,171.04273204999998,34.05033365,,,,unknown,0.1725247156153253,9.04506486615684,0.7964885406726445,0.75,True,False,False
44,0.5600139937243769,7,0.1590909090909091,0.4054829416690237,0.13090631986139986,0.45078161307678716,0.38476551607696385,1,0.24329805388081482,0.5526078661125294,670212300001125,168.96907149999998,34.15541265,,,,unknown,0.237842519972434,6.6249745969112865,1.3135872137206543,0.68464082489576,True,False,False
267,0.4886048746360513,1,0.003745318352059925,0.8599153999670008,0.250052689783364,0.12253493412831286,0.26323951976150617,0,0.0,0.0,670212300000082,169.0638198,34.254651,20.262454986572266,0.5625190734863281,-0.35834773560677813,unknown,0.04564619368292011,5.409854218594559,0.2669538522975317,0.5427883374875647,True,False,False
91,0.47295608929373645,0,0.0,0.7723663245104463,0.4989487697772129,0.22303797126112884,0.23308860862166134,0,0.0,0.0,670212400001456,170.0715211,34.1407494,,,,unknown,0.08072611248358176,5.0010571296139625,0.30414706839586175,0.5547274275119741,True,False,False
93,0.4670950331837953,0,0.0,0.6030742692975134,0.7032577310423525,0.24256261140139773,0.22723121657958067,0,0.0,0.0,670212400024533,170.292131,34.1288192,,,,unknown,0.07928610635222252,4.826104856471522,0.30079376383744805,0.5407312456605788,True,False,False
83,0.4658094118034617,0,0.0,0.8093890881058962,0.1097990649484591,0.28327763998528366,0.2150167080044149,0,0.0,0.0,670212300024797,169.1052483,34.0855448,,,,unknown,0.09384349529021346,5.376313053388256,0.5447160948301282,0.6026050442710604,True,False,False
75,0.4466953602713313,0,0.0,0.7627501633363823,0.10605656213173198,0.29565420649492175,0.21130373805152347,0,0.0,0.0,670212400011202,169.3539556,34.0661329,,,,unknown,0.08218613565672693,4.890627584518669,0.31647630160861095,0.5012502067614936,True,False,False
