n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate
862,0.3074450080839177,74,0.08584686774941995,1.3036720802522996,0.2241885216733666,0.022638787235022405,0.8161678265654213,10,0.0050869540264033486,0.3074450080839177,670211300001601,170.5408982,34.1385168,,,,unknown,0.004808992614514574,1.771911035295566,0.03565836220323063,0.0624021338556536,False,False,False
836,0.3916860162731505,30,0.03588516746411483,0.8844144364108492,0.17044863995840848,0.03571459563631712,0.7792856213091048,5,0.0,0.2627591350059899,670212300010065,168.9588966,34.1368602,,,,unknown,0.003624093315155856,1.1470412457700363,0.026813264304172607,0.04692321253230206,False,False,False
861,0.20469850286853275,41,0.047619047619047616,1.086056577355646,0.3327186212873449,0.03924594666872896,0.7787339337045298,7,0.011551892312063447,0.20469850286853275,670212300000830,169.0439413,34.1846805,,,,unknown,0.008333918069923311,2.7447304579265026,0.06165945170979548,0.10790404049214208,False,False,False
862,0.2475864639182387,56,0.06496519721577726,1.3405124175872853,0.13453516062123946,0.025821522140223527,0.7726248006464802,5,0.01001982925556328,0.2475864639182387,670211300002099,170.5591788,34.0884641,,,,unknown,0.007020934116057431,2.525293404731852,0.052059762154711885,0.09110458377074579,False,False,False
857,0.20377116000309092,75,0.08751458576429405,1.2091566431438248,0.9970159955893305,0.03079564661699809,0.766169040721659,5,0.009047221293956985,0.20377116000309092,670212300009325,169.2392183,34.2232212,,,,unknown,0.0078117520722407975,3.1695894118122547,0.05779614649747314,0.13554374264889169,False,False,False
862,0.18186160208930258,60,0.06960556844547564,1.3970124038260043,0.8498742441892044,0.025644250600114132,0.7648085072443532,6,0.008481525119140423,0.1797613000965802,670211300002291,170.5450192,34.06930335,,,,unknown,0.0075410273573011605,2.4104219102707156,0.05591621914317684,0.09785338350055946,False,False,False
867,0.5447376749772418,89,0.10265282583621683,1.3648955205612952,0.3321125640237848,0.02793724560298222,0.7646362852802063,16,0.01438732885276369,0.5447376749772418,669209400000822,169.0967373,34.1452239,,,,unknown,0.0032364322554373896,1.4100822742324606,0.02392726391661977,0.10437271185408459,False,False,False
861,0.18777992387647935,47,0.0545876887340302,1.1422191437721188,0.9969435040911582,0.036313134132311395,0.7582274130241156,6,0.010570985383068216,0.18777992387647935,670212300001473,169.2383801,34.1327134,,,,unknown,0.007876685689168458,2.5254581313228863,0.058276565333331726,0.1019839893333305,False,False,False
781,0.2646630998049804,33,0.04225352112676056,1.0292474600667658,0.12335433515973257,0.02936231484340278,0.7529461531509851,4,0.0,0.2646630998049804,670212300000303,169.2324559,34.2382792,,,,unknown,0.002663315954851331,0.951354201911656,0.019704849523148077,0.034483486665509135,False,False,False
106,0.6817721387528897,55,0.5188679245283019,3.2579906072566835,0.18742449614927462,0.19277265654095183,0.7476476394731155,10,0.07794544570781656,0.6416234370512408,670211300041385,170.72862455,34.0598904,,,,unknown,-0.009814210471103568,0.5177137512854189,-0.056069087047370555,0.0,False,False,False
