t_myr,m,m_eff,surprise,lambda,r_ball_pc,focus,rms_now_pc,rms_meet_pc,med_now_pc,sig_v_internal_kms,n_epochs_seen,mh_mad_dex,heterogeneous,co_natal_possible,rms_min_pc_p50,p_rms_lt_5pc,member_source_ids
9.0,6,6,4.43,0.5942572524793739,5.6,37.37,136.36,3.65,207.68,14.49,1,,,,,,
9.0,8,8,4.43,1.1997269059489246,5.6,28.34,170.11,6.0,228.09,18.07,1,,,,,,
9.0,8,8,4.43,1.1997269059489246,5.6,30.05,207.58,6.91,307.69,22.16,1,,,,,,
9.0,8,8,4.43,1.1997269059489246,5.6,24.88,147.94,5.95,192.93,15.73,1,,,,,,
4.5,6,6,4.43,0.594476343139729,3.3,48.03,129.04,2.69,179.72,28.11,1,,,,,,
4.5,6,6,4.43,0.594476343139729,3.3,32.91,81.69,2.48,121.57,17.26,1,,,,,,
4.5,6,5,4.43,0.594476343139729,3.3,38.5,113.04,2.94,167.71,24.49,1,,,,,,
4.5,6,6,4.43,0.594476343139729,3.3,28.23,86.33,3.06,85.79,18.87,1,,,,,,
11.0,9,9,4.43,1.5573634602005215,6.62,25.1,175.31,6.98,248.08,13.35,1,,,,,,
11.0,9,9,4.43,1.5573634602005215,6.62,21.19,170.04,8.02,253.3,14.85,1,,,,,,
11.0,9,9,4.43,1.5573634602005215,6.62,30.01,174.88,5.83,188.42,15.39,1,,,,,,
11.0,9,9,4.43,1.5573634602005215,6.62,30.45,180.32,5.92,279.83,15.75,1,,,,,,
11.0,9,9,4.43,1.5573634602005215,6.62,16.13,112.39,6.97,177.21,9.65,1,,,,,,
8.5,6,6,4.43,0.5945425582090541,5.34,36.23,208.9,5.77,325.91,22.22,1,,,,,,
8.5,6,6,4.43,0.5945425582090541,5.34,52.88,200.95,3.8,223.16,22.61,1,,,,,,
8.5,7,7,4.43,0.8771939383412274,5.34,43.21,150.73,3.49,212.97,16.82,1,,,,,,
8.5,7,7,4.43,0.8771939383412274,5.34,21.83,100.3,4.6,144.21,11.56,1,,,,,,
8.5,7,7,4.43,0.8771939383412274,5.34,23.26,117.77,5.06,138.73,12.79,1,,,,,,
11.5,9,9,4.43,1.5577507960888874,6.87,22.57,167.11,7.4,238.57,13.57,1,,,,,,
11.5,9,9,4.43,1.5577507960888874,6.87,18.28,141.74,7.75,196.59,12.06,1,,,,,,
4.0,6,6,4.43,0.5947897493876003,3.04,49.76,119.98,2.41,168.27,29.33,1,,,,,,
2.5,4,4,4.43,0.17895692586112477,2.28,51.05,72.68,1.42,113.87,28.55,1,,,,,,
2.5,4,4,4.43,0.17895692586112477,2.28,57.1,110.8,1.94,186.19,43.46,1,,,,,,
2.5,4,4,4.43,0.17895692586112477,2.28,55.37,74.55,1.35,120.17,29.23,1,,,,,,
3.0,5,5,4.43,0.3593874002031809,2.53,48.17,91.6,1.9,108.01,30.1,1,,,,,,
2.5,5,5,4.43,0.35942403675061346,2.28,67.15,130.74,1.95,147.34,50.59,1,,,,,,
2.5,5,5,4.43,0.35942403675061346,2.28,48.76,85.36,1.75,124.96,33.12,1,,,,,,
7.0,8,8,4.43,1.2006197960147738,4.57,35.64,166.79,4.68,230.27,23.05,1,,,,,,
7.0,8,8,4.43,1.2006197960147738,4.57,30.13,133.76,4.44,199.99,18.16,1,,,,,,
9.0,9,9,4.43,1.5585237376345844,5.6,33.53,201.99,6.02,279.48,21.98,1,,,,,,
9.0,9,9,4.43,1.5585237376345844,5.6,22.47,130.14,5.79,182.06,13.55,1,,,,,,
9.0,9,9,4.43,1.5585237376345844,5.6,31.64,172.09,5.44,237.77,18.19,1,,,,,,
9.0,9,9,4.43,1.5585237376345844,5.6,18.22,132.11,7.25,184.19,13.74,1,,,,,,
12.0,10,10,4.43,1.9464466713553297,7.13,23.5,177.99,7.58,248.7,13.78,1,,,,,,
12.0,10,10,4.43,1.9464466713553297,7.13,23.6,155.94,6.61,199.55,11.76,1,,,,,,
1.0,4,4,4.43,0.17914093177946228,1.51,46.08,41.04,0.89,63.56,40.47,1,,,,,,
11.0,10,10,4.43,1.946704325250652,6.62,26.22,180.09,6.87,228.83,15.65,1,,,,,,
11.0,10,10,4.43,1.946704325250652,6.62,27.44,192.34,7.01,278.48,16.43,1,,,,,,
11.0,10,10,4.43,1.946704325250652,6.62,18.92,148.99,7.88,192.15,12.67,1,,,,,,
10.0,9,9,4.43,1.5590492772475542,6.11,20.59,138.64,6.73,187.92,13.09,1,,,,,,
10.0,9,9,4.43,1.5590492772475542,6.11,24.45,159.71,6.53,211.86,14.27,1,,,,,,
10.0,9,9,4.43,1.5590492772475542,6.11,14.49,130.89,9.04,155.34,12.02,1,,,,,,
6.5,8,8,4.43,1.2013759930573051,4.32,38.04,181.05,4.76,239.03,27.21,1,,,,,,
6.5,8,8,4.43,1.2013759930573051,4.32,32.87,157.87,4.8,217.69,23.74,1,,,,,,
6.5,8,8,4.43,1.2013759930573051,4.32,36.56,142.31,3.89,200.43,21.35,1,,,,,,
8.5,9,9,4.43,1.5594558903844045,5.34,28.18,157.27,5.58,204.98,17.36,1,,,,,,
1.5,4,4,4.43,0.17939461432179596,1.77,36.95,43.72,1.18,67.13,28.26,1,,,,,,
1.5,4,4,4.43,0.17939461432179596,1.77,49.78,51.01,1.02,77.38,33.4,1,,,,,,
2.5,5,5,4.43,0.36017912926479545,2.28,49.47,68.43,1.38,112.97,26.36,1,,,,,,
4.5,7,7,4.43,0.8790904997008347,3.3,37.04,115.84,3.13,169.15,24.8,1,,,,,,
3.5,5,5,4.43,0.3602721365505819,2.79,40.82,113.09,2.77,146.64,31.49,1,,,,,,
6.0,8,8,4.43,1.2025247458145893,4.06,49.06,162.6,3.31,191.68,26.57,1,,,,,,
6.0,8,8,4.43,1.2025247458145893,4.06,20.15,104.53,5.19,138.93,16.8,1,,,,,,
4.5,5,5,4.43,0.3603582466136581,3.3,69.56,176.47,2.54,131.4,38.52,1,,,,,,
10.5,8,8,4.43,1.202725057466477,6.36,28.63,188.8,6.59,268.39,16.32,1,,,,,,
10.5,8,8,4.43,1.202725057466477,6.36,19.66,161.23,8.2,250.52,14.52,1,,,,,,
10.5,8,8,4.43,1.202725057466477,6.36,20.41,156.53,7.67,206.22,13.67,1,,,,,,
10.5,8,8,4.43,1.202725057466477,6.36,29.23,205.71,7.04,315.0,18.17,1,,,,,,
10.5,8,8,4.43,1.202725057466477,6.36,21.75,135.09,6.21,178.12,12.39,1,,,,,,
10.5,8,8,4.43,1.202725057466477,6.36,32.64,161.99,4.96,198.04,14.42,1,,,,,,
10.5,8,8,4.43,1.202725057466477,6.36,24.89,135.39,5.44,189.64,11.71,1,,,,,,
3.0,5,4,4.42,0.36042609211128257,2.53,45.17,79.39,1.76,101.57,25.97,1,,,,,,
7.5,7,7,4.42,0.8795705437632012,4.83,33.71,163.68,4.86,194.98,20.65,1,,,,,,
7.5,7,7,4.42,0.8795705437632012,4.83,15.78,101.9,6.46,136.04,13.03,1,,,,,,
2.0,4,4,4.42,0.17968105214509203,2.02,44.2,49.46,1.12,80.53,24.28,1,,,,,,
4.0,6,6,4.42,0.5965921425675628,3.04,56.04,129.43,2.31,197.63,31.4,1,,,,,,
5.5,5,5,4.42,0.3605755370256853,3.81,62.51,184.32,2.95,247.46,32.83,1,,,,,,
5.5,5,5,4.42,0.3605755370256853,3.81,39.41,136.78,3.47,204.42,24.25,1,,,,,,
8.0,8,8,4.42,1.2032678645920218,5.08,31.47,148.69,4.73,184.87,18.2,1,,,,,,
8.0,8,8,4.42,1.2032678645920218,5.08,31.49,177.58,5.64,272.71,21.1,1,,,,,,
8.0,8,8,4.42,1.2032678645920218,5.08,26.48,111.22,4.2,135.96,13.17,1,,,,,,
8.0,8,8,4.42,1.2032678645920218,5.08,24.85,137.41,5.53,199.96,16.59,1,,,,,,
4.5,6,6,4.42,0.5967716185958669,3.3,27.67,95.88,3.47,128.36,20.83,1,,,,,,
1.0,4,4,4.42,0.1798027825126376,1.51,27.09,29.99,1.11,45.13,29.34,1,,,,,,
6.0,5,5,4.42,0.3607574237443768,4.06,36.21,110.89,3.06,170.47,17.74,1,,,,,,
6.0,6,6,4.42,0.5969676416722426,4.06,52.44,159.23,3.04,231.52,25.6,1,,,,,,
6.0,6,6,4.42,0.5969676416722426,4.06,50.47,165.69,3.28,247.78,26.59,1,,,,,,
5.5,7,7,4.42,0.8802285168568198,3.81,38.3,138.84,3.62,185.8,24.24,1,,,,,,
7.0,9,9,4.42,1.5620308570600372,4.57,28.05,128.72,4.59,171.37,17.87,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,26.47,109.4,4.13,151.16,16.28,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,36.82,151.91,4.13,189.94,22.93,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,37.43,135.67,3.62,174.28,20.29,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,31.27,117.74,3.77,160.22,16.79,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,39.85,125.49,3.15,185.52,18.85,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,40.11,132.44,3.3,188.16,18.83,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,39.65,145.15,3.66,186.36,21.58,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,52.11,156.84,3.01,255.34,22.87,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,36.7,167.0,4.55,249.65,24.5,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,45.9,149.97,3.27,220.73,22.23,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,44.21,138.2,3.13,212.34,20.2,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,42.67,135.19,3.17,214.37,20.21,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,29.15,119.34,4.09,194.74,17.64,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,53.95,138.51,2.57,175.61,20.68,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,48.24,161.64,3.35,239.95,24.08,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,38.87,132.56,3.41,213.77,20.08,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,21.95,76.72,3.5,109.75,11.22,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,63.73,166.0,2.6,203.74,23.76,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,54.0,192.43,3.56,302.99,28.49,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,55.34,182.18,3.29,249.37,26.8,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,62.63,164.31,2.62,265.1,24.8,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,48.24,139.63,2.89,195.89,20.94,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,45.8,138.12,3.02,172.43,20.88,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,50.63,157.85,3.12,208.36,23.36,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,41.71,149.84,3.59,233.46,22.11,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,38.05,157.02,4.13,214.34,23.52,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,30.95,115.93,3.75,176.02,17.42,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,47.88,173.41,3.62,282.98,25.77,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,36.45,137.59,3.77,198.7,20.4,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,34.34,147.86,4.31,232.89,22.19,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,42.93,131.91,3.07,194.0,19.85,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,37.07,152.18,4.11,233.91,22.03,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,40.31,143.94,3.57,238.02,21.75,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,48.63,153.04,3.15,176.8,22.44,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,50.63,141.35,2.79,190.99,20.61,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,46.01,119.67,2.6,185.63,17.79,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,51.14,161.11,3.15,264.56,24.14,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,35.43,130.74,3.69,180.99,19.43,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,48.93,167.7,3.43,260.97,24.93,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,51.35,166.97,3.25,286.04,24.69,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,37.73,136.21,3.61,223.13,20.0,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,33.88,127.68,3.77,185.05,19.0,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,45.81,173.27,3.78,266.01,26.09,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,44.86,156.95,3.5,254.87,23.71,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,45.13,158.64,3.51,221.7,23.12,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,51.16,152.07,2.97,223.05,22.37,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,49.32,175.53,3.56,235.52,26.43,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,29.85,112.39,3.77,204.25,16.81,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,39.28,126.23,3.21,189.47,18.79,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,48.33,156.35,3.24,221.47,23.51,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,43.46,138.28,3.18,202.67,20.77,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,51.23,170.58,3.33,248.45,25.42,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,54.9,159.45,2.9,246.68,23.72,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,25.2,95.81,3.8,141.83,13.99,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,47.05,134.79,2.86,209.03,19.9,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,43.24,122.14,2.82,204.63,18.07,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,31.3,118.16,3.78,156.96,17.15,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,30.01,128.4,4.28,202.58,18.93,1,,,,,,
6.5,5,5,4.42,0.36092840993137926,4.32,25.77,85.01,3.3,119.15,12.32,1,,,,,,
6.0,7,7,4.42,0.8804199031856815,4.06,37.93,158.36,4.17,240.47,25.26,1,,,,,,
7.5,8,8,4.42,1.2040023017086443,4.83,31.46,155.1,4.93,209.51,20.0,1,,,,,,
7.5,8,8,4.42,1.2040023017086443,4.83,30.9,147.45,4.77,207.64,18.85,1,,,,,,
12.0,7,7,4.42,0.8805353989464587,7.13,22.9,152.02,6.64,222.47,12.01,1,,,,,,
12.0,7,7,4.42,0.8805353989464587,7.13,25.75,170.98,6.64,254.16,13.11,1,,,,,,
12.0,7,7,4.42,0.8805353989464587,7.13,33.31,190.16,5.71,235.6,14.79,1,,,,,,
12.0,7,7,4.42,0.8805353989464587,7.13,25.44,169.19,6.65,237.23,13.23,1,,,,,,
12.0,7,7,4.42,0.8805353989464587,7.13,21.92,140.22,6.4,199.03,11.01,1,,,,,,
12.0,7,7,4.42,0.8805353989464587,7.13,27.19,185.52,6.82,270.43,13.92,1,,,,,,
12.0,7,7,4.42,0.8805353989464587,7.13,22.98,134.03,5.83,188.62,10.72,2,,,,,,
3.5,6,6,4.42,0.5972203494357723,2.79,43.79,108.4,2.48,159.21,30.25,1,,,,,,
3.5,6,6,4.42,0.5972203494357723,2.79,43.05,107.73,2.5,156.58,30.27,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,33.19,185.86,5.6,297.67,16.33,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,42.59,202.92,4.76,321.1,19.35,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,43.04,192.05,4.46,293.54,18.11,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,33.69,178.85,5.31,262.76,17.14,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,32.89,164.75,5.01,246.34,15.5,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,22.4,142.46,6.36,216.29,13.33,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,35.22,170.86,4.85,256.48,15.01,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,35.07,175.12,4.99,269.35,15.92,1,,,,,,
10.0,6,6,4.42,0.5973927137116796,6.11,29.75,176.28,5.92,270.69,17.02,1,,,,,,
5.5,6,6,4.42,0.5974241740915767,3.81,52.62,158.2,3.01,231.53,27.41,1,,,,,,
5.5,6,6,4.42,0.5974241740915767,3.81,36.46,126.7,3.48,180.84,22.42,1,,,,,,
5.5,6,6,4.42,0.5974241740915767,3.81,27.05,93.35,3.45,107.82,16.52,1,,,,,,
5.5,6,6,4.42,0.5974241740915767,3.81,56.55,143.89,2.54,236.0,25.64,1,,,,,,
5.5,6,6,4.42,0.5974241740915767,3.81,31.74,88.0,2.77,116.1,15.7,1,,,,,,
8.0,6,6,4.42,0.5974267020002346,5.08,35.55,154.45,4.34,240.39,18.46,1,,,,,,
8.0,6,6,4.42,0.5974267020002346,5.08,31.75,120.74,3.8,174.6,14.2,1,,,,,,
1.5,4,4,4.42,0.18009950475135117,1.77,51.77,57.06,1.1,96.06,36.96,1,,,,,,
11.5,8,8,4.42,1.204660615642073,6.87,22.3,149.66,6.71,210.54,11.98,1,,,,,,
11.5,8,8,4.42,1.204660615642073,6.87,25.25,173.52,6.87,259.4,13.76,1,,,,,,
11.5,8,8,4.42,1.204660615642073,6.87,19.0,99.11,5.22,148.07,7.96,1,,,,,,
9.5,8,8,4.42,1.2049160467503301,5.85,28.19,166.55,5.91,215.66,17.34,1,,,,,,
9.5,8,8,4.42,1.2049160467503301,5.85,26.85,160.43,5.97,248.9,16.3,1,,,,,,
9.5,8,8,4.42,1.2049160467503301,5.85,30.91,181.82,5.88,244.56,18.17,1,,,,,,
9.5,8,8,4.42,1.2049160467503301,5.85,27.25,164.87,6.05,207.89,16.82,1,,,,,,
9.5,8,8,4.42,1.2049160467503301,5.85,20.06,134.33,6.7,184.86,13.6,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,32.07,201.18,6.27,296.95,15.7,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,28.84,174.0,6.03,217.87,13.52,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,34.54,207.71,6.01,308.91,15.68,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,25.75,195.18,7.58,262.66,15.01,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,21.59,137.81,6.38,198.14,11.03,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,20.73,184.75,8.91,244.4,14.6,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,19.17,162.75,8.49,243.44,12.65,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,19.74,154.64,7.83,227.07,11.71,1,,,,,,
12.0,8,8,4.42,1.2049431775056805,7.13,17.18,130.41,7.59,171.65,9.66,1,,,,,,
2.0,4,4,4.42,0.18020952582787175,2.02,56.71,76.13,1.34,124.6,36.92,1,,,,,,
13.0,11,11,4.42,2.3669528781247897,7.64,25.63,178.26,6.96,251.69,13.28,1,,,,,,
5.0,7,7,4.42,0.8813046210290713,3.55,54.45,166.09,3.05,226.1,32.05,1,,,,,,
5.0,7,7,4.42,0.8813046210290713,3.55,36.17,144.49,4.0,194.96,28.13,1,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,23.61,157.45,6.67,232.85,14.1,1,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,38.35,210.86,5.5,283.94,17.81,1,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,21.55,134.08,6.22,183.45,10.72,2,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,26.87,192.23,7.15,265.95,16.29,1,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,31.68,213.8,6.75,309.04,18.19,1,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,27.45,128.68,4.69,186.24,11.1,2,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,22.7,147.88,6.51,211.06,12.41,1,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,14.81,107.63,7.27,135.66,9.12,1,,,,,,
11.0,8,8,4.42,1.2051026775361178,6.62,15.74,124.33,7.9,175.44,10.57,1,,,,,,
3.0,5,5,4.42,0.36146478401938426,2.53,76.95,115.29,1.5,153.17,37.52,1,,,,,,
11.5,10,10,4.42,1.952380997764739,6.87,26.24,167.06,6.37,223.94,14.06,1,,,,,,
11.5,10,10,4.42,1.952380997764739,6.87,18.8,143.6,7.64,206.57,11.61,1,,,,,,
9.5,9,9,4.42,1.5638272096121304,5.85,28.43,180.41,6.35,243.77,17.97,1,,,,,,
5.5,8,8,4.42,1.2054535110368498,3.81,27.58,124.62,4.52,183.49,22.13,1,,,,,,
6.5,7,7,4.42,0.8816965442609408,4.32,31.06,136.0,4.38,215.66,20.41,1,,,,,,
6.5,7,7,4.42,0.8816965442609408,4.32,42.96,150.86,3.51,227.57,22.46,1,,,,,,
6.5,7,7,4.42,0.8816965442609408,4.32,21.1,114.55,5.43,161.56,17.39,1,,,,,,
6.5,6,6,4.42,0.5981099364577142,4.32,33.45,144.99,4.33,205.53,21.42,1,,,,,,
6.5,6,6,4.42,0.5981099364577142,4.32,32.45,132.3,4.08,167.15,19.43,1,,,,,,
6.5,6,6,4.42,0.5981099364577142,4.32,43.9,165.65,3.77,235.79,24.5,1,,,,,,
3.5,5,5,4.42,0.361657798614238,2.79,78.31,120.2,1.53,180.25,33.48,1,,,,,,
3.5,5,5,4.42,0.361657798614238,2.79,64.87,149.49,2.3,219.58,41.86,1,,,,,,
3.5,5,5,4.42,0.361657798614238,2.79,64.33,120.91,1.88,196.93,33.48,1,,,,,,
2.5,5,5,4.42,0.36168931429315937,2.28,41.9,74.31,1.77,102.65,29.39,1,,,,,,
5.0,5,5,4.42,0.3617080855037883,3.55,72.87,180.22,2.47,272.49,34.46,1,,,,,,
5.0,5,5,4.42,0.3617080855037883,3.55,31.23,81.31,2.6,110.71,15.26,1,,,,,,
1.5,4,4,4.42,0.18045194996612876,1.77,25.11,40.24,1.6,72.29,25.98,1,,,,,,
7.5,9,9,4.42,1.5644820327591367,4.83,35.34,149.69,4.24,191.98,19.46,1,,,,,,
7.5,9,9,4.42,1.5644820327591367,4.83,31.53,156.01,4.95,223.39,19.67,1,,,,,,
4.0,6,6,4.42,0.5983945357475252,3.04,33.9,89.54,2.64,112.58,21.78,1,,,,,,
7.5,6,6,4.42,0.5983963535438173,4.83,22.9,83.94,3.67,121.72,10.34,1,,,,,,
7.5,6,6,4.42,0.5983963535438173,4.83,28.4,126.75,4.46,156.18,16.48,2,,,,,,
7.0,7,7,4.42,0.8820880133986093,4.57,41.78,166.17,3.98,213.84,23.11,1,,,,,,
7.0,7,7,4.42,0.8820880133986093,4.57,23.04,112.46,4.88,145.83,15.13,1,,,,,,
7.0,7,7,4.42,0.8820880133986093,4.57,26.74,92.29,3.45,118.38,12.57,1,,,,,,
2.0,5,5,4.42,0.36200447270408254,2.02,39.02,72.91,1.87,117.23,35.46,1,,,,,,
8.0,9,9,4.42,1.5650896700287837,5.08,22.96,124.73,5.43,169.04,14.66,1,,,,,,
12.5,11,11,4.42,2.369216392908337,7.38,25.91,162.59,6.27,218.59,11.61,1,,,,,,
12.5,11,11,4.42,2.369216392908337,7.38,15.77,138.11,8.76,188.41,9.5,1,,,,,,
10.5,9,9,4.42,1.5651901432782922,6.36,19.28,128.9,6.69,144.55,11.59,1,,,,,,
10.5,9,9,4.42,1.5651901432782922,6.36,24.4,173.86,7.12,254.31,14.7,1,,,,,,
10.5,9,9,4.42,1.5651901432782922,6.36,27.57,172.3,6.25,260.39,15.13,1,,,,,,
6.5,8,8,4.42,1.2065321131991822,4.32,23.79,128.61,5.41,163.48,19.59,1,,,,,,
6.5,8,7,4.42,1.2065321131991822,4.32,34.55,135.95,3.93,167.72,20.04,1,,,,,,
7.0,8,8,4.42,1.2067454072189308,4.57,50.16,188.09,3.75,279.43,25.64,1,,,,,,
7.0,8,8,4.42,1.2067454072189308,4.57,32.48,118.77,3.66,143.95,16.61,1,,,,,,
7.0,8,8,4.42,1.2067454072189308,4.57,23.06,111.95,4.85,157.08,15.8,1,,,,,,
13.0,6,6,4.42,0.5988675956701275,7.64,31.71,199.75,6.3,255.48,14.31,1,,,,,,
13.0,6,6,4.42,0.5988675956701275,7.64,31.28,205.79,6.58,287.25,14.82,1,,,,,,
13.0,6,6,4.42,0.5988675956701275,7.64,27.94,167.04,5.98,240.65,11.99,1,,,,,,
13.0,6,6,4.42,0.5988675956701275,7.64,24.38,156.31,6.41,231.88,10.48,2,,,,,,
13.0,6,6,4.42,0.5988675956701275,7.64,24.63,183.34,7.44,293.08,13.9,1,,,,,,
13.0,6,6,4.42,0.5988675956701275,7.64,25.89,168.26,6.5,253.06,11.71,1,,,,,,
13.0,6,6,4.42,0.5988675956701275,7.64,19.47,141.76,7.28,219.01,9.44,1,,,,,,
4.0,5,5,4.41,0.3622810291724474,3.04,49.44,129.75,2.62,213.12,31.77,1,,,,,,
2.5,5,5,4.41,0.36244440680734136,2.28,61.27,108.33,1.77,144.64,42.37,1,,,,,,
3.0,5,5,4.41,0.3625034759274859,2.53,38.71,71.85,1.86,110.13,23.14,1,,,,,,
8.0,7,7,4.41,0.8835183621130231,5.08,40.38,172.99,4.28,237.89,20.57,1,,,,,,
8.0,7,7,4.41,0.8835183621130231,5.08,22.64,111.75,4.94,175.91,13.09,1,,,,,,
8.0,7,7,4.41,0.8835183621130231,5.08,36.7,179.21,4.88,264.17,21.41,1,,,,,,
4.5,5,5,4.41,0.3626535220697961,3.3,38.47,106.87,2.78,133.73,23.11,1,,,,,,
4.5,5,5,4.41,0.3626535220697961,3.3,30.46,103.71,3.4,153.47,22.27,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,15.93,129.97,8.16,180.3,9.38,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,22.26,152.93,6.87,224.96,10.02,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,23.86,149.04,6.25,208.04,10.4,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,22.76,150.76,6.63,235.51,10.82,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,15.45,109.03,7.06,155.28,7.7,2,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,23.68,158.1,6.68,242.43,11.86,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,25.76,171.53,6.66,282.56,11.65,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,26.44,173.21,6.55,221.49,12.16,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,23.2,166.5,7.18,249.3,11.53,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,24.28,172.48,7.11,226.4,12.21,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,26.16,164.95,6.3,242.11,11.92,1,,,,,,
13.0,7,7,4.41,0.884042641227331,7.64,17.52,131.09,7.48,194.71,9.01,1,,,,,,
