n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate
836,0.1707083739935672,39,0.04665071770334928,0.9430585240774612,0.9975640880395414,0.03803253842922656,0.7121958861899843,5,0.0,0.1707083739935672,629202200000567,219.3845153,24.080849450000002,17.90183448791504,1.147634506225586,0.541015313739229,unknown,0.0033169111143397795,9.378241487886365,0.023361578249964148,0.5301684762231516,True,False,False
45,0.25689438312112256,9,0.2,0.867963861100386,0.1456441939446033,0.4675760343581155,0.4097271896925654,2,0.05360475866490081,0.25689438312112256,1626211200019088,219.7116592,24.2579387,,,,unknown,0.040829971776273,7.194616862832457,0.16160040895348504,0.722536731361862,True,False,False
140,0.43624521639829905,0,0.0,0.6814141287931046,0.20295679102378086,0.13264595975357657,0.260206212073927,0,0.0,0.0,629202100008011,219.99332685000002,24.134461899999998,,,,unknown,0.04170798370921555,4.659963974176823,0.29324504483300556,0.5274399750770029,True,False,False
50,0.18166597652793037,0,0.0,1.0772598886321014,0.1040865790026507,0.32256425224066704,0.20786631764572597,0,0.0,0.0,1626211100015158,220.93506435,24.1971428,19.74834632873535,0.9364452362060547,0.6651550992229649,unknown,0.017950147930037175,4.712700778163647,0.0710885591207302,0.5114210407143696,True,False,False
33,0.49270442745581244,0,0.0,0.8348736401986279,0.10807450019517935,0.4441809102036919,0.16674572693889242,0,0.0,0.0,629202100016659,219.8103099,24.0371365,,,,unknown,0.1688660822305887,8.710134509012631,0.3310680073166093,0.90625,True,False,False
36,0.5131376847731004,0,0.0,0.7256926121132681,0.1700725454947047,0.47917570290037426,0.15624728912988772,0,0.0,0.0,629202100016666,219.54639365,24.038545300000003,,,,unknown,0.07241107499352564,5.307959885547677,0.21729998085469596,0.6388034575104808,True,False,False
99,0.5314251573691191,2,0.020202020202020204,0.8601802165468064,0.2916140241493072,0.1882150577250357,0.0935354826824893,0,0.12267418504583288,0.0,629202100000444,219.7269998,24.0965388,,,,unknown,0.10004552901939642,7.854678278282539,0.5038678007801469,0.7383742622626032,True,False,False
61,0.5539915570442561,4,0.06557377049180328,0.6621738172779957,0.18881998165805153,0.3147534690233583,0.055573959292992504,0,0.10106072843957614,0.0,629202200013857,219.3016161,24.1353719,,,,unknown,0.0633589107125302,7.238569544509172,0.4447701088819657,0.8765855635607338,True,False,False
65,0.5571451227630486,2,0.03076923076923077,0.5625493902977605,0.24947735126848306,0.3174670319150509,0.054759890425484736,0,0.14314796662003315,0.0,629202200008066,219.1872105,24.0160552,,,,unknown,0.11338574152395782,4.377080484661486,0.5707666307903337,0.5226664387729189,True,False,False
61,0.5555284577941761,3,0.04918032786885246,0.5481256745189412,0.24452342918861883,0.35147604274751315,0.044557187175746055,0,0.08744579660836348,0.0,629202100001045,219.5938906,24.0322318,,,,unknown,0.12005096723381903,7.258545034181478,0.4782484414756066,0.7531836027345182,True,False,False
46,0.23623498713039626,3,0.06521739130434782,1.235908353591648,0.1797477391037227,0.40205980105367434,0.04353656089939657,0,0.05930859038912183,0.0,1626211200015080,219.62448899999998,24.13291685,20.820392608642578,1.507040023803711,,unknown,0.026097530741682008,5.431562236967826,0.10361262700282903,0.6258470762123769,True,False,False
41,0.6105889060456036,1,0.024390243902439025,0.923136649613476,0.124248100892655,0.3963184294756188,0.03110447115731436,0,0.09637117447286718,0.0,629201200008824,220.7947213,24.0495832,,,,unknown,0.0982309609862156,5.807674886912717,0.40473735151315715,0.5746139909530174,True,False,False
44,0.5029453649064912,0,0.0,1.1509584141569895,0.6960364915493995,0.47459737117304945,0.016678293497504534,0,0.18056219847561697,0.0,629201200008768,220.6707553,24.0593828,,,,unknown,0.08181211618511576,5.369098156514197,0.40520976557770133,0.6020278525211358,True,False,False
38,0.49326147845180157,0,0.0,0.6442509609523924,3.612709692234403,0.5547003958087606,0.0,0,0.1012828305372251,0.0,629202100008030,219.6617005,24.1364928,,,,unknown,0.151235485735829,6.089937618048567,0.6189967393648226,0.8471950094438854,True,False,False
