n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,secular_slope_mag_yr,secular_sigma,secular_total_mag,secular_score,is_secular_fader,resists_mundane,is_candidate
689,0.18587271146128093,49,0.07111756168359942,1.0688460899388965,1.0000899152867546,0.06520130053115447,0.7725485212158909,7,0.0,0.18587271146128093,629202100000299,219.490687,24.1149198,,,,unknown,0.002613272420377231,2.150737198304953,0.018416429642764773,0.03222875187483835,False,False,False
817,0.31858327010886067,29,0.03549571603427173,1.0313608136160124,0.1745791761136832,0.025558349883002318,0.7542141438520601,4,0.0,0.2680040604380778,629202200000591,219.0888798,24.0797483,,,,unknown,0.0024737351040966054,2.2207023578758665,0.017423055348946354,0.030490346860656117,False,False,False
861,0.3409311284240334,34,0.03948896631823461,0.9056207307303801,0.10238430034819224,0.023201056872560872,0.7530396829382318,4,0.0,0.22913536850712568,629201200001181,220.8229361,24.0108971,,,,unknown,-0.0033594749607756503,2.132503941834875,-0.023629552058828385,0.0,False,False,False
822,0.33157291408830747,61,0.07420924574209246,0.846018851114128,0.49865419928882504,0.056139476718059314,0.7520500247968039,9,0.017036044062592782,0.3033993425636041,629201200000392,220.7249372,24.0984833,,,,unknown,0.0024321569298432584,0.9822414332846291,0.0171169207639326,0.11924032562259636,False,False,False
828,0.2851703336283802,33,0.03985507246376811,1.0047959776397566,0.2900937850040752,0.02767734188168065,0.7519845560938813,4,0.0,0.21936645793828036,629202200000997,219.3700079,24.0296688,,,,unknown,0.003115523242194184,2.5125532784920708,0.021943168659974404,0.08304340229781232,False,False,False
734,0.37526699870646973,30,0.04087193460490463,0.8838312965447483,0.5026716753042543,0.0304951570440615,0.7508514528867816,4,0.0,0.37526699870646973,629202100001166,219.4927224,24.02011855,,,,unknown,0.004009856901327849,1.5027191591415483,0.028226057771525714,0.049395601100169995,False,False,False
719,0.3280186932037843,19,0.02642559109874826,0.7617645927345273,0.12394860884997573,0.03593991613477437,0.7492180251595677,4,0.0,0.3280186932037843,629202100022589,219.8468312,24.0670001,,,,unknown,0.004684976462851131,1.466970826507119,0.03301628208881952,0.05777849365543416,False,False,False
785,0.23885976499590056,27,0.034394904458598725,0.9053310448461716,0.997119677636976,0.04386442255636455,0.7468406732330907,4,0.0,0.23885976499590056,629202100008472,219.7194884,24.0880065,,,,unknown,0.0014941217715231936,1.4711649008138459,0.010517374679067106,0.018405405688367432,False,False,False
666,0.18402727896764748,62,0.09309309309309309,1.2584617602608443,0.49939685655451993,0.087349590685578,0.7400266977765344,9,0.011023765431147926,0.18402727896764748,629202100000258,220.3799521,24.1106221,,,,unknown,-0.003903929566930218,2.800107771222555,-0.027543981047804308,0.0,False,False,False
774,0.35305326115225155,31,0.040051679586563305,1.2133195832435422,0.15174214862180657,0.023857677210445547,0.7356418718314789,3,0.0,0.27522619591174713,629202100000534,219.7624146,24.085336,,,,unknown,-0.00010819426337590147,0.10678917463992595,-0.000762035771782941,0.0,False,False,False
