n_epochs,max_depth,n_dips,dip_duty_cycle,asymmetry,best_period_d,period_power,score,n_dip_events,out_of_dip_rms,max_event_depth,source_id,ra,dec,g_mag,bp_rp,parallax,hr_class,resists_mundane,is_candidate
1115,0.5180115403057938,44,0.039461883408071746,1.8374955018957706,1.045399629699521,0.019084131701923687,0.8045244906031692,4,0.0,0.4217605470657194,1499691670824605568,210.1048455022667,44.72700021780751,16.61493682861328,1.849313735961914,1.954262914483071,main_sequence,True,True
2182,0.521461037147394,143,0.06553620531622364,1.1439209445710514,0.9968516310927278,0.03743722692806336,0.7874945961548715,13,0.007826973670800378,0.521461037147394,1504531686650240896,213.28790985227695,43.439304081630866,16.7413272857666,2.4553661346435547,4.5338848694581335,giant,False,False
769,0.8428658777203754,21,0.027308192457737322,2.2717907817803873,1.0331364586996767,0.028172762666225697,0.7611228210427337,2,0.0022442656880739733,0.7729479726889019,1503754297569649920,206.82040715750298,46.0595729738105,15.403472900390625,1.1376781463623047,0.211573293131267,giant,False,True
2786,0.15770419058042506,51,0.01830581478822685,1.1969598800212522,1.0004345869319489,0.05326120687190463,0.5664109282911438,2,0.004749771404601165,0.14918574048466626,1499553338517611008,209.62060892474477,44.053777279406056,16.050825119018555,0.8829450607299805,0.7315267959258058,main_sequence,False,False
3288,0.11034713023646692,109,0.03315085158150852,0.9695466737444682,0.9975085051266289,0.02791769280873486,0.5517081041536371,7,0.006752790218092081,0.0942684335222943,1504656343781009408,213.18295709114096,44.03911933388676,16.764270782470703,0.9890842437744141,0.5125666390435507,main_sequence,False,False
1842,0.17474271267327368,137,0.0743756786102063,1.0829896310947391,0.9976545660900081,0.023177815318073048,0.541810318419982,13,0.015924360101225048,0.10205261921263209,1502415470364431360,207.74885354656706,44.12469545218826,14.47323989868164,1.7384529113769531,5.482370847494008,main_sequence,False,False
1818,0.22659923021740258,7,0.0038503850385038503,1.0708644825200073,0.9998331166909965,0.03836579452940715,0.5346799777089335,1,0.00397227786109523,0.14875941795581216,1502704401404102272,209.71662603435337,45.04377548897884,15.238850593566895,1.125138282775879,1.3949304669757927,main_sequence,False,False
2200,0.1729009538055326,84,0.038181818181818185,1.0049272500565674,0.9970704929582078,0.034293218863388646,0.5236148902039732,8,0.001238659653258133,0.07528964697913387,1504651773935822592,213.28507254437972,43.90829640180585,16.892629623413086,-0.09026718139648438,0.02044586799484476,unknown,False,False
1086,0.10249581983629019,33,0.03038674033149171,1.024928966175247,0.12078675854483661,0.0267429501597576,0.514379193904961,4,0.004622081033274831,0.10063496356567558,1498540172912509824,212.1730144042724,42.76600756126203,16.479755401611328,0.8022336959838867,0.3362154171080304,main_sequence,False,False
817,0.10981367169289713,54,0.06609547123623011,0.8736670976578745,5.106170971853122,0.036275155481002866,0.5133703498762046,4,0.00948859472014661,0.10855235912394645,1502459279030779392,207.091853175439,44.28818996004429,16.726272583007812,2.9477930068969727,4.017336282188928,giant,False,False
1829,0.08781261062352641,41,0.02241662110442865,1.0212797418461244,0.9973554085566085,0.030503447434542634,0.5036866719462334,5,0.008049220804721495,0.08781261062352641,1502422926427660032,207.75307317160744,44.24865068115692,16.8005428314209,1.1629753112792969,0.8041097598324969,main_sequence,False,False
