source_id,control_name,is_control,unit,ra,dec,l,b,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,bp_rp,abs_g,ruwe,ipd_frac_multi_peak,phot_variable_flag,non_single_star,teff,teff_gspphot,logg_gspphot,mh_gspphot,ag_gspphot,age_flame,age_flame_lower,age_flame_upper,mass_flame,lum_flame,evolstage_flame,flags_flame,teff_gspspec,logg_gspspec,mh_gspspec,alphafe_gspspec,alphafe_gspspec_lower,alphafe_gspspec_upper,flags_gspspec,activityindex_espcs,gaia_rot_period_d,allwise_designation,allwise_ra,allwise_dec,allwise_sep_arcsec,allwise_n_neighbours,allwise_n_mates,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,cc_flags,ext_flag,var_flag,ph_qual,tmass_designation,ks_m,ks_msigcom,tmass_ph_qual,tmass_sep_arcsec,w3_snr,w4_snr,ks_w1,w1_w2,v_tan_kms,W1_excess_jy,W1_excess_err_jy,chi_W1,W2_excess_jy,W2_excess_err_jy,chi_W2,W3_excess_jy,W3_excess_err_jy,chi_W3,W4_excess_jy,W4_excess_err_jy,chi_W4,W3_excess_mag,W4_excess_mag,excess_significant,t_bb_k,t_bb_lo_k,t_bb_hi_k,omega_dust_sr,bb_fit_chi2,lum_lsun,lum_source,mass_msun,mass_source,f_ir,f_ir_lo,f_ir_hi,r_bb_au,fmax_1gyr,log_f_fmax_1gyr,log_f_fmax_1gyr_lo,log_f_fmax_1gyr_hi,in_t_cell,above_fmax_3dex,above_fmax_3dex_16pct
1757504263952843776,,False,hp3_195,316.5998862646119,12.862598662890989,61.69673547635298,-22.359355347956875,12.15236774657551,0.017640233,688.90063,110.37235719409888,0.015448252,-34.026100888470154,0.011417719,-47.03764,0.28832838,10.793827,1.1437063,6.217131516869081,0.99364656,0,NOT_AVAILABLE,0,5075.0,4865.306,4.5573,-0.1862,0.002,4.9880915,2.873642,7.558709,0.79539955,0.28037173,179.0,0.0,5075.0,4.75,-0.13,0.05,0.01,0.09,9999999900019900999999999999,0.026910499,,J210623.93+125145.5,316.5997181,12.8626657,0.05844619,1,0,8.72,0.022,8.779,0.021,8.404,0.026,7.443,0.168,0000,0,1110,AAAB,21062384+1251460,8.773,0.02,AAA,0.09317749,41.75769230769232,6.4625,0.05299999999999905,-0.058999999999999275,45.05424669156088,-0.0016881009772646977,0.006478621689391701,-0.26056483279905773,-0.00043270396868079486,0.002531210938845501,-0.17094741573697272,0.0037885347641552457,0.0005430967855354685,6.975800382283472,0.0060381533739454684,0.0013753081788594782,4.390400251202473,-0.3491888109999996,-1.2545034959999999,True,253.8732230749282,226.41223051944792,299.08913718896014,1.9780836680128755e-17,0.034377689573932176,0.28037173,flame,0.79539955,flame,0.0011195850872916374,0.0010097876154385181,0.00127575034773071,0.6362967866290823,1.2734184108114606e-07,3.944085980584062,3.7156689401037357,4.284314839314271,True,True,True
3215736675594414592,,False,hp3_357,84.86291713225691,-3.784565969850077,208.00365343959652,-17.726178173747957,2.7362724388715187,0.018830853,145.30794,1.9655114128438824,0.018150683,-1.8176064210491163,0.01479461,27.75254,3.1655483,10.911354,0.92516613,3.097150680167511,1.2162207,0,VARIABLE,0,5696.4995,5696.4995,3.9661,-0.1961,0.2368,4.064456,3.6138635,4.5161824,1.3055673,5.1980424,448.0,0.0,,,,,,,,0.03277795,,J053927.09-034704.3,84.8629011,-3.7845498,0.0670114,1,0,9.179,0.023,9.153,0.02,8.441,0.027,7.317,0.118,0000,0,0000,AAAB,05392709-0347043,9.303,0.023,AAA,0.028081695,40.211111111111116,9.20084745762712,0.12400000000000055,0.0259999999999998,4.6379774698730465,0.0035159296230678136,0.003619636633601731,0.9713487786118676,0.004465845913091911,0.0016217026960046233,2.753800634416149,0.007242174703095783,0.0004271449380236388,16.954841456402768,0.008223547381632064,0.0010822542785876843,7.598535338999625,-0.8524900322000005,-1.9290066452000023,True,307.8980189816496,283.08217523513804,374.7740646557659,1.5904646366030545e-17,6.801263070059851,5.1980424,flame,1.3055673,flame,0.0020720202493372183,0.001985150408391867,0.002371455435335068,1.8626554702775493,2.398887762492846e-07,3.936384066373322,3.7610746636774652,4.361958922986216,True,True,True
1947687717925305344,,False,hp3_216,326.19374129930577,34.62985506007405,84.82972910760695,-14.08923257384962,3.5290880464419225,0.01478724,238.65765,12.2970802391009,0.010218786,27.405592266339227,0.01138115,19.919296,0.27650222,10.568039,0.81271267,3.306351468063486,1.0353054,0,NOT_AVAILABLE,0,5866.0,,,,,,,,,,,,5866.0,3.77,-0.55,0.23,0.19,0.29,9999001200999901999999999999,0.02662136,,J214446.50+343747.3,326.1937512,34.6298146,0.096000396,1,0,9.05,0.023,9.068,0.02,8.367,0.022,7.249,0.079,0000,0,0000,AAAA,21444648+3437469,9.119,0.018,AAA,0.070893176,49.35000000000001,13.743037974683546,0.06899999999999906,-0.017999999999998906,40.34881077771167,0.0005105795436241151,0.004329831999913737,0.11792132896479293,0.001272873837047224,0.0018351629711165704,0.693602615724514,0.007094676366597412,0.00041920294900635736,16.92420433447337,0.00854851153246497,0.0007789389266943833,10.97455941602849,-0.7477457466000003,-1.8100000000000016,True,292.7765661798371,276.7740166035561,311.4576660497521,1.933038825513914e-17,0.3582296486974437,3.5249601737817655,mg_bc,1.3702144829657923,ml_relation,0.0018251876270264271,0.0017180404785421817,0.0019157039772249038,1.6964102746944143,2.2496994413936084e-07,3.9091830155387335,3.7925348490240247,4.045480232694421,True,True,True
2369795454503345408,,False,hp3_263,12.05869127900432,-16.97926575104128,118.59286365738828,-79.824019275356,3.84990318357614,0.020834766,184.78264,47.96507170937806,0.022470143,-1.3021278783047108,0.025499197,41.726593,0.42213938,10.990293,0.6765156,3.9175420405719485,0.9413055,0,NOT_AVAILABLE,0,5885.0,6129.7456,4.2482,-0.2414,0.0006,3.661447,2.9704285,4.351889,1.1326478,1.9532964,279.0,0.0,5885.0,3.9,-0.44,0.27,0.21,0.36,10000009999999900999901999999999999,0.0027171508,,J004814.06-165845.4,12.0585928,-16.9792901,0.12755112,1,0,9.655,0.023,9.702,0.021,8.956,0.029,7.619,0.155,0000,1,100n,AAAB,00481402-1658452,9.827,0.023,AAA,0.055851035,37.43793103448276,7.004516129032258,0.1720000000000006,-0.0470000000000006,59.08220675141105,0.004204040541432745,0.0023332959800447107,1.8017605041912372,0.001962158011395796,0.0010195803015475339,1.9244761873268874,0.0045654373913725,0.00027624193481316426,16.526952703471053,0.006459754629208814,0.0010723166297587955,6.02411120926275,-0.8694696880000007,-2.149469688,True,270.7614286716965,249.83087698180842,322.3576098562834,1.7777062170059476e-17,3.4565149863789473,1.9532964,flame,1.1326478,flame,0.001861831194809518,0.001745701379377179,0.0020790686487523087,1.476511702795065,2.5617864324426764e-07,3.861397381351722,3.7085727549454677,4.198188071423615,True,True,True
5483128599250643456,,False,hp3_608,97.83696476600912,-57.61197143361845,266.7728892838871,-25.26380159800193,4.236718664521881,0.010323258,410.40518,68.78661420490856,0.015012246,-49.08419877591157,0.013995462,126.85665,0.7075592,11.339158,0.812871,4.474306130127289,0.785133,1,NOT_AVAILABLE,0,5650.379,5650.379,4.3331,-0.3715,0.0003,11.858113,10.624431,13.0917635,0.9325729,1.2014493,375.0,0.0,,,,,,,,0.010378943,,J063120.84-573642.7,97.8368725,-57.6118779,0.20868835,1,0,9.73,0.037,9.671,0.034,9.248,0.034,8.064,0.156,ddH0,1,99n4,AAAB,06312074-5736422,9.884,0.03,AAA,0.074010864,31.93235294117647,6.959615384615385,0.15399999999999991,0.05900000000000105,94.5511861024306,0.003241147321798969,0.0025406761763472714,1.27570264639501,0.00385336626082906,0.0011837044244542886,3.2553449841209634,0.0027930545977803123,0.0002607443822156894,10.71184956717449,0.0039911728109696286,0.0007183007042459455,5.556409436016723,-0.6317425800000008,-1.7600000000000013,True,269.8382585573675,243.3332407137073,854.725900724866,1.0908207606805088e-17,10.378839582642033,1.2014493,flame,0.9325729,flame,0.0015128772251172666,0.0014800137384090486,0.005417390481379326,1.1659289506947081,2.2136033344687188e-07,3.8347038847162342,3.6446692695414336,6.726062102206086,True,True,True
575128526465146624,,False,hp3_63,48.572292575493286,86.86752920638554,124.94188206435818,24.570629825584124,2.0250091901497056,0.012321567,164.34673,9.863103532599805,0.013195292,0.6332528141336792,0.014991522,-34.69829,0.62930036,11.961523,0.7274904,3.4936579926231843,1.1912539,0,NOT_AVAILABLE,0,6981.0,6391.988,4.0706,-0.4283,0.2057,3.0423515,2.5294206,3.62475,1.2727112,3.460566,273.0,0.0,6981.0,4.51,0.02,0.17,0.09,0.26,10000009999999900999999999999999999,0.0005696906,,J031417.42+865202.9,48.5726047,86.8674852,0.19355698,1,0,10.591,0.023,10.601,0.021,9.515,0.034,7.897,0.142,0000,0,110n,AAAB,03141716+8652031,10.76,0.022,AAA,0.1012176,31.93235294117647,7.645774647887325,0.16900000000000048,-0.010000000000001563,23.136694766664395,0.0017304970744574759,0.0009907717800243163,1.7466152239570294,0.0011599425239536987,0.00043259633031794497,2.681350817518902,0.0033745090754693885,0.0001698675880415465,19.865526522011045,0.005363076692448976,0.0007593997295199973,7.062257838620616,-1.2424501919999986,-2.803450191999999,True,256.3010802067656,242.43472201417066,283.7215227185724,1.6920562884795284e-17,6.781723114569669,3.460566,flame,1.2727112,flame,0.0029027946119913666,0.002738419806403038,0.0031261967022031822,2.193305399630416,4.3971314040628805e-07,3.819646864008082,3.7139468158300666,3.9974650696757337,True,True,True
6251947192850664448,,False,hp3_694,231.3433665080152,-21.931958668298016,343.95498770168336,28.42032286839632,5.616375496444148,0.018399503,305.24603,-25.04863560762118,0.017966544,-15.468418069762087,0.014667731,-19.15594,0.33373407,9.428899,0.69334507,3.1761796795315753,0.9743557,0,NOT_AVAILABLE,0,6374.3545,6374.3545,4.0877,-0.1603,0.1554,2.7812068,2.3610628,3.197319,1.3440272,4.448058,277.0,0.0,,,,,,,,,,J152522.41-215554.7,231.3434,-21.9318729,0.22368675,1,0,8.007,0.052,7.838,0.043,7.295,0.031,6.102,0.072,ddd0,1,5300,AAAA,15252245-2155547,8.171,0.016,AAA,0.2861976,35.02258064516129,15.07916666666667,0.1639999999999997,0.1689999999999996,24.848560510147994,0.017887555084340645,0.01332969598205175,1.3419327123758853,0.03104449736687473,0.006382178960986708,4.864247392096811,0.021154186300188654,0.0013050792923830514,16.209119571241903,0.025549411282721462,0.0020350660586245417,12.554585721895323,-0.8741330985999997,-2.010133098599999,True,294.66812097794366,279.70538290789165,317.9571402891333,5.590853985777207e-17,22.841027829939797,4.448058,flame,1.3440272,flame,0.0016948409197286263,0.001597476909077459,0.0018022481299765191,1.8812448584731145,2.590600674493524e-07,3.8157284666671485,3.697015162991093,3.9814535546139487,True,True,True
5263725658133354368,,False,hp3_584,110.19078356940037,-72.9473992122186,284.4052711548739,-23.74288574469552,3.101912013626856,0.012042623,257.57776,-32.78569329954215,0.015824657,74.76545497924789,0.013639142,-3.6034772,0.44622454,11.097869,0.83614826,3.556016373999343,0.9101903,0,NOT_AVAILABLE,0,5936.0,5885.2173,4.1001,-0.3764,0.1318,7.5882516,6.7374616,8.383657,1.1004134,3.0292976,448.0,0.0,5936.0,3.91,0.04,0.0,-0.05,0.08,10000009999999900999901999999999999,-0.0014122158,,J072045.84-725650.9,110.1910137,-72.9474758,0.15922764,1,0,9.547,0.022,9.564,0.02,8.677,0.028,7.273,0.104,hh00,3,2200,AAAA,07204591-7256519,9.62,0.023,AAA,0.11430034,38.775000000000006,10.43942307692308,0.07299999999999862,-0.01699999999999946,124.76268509578658,0.0004544679989536213,0.002774772840509492,0.16378565925064115,0.0009683521588521732,0.0011973979176963566,0.8087137488222472,0.006198480433333172,0.0003414513584738767,18.153333643296655,0.009053521324343932,0.0009912970000797475,9.13300587373471,-0.9382770348000002,-2.286999999999999,True,265.05635489361373,250.37089317025197,283.67865999776,2.620049489943703e-17,0.5503611409984402,3.0292976,flame,1.1004134,flame,0.0025030088107772745,0.0023549922837128425,0.0026473642146688484,1.9187612568349501,3.8833033316960975e-07,3.809261062978162,3.7004327673986084,3.9304885666739886,True,True,True
2120651376692536960,,False,hp3_235,279.15651427445573,48.4360030577968,77.24415971096303,22.29087052129381,8.910399040856632,0.013263932,671.77655,39.70375415509199,0.015892677,-56.32307400959499,0.016346134,-38.535126,0.35560015,11.259003,1.129633,6.008488768984314,1.1639277,0,NOT_AVAILABLE,0,4968.0,4953.3315,4.5423,0.1362,0.0751,13.441023,11.231134,13.5,0.7776729,0.33882087,300.0,0.0,4968.0,4.01,0.01,0.03,0.01,0.05,9999999900019900999999999999,0.012874983,,J183637.54+482609.9,279.1564178,48.4361033,0.05320312,1,0,9.245,0.023,9.303,0.02,9.017,0.023,8.236,0.167,0000,0,100n,AAAB,18363749+4826106,9.308,0.013,AAA,0.04545337,47.20434782608696,6.50119760479042,0.06300000000000061,-0.058000000000001606,36.661530698731994,-0.0004705896893687708,0.003834996616129329,-0.12270928412023949,4.1458244032788194e-05,0.0014676204333145771,0.028248614622485176,0.0017335470019448403,0.00029943654381768867,5.789363515364066,0.0025518369765484216,0.0006616196918406273,3.856954392408131,-0.271611009999999,-0.9976293599999997,True,263.6957448586463,231.93045343701036,307.7951418390519,7.617098894016308e-18,0.0008808651220965078,0.33882087,flame,0.7776729,flame,0.0007723933213302965,0.0006760237455981736,0.0009096034073243718,0.6483436261133765,1.2331512332219467e-07,3.7968221683198573,3.5223950979547904,4.127728707435987,True,True,True
1746149774874323584,,False,hp3_193,321.8548361942032,12.313676070805265,64.69569366817869,-26.73747074995679,5.586408219093822,0.01602451,348.6165,15.1528182954706,0.015892962,-8.405162949885225,0.015944924,-1.8562888,0.72934043,10.254257,0.7067871,3.9899203399812,0.88072985,0,NOT_AVAILABLE,0,6026.6245,6026.6245,4.2329,-0.2131,0.0011,5.261946,4.487213,6.03638,1.0892135,1.8384985,325.0,0.0,,,,,,,,0.021999327,,J212725.15+121849.2,321.8548101,12.3136805,0.030994987,1,0,9.032,0.022,9.029,0.02,8.507,0.025,7.524,0.17,0000,0,000n,AAAB,21272514+1218493,9.089,0.018,AAA,0.020298326,43.428000000000004,6.386470588235294,0.057000000000000384,0.0030000000000001137,14.703937846654892,-0.0001391946410356365,0.00442647542504116,-0.03144593105570945,0.0013480179577022508,0.0019061437978553644,0.7071963611658938,0.005184195629721473,0.0004247487841832508,12.205321881474386,0.006136469156939035,0.0012882581715075634,4.763384617042973,-0.5798642580000003,-1.505864257999999,True,296.7148720340943,268.9948306225169,367.7087384876152,1.3131524938567223e-17,0.40141244548043586,1.8384985,flame,1.0892135,flame,0.0010007940047140225,0.0009589850698400289,0.0011534416747345417,1.1928323895070945,1.658235279349337e-07,3.78069854441378,3.585727558979168,4.2249497181808415,True,True,True
4723721859547668096,,False,hp3_524,49.75875484809766,-60.23177760952942,276.1851825578778,-48.518930507287976,4.498933534682148,0.012375115,363.54678,74.16222705839382,0.01566487,77.91788859396192,0.016092129,8.342333,0.47972852,11.35497,0.76235867,4.620517885661126,0.8732189,0,NOT_AVAILABLE,0,5589.0,5922.009,4.3962,-0.7523,0.04,,,,1.1169798,1.2258829,102.0,0.0,5589.0,4.08,-0.95,0.48,0.38,0.55,10000009999999900999901999999999999,0.029405262,,J031902.05-601354.7,49.7585558,-60.2318844,0.041483395,1,0,9.919,0.022,9.951,0.02,9.267,0.028,7.912,0.15,0000,0,010n,AAAB,03190193-6013556,10.006,0.021,AAA,0.03464154,38.775000000000006,7.238000000000001,0.08699999999999974,-0.03200000000000003,113.34482360254478,0.0008343051111618649,0.001946949040380126,0.4285192338670423,0.0005558685888810283,0.0008377430547727226,0.663531121761235,0.0030622324419753784,0.00021146983340783297,14.48070579442728,0.004843241861185819,0.0007928756587128191,6.108450685758849,-0.7357528266000015,-2.0340000000000016,True,255.16711030357925,236.47658636096372,279.43166844334246,1.534577957831816e-17,0.3948437174154745,1.2258829,flame,1.1169798,flame,0.0014791781582997683,0.001404577645721511,0.0016330241561166854,1.3170477338927806,2.505693381165054e-07,3.7710925595703495,3.6480292659053837,3.9460516082305874,True,True,True
1908121826354751744,,False,hp3_211,338.3456980322372,38.12199852828465,95.1199677177962,-17.182844511288785,9.440187407010802,0.01556477,606.5099,44.85757484393876,0.014002494,-29.61437983410111,0.014896726,12.7124405,0.27670375,10.920645,1.0367947,5.79554808008292,0.9787068,0,NOT_AVAILABLE,0,5252.0,5123.4053,4.5396,-0.1096,0.0574,5.6543617,3.8739138,7.428047,0.8434644,0.3947465,209.0,0.0,5252.0,4.68,-0.07,0.09,0.05,0.11,9999019900019900999999999999,0.022475546,,J223322.94+380719.5,338.3456118,38.1220915,0.17527035,1,0,8.976,0.026,8.965,0.024,8.773,0.026,7.874,0.148,hh00,1,333n,AAAB,22332290+3807197,9.104,0.016,AAA,0.005568524,41.75769230769232,7.335810810810812,0.12799999999999834,0.011000000000001009,26.991725345811428,0.004060276085129433,0.0044497069057222085,0.912481691750983,0.005046026320110815,0.0019220362370456765,2.625354414684169,0.002468109038332714,0.00038608573542229445,6.392644979833652,0.003896790301777866,0.0008184176185282988,4.76137147289813,-0.3147923179999992,-1.163584635999999,True,256.1254246636697,228.40959308852422,1113.0288952675203,1.2386803835023934e-17,6.825255576620648,0.3947465,flame,0.8434644,flame,0.0008548529112387225,0.0008028926429921511,0.0054771994807137426,0.7417886325071209,1.4618145482327178e-07,3.766999115297047,3.5401135961055212,7.536071182168518,True,True,True
2247168675006937984,,False,hp3_249,309.1228912526437,68.22284794177013,102.67179516924558,16.101289151312407,2.230107498941517,0.009619527,231.8313,-0.4263055803692968,0.012018554,-5.695956421767511,0.011277959,-24.259592,1.4754531,12.082052,1.0626659,3.823680990289848,0.9183748,0,NOT_AVAILABLE,0,6429.0,6237.5513,3.9816,-0.305,0.7335,3.1815088,2.748275,3.6148245,1.3219309,4.1990848,296.0,0.0,6429.0,4.2,-0.21,0.38,0.28,0.62,100020000009999999999999999999999999999,0.015639879,,J203629.48+681322.3,309.1228464,68.22287,0.079251915,1,0,10.258,0.023,10.251,0.02,9.14,0.024,7.514,0.076,0000,1,3311,AAAA,20362948+6813222,10.392,0.023,AAA,0.12252265,45.237500000000004,14.285526315789475,0.13400000000000034,0.006999999999999673,12.141581844387673,0.0013573891482542046,0.001402274012822254,0.9679913738986627,0.0015795066060457687,0.0005920095670337269,2.6680423662068686,0.004750501818296515,0.00018395654363408798,25.82404368145687,0.007634747357816184,0.0005793408061998059,13.178335232238197,-1.234620022999997,-2.808986727999998,True,253.59027632746756,244.65443108347284,264.2789224334678,2.4858938944858506e-17,6.723712472777448,4.1990848,flame,1.3219309,flame,0.00277720298474798,0.0026843693238485567,0.0028963966057074784,2.467962414794758,5.093214437326615e-07,3.736615661867601,3.673610548862045,3.8133661332550846,True,True,True
3014063501211061632,,False,hp3_334,80.26998358796102,-10.349177500917882,212.1483305492109,-24.722373187867863,4.795799445443649,0.014894169,321.99176,-2.22917313918754,0.014405388,6.95149708523332,0.012569162,25.458023,1.083901,9.681407,0.4840355,3.0857120656720856,0.9947068,0,NOT_AVAILABLE,0,6909.2217,6909.2217,4.1124,-0.811,0.0158,1.0287521,0.6717696,1.385692,1.4111556,4.4930773,171.0,0.0,,,,,,,,0.0017186046,,J052104.79-102057.0,80.2699683,-10.3491911,0.06732645,1,0,8.805,0.022,8.749,0.02,7.508,0.021,5.842,0.046,0000,0,0000,AAAA,05210479-1020571,8.876,0.022,AAA,0.103138015,51.7,23.60217391304348,0.07099999999999973,0.05599999999999916,7.215951032759133,0.0014186495334760768,0.0053365507627617485,0.26583641691846355,0.004235133185606671,0.002423621972729469,1.7474396722179775,0.022479118810467637,0.0007248821012048545,31.010724051682647,0.035961926733507156,0.001642706164048407,21.891880313445657,-1.3627017749999992,-2.9488071000000016,True,253.71486279248828,247.29377859615792,259.4084451841141,1.1751419748020641e-16,2.75560977749366,4.4930773,flame,1.4111556,flame,0.002658330344288952,0.002572310281297241,0.0027369281464220416,2.5503896623872744,5.034436604043718e-07,3.722658072296142,3.6717219218562227,3.7668837360180163,True,True,True
3304135250100217600,,False,hp3_366,64.24466544809027,11.875968051307549,181.81121402979383,-26.724307168211972,3.1453868145559944,0.020669378,152.17616,5.453066541075764,0.021430993,-5.546070746311096,0.014406531,9.456616,1.985494,10.94838,0.81425476,3.4367503094741796,0.9997564,0,NOT_AVAILABLE,0,7916.8154,7916.8154,4.1944,-0.3688,1.0763,0.43299446,0.21576297,0.6499894,1.6673057,8.577048,143.0,0.0,,,,,,,,,,J041658.71+115233.5,64.2446654,11.8759882,0.051421896,1,0,9.425,0.023,9.261,0.02,7.757,0.02,6.063,0.058,0000,0,1111,AAAA,04165871+1152335,9.58,0.018,AAA,0.06443562,54.285000000000004,18.71896551724138,0.15499999999999936,0.16400000000000148,11.722129940311046,0.00433436967286549,0.0028631348700148542,1.513854522977118,0.008257473060896976,0.0012617146029794567,6.5446441226862975,0.02031602053171221,0.0005015321369055629,40.507913724255836,0.030115556754995852,0.0016806819789923159,17.918652744198635,-1.8187149047999993,-3.456999999999999,True,265.1431517132812,257.2440364228218,275.1335739618689,8.611784040314776e-17,40.215060559614436,8.577048,flame,1.6673057,flame,0.0028296304009770654,0.002739906372929232,0.002901099550835742,3.2265210603757755,5.488902837513382e-07,3.712244169671256,3.6534921362634694,3.781439045674103,True,True,True
4134893731774158080,,False,hp3_459,259.9744008379274,-17.75916168144465,6.281070058004413,10.983526867162755,9.244348542266245,0.017174905,538.24744,-5.4587572958708765,0.025201978,-30.872696916874943,0.016211152,-8.494957,3.3063703,10.536127,1.2066202,5.365508557212195,0.8855919,0,NOT_AVAILABLE,0,4869.616,4869.616,4.2708,-0.4818,0.2371,,,,,0.73428804,352.0,20.0,,,,,,,,0.118745245,,J171953.85-174532.7,259.9744097,-17.7591082,0.020125378,1,0,8.17,0.038,8.144,0.034,7.947,0.029,6.97,0.107,ddd0,1,8920,AAAA,17195386-1745324,8.321,0.026,AAA,0.09757722,37.43793103448276,10.146728971962618,0.1509999999999998,0.0259999999999998,16.076982439082677,0.011457579677045526,0.011242376306482251,1.01914216040244,0.0139461472160856,0.0047610979167797,2.9291872294696395,0.005783142927882951,0.0008941688580255907,6.467618365341728,0.009368660162573936,0.0013736762221238006,6.820137097582809,-0.3500365859999987,-1.2631097579999995,True,252.7185718620646,228.14455525866427,284.54047185128746,3.0443222035151583e-17,8.516525943451674,0.73428804,flame,0.925692219838425,ml_relation,0.0011164031718654342,0.0010389438557750542,0.0013014379535460708,1.0391669422549723,2.1780290273301492e-07,3.7097573982648737,3.4911663406764952,3.9704415384572957,True,True,True
996120533623006976,,False,hp3_110,96.29592104050178,54.782592903694585,160.0450212086834,18.2919472482215,10.48504811752422,0.026541056,395.05014,4.293894680624396,0.022354692,-28.59751310019868,0.023789395,3.8204672,0.18789756,9.551974,0.7902937,4.654826139255885,1.1805544,0,VARIABLE,0,5712.0,5818.8193,4.3847,-0.1815,0.043,3.5850477,2.2322721,4.854125,1.0229372,1.0452973,235.0,0.0,5712.0,5.03,-0.18,0.3,0.27,0.36,100001000009999999999999999999999999999,0.028335778,,J062511.01+544657.5,96.2958817,54.7826525,0.080756925,1,0,8.16,0.023,8.177,0.019,7.959,0.02,7.429,0.109,0000,0,0000,AAAA,06251099+5446578,8.21,0.023,AAA,0.18632203,54.285000000000004,9.960550458715597,0.05000000000000071,-0.01699999999999946,13.074360444107837,-0.0016554019583052693,0.010259618142090896,-0.16135122529695833,0.0012322033891290357,0.004380936938856199,0.2812648084933966,0.0042258638850192105,0.0008281785633900466,5.102599936565804,0.004332352389795757,0.0009521811349966705,4.54992462102382,-0.2471941260000008,-0.7210000000000014,True,321.857887070766,274.97938208308045,396.8307560333418,7.732975330648272e-18,0.05678342548171998,1.0452973,flame,1.0229372,flame,0.00040740227825341636,0.0003312334758736081,0.0005414063600747288,0.7643953124964636,8.204169544022819e-08,3.6959888265677474,3.3019641165074676,4.233700734203828,True,True,True
3168144078565656832,,False,hp3_351,109.75174938490208,15.823320895843816,201.6797972268204,13.125695618227486,2.131320251789933,0.014160095,150.51596,5.034632454529578,0.015997387,-22.10788703275039,0.014114272,-34.8781,0.5893779,11.527737,0.77005863,3.1709805581330173,0.8312556,0,NOT_AVAILABLE,0,6025.0,5977.841,4.0613,-0.0571,0.0013,5.7261,5.0702806,6.358109,1.1787014,3.8193798,430.0,0.0,6025.0,3.86,0.37,0.05,-0.03,0.12,10000009999999999999999999999999999,0.020879075,,J071900.42+154924.0,109.751758,15.8233535,0.057700403,1,0,10.186,0.023,10.202,0.019,9.327,0.037,7.952,0.189,0000,0,000n,AAAB,07190041+1549243,10.184,0.021,AAA,0.053565744,29.343243243243247,5.744444444444445,-0.002000000000000668,-0.016000000000000014,50.43118226088126,-0.0015276241419557544,0.001643566339808694,-0.929456940651124,-0.0005106586373644292,0.000698145582706311,-0.7314500728986895,0.0032050918695494756,0.00023221602370876644,13.802199427758437,0.004769170578084598,0.0009614473746662016,4.960407302313737,-0.8535988273999995,-2.1719999999999997,True,261.4540159279914,238.38082028835646,298.7894107324958,1.4697194852764002e-17,0.619769841740083,3.8193798,flame,1.1787014,flame,0.0022331934175236607,0.0020580590552729747,0.002410106233507443,2.21427829077539,4.562072661388615e-07,3.6897641409466884,3.526920729240763,3.9510152699570793,True,True,True
5280185480342669440,,False,hp3_586,101.30809112783976,-67.37132113192669,277.71499259561307,-25.47720010421155,2.8548825037158734,0.010809291,264.11377,11.116618490884765,0.014448793,13.429528769061864,0.013523856,17.522535,0.46186787,11.806047,0.904871,4.08398819506715,0.9114603,0,NOT_AVAILABLE,0,5725.0,5465.626,4.226,0.0706,0.0221,13.42389,12.233156,13.5,0.9459872,1.7417132,446.0,0.0,5725.0,3.92,0.44,-0.03,-0.07,0.01,9999999900999999999999999999,-0.004988618,,J064513.92-672216.8,101.308037,-67.3713375,0.020199873,1,0,10.235,0.023,10.288,0.02,9.81,0.03,8.894,0.191,0000,0,010n,AAAB,06451391-6722168,10.28,0.023,AAA,0.0887384,36.190000000000005,5.684293193717278,0.04499999999999993,-0.053000000000000824,28.948164047769854,-0.00044237669554982387,0.0014714665968955623,-0.3006365869827636,-0.0002505436274540581,0.0006442706011463836,-0.3888794972302834,0.0013069880737330126,0.00015127877727058727,8.639599667012424,0.0016345968282893597,0.0004102803678219864,3.984097111365034,-0.4617077399999992,-1.3281948399999999,True,285.699645120849,252.72409887497963,332.6192249977111,3.848079348164874e-18,0.18821160433253603,1.7417132,flame,0.9459872,flame,0.0010188977199992889,0.0009444850805043206,0.0011848405156447978,1.2522623758964593,2.1462635664106357e-07,3.6764475370868155,3.420001782680472,4.005914947525409,True,True,True
